GEOID,G16PREDCLI,G16PRERTRU,G16PREGSTE,G16PRELJOH,G16HALDROC,G16HALRREI,G16HALGPER,G16HALLGES,G16GOVDCAR,G16GOVRBON,G16GOVGGRO,G16GOVLGOW,G16LTGDHAL,G16LTGRGUN,G16INSDNAV,G16INSRCRA
100030168012014,66.8,77.9,1.6,8,70.2,69.6,2.7,3.1,79.9,64.3,1.6,3.1,85.8,63,84.2,61.3
100030169042047,5.1,9.3,0.2,0.4,5.2,8.5,0.3,0.2,6.3,7.9,0.2,0.1,7.2,7.2,6.8,7.3
100030102002006,31.8,15.6,1.1,2,30.8,14.5,1.2,1.3,33.4,12.7,1.3,0.8,33.8,13.5,32.9,14.7
100030102002001,20.9,10.3,0.7,1.3,20.3,9.5,0.8,0.8,21.9,8.4,0.9,0.5,22.2,8.9,21.6,9.6
100030111002017,26.1,16.1,0.4,1.7,24.2,15.6,0.6,1.7,26.8,14.9,0.7,0.7,25.5,16.4,26.4,15.9
100030104003007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030104004008,9.4,6.2,0.2,0.6,9.2,5.5,0.5,0.5,9.7,5.4,0.2,0.2,9.7,5.5,9.9,5.3
100030104004004,10.8,7.1,0.2,0.6,10.6,6.3,0.5,0.6,11.2,6.2,0.3,0.3,11.2,6.4,11.4,6.2
100030104003020,10.4,6.9,0.2,0.6,10.3,6.1,0.5,0.6,10.9,6,0.3,0.3,10.8,6.2,11.1,6
100030104002014,8.8,6.2,0.3,0.7,8.5,5.5,0.5,0.4,9.1,5.6,0.3,0.2,9.1,5.7,9.5,5.2
100030104003024,11.2,7.4,0.2,0.7,11,6.5,0.6,0.6,11.6,6.5,0.3,0.3,11.6,6.6,11.8,6.4
100030117004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030112021013,21.7,17.6,0.4,1.2,20.7,16.4,0.8,0.5,22,16.1,0.7,0.5,21.9,16.5,22.5,15.5
100030115003021,2.3,1.4,0.1,0.2,2.2,1.5,0.1,0.1,2.3,1.4,0.1,0.1,2.3,1.4,2.4,1.4
100030117004048,12,8.6,0.2,0.9,11.1,9.9,0.3,0.3,12.9,8.9,0.2,0.2,11.7,9.5,11.6,9.7
100030117004049,10.1,7.3,0.2,0.8,9.4,8.4,0.3,0.2,11,7.5,0.2,0.1,9.9,8.1,9.8,8.2
100030117002008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030104002009,10.2,7.2,0.4,0.8,9.9,6.3,0.5,0.5,10.6,6.5,0.4,0.3,10.5,6.6,11.1,6
100030104003029,4.6,3.2,0.2,0.3,4.4,2.8,0.2,0.2,4.7,2.9,0.2,0.1,4.7,2.9,5,2.7
100030105025019,7.5,4.8,0.2,0.3,7.3,4.3,0.3,0.2,7.5,4.2,0.3,0.2,7.5,4.5,7.7,4.3
100030104004020,7.9,5.2,0.2,0.5,7.8,4.6,0.4,0.4,8.2,4.6,0.2,0.2,8.2,4.7,8.4,4.5
100030104004022,7.7,5.5,0.3,0.6,7.5,4.8,0.4,0.4,8,4.9,0.3,0.2,8,5,8.4,4.6
100030148054001,30.3,14.7,1.2,2.1,30,14.7,0.8,0.7,31.6,13.5,0.9,0.7,32.4,14.3,34.2,12
100030148054008,113.1,54.7,4.5,7.9,111.9,54.8,3.1,2.6,117.8,50.1,3.2,2.5,120.6,53.1,127.3,44.8
100030148082040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148082030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148091037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030148081012,5.8,3.7,0.1,0.4,5.9,3.3,0.2,0.3,6.1,3.3,0.2,0.2,6.2,3.5,6.5,3.2
100030148103008,91.6,34.3,2.2,3.1,91.3,28.3,2.8,1.8,91.2,29.8,1.5,1.2,90.3,33.1,96.2,27.3
100030148102032,3.8,2.6,0.1,0.2,3.8,2.4,0.1,0.1,4,2.3,0.1,0.1,4,2.4,4.5,1.9
100030148054005,22,10.7,0.9,1.5,21.8,10.7,0.6,0.5,23,9.8,0.6,0.5,23.5,10.4,24.8,8.7
100030148084009,28.6,7.5,0.4,1.1,28,6.4,0.6,0.5,28.1,6.4,0.6,0.5,27.2,7.9,29,6.3
100030148092019,18.8,16.2,0.5,1.3,19.1,14.7,0.7,0.6,20.4,14.1,0.3,0.6,20.8,14.6,23.1,12.1
100030148091052,7.7,9.7,0.2,0.9,8.2,9.1,0.2,0.2,8.5,9,0.1,0.3,8.4,9.1,9.5,8.3
100030030022007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030027001021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030030023018,10.1,0.1,0.1,0.1,9.1,0.2,0.1,0,8.9,0.1,0.1,0,7.9,1.1,8.6,0.3
100030002002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030002003010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030002002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030028002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030013001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030011003011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030014001002,4.2,1.4,0.1,0.4,4.1,1.5,0.1,0.1,4.3,1.3,0.1,0.1,4.1,1.6,4.1,1.6
100030014001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030016001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030028002032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030019022032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030002004010,32.2,1.2,0.4,0.2,30.3,1.1,0.4,0.2,28.9,1.5,0.4,0.2,25.4,4.7,28.6,1.6
100030002005005,51.5,2,0.7,0.3,48.5,1.7,0.6,0.3,46.3,2.4,0.7,0.3,40.6,7.5,45.7,2.5
100030002005018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030006011020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030006011012,23.1,0.4,0.3,0.1,21.3,0.4,0.2,0.1,20.2,0.4,0.2,0.1,17.4,3.4,20.1,0.7
100030002002029,31.9,3.6,0.3,0.9,31.3,3.3,0.2,0.3,30.2,3.5,0.3,0.2,26.5,7.2,29.8,3.7
100030006011002,11.3,0.2,0.1,0,10.4,0.2,0.1,0.1,9.9,0.2,0.1,0,8.5,1.7,9.8,0.3
100030002005011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030006011005,5.6,0.1,0.1,0,5.2,0.1,0.1,0,4.9,0.1,0.1,0,4.2,0.8,4.9,0.2
100030013001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030013002001,25.1,9.8,0.5,1.3,24.6,10.1,0.4,0.5,27,8.6,0.3,0.4,25.4,9.6,24.8,10.1
100030013001033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030013002004,11,4.3,0.2,0.6,10.8,4.4,0.2,0.2,11.8,3.8,0.1,0.2,11.1,4.2,10.8,4.4
100030013002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030013002023,9.1,4.2,0.1,0.6,9,4.5,0.1,0.1,10,3.9,0.1,0.1,9.5,4.2,9.2,4.3
100030012002002,23.5,7.9,0.5,2.1,22.9,8.5,0.6,0.5,24.1,7.5,0.6,0.4,23,8.8,22.7,8.8
100030012002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030012002014,42,14.1,1,3.8,41,15.2,1.1,0.9,43.1,13.4,1.1,0.7,41,15.7,40.6,15.7
100030012002021,15.1,5.1,0.3,1.4,14.7,5.5,0.4,0.3,15.5,4.8,0.4,0.2,14.8,5.6,14.6,5.6
100030012001014,44,17.2,0.9,2.2,43.1,17.7,0.7,0.8,47.3,15,0.6,0.7,44.5,16.7,43.4,17.7
100030012001013,11.5,4.5,0.2,0.6,11.3,4.6,0.2,0.2,12.4,3.9,0.1,0.2,11.6,4.4,11.4,4.6
100030012001017,14.1,5.5,0.3,0.7,13.9,5.7,0.2,0.3,15.2,4.8,0.2,0.2,14.3,5.4,13.9,5.7
100030012002009,3.4,1.1,0.1,0.2,3.2,1.2,0.1,0.1,3.4,1.1,0.1,0,3.3,1.2,3.2,1.3
100030012002011,5.5,1.8,0.1,0.5,5.3,2,0.1,0.1,5.6,1.7,0.1,0.1,5.3,2,5.3,2
100030011001013,42.7,13.4,1.1,3,40.9,15,0.9,1.3,43.5,13.9,1.2,0.4,41.7,15.2,40.6,16.1
100030011001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030011001010,37.2,11.6,1,2.6,35.7,13.1,0.8,1.1,37.9,12.1,1,0.4,36.4,13.3,35.4,14.1
100030004003004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030019022021,20,1.9,0.3,0.4,18.1,1.8,0.4,0.4,18,1.7,0.3,0.3,15.9,3.8,17.5,2.4
100030019022010,8,0.8,0.1,0.1,7.2,0.7,0.1,0.2,7.2,0.7,0.1,0.1,6.4,1.5,7,1
100030019021037,12.5,1.2,0.2,0.2,11.3,1.1,0.2,0.2,11.2,1.1,0.2,0.2,9.9,2.4,10.9,1.5
100030004003028,24.7,4.2,0.6,0.9,23.3,4.4,0.9,0.3,23.2,4.3,0.6,0.2,21.9,5.8,22.7,4.8
100030004003026,11.8,2,0.3,0.4,11.1,2.1,0.4,0.1,11.1,2,0.3,0.1,10.4,2.8,10.8,2.3
100030014002010,42.9,11.2,0.5,2,41.9,9.2,0.5,2,42.4,8.7,1,1,38.8,12.8,40.4,12.3
100030014002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030024004008,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
100030112021005,49.8,40,1,3.2,47.8,37.3,1.6,1.8,52.6,35.4,1.4,1,50.3,37.5,51.1,37.4
100030117003046,58.1,38.5,0.7,4.5,56.2,42.1,1.4,0.7,63.2,36.7,1.2,0.3,56.6,42.9,55.6,43.8
100030107022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030101041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030103001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030104003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030111001006,7,1.6,0.4,0.2,6.9,1.7,0.3,0.1,7,1.8,0.4,0.1,7.2,1.7,7.5,1.5
100030112033016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030111002001,36.2,8.4,2.2,1.3,35.7,8.9,1.7,0.6,36.3,9.1,1.8,0.5,37.1,8.6,38.7,7.9
100030101012011,233.7,61.6,5.7,10.7,222.3,48.2,7,7,226,48.9,6.7,5.7,224,58.3,234.1,49.6
100030101011013,8.8,2.3,0.2,0.4,8.3,1.8,0.3,0.3,8.5,1.8,0.3,0.2,8.4,2.2,8.8,1.9
100030101011008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030105024004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030104003025,5.4,3.6,0.1,0.3,5.3,3.2,0.3,0.3,5.6,3.1,0.1,0.1,5.6,3.2,5.7,3.1
100030104002003,10.2,7.2,0.4,0.8,9.9,6.3,0.5,0.5,10.6,6.5,0.4,0.3,10.5,6.6,11.1,6
100030104002004,13.7,9.7,0.5,1,13.3,8.5,0.7,0.7,14.2,8.8,0.5,0.4,14.2,8.8,14.9,8.1
100030104003030,10.2,7.2,0.4,0.8,9.9,6.3,0.5,0.5,10.6,6.5,0.4,0.3,10.5,6.6,11.1,6
100030104004019,12.3,8.7,0.5,0.9,11.9,7.6,0.6,0.6,12.8,7.9,0.5,0.3,12.7,7.9,13.3,7.3
100030104004021,9.8,6.9,0.4,0.7,9.6,6.1,0.5,0.5,10.2,6.3,0.4,0.3,10.2,6.3,10.7,5.8
100030103001009,15.8,7.1,0.4,0.8,15.7,6.1,0.5,0.5,15.8,6.2,0.4,0.5,15.8,6.6,16.2,6.3
100030104001003,5.6,4,0.2,0.4,5.5,3.5,0.3,0.3,5.8,3.6,0.2,0.1,5.8,3.6,6.1,3.3
100030104002018,8.4,5.9,0.3,0.6,8.2,5.2,0.4,0.4,8.8,5.4,0.3,0.2,8.7,5.4,9.1,5
100030101042006,10.6,4.1,0.2,0.5,10.2,3.7,0.3,0.2,10.6,3.5,0.2,0.1,10.3,3.7,10.8,3.5
100030105025017,7.9,5,0.2,0.3,7.6,4.6,0.3,0.2,7.9,4.4,0.4,0.2,7.9,4.8,8.1,4.6
100030105025018,23,14.5,0.7,0.9,22.1,13.2,1,0.6,22.9,12.9,1,0.5,23,13.8,23.4,13.2
100030105025008,11.1,7,0.3,0.5,10.7,6.4,0.5,0.3,11,6.2,0.5,0.3,11.1,6.7,11.3,6.4
100030105025007,8.7,5.5,0.3,0.4,8.4,5,0.4,0.2,8.7,4.9,0.4,0.2,8.7,5.2,8.9,5
100030104001008,7,5,0.3,0.5,6.8,4.4,0.4,0.3,7.3,4.5,0.3,0.2,7.3,4.5,7.6,4.2
100030117002003,33.2,24.3,0.6,2.4,30.5,28.5,0.6,0.6,36.3,24,0.7,0.3,32.9,27,31.1,28.6
100030117002004,34.2,25.1,0.6,2.5,31.4,29.4,0.6,0.6,37.3,24.7,0.7,0.3,33.9,27.9,32.1,29.5
100030117002029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030115003015,8.2,5,0.3,0.7,7.8,5.3,0.2,0.4,8.4,5,0.3,0.2,8.3,5.1,8.5,4.9
100030115003027,25.8,15.8,0.8,2.3,24.8,16.7,0.6,1.1,26.5,15.7,0.8,0.7,26.2,16.2,27,15.6
100030117002013,5,3.7,0.1,0.4,4.6,4.3,0.1,0.1,5.5,3.6,0.1,0,5,4.1,4.7,4.3
100030112012003,13,8.5,0.6,0.9,12.4,8.4,0.6,0.3,13.4,8.2,0.6,0.2,13.9,7.9,13.6,8.2
100030136123012,110.9,78.8,1.9,6,108.3,77.6,3.7,1.8,118.8,72.7,1.6,1.2,113,77.3,116.5,72.2
100030131001016,15.4,5.1,0.3,0.7,15.2,3.5,0.5,0.3,15.2,4.1,0.3,0.3,14.6,5.1,15.7,3.7
100030136071007,2.4,1.4,0.1,0.1,2.3,1.5,0.1,0.1,2.5,1.4,0,0,2.4,1.4,2.6,1.3
100030136042001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030132003000,180,133.7,6.9,12,178.9,118,8,4.9,187.5,117.7,6,3.7,187.8,118.6,199.5,109.7
100030136142020,16.9,14.8,0.5,0.9,17.7,11.3,0.7,0.5,18.3,11.5,0.4,0.3,18.2,11.4,19.8,10.4
100030136142031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030136081012,7.3,5.5,0.3,0.6,7.3,4.9,0.3,0.3,7.7,4.8,0.3,0.2,7.7,4.8,8.3,4.4
100030136151012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030136142025,2.1,1.9,0.1,0.1,2.2,1.4,0.1,0.1,2.3,1.4,0.1,0,2.3,1.4,2.5,1.3
100030136041009,13.9,11.7,0.4,1,13.9,11,0.3,0.5,14.7,10.9,0.2,0.4,14.7,10.9,16,9.6
100030136081007,17,12.8,0.8,1.3,17,11.4,0.8,0.8,18.1,11.2,0.7,0.5,17.9,11.2,19.3,10.4
100030136132003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030132002002,19.5,14.5,0.7,1.3,19.4,12.8,0.9,0.5,20.3,12.8,0.7,0.4,20.4,12.9,21.6,11.9
100030164043014,15.1,13.4,0.4,1.3,15.6,11.1,0.8,0.8,17.3,10.7,0.5,0.6,18.4,10,19.3,9.4
100030164043011,7,6.3,0.2,0.6,7.3,5.2,0.4,0.4,8.1,5,0.2,0.3,8.6,4.7,9,4.4
100030164041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164043020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030164012048,59.4,26.3,1.5,1.7,58.2,23.6,1.5,1.2,58.4,25.3,1.1,0.7,56.7,27.1,62.2,22.6
100030164012021,14.1,5.9,0.3,0.5,13.7,5.5,0.4,0.3,13.8,5.7,0.2,0.2,13.8,6,14.6,5.2
100030164041063,6.7,6,0.2,0.6,6.9,4.9,0.3,0.4,7.7,4.8,0.2,0.3,8.2,4.4,8.6,4.2
100030164041060,51.2,45.7,1.2,4.4,53.1,37.8,2.6,2.8,58.8,36.4,1.7,2,62.7,34,65.5,31.9
100030138003004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030138001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030140004009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030140002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030140001007,88.4,36.4,3.1,3.8,86.1,30.2,3.3,2.1,88,31,2.4,1.5,87.7,32.8,90.6,29.7
100030139032005,89.4,48.2,2.8,6.2,90.4,43.7,3.9,3.4,92.6,45.9,2.6,1.9,95.1,46,103.9,37
100030138002032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030005004000,42.1,1.9,0.5,0.5,39.6,1.5,0.5,0.2,38,1.7,0.4,0.4,35.1,4.9,37.3,2.4
100030005003000,50.9,2.3,0.7,0.6,47.9,1.8,0.6,0.3,45.9,2.1,0.5,0.5,42.4,5.9,45.1,2.9
100030005002011,14.5,0.6,0.2,0.2,13.7,0.5,0.2,0.1,13.1,0.6,0.1,0.1,12.1,1.7,12.9,0.8
100030009001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030009003013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030009002004,31.2,0.8,0.6,0.2,28.3,0.6,0.6,0.2,27.1,0.9,0.6,0.2,23.2,5,26.5,1.3
100030005002008,10.4,0.5,0.1,0.1,9.8,0.4,0.1,0.1,9.4,0.4,0.1,0.1,8.7,1.2,9.2,0.6
100030005001009,14.6,0.2,0.2,0.1,13.5,0.2,0.2,0.1,12.8,0.3,0.1,0.1,11,2.2,12.7,0.4
100030006021015,18.5,1.4,0,0.3,16.5,1.3,0.1,0.1,16.1,1.4,0.2,0,15,3.2,16,1.7
100030006022004,30.4,0.6,0.2,0.1,27.7,0.5,0.2,0,26.4,0.9,0.2,0.1,23,4.3,25.8,0.9
100030006021005,19.7,0.3,0.2,0.1,18.2,0.3,0.2,0.1,17.3,0.4,0.2,0.1,14.8,2.9,17.1,0.6
100030006021010,26.9,0.9,0.2,0.1,24.7,0.5,0.1,0.1,23.9,0.7,0.1,0.1,20.6,3.4,23.6,1
100030006013008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030006013004,35.9,0.7,0.3,0.1,32.8,0.6,0.3,0,31.3,1.1,0.2,0.1,27.2,5.1,30.6,1.1
100030009001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030030023021,11.9,0.1,0.1,0.1,10.7,0.2,0.1,0,10.5,0.2,0.2,0,9.3,1.4,10.2,0.3
100030029004003,21.2,0.4,0.1,0.2,18.2,0.3,0.3,0.2,17.9,0.4,0.2,0.1,15.7,2.7,17.2,0.9
100030029004011,21.2,0.4,0.1,0.2,18.2,0.3,0.3,0.2,17.9,0.4,0.2,0.1,15.7,2.7,17.2,0.9
100030029001016,25.4,0.5,0.2,0.2,21.8,0.4,0.4,0.2,21.5,0.5,0.2,0.1,18.8,3.2,20.7,1.1
100030009001016,20.8,0.6,0.4,0.1,18.9,0.4,0.4,0.1,18.1,0.6,0.4,0.1,15.5,3.3,17.7,0.9
100030029001008,17.4,0.3,0.1,0.1,14.9,0.3,0.3,0.2,14.7,0.3,0.1,0.1,12.9,2.2,14.2,0.8
100030029001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030009001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030030023031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030006013021,5.6,0.1,0,0,5.1,0.1,0,0,4.9,0.2,0,0,4.2,0.8,4.7,0.2
100030006012020,22.8,0.7,0.2,0.1,20.9,0.5,0.1,0.1,20.3,0.6,0.1,0.1,17.4,2.9,20,0.9
100030006013015,19.2,0.4,0.1,0.1,17.5,0.3,0.1,0,16.7,0.6,0.1,0,14.5,2.7,16.4,0.6
100030022003006,21,1,0.2,0.1,18.4,0.7,0.4,0.1,18,0.9,0.3,0.2,16,2.3,18,1.1
100030019021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030019021020,35,3.4,0.6,0.6,31.7,3.1,0.6,0.7,31.4,3,0.5,0.6,27.8,6.7,30.6,4.3
100030022001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030022001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030015002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030016001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030021001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030021001015,25.8,1.2,0.2,0.1,21.6,0.8,0.4,0.2,21.4,1,0.2,0.2,18.8,3.1,20.7,1.4
100030026002011,28,2.7,0.4,0.2,26.2,1.7,0.4,0.1,25.8,2,0.4,0.2,23.5,4.2,25.7,2.1
100030026002020,22.5,2.2,0.3,0.2,21,1.4,0.3,0.1,20.7,1.6,0.3,0.2,18.9,3.4,20.6,1.7
100030026004012,24.3,2.4,0.4,0.2,22.8,1.5,0.3,0.1,22.4,1.7,0.3,0.2,20.5,3.6,22.3,1.9
100030026002008,21.7,2.1,0.3,0.2,20.4,1.3,0.3,0.1,20.1,1.5,0.3,0.2,18.3,3.2,19.9,1.7
100030027001039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030027001026,31.9,3.8,0.3,0.8,29.5,2.7,0.4,0.7,29.8,3.1,0.5,0.2,27.3,6.3,30.8,3.1
100030027001041,22.6,2.7,0.2,0.6,21,1.9,0.3,0.5,21.1,2.2,0.4,0.2,19.4,4.5,21.9,2.2
100030027002001,0.4,0,0,0,0.4,0,0,0,0.4,0,0,0,0.4,0.1,0.4,0
100030019021025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030021002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030027001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030027001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030021001012,17.5,0.8,0.1,0,14.7,0.6,0.3,0.1,14.5,0.7,0.1,0.1,12.8,2.1,14.1,0.9
100030021002031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100039801001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030019022016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030006011001,7.3,0.1,0.1,0,6.7,0.1,0.1,0,6.4,0.1,0.1,0,5.5,1.1,6.4,0.2
100030019021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100039801001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030105021020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030117004017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030101041063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030101041034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030110001010,25.4,16,0.8,1,24.4,14.6,1.1,0.7,25.2,14.2,1.1,0.6,25.4,15.2,25.8,14.6
100030101041039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030103002013,8.4,3.8,0.2,0.4,8.3,3.2,0.2,0.3,8.4,3.3,0.2,0.2,8.4,3.5,8.6,3.3
100030103002009,98.8,44.1,2.6,4.8,97.8,38.2,2.9,3.1,98.7,38.6,2.5,2.9,99,41.2,101.4,39.4
100030103001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030112033022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030112032007,15.3,7,0.3,0.8,14.7,6.5,0.3,0.4,15.4,6.2,0.3,0.3,14.9,6.9,15.4,6.5
100030109001012,33.5,21,0.9,2.6,32.2,22,0.8,1.4,34.1,21.3,1,0.6,33.8,22.2,33.8,22.3
100030107022006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030104003012,23,15.2,0.4,1.4,22.6,13.5,1.1,1.2,24,13.3,0.6,0.6,23.9,13.6,24.4,13.1
100030109003004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030109003013,10.6,6.7,0.3,0.8,10.1,7.3,0.4,0.2,11,6.7,0.3,0.3,10.8,7,10.7,7.2
100030111002006,9.4,5.8,0.2,0.6,8.7,5.6,0.2,0.6,9.6,5.3,0.3,0.3,9.2,5.9,9.5,5.7
100030111002012,8.4,5.2,0.1,0.5,7.8,5,0.2,0.5,8.6,4.8,0.2,0.2,8.2,5.3,8.5,5.1
100030110003003,12.6,6.7,0.3,0.7,12.6,6.4,0.3,0.5,13.4,6.1,0.3,0.2,13.2,6.5,13.3,6.3
100030110002010,18.7,9.9,0.5,1.1,18.7,9.4,0.5,0.7,19.9,9.1,0.4,0.3,19.5,9.6,19.7,9.3
100030110002015,25.8,13.6,0.7,1.5,25.8,13,0.6,0.9,27.4,12.5,0.6,0.4,26.9,13.2,27.2,12.8
100030110002016,25.3,13.3,0.7,1.5,25.3,12.7,0.6,0.9,26.8,12.3,0.5,0.4,26.4,13,26.7,12.5
100030110003009,15.2,8,0.4,0.9,15.2,7.6,0.4,0.5,16.1,7.4,0.3,0.2,15.8,7.8,16,7.5
100030110001004,22.2,11.7,0.6,1.3,22.2,11.2,0.5,0.8,23.6,10.8,0.5,0.4,23.2,11.4,23.5,11
100030112031017,23.3,18.3,0.6,1.4,22.3,17.3,0.9,0.8,24.5,16.2,0.5,0.5,23.9,17,23.9,17.3
100030112041012,6.8,3.7,0.1,0.5,6.7,3.4,0.2,0.2,7.3,3.2,0.2,0.1,7.1,3.3,7.3,3.2
100030112032009,7.3,3.3,0.1,0.4,7,3.1,0.2,0.2,7.3,3,0.2,0.2,7.1,3.3,7.3,3.1
100030112032002,26.4,12.1,0.5,1.4,25.4,11.2,0.6,0.7,26.5,10.7,0.6,0.6,25.7,11.8,26.5,11.2
100030112041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030111001030,6.3,1.5,0.4,0.2,6.3,1.6,0.3,0.1,6.4,1.6,0.3,0.1,6.5,1.5,6.8,1.4
100030112041005,7.7,4.2,0.2,0.6,7.5,3.8,0.2,0.2,8.2,3.6,0.2,0.2,8,3.7,8.2,3.6
100030110001019,7.9,5.1,0.3,0.6,7.9,4.9,0.4,0.3,8.2,4.9,0.2,0.2,8.1,5.1,8.7,4.6
100030110001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030105022002,8.8,5.6,0.4,0.7,8.7,5.4,0.4,0.4,9.1,5.5,0.2,0.2,9,5.6,9.6,5.1
100030105021007,5.7,3.7,0.2,0.4,5.7,3.5,0.3,0.2,5.9,3.5,0.2,0.1,5.8,3.7,6.3,3.3
100030105024009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100030105023003,11.8,7.6,0.5,0.9,11.8,7.3,0.6,0.5,12.3,7.4,0.3,0.3,12.2,7.6,13,6.9
100030105023011,10.4,4.9,0.3,0.6,10.5,4.9,0.3,0.2,10.6,5,0.4,0.1,10.8,5,11,4.8
