GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCAS,G16USSRTHU,G16USSDWIL,G16HALRNOE,G16HALDHAW,G16PUCRNEL,G16PUCDRED
460530VTD-1,46,053,0VTD-1,758,174,37,8,773,208,710,274,761,182
460530VTD-2,46,053,0VTD-2,569,160,23,10,605,161,540,217,611,128
460530VTD-3,46,053,0VTD-3,273,57,18,4,293,57,269,81,282,45
460550VTD-1,46,055,0VTD-1,83.7,7,2.6,0,89.8,7,88.1,7,89,4.4
460550VTD-4,46,055,0VTD-4,129.5,6.8,1,0,124.4,7.7,124.5,8.6,128.5,5.7
46055VTD-16,46,055,VTD-16,188,17,6,2,193,17,187,23,192,14
46055VTD-17,46,055,VTD-17,181,20,3,0,187,16,177,24,189,10
46055VTD-19,46,055,VTD-19,162,21,11,2,175,24,165,32,175,20
46055VTD-20,46,055,VTD-20,180,6,3,0,174,13,172,15,178,10
46057VTD-BY,46,057,VTD-BY,240,54,14,4,265,53,246,70,269,34
46057VTD-CW,46,057,VTD-CW,483,166,32,12,534,159,479,221,570,100
46057VTD-ES,46,057,VTD-ES,285,143,29,3,321,149,273,198,347,106
46057VTD-HI,46,057,VTD-HI,338,46,14,3,360,41,338,57,369,25
46057VTD-HZ,46,057,VTD-HZ,109,12,3,5,117,9,116,15,119,7
46057VTD-ND,46,057,VTD-ND,471,117,29,3,521,111,483,149,529,88
46057VTD-OX,46,057,VTD-OX,125,17,3,2,135,14,127,20,135,8
460590VTD-1,46,059,0VTD-1,96.3,7.4,0.5,0.9,96.8,9.7,89.4,16.2,97.7,6.5
460590VTD-2,46,059,0VTD-2,60,18,1,1,66,16,61,21,67,11
460590VTD-3,46,059,0VTD-3,111.7,8.6,0.5,1.1,112.2,11.3,103.6,18.8,113.3,7.5
460590VTD-4,46,059,0VTD-4,42,9,2,0,47,5,41,10,49,2
460590VTD-5,46,059,0VTD-5,123.2,15.4,7.4,2,135.2,18.1,124.5,25.4,137.9,10
460590VTD-6,46,059,0VTD-6,124,46,9,0,128,48,110,65,131,35
460590VTD-7,46,059,0VTD-7,82,29,5,1,88,32,77,40,88,23
460590VTD-8,46,059,0VTD-8,60.6,7.6,3.6,1,66.5,8.9,61.3,12.5,67.8,4.9
460590VTD-9,46,059,0VTD-9,75.9,5.5,1.8,3,82.6,6.1,80.7,7.9,79.5,6.1
460590VTD10,46,059,0VTD10,49.1,3.5,1.2,2,53.5,3.9,52.3,5.1,51.5,3.9
46059VTD-12,46,059,VTD-12,216.8,69.9,20.5,2.1,247.4,66.3,225.2,87.8,257.4,44.3
46059VTD-M1,46,059,VTD-M1,194.2,63.8,11.1,1.5,217.9,61.5,195.7,83.8,231.3,43
46059VTD-M2,46,059,VTD-M2,51.5,16.6,4.9,0.5,58.8,15.8,53.5,20.8,61.2,10.5
46059VTDM3a,46,059,VTDM3a,64.1,21,3.7,0.5,72,20.3,64.6,27.7,76.4,14.2
46059VTDM3b,46,059,VTDM3b,39.4,12.7,3.8,0.4,45,12.1,40.9,15.9,46.8,8
460610VTD-1,46,061,0VTD-1,688.9,233,28,13,693.9,223,656.9,258,651.9,205
460610VTD-2,46,061,0VTD-2,244,87,18,2,265,91,246,111,290,60
460610VTD-3,46,061,0VTD-3,236.1,50,3,7,232.1,66,230.1,69,253.1,38
460610VTD-4,46,061,0VTD-4,230,38,9,4,226,50,222,58,238,38
460610VTD-5,46,061,0VTD-5,98.1,16,1,0,95.1,21,89.1,29,96.1,14
46063VTD-BU,46,063,VTD-BU,140,11,10,2,141,18,140,18,141,14
46063VTD-CC,46,063,VTD-CC,113.3,4.2,7.1,1,99.3,21.4,102.2,21.5,105.4,15.3
46063VTD-FI,46,063,VTD-FI,47.1,4.9,2.9,1,52,3.9,49,4.9,50,3.9
46063VTD-HI,46,063,VTD-HI,97.7,6.8,3.9,0,97.7,12.6,94.8,15.5,102.6,7.7
46063VTD-LA,46,063,VTD-LA,42,0,0,0,41,0,41,0,42,0
46063VTD-LU,46,063,VTD-LU,81,5,3,2,79,9,78,11,84,4
46063VTD-PG,46,063,VTD-PG,55,3,1,0,53,5,55,3,55,4
46063VTD-RE,46,063,VTD-RE,118,3,3,0,120,4,118,3,118,5
460650VTD-5,46,065,0VTD-5,149,80,9,1,182,62,161,88,194,46
460650VTD-7,46,065,0VTD-7,86,16,4,1,106,13,93,18,113,10
460650VTD-9,46,065,0VTD-9,39,55,4,1,48,43,42,60,51,32
46065VTD-11,46,065,VTD-11,966.1,325.7,67.9,10,1183.9,250.8,1045,354.7,1260.8,187.8
46065VTD-21,46,065,VTD-21,243.1,169.4,33.9,5,297.9,130.5,263,184.3,316.8,97.6
46065VTD-23,46,065,VTD-23,290,174,36,5,356,134,314,190,379,101
46065VTD-24,46,065,VTD-24,354,223,42,6,434,172,383,243,462,129
46065VTD-26,46,065,VTD-26,344,165,36,5,421,127,372,180,448,95
46065VTD-28,46,065,VTD-28,320,162,41,6,392,125,346,177,417,94
46065VTD-29,46,065,VTD-29,167.9,107.6,19.1,3,205.1,83.5,182,117.7,219.2,62.4
46065VTD-30,46,065,VTD-30,479,277,51,8,587,214,518,301,625,160
46065VTD-31,46,065,VTD-31,573,231,35,5,702,178,620,251,748,133
46065VTD-32,46,065,VTD-32,320,130,28,4,392,100,346,141,417,75
46065VTD-33,46,065,VTD-33,296,135,32,5,363,104,320,147,386,78
46065VTD-34,46,065,VTD-34,546,199,41,6,668,154,590,217,712,115
460670VTD-1,46,067,0VTD-1,535.8,127,19,12,586.8,116,536.8,165.9,610.8,79
460670VTD-2,46,067,0VTD-2,547,175,38,7,643,133,600,177,634,110
460670VTD-3,46,067,0VTD-3,120,21,0,2,121,21,115,25,121,17
460670VTD-4,46,067,0VTD-4,332,104,12,6,354,100,311,144,389,60
460670VTD-5,46,067,0VTD-5,466,176,30,8,549,139,481,201,580,84
460670VTD-6,46,067,0VTD-6,350,68,10,5,360,71,346,82,383,47
460670VTD-7,46,067,0VTD-7,166,21,3,4,165,29,161,34,167,23
460690VTD-1,46,069,0VTD-1,59.7,15.7,2.1,0.6,62.4,15.5,57,22.1,63.7,11.9
460690VTD-2,46,069,0VTD-2,171.4,41.4,5.9,1.8,179.3,40.8,163.5,58.3,183,31.5
460690VTD-3,46,069,0VTD-3,142.6,20.9,3.2,1,148.5,20.9,135.9,29.2,152.4,16.1
460690VTD-4,46,069,0VTD-4,74.9,18.9,2.7,0.8,78.3,18.6,71.4,26.6,79.9,14.4
460690VTD-5,46,069,0VTD-5,94.7,28.2,3.2,0.8,98.7,28.2,90.6,39.9,101.2,21.1
460710VTD-1,46,071,0VTD-1,39,2,0,0,39,3,39,4,38,5
460710VTD-2,46,071,0VTD-2,87,15.7,1,1.8,85.2,18.5,79.7,22.1,80.6,17.5
460710VTD-3,46,071,0VTD-3,206,26.3,6.6,1.9,205.1,32,204.1,33.9,200.4,25.4
460710VTD-5,46,071,0VTD-5,89,8,3.3,0.1,74.1,17.5,83.4,14.1,87.4,11.9
460710VTD-6,46,071,0VTD-6,71,31,8,4,91,26,84,32,85,30
460710VTD-7,46,071,0VTD-7,50,187,8,4,82,162,66,178,46,197
460710VTD-8,46,071,0VTD-8,36,23,4,0,43,22,40,25,40,24
46071VTD3W3,46,071,VTD3W3,13,1.7,0.4,0.1,12.9,2,12.9,2.1,12.6,1.6
46071VTD4W1,46,071,VTD4W1,64,15,2.5,1,68.5,13.5,67,16,66.5,11.5
46071VTD4W2,46,071,VTD4W2,64,15,2.5,1,68.5,13.5,67,16,66.5,11.5
460730VTD-2,46,073,0VTD-2,108.9,32,5,2,115.9,33,102.9,46,114.9,33
460730VTD-3,46,073,0VTD-3,107,33,2,2,109,34,102,40,115,23
460730VTD-4,46,073,0VTD-4,71,23,6,1,68,34,65,39,69,28
460730VTD-5,46,073,0VTD-5,75.1,24,2,4,85.1,24,76.1,33,85.1,23
46073VTD1-1,46,073,VTD1-1,286,152,21,10,342,136,292,187,365,98
460750VTD-1,46,075,0VTD-1,139,18.3,9.3,0.8,151.7,16.7,132.5,35,148.2,17.7
460750VTD-3,46,075,0VTD-3,42.3,9.9,3.7,1.2,52.2,5.9,47.3,11.2,50.1,8.4
460750VTD-5,46,075,0VTD-5,147,16,9,2,144,29,149,24,150,18
46075VTD-M1,46,075,VTD-M1,29.7,3.7,2,0.2,32.4,3.4,28.3,7.3,31.6,3.6
46075VTD-M2,46,075,VTD-M2,61.7,14.5,5.4,1.8,76.2,8.6,69,16.3,73.1,12.2
46075VTD-M3,46,075,VTD-M3,32,7.5,2.8,0.9,39.5,4.5,35.8,8.5,37.9,6.3
46077000001,46,077,000001,185.6,104.9,20.3,4,218.8,97,192.3,121.8,226.2,77.3
46077000002,46,077,000002,425.2,157.6,30.6,3.5,466.1,160.2,410.1,216,490.9,104.3
46077000003,46,077,000003,255,109.9,22.1,6.8,297.8,99.6,261.7,132.9,311.3,70.3
46077000004,46,077,000004,329.9,121.2,26.3,6.7,370.6,117,324.6,162.2,377.9,98.7
46077000005,46,077,000005,484.4,209.3,39.7,8.1,545.8,200.2,484.4,256.1,563.8,155.4
46079004301,46,079,004301,306,135,13,3,337,119,299,159,374,75
46079004302,46,079,004302,348,134,19,8,372,136,327,176,412,78
46079004303,46,079,004303,127,33,12,3,141,32,123,53,145,27
46079004304,46,079,004304,152,69,11,3,178,61,149,96,192,42
46079004305,46,079,004305,275,128,19,3,317,110,254,177,354,63
46079004306,46,079,004306,236,75,20,2,267,67,239,97,291,40
46079004307,46,079,004307,293.7,159.8,9,3,353.6,124.9,301.7,175.8,368.6,97.9
46079004308,46,079,004308,1570,1082,139,34,1771,943,1639,1093,1726,802
46079004309,46,079,004309,388,256,66,10,520,215,419,321,537,181
46079004310,46,079,004310,342.3,242.2,50,7,420.4,223.1,344.3,306.2,450.4,177.1
46081VTD-CC,46,081,VTD-CC,16.2,6.8,2,0.2,19.2,6,17.9,7.5,19.1,5.6
46081VTD-DW,46,081,VTD-DW,277.3,229.9,39.9,2,329.1,212.1,294.2,248,326.1,208.1
46081VTD-LD,46,081,VTD-LD,767.6,450.8,125.6,14,916.1,450.8,829.8,537.4,915.1,390.1
46081VTD-NM,46,081,VTD-NM,225.6,99.7,20.2,4,245.9,105.6,236.8,112.7,224.9,118.5
46081VTD-R1,46,081,VTD-R1,496.4,212.3,61.5,5.8,588.8,188.1,547.5,234.1,586.9,173.3
46081VTD-R2,46,081,VTD-R2,1740.2,539.4,145.3,32,1917,524.8,1806.9,621,1917,488.2
46081VTD-S1,46,081,VTD-S1,766.2,487.4,149,24.4,977.4,453.4,912.9,510.1,960,416.4
46081VTD-S2,46,081,VTD-S2,1014.2,488.5,155.2,27.9,1190.3,503.4,1131.6,556.2,1167.4,453.7
46081VTD-S3,46,081,VTD-S3,1140.6,604.5,143.8,17.8,1373.5,521.4,1305.8,590.9,1386.8,450.6
46081VTD-SO,46,081,VTD-SO,193,49,16,4,201,56,196,60,210,54
46081VTD-W1,46,081,VTD-W1,36,8.7,3.5,0.4,37.6,11.4,35.5,13.8,37.1,10.7
46081VTD-W2,46,081,VTD-W2,135.5,32.9,13.2,1.6,141.4,43,133.4,51.8,139.7,40.4
46081VTD-W3,46,081,VTD-W3,278.3,67.5,27.1,3.2,290.4,88.2,274,106.4,286.9,82.9
46081VTD-WW,46,081,VTD-WW,324,78.6,31.6,3.7,338.1,102.7,319,123.9,333.9,96.5
46083VTD-02,46,083,VTD-02,187.7,58.3,10.1,1,183.8,76.3,167.7,90.3,208.8,49.2
46083VTD-06,46,083,VTD-06,318,118.6,26.2,4.1,372.6,91.2,323,147.8,391.7,66
46083VTD-08,46,083,VTD-08,145,62,9,1,166,51,145,73,176,38
46083VTD-11,46,083,VTD-11,139.6,65.8,14.1,2,164,56.6,135.7,84.9,176,34.5
46083VTD-12,46,083,VTD-12,274.8,82.4,19.6,3.9,309.2,72.6,274.8,108,318,49.1
46083VTD-13,46,083,VTD-13,193.6,64.5,8.9,3,209.4,60.5,193.6,82.4,211.4,56.6
46083VTD-14,46,083,VTD-14,272.8,106.9,19.1,4,316.3,89.7,270.9,132,329.3,65.6
46083VTD-15,46,083,VTD-15,750.5,273.2,62.4,13.1,881.7,226.5,796.8,313.5,912,167.6
46083VTD-16,46,083,VTD-16,686.9,228,56.5,7.9,787,185.4,711.6,269.7,797.9,145.7
46083VTD-21,46,083,VTD-21,147.3,61.7,10.9,1,163.2,55.7,145.3,71.7,171.2,36.8
46083VTD-23,46,083,VTD-23,347,130,44,8,399,134,350,181,410,110
46083VTD-26,46,083,VTD-26,234.6,80.5,13.9,5.4,261.7,72.8,230,99.9,267.1,57.3
46083VTD-B1,46,083,VTD-B1,23.8,8.2,1.4,0.6,26.5,7.4,23.3,10.1,27,5.8
46083VTD-B2,46,083,VTD-B2,19.5,6.7,1.2,0.4,21.7,6,19.1,8.3,22.2,4.8
46083VTD-B3,46,083,VTD-B3,25.1,8.6,1.5,0.6,28,7.8,24.6,10.7,28.6,6.1
46083VTD-C1,46,083,VTD-C1,101.2,53.6,7.7,2,122.6,41.7,103.9,60.4,125.7,34.3
46083VTD-C2,46,083,VTD-C2,80.8,42.7,6.2,1.6,97.9,33.3,83,48.2,100.3,27.4
46083VTD-C3,46,083,VTD-C3,378,200.1,28.9,7.4,458,155.8,388.1,225.6,469.4,128.3
46083VTD-C4,46,083,VTD-C4,178.5,127.7,19.9,3.4,230.6,100.2,197.7,135.2,240.9,78.2
46083VTD-C5,46,083,VTD-C5,81.5,58.3,9.1,1.6,105.4,45.8,90.3,61.8,110.1,35.8
46083VTD-H1,46,083,VTD-H1,579.5,257.6,62.2,13.8,712.8,199.4,613.1,306,690.1,177.7
46083VTD-H2,46,083,VTD-H2,684.4,306.7,84.6,19.1,838.5,263.4,734.5,366.4,839.7,218.7
46083VTD-L1,46,083,VTD-L1,203.2,99.5,16.3,3.8,250.4,75.2,210.8,114.4,251.8,60.7
46083VTD-L2,46,083,VTD-L2,214.5,105.1,17.2,4,264.3,79.4,222.6,120.8,265.8,64.1
46083VTD-L3,46,083,VTD-L3,164.8,80.7,13.2,3.1,203.1,61,171,92.8,204.2,49.2
46083VTD-T1,46,083,VTD-T1,285.5,130,34.5,5,362.9,94.7,303.1,152.2,362.2,75.8
46083VTD-T2,46,083,VTD-T2,515.4,234.4,62.2,9,654.9,170.8,547,274.5,653.5,136.8
46083VTD-T3,46,083,VTD-T3,295.7,134.1,35.6,5.1,375.4,97.8,313.7,157.1,374.6,78.3
46083VTD111,46,083,VTD111,902,454,44,5,1078,317,985,423,1150,224
46083VTD112,46,083,VTD112,630.6,412.9,77.1,15.6,848,293,701.9,430.5,834.5,252.8
46083VTD113,46,083,VTD113,326.8,244.2,46.7,5.4,423.8,191.2,363.6,254.1,424.7,164.3
46083VTD114,46,083,VTD114,501.4,282.1,61,8,641.5,217.1,537.4,311.2,616.5,189.1
46083VTD115,46,083,VTD115,475.5,371.4,64,8.4,633.2,287.3,538.3,381.9,637.8,226.4
46083VTD116,46,083,VTD116,412.2,294.8,45.3,10.6,536.2,223.8,446.4,312.9,525.3,190.7
46083VTD118,46,083,VTD118,682,342,69,7,906,207,800,312,876,186
46083VTD210,46,083,VTD210,997,522,53,6,1265,349,1115,494,1267,279
46083VTD211,46,083,VTD211,1004,623.8,60.9,10,1285.5,409.2,1135.8,562.9,1368.3,293.4
46083VTD212,46,083,VTD212,443.2,305.8,46.5,5.1,560.5,236.1,504.8,294.9,576.9,181.5
46083VTD213,46,083,VTD213,1000.9,709,92.9,23,1328.4,494.3,1137.7,691,1325.5,421.4
46083VTD215,46,083,VTD215,594,328,56,4,791,206,683,314,798,159
460850VTD-1,46,085,0VTD-1,53.7,5.6,2.8,0.9,44.4,18.5,41.6,20.4,44.4,13.9
460850VTD-4,46,085,0VTD-4,216,92,10,3,232,86,209,114,252,63
460850VTD-6,46,085,0VTD-6,100,33,2,3,109,31,99,41,111,25
460850VTD-7,46,085,0VTD-7,15,143,7,6,48,125,31,143,12,157
460850VTD-9,46,085,0VTD-9,209.4,21.6,13.8,2,213.3,29.5,203.5,43.3,221.2,19.7
46085VTD-12,46,085,VTD-12,293.2,60.1,17,3,311.3,70,280.4,100,318.2,48.2
46085VTD-13,46,085,VTD-13,82,13,3,1,86,16,77,23,83,10
460870VTD-1,46,087,0VTD-1,322,150,30,6,368,147,303,214,385,104
460870VTD-2,46,087,0VTD-2,102,42,2,1,100,51,88,61,122,25
460870VTD-3,46,087,0VTD-3,383,126,23,13,434,113,391,160,445,92
460870VTD-4,46,087,0VTD-4,379.4,67.1,16,3,412.5,62.1,382.4,92.2,421.5,35.1
460870VTD-5,46,087,0VTD-5,377,180,34,8,444,163,389,223,490,105
460870VTD-6,46,087,0VTD-6,231,58,25,9,263,63,233,94,287,32
46089VTD-CN,46,089,VTD-CN,165.2,28.3,7.9,2.6,172.3,29.1,167,37.9,179.3,23.8
46089VTD-E1,46,089,VTD-E1,23.2,4,0.6,0,25.3,2,23.3,3.8,23.5,1.9
46089VTD-E2,46,089,VTD-E2,24.2,7,1.4,0.1,27.7,4.9,25.7,7.1,27.6,3.5
46089VTD-E3,46,089,VTD-E3,22.5,3.9,1.1,0.4,23.4,4,22.7,5.2,24.4,3.2
46089VTD-L1,46,089,VTD-L1,7.8,1.7,0.5,0,10.7,2,10.4,2.4,11.2,1.2
46089VTD-L2,46,089,VTD-L2,8.5,2.5,0.6,0.2,9.7,2.1,8.2,3.7,10.2,1.4
46089VTD-L3,46,089,VTD-L3,17.1,5.1,1.3,0.5,19.5,4.2,16.3,7.3,20.4,2.9
46089VTD-NW,46,089,VTD-NW,174.1,29.9,4.4,0,190,14.9,175,28.1,176.8,14.1
46089VTD-SW,46,089,VTD-SW,142.8,41,8.6,0.8,163.3,29.1,151.3,41.9,162.4,20.5
46089VTD101,46,089,VTD101,56,5,0,2,49,10,46,14,52,3
46089VTDNEL,46,089,VTDNEL,141.2,31.3,8.5,0,193.3,36,189.6,42.6,202.8,21.8
46089VTDSEL,46,089,VTDSEL,109.4,32.4,8.1,3.2,124.8,26.7,104.5,47,130.4,18.6
46091VTD-A1,46,091,VTD-A1,122,90,16,2,154,75,122,103,169,53
46091VTD-A2,46,091,VTD-A2,78,67,14,2,107,56,88,74,112,43
46091VTD-A3,46,091,VTD-A3,156,96,18,5,200,79,162,117,202,60
46091VTD-A4,46,091,VTD-A4,137,125,13,2,174,102,151,131,199,73
46091VTD-A5,46,091,VTD-A5,97,66,10,0,125,52,117,59,125,44
46091VTD-A6,46,091,VTD-A6,150,115,12,4,191,97,164,125,217,68
46091VTD-A7,46,091,VTD-A7,100,62,9,1,123,55,111,66,122,43
46091VTD-A8,46,091,VTD-A8,106,71,13,0,131,60,104,91,135,51
46091VTD-A9,46,091,VTD-A9,110,62,12,4,136,53,101,85,140,40
46093VTD-00,46,093,VTD-00,126.8,43.3,16.9,0.1,147.1,41.1,140.5,47.7,149,33.6
46093VTD-06,46,093,VTD-06,528.3,128.7,52.8,4.2,557.7,155.2,528.2,188.7,561.5,131.1
46093VTD-08,46,093,VTD-08,207.9,57.4,15.2,0.1,225,58.2,214.5,69.6,226.6,51.9
46093VTD-09,46,093,VTD-09,119.6,16.8,4,4,126.5,18.8,124.5,17.8,124.5,13.8
46093VTD-10,46,093,VTD-10,724.4,187.7,67.3,7.2,808.8,184.5,758.2,231.3,783.6,178.3
46093VTD-11,46,093,VTD-11,511.8,167.1,56.1,1,574.9,162.2,547.8,196.2,559.8,150.2
46093VTD-12,46,093,VTD-12,622,114.7,42.6,6.9,667.4,114.9,636.9,146.4,648.8,116.7
46093VTD-13,46,093,VTD-13,762.5,193.4,87,14.8,831.2,215.7,791.4,256.5,812.3,201.9
46093VTD-14,46,093,VTD-14,426,105,63,9,485,111,455,141,458,118
46093VTD-15,46,093,VTD-15,296.3,79.8,26.3,6.1,315.6,87.8,287.4,113,317.5,69.8
46093VTD-16,46,093,VTD-16,239.6,99,18.2,3.8,269.2,88.6,257.7,103.9,266.3,86.7
46093VTD-17,46,093,VTD-17,72.1,5.3,0,0.9,65.9,8.9,66.8,8,72.1,3.6
46093VTD-18,46,093,VTD-18,77.4,7,7,2,80.3,11.1,79.3,8,81.4,6
46093VTD-19,46,093,VTD-19,342.8,106.9,40,7,392.8,108.9,367.8,134.9,378.8,105.9
46093VTD-20,46,093,VTD-20,41.4,5.9,3.9,0,37.4,11.8,39.4,12.8,41.4,9.8
46093VTD-21,46,093,VTD-21,321.2,55.6,17,4.1,330.5,61,323.6,67.9,315.3,57.4
46093VTD-23,46,093,VTD-23,274.3,93,57,10,311.3,102.1,311.3,97.1,273.3,103
46093VTD-24,46,093,VTD-24,149.6,29.5,8.2,2,153.8,33.4,157.6,38.6,160.6,24.5
46093VTD-25,46,093,VTD-25,34,4,1,0,33.9,5,33,6,33,5.9
46093VTD-27,46,093,VTD-27,115.7,12.1,11.1,0,118.6,21.2,114.6,25.2,122.7,13.2
46093VTD-29,46,093,VTD-29,29,4,1,0,27,7,27,7,29,5
46093VTD-30,46,093,VTD-30,69.7,1.7,0,0,67.2,4.2,68,2.5,63.9,1.7
46093VTD-31,46,093,VTD-31,227.4,18.2,11,5.1,221,39.4,220.1,40.4,230.4,19.1
46093VTD-33,46,093,VTD-33,75.8,5.1,0,3.9,65.7,12.2,65.8,12.9,77,2.1
46093VTD-35,46,093,VTD-35,48,0,1,1,48,3,47,3,48,2
46093VTD-40,46,093,VTD-40,28.4,5.9,0.1,0,31.4,5,26.5,9.9,22.5,7
46093VTD-41,46,093,VTD-41,50.1,5.1,0,1,47.1,8.2,50,6.2,48.8,4.2
46093VTD-6A,46,093,VTD-6A,102.7,20.7,8.9,1,112.6,18.8,113.5,20.8,104.7,21.7
46093VTD-CS,46,093,VTD-CS,155,60,20,3,166,70,157,78,170,54
46093VTD-ES,46,093,VTD-ES,154.1,67.2,15.8,3,177.8,62.2,166,73.1,177.8,52.4
46093VTD-NE,46,093,VTD-NE,81.1,33.9,13.2,2,87.4,42.8,78.3,51,84.4,40.7
46093VTD-NW,46,093,VTD-NW,333.6,115.9,43,5.9,379.4,104.5,343,138.2,358.1,111.6
46093VTD-RS,46,093,VTD-RS,238.6,61.2,31.9,1.1,266.8,69.1,250.3,85.6,265.8,65.6
46093VTD-SE,46,093,VTD-SE,339.1,102.9,37.2,6,377.4,110.8,357.2,129.9,387.1,87.8
46093VTD-SS,46,093,VTD-SS,221.1,82.1,23.5,3.6,252.7,78.5,238.3,92.1,251.8,66.8
46093VTD-SW,46,093,VTD-SW,197.3,81.9,19.7,2,222.9,70,205.2,90.8,219,67.1
46093VTD-WS,46,093,VTD-WS,96.7,44.9,11.3,3,115,40.8,107.8,47.1,111.9,37.9
460950VTD-2,46,095,0VTD-2,149.3,96.7,14.4,2.5,180.2,88.2,158.8,107.7,162.5,100
460950VTD-3,46,095,0VTD-3,1.2,0.8,0.2,0,1.5,0.8,1.3,0.9,1.3,0.9
460950VTD-4,46,095,0VTD-4,151.7,53.2,11,4.5,162.5,54.1,155.7,64.9,170.1,50.6
460950VTD-5,46,095,0VTD-5,94.1,83.3,5.9,3.9,112.7,77.4,97,96,108.8,76.4
460970VTD-1,46,097,0VTD-1,76,51,8,2,92,45,78,59,96,29
460970VTD-2,46,097,0VTD-2,75,38,7,2,89,36,77,48,101,20
460970VTD-3,46,097,0VTD-3,62,26,13,1,78,27,68,37,86,18
460970VTD-4,46,097,0VTD-4,81,44,11,1,106,34,84,55,118,22
460970VTD-5,46,097,0VTD-5,62.9,18,2,0,66.9,16,53.9,30,65.9,16
460970VTD-6,46,097,0VTD-6,132,41,10,0,142,47,124,65,168,19
460970VTD-7,46,097,0VTD-7,125,40,6,3,128,55,108,74,141,33
460970VTD-8,46,097,0VTD-8,91.9,23,10,1,104.9,24,100.9,30,108.9,19
460990000N3,46,099,0000N3,1441.3,652.4,114.3,30.8,1669,540,1505.7,706.2,1683.4,409.3
460990000N4,46,099,0000N4,591.5,280.4,50.2,6.6,642.9,276.9,558.3,359,685.4,203.1
460990000N5,46,099,0000N5,901,428,78,17,1098,331,987,441,1114,251
46099000N11,46,099,000N11,587,244,36,8,656,218,567,304,681,146
46099000N13,46,099,000N13,617,233,38,9,679,214,617,285,703,162
46099000N15,46,099,000N15,952,489,84,12,1122,410,983,544,1159,303
46099000N21,46,099,000N21,771,312,59,10,888,267,789,363,923,196
4609900N1-3,46,099,00N1-3,575,474,54,11,698,394,619,474,695,334
4609900N1-4,46,099,00N1-4,484,415.8,60.4,8.9,590.1,364.9,515.8,427.5,554.4,326.9
4609900N1-5,46,099,00N1-5,412.1,353.8,51.5,7.8,503.4,310.8,439.1,365.6,475.7,277.3
4609900N1-6,46,099,00N1-6,632,538.4,80.2,15.3,790.5,477.3,672.1,590.9,801.9,404.8
4609900N1-9,46,099,00N1-9,611,481,75,12,806,383,673,513,804,325
4609900N2-1,46,099,00N2-1,600.4,505.8,75.2,11.4,789.4,388.2,689.4,495.6,840,306
4609900N2-2,46,099,00N2-2,891.9,687.1,96.6,19.5,1204.6,492.8,1037.4,661,1265.4,383.4
4609900N2-3,46,099,00N2-3,616,536,69,10,824,396,696,538,855,335
4609900N2-6,46,099,00N2-6,684,538,74,13,921,402,765,549,944,318
4609900N2-7,46,099,00N2-7,1072.4,715.6,109.1,15,1416.7,494.5,1221.5,703.7,1450.8,377.4
4609900N2-8,46,099,00N2-8,720,463,56,9,930,342,796,467,978,234
4609900N2-9,46,099,00N2-9,560,478,49,11,731,370,625,485,782,273
4609900N3-5,46,099,00N3-5,564,448.6,65.5,7.4,616.5,429.3,535.6,510.9,618.5,363.4
4609900N3-6,46,099,00N3-6,383,515,88,12,513,470,422,553,496,431
4609900N3-9,46,099,00N3-9,1044.8,770.2,100.2,14.9,1199.8,669.1,1060.6,802.7,1121.9,593
4609900N4-1,46,099,00N4-1,249.3,294.5,42.2,6.5,305.8,279.4,254.3,327.6,290.8,254.3
4609900N4-2,46,099,00N4-2,289.5,309.2,54.5,12.3,380.2,285.3,307.9,359.3,402.1,235.1
4609900N4-3,46,099,00N4-3,215.4,234.8,37.7,7.7,271.5,221.2,233.8,264.7,281.1,181.6
4609900N4-4,46,099,00N4-4,350,377,61,7,416,362,350,439,430,314
4609900N4-5,46,099,00N4-5,529.5,409.3,64.9,10.5,607.2,387.1,520.5,477.5,602.8,343
4609900N4-6,46,099,00N4-6,159.2,139.5,21.5,2.3,166,148.8,141.3,176.5,168.9,132.8
4609900N4-7,46,099,00N4-7,765.4,667.6,90.5,13.1,960.1,565.2,817.9,698.4,979.7,471.2
4609900N4-8,46,099,00N4-8,236.4,246.1,30.6,4.8,302.2,210.4,255.4,252.7,311.8,173.2
4609900N4-9,46,099,00N4-9,445.3,473.6,58.3,17.4,570.7,407.9,472.4,500.4,595.3,327.1
4609900N5-1,46,099,00N5-1,228.5,362.6,50.1,11.5,319.2,317.7,259.3,385,312,292.1
4609900N5-2,46,099,00N5-2,209.5,332.4,45.9,10.5,292.8,291.3,237.7,353,286,267.9
4609900N5-3,46,099,00N5-3,168,204,43,7,246,180,202,219,237,170
4609900N5-4,46,099,00N5-4,297,508,60,8,441,428,355,518,439,381
4609900N5-6,46,099,00N5-6,430.6,387.4,48.2,14.1,541.2,335,444.8,431.5,557,276.8
4609900N5-7,46,099,00N5-7,260,303,31,9,371,233,305,311,394,204
4609900N5-8,46,099,00N5-8,346,514,61,5,532,402,442,499,558,344
4609900N5-9,46,099,00N5-9,219,242,52,9,320,203,263,262,284,209
4609900NVP9,46,099,00NVP9,801,351,78,13,931,305,810,433,969,226
460990N1-10,46,099,0N1-10,740,549,86,18,921,466,788,598,925,390
