GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREIPIE,G20PREOWRI,G20USSRLUM,G20USSDDAV,G20USSOWRI,G20HALRCHE,G20HALDBUL,G20HALLBRU,G20HALCHAG,G20HALOWRI
560210007-1,56,021,0007-1,61,38.4,8.2,1.6,1.5,63.2,47.3,0.1,57.8,41,5.9,5.2,0.1
560210007-2,56,021,0007-2,9.1,3.2,0,0,0,10.7,1.6,0,9.1,2.1,1.1,0,0
560210007-3,56,021,0007-3,113.5,47.6,3.2,3.3,1.1,113,52.6,2,108.8,51,4.1,3.5,0.1
560210007-4,56,021,0007-4,245.3,124.1,6.5,4.6,1.9,233.3,139.8,5.6,214.8,121.3,21.3,20.4,0.9
56021001-10,56,021,001-10,386.6,308.3,31.8,10.6,5.5,394.4,339.2,5.1,358.1,306,50,21.3,3
56021002-10,56,021,002-10,242.8,103.2,7.7,2.9,3.8,261.9,92.7,1.9,265.7,83.2,5.7,3.8,1.9
56021002-11,56,021,002-11,407.3,254.3,19.9,9.9,6,426.2,264.3,4,390.4,225.4,46.7,24.9,3
56021002-12,56,021,002-12,674,405.6,34.8,15.9,7,718.7,410.6,5,657.1,371.8,56.7,33.8,2
56021002-13,56,021,002-13,598,415.5,20.9,10.9,4,633.6,403.8,6.9,615.6,373.8,37.8,12.1,0
56021003-10,56,021,003-10,431.3,250.5,28.8,10,7,459,267.4,1,414.2,236.6,31.9,32.8,2
56021003-11,56,021,003-11,159.5,83.8,7.2,3.2,1.1,171.3,79.2,1.1,166.1,70.2,9.2,6.2,0
56021003-12,56,021,003-12,427,244,17,5,4,449,243,3,408,229,41,14,1
56021003-13,56,021,003-13,387.6,206.4,14.7,4.7,7,401.7,209.9,2.9,388.2,174.2,35.2,12.3,2.9
56021004-10,56,021,004-10,201.6,47.4,3,2,0,193.7,52.3,2,189.8,42.4,10.8,5.9,0
56021004-11,56,021,004-11,58.2,47.6,0.9,2.6,0,65.3,43.2,0,65.3,41.5,0.9,0.9,0
56023000101,56,023,000101,501.7,82,12,5.1,1.9,490.6,98.7,0.5,454.4,95,24.6,15.3,0
56023000102,56,023,000102,276.7,45.2,6.6,2.8,1,270.5,54.4,0.3,250.6,52.4,13.5,8.4,0
56023000103,56,023,000103,304.7,49.8,7.3,3.1,1.1,297.9,59.9,0.3,276,57.7,14.9,9.3,0
56023000104,56,023,000104,272,55,7,1,3,270,62,1,260,59,9,3,2
56023000106,56,023,000106,132.6,10.8,3.9,1,0,131.6,11.8,0,126.6,12.8,0,2,0
56023000107,56,023,000107,65,7,1,1,1,64,8,1,54,10,4,4,0
56023000108,56,023,000108,289.8,13,4,3,1,294.8,14,0,269.8,14,8,15,0
56023000201,56,023,000201,896.4,102.5,19.1,10.1,13.1,935.7,97.3,4,875.2,88.4,23.1,35.3,3
56023000202,56,023,000202,320.4,27.9,4,3,0,323.4,25.9,0,306.5,23.9,7,9.9,0
56023000203,56,023,000203,685,379,25,11,8,731,359,1,691,344,27,21,1
56023000204,56,023,000204,486,58,8,2,5,492,57,0,473,47,14,10,0
56023000205,56,023,000205,788,148,11,8,6,817,134,4,761,135,31,23,4
56023000206,56,023,000206,546,59,3,3,3,546,58,2,521,56,8,16,1
56023000207,56,023,000207,1080.2,68.7,18.9,7,9.9,1118.9,50.8,2,1054.3,57.7,20.9,37.8,0
56023000208,56,023,000208,599,66,12,0,9,615,62,0,583,62,18,14,0
56023000209,56,023,000209,416.6,16.2,3.1,2,6,411.6,18.2,4,399.6,20.2,5,9,0
56023000210,56,023,000210,983,321,21,8,9,1036,289,4,968,294,34,26,0
56025000101,56,025,000101,364,208,25,7,4,336,235,6,321,192,36,29,2
56025000102,56,025,000102,312.2,234.4,14.1,6,5,304.1,253.5,2,287,212.3,28.1,22.2,3
56025000103,56,025,000103,448,344,27,4,8,459,357,5,441,311,41,18,1
56025000104,56,025,000104,563,369,31,13,6,590,365,3,592,304,38,19,3
56025000105,56,025,000105,274,274,21,7,3,292,268,4,307,227,24,4,1
56025000106,56,025,000106,869.9,346.8,43.8,11,9,863.9,389.6,8,835,301.9,69.8,37.9,3
56025000107,56,025,000107,324,160,21,7,4,314,187,2,303,150,30,16,1
56025000109,56,025,000109,893,261,26,9,11,905,265,6,898,209,48,25,3
56025000111,56,025,000111,478,180,16,6,2,502,169,1,499,133,22,17,1
56025000112,56,025,000112,253,115,20,3,1,263,120,0,238,110,20,12,0
56025000201,56,025,000201,606,273.2,26.1,11.1,3,598.8,297.4,3,576.6,253.1,44.3,19.2,0
56025000202,56,025,000202,456,225,23,8,5,440,253,9,403,220,37,30,4
56025000203,56,025,000203,426,167,31,6,1,416,189,4,399,152,46,15,2
56025000204,56,025,000204,383,184,21,1,3,382,195,2,360,165,34,18,1
56025000206,56,025,000206,938,294,35,10,9,965,289,10,947,239,49,25,4
56025000207,56,025,000207,1060,295.8,32,10.1,5,1039,321.9,4,999.9,246.7,63.1,39.1,2
56025000208,56,025,000208,1210,305.5,31,11,7,1182.1,342.4,5,1122.2,273.6,75.9,48.9,2
56025000209,56,025,000209,492.3,109.2,22.9,5,0,487.2,122.2,2,460.2,91.5,37,18.8,2
56025000210,56,025,000210,685,265,32,11,11,712,277,7,708,203,53,26,5
56025000302,56,025,000302,525.5,231.2,20.4,8.8,6.8,498,272.1,4.9,482.3,218.5,36.1,28.5,2
56025000303,56,025,000303,635,281,26,6,3,633,290,5,593,262,54,20,1
56025000304,56,025,000304,851.1,299.2,37.2,7,9,844.1,337.4,2,797,279.1,55.2,36.1,2
56025000305,56,025,000305,543,207,14,4,1,527,226,2,522,176,33,21,2
56025000306,56,025,000306,601.6,235.7,15.9,7.2,9.3,644.7,204.2,6.2,647.5,168.4,31,9,2.1
56025000308,56,025,000308,1005.4,396.3,46.1,11.8,16.7,1012.3,420.8,7.8,952.5,326.6,100,52,3.9
56025000309,56,025,000309,427,161,13,3,9,434,164,1,417,140,30,17,1
56025000310,56,025,000310,1988.1,624.5,42.7,18.4,27.1,2023,610.9,11.6,2003.6,495.5,89.2,38.8,4.8
56025000401,56,025,000401,687.8,204.8,24.8,10,5.9,644.3,255.2,8.9,621.9,200.6,55.8,23.3,3
56025000402,56,025,000402,1030.4,131.8,19.6,11.6,4.9,1000,166.9,5.5,961.8,116.9,57,36,2.2
56025000501,56,025,000501,53,15,0,0,1,49,15,0,51,15,2,1,0
56025000701,56,025,000701,124.7,17.1,2,6,1,114.7,35.1,0,110.7,22,6,7,1
56025000702,56,025,000702,68.3,7.9,0,0,0,67.3,7.9,0,69.3,4,2,1,0
56025000801,56,025,000801,1050.3,255.8,39.3,12.5,9.6,1014.7,317.1,10.6,964.5,241.6,80.7,52.7,2
56025000802,56,025,000802,225.1,54.3,5.4,1.5,1.3,219.8,62.5,1.4,206.4,57.3,15.6,4.2,1
56025000803,56,025,000803,484,95.8,11.6,5.2,0.3,454.7,115,7,435.4,80.7,27.9,34.3,2
56025000804,56,025,000804,910.7,139.1,15,7,0,880.6,168.2,4,848.6,128.1,36,30,4
56025000805,56,025,000805,1074,162,27,9,4,1030,212,5,977,160,68,42,0
56025000901,56,025,000901,909.5,202.4,13.2,11,2,893.6,212.5,3,869.5,176.5,34.1,32.9,1
56025001101,56,025,001101,123,4,3,0,0,117,12,0,116,4,8,3,0
56025001102,56,025,001102,124,22,0,3,0,125,22,0,121,22,5,2,0
56025001103,56,025,001103,219,54,5,1,0,217,57,2,212,48,8,6,1
56025001104,56,025,001104,113,7,2,0,1,108,10,2,96,9,4,10,2
56025001202,56,025,001202,284,89,13,3,2,287,96,3,277,89,14,4,0
56025001301,56,025,001301,84,19,0,0,0,80,19,2,76,17,2,5,0
56025001302,56,025,001302,72,1,0,1,0,69,4,0,66,1,1,4,0
56025001401,56,025,001401,22,1,0,0,0,22,1,0,22,1,0,0,0
56025ZZZZZZ,56,025,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0
56027000102,56,027,000102,58,0,0,0,0,56,0,0,57,0,1,0,0
56027000302,56,027,000302,79,1,3,1,0,83,1,1,73,1,4,6,1
56027000401,56,027,000401,94,3,1,0,0,94,3,0,86,4,1,4,0
56027000601,56,027,000601,289,34,9,5,1,290,42,1,268,42,11,9,1
56027000602,56,027,000602,467,109,6,3,1,477,99,1,449,91,9,28,0
56027000701,56,027,000701,131,8,2,2,1,133,11,0,120,7,5,11,0
56029000101,56,029,000101,384.6,63,4,2,5,383.6,60,2,354.7,60.9,8,23,1
56029000201,56,029,000201,928.4,225.6,21,4,11,950.3,197.7,5,899.4,179.7,32.9,31.9,5
56029000202,56,029,000202,658.2,227.6,20,6,9,695.3,198.5,4,632.2,186.4,43.1,25.1,1
56029000301,56,029,000301,619.6,128.2,13.8,4.6,4.6,638,118,4.6,596.6,113.4,28.6,21.2,0.9
56029000302,56,029,000302,958.7,244.9,20.1,2.1,15,1013.7,202,5,950.4,190.9,30.2,36.2,1
56029000401,56,029,000401,1038.5,234.2,7,4,5,1045.6,218.1,3,988.6,194.1,25,50,0
56029000402,56,029,000402,199.1,41,3,2,1,200.1,39,1,187.1,30.1,5,15.9,0
56029000601,56,029,000601,494,67,7,4,2,493,63,2,465,57,16,14,2
56029000702,56,029,000702,53,12,1,0,0,51,13,0,48,13,2,2,0
56029000801,56,029,000801,127,17,0,1,1,131,14,1,124,13,3,4,0
56029000802,56,029,000802,159,34,4,0,1,159,35,0,152,33,7,3,0
56029000803,56,029,000803,122.8,17.8,3,3,0,123.8,20.8,0,124.8,15.8,0,2,0
56029000901,56,029,000901,270,123,8,3,8,275,120,3,263,110,11,11,3
56029000902,56,029,000902,286,73,13,4,2,302,75,1,278,68,19,5,2
56029000904,56,029,000904,379,160,17,5,4,396,156,3,361,150,23,13,0
56029000905,56,029,000905,384,118,14,4,8,417,105,1,408,92,12,7,0
56029000907,56,029,000907,707,219,33,9,4,730,217,4,676,191,47,30,5
56029001001,56,029,001001,487,74,6,2,2,492,71,1,441,73,19,26,1
56029001002,56,029,001002,762.5,125.9,15.9,7.9,6,790.3,112,2,738.7,102.1,25.8,30.7,1
56029001102,56,029,001102,55,15,0,0,1,56,14,0,56,10,0,4,0
56029001601,56,029,001601,500.2,212.3,6,5,2,505.2,196.3,6,488.2,184.3,18,15,0
56029002101,56,029,002101,641.5,73,14.1,1,0,638.5,81,2,599.1,73.9,18.3,22.2,5
56029002301,56,029,002301,345.7,44.5,2.1,1.4,0.4,343.2,40.7,0.3,318.2,38.3,15,13.6,0.1
56029002401,56,029,002401,540,232,16,7,5,552,217,3,518,206,26,29,2
56029002402,56,029,002402,337,132,9,4,3,360,116,4,331,109,22,16,1
56029002403,56,029,002403,163,48,8,1,1,165,47,1,146,44,9,9,1
56029002501,56,029,002501,454,211,11,4,7,488,178,4,472,165,20,12,1
56029002502,56,029,002502,345,139,0,3,2,376,105,1,356,94,10,17,0
56029002503,56,029,002503,413.5,98.3,5,3,5,418.5,87.3,6,401.4,76.2,15,16.1,3
56031000014,56,031,000014,17.4,2.7,0.2,0.1,0.1,17.4,3,0,16.1,2.8,0.4,0.9,0
56031000101,56,031,000101,291,80,6,5,0,297,81,0,272,71,17,17,0
56031000102,56,031,000102,261,94,3,2,0,279,76,0,250,82,10,12,1
56031000103,56,031,000103,461,152,18,10,1,491,142,2,438,127,26,29,1
56031000104,56,031,000104,322,96,3,5,1,336,92,0,296,99,10,19,0
56031000106,56,031,000106,473.6,74.3,6.8,3.9,1.9,473.6,82,1,438.9,75.2,10.6,24.1,0
56031000201,56,031,000201,548,142,13,9,3,552,159,1,477,156,27,42,1
56031000301,56,031,000301,57,25,1,3,3,61,24,0,59,21,1,6,0
560310006-2,56,031,0006-2,148.1,26.5,0.1,1,0.1,147,23.8,1,136.6,26.6,3.2,3.1,1
56031000601,56,031,000601,216.9,28.5,2.9,2,4.9,209,40.2,0,191.4,33.4,11.8,7.8,0
56031000901,56,031,000901,60,10,1,2,1,60,13,1,55,15,0,4,0
56031001001,56,031,001001,173,30,4,0,1,173,35,0,167,32,3,6,0
56031001201,56,031,001201,554,73,3,5,3,554,71,4,515,64,12,26,3
56031002001,56,031,002001,315,56,3,1,1,312,56,0,277,63,10,18,0
56033001-01,56,033,001-01,436,116.8,15.1,6.6,5.7,453.9,110.2,3.8,387.1,119.6,36.7,18.8,0.9
56033002-01,56,033,002-01,426.6,126.3,12.6,3.9,6.8,440.2,120.5,1,410.1,111.8,19.4,11.7,1.9
56033002-02,56,033,002-02,284,178,11,2,4,312,162,0,292,146,19,10,1
56033002-03,56,033,002-03,634.5,245.9,18.9,8.1,3.6,658.7,236.9,6.3,630,210,34.1,19.7,1.8
56033002-04,56,033,002-04,491.4,212.1,26,6,4,524.4,195.1,1,491.4,176.1,25,23,0
56033002-05,56,033,002-05,804,390,22,10,8,881,330,5,834,308,43,18,2
56033003-02,56,033,003-02,199,187,6,2,2,220,171,4,194,175,12,6,2
56033003-03,56,033,003-03,119.4,60.8,1.1,1.6,0.6,124.3,53.1,0.6,118.3,48.2,4.4,6,0
56033003-04,56,033,003-04,518,193,22,4,5,536,189,4,513,172,30,14,0
56033003-05,56,033,003-05,631.3,248.8,20.5,7.8,5.8,666.4,228.3,1,642,195.2,37.1,12.7,0
56033004-02,56,033,004-02,504.8,220.8,25.7,4.6,2.8,534.1,192.4,1.9,492.7,180.3,32.3,23,0
56033004-03,56,033,004-03,637.8,193.2,30,6,7,659.8,188.2,6,589.8,180.2,39,34,2
56033004-04,56,033,004-04,151,60,6,6,1,158,58,1,139,56,12,7,1
56033005-01,56,033,005-01,138,36.5,4.4,2.2,0.2,139.6,39.2,0.1,133.4,34.6,7.1,4.6,0
56033006-01,56,033,006-01,517.1,128.1,13.6,3.9,2.9,540.4,114.5,1.9,518.1,106.7,21.4,7.8,0
56033007-01,56,033,007-01,242.6,72.2,6,3,2,252.6,67.2,3,236.6,62.1,11,8,0
56033008-01,56,033,008-01,515,194,10,0,3,518,189,1,486,168,27,19,1
56033009-01,56,033,009-01,51,6,0,0,0,51,6,1,46,7,0,4,1
5603301-01s,56,033,01-01s,13.5,3.6,0.5,0.2,0.2,14,3.4,0.1,12,3.7,1.1,0.6,0
56033010-01,56,033,010-01,154.8,17,1,1,0,155.8,15,0,146.8,17,2,5,0
56033011-01,56,033,011-01,699.4,174.9,15.6,4.3,4,704.5,179.3,3.8,660.6,154.2,38,22.1,3.5
56033012-01,56,033,012-01,1194,388,23,11,6,1236,362,9,1207,328,39,28,4
56033013-01,56,033,013-01,404.3,114.8,4,2,2,401.5,109.6,5,390.3,98.4,12.1,8.2,0
56033016-01,56,033,016-01,230,39,4,2,1,233,35,0,225,29,7,6,0
56033017-01,56,033,017-01,409,85,6,3,3,412,81,0,393,71,16,12,0
56033017-02,56,033,017-02,296.6,57.3,5.1,0.1,5,297.7,60.2,1,283.5,53.1,9.2,11.1,0
56033018-01,56,033,018-01,53,8.1,3,0,0,52,10.1,0,45.9,10.1,3,4,0
56033019-01,56,033,019-01,259,54,2,4,1,263,48,1,254,42,4,8,0
5603302-01s,56,033,02-01s,12.8,3.8,0.4,0.1,0.2,13.2,3.6,0,12.3,3.4,0.6,0.3,0.1
5603302-03s,56,033,02-03s,72.1,28,2.1,0.9,0.4,74.9,26.9,0.7,71.6,23.9,3.9,2.2,0.2
56033020-01,56,033,020-01,413.4,93.7,9.5,4.7,0.9,419.1,90.9,1.9,404,83.2,16.1,8.5,1.9
56033020-02,56,033,020-02,155,39.5,9.2,1.2,0,161.1,40.4,1.1,159.4,31.2,7.6,2.4,2
5603303-03s,56,033,03-03s,94.7,48.2,0.9,1.3,0.4,98.7,42.1,0.4,93.9,38.2,3.5,4.8,0
5603311-01s,56,033,11-01s,78.6,18.3,1.6,0.4,0.4,78.7,19.3,0.4,73.8,16.4,4.2,2.5,0.4
560350001-1,56,035,0001-1,764.4,307.5,11.8,8.8,4.9,791,282,3,734,279,29.5,24.6,3
560350001-3,56,035,0001-3,911.5,187.1,34,9,2,921.5,185.1,3,846.4,181.1,37,49,0
560350001-4,56,035,0001-4,581,94,13,1,9,587,93,2,548,93,14,25,1
560350002-1,56,035,0002-1,624.2,56.4,2,6,3,630.2,47.4,3,587.2,55.3,18,15.1,1
560350002-2,56,035,0002-2,343.8,38.9,3,4,0,342.8,38.9,2,324.9,35.9,6,13,1
560350004-1,56,035,0004-1,341.6,94.5,3.2,5.2,2.1,341,89,0,317,98,12.5,8.4,0
560350004-2,56,035,0004-2,225.4,51.6,3,1,1,223.4,54.6,0,209.5,47.7,4,11.9,1
560350005-1,56,035,0005-1,165,52,1,2,1,167,45,0,162,47,7,2,0
56037000101,56,037,000101,29,2.8,2.1,1.4,0.3,31,3.8,0,24.8,4.1,3.5,1.4,0
56037000301,56,037,000301,250.7,102.8,10.8,1,3.1,262.6,96.6,0.3,234.3,96.1,18,9.5,0
56037000302,56,037,000302,547.1,201.8,22.3,2.5,6,565.2,197,0.6,515.8,186.7,36,19.2,0
56037000303,56,037,000303,229.2,79.8,7,1.6,1.7,232.5,82.3,0.1,214.8,74.7,15.8,6.4,0
56037000304,56,037,000304,87.1,31.1,3,1,0,78.1,36.1,0,75.1,31.1,3,7,0
56037000305,56,037,000305,170.7,92.2,6.9,0.8,2.3,184.4,81.5,0,153.1,89.1,16.8,6.9,0
56037000401,56,037,000401,254.9,143.9,9,0,2,268.9,133.9,2,237.9,135.9,17,12,0
56037000402,56,037,000402,279,88,11,6,0,293,84,2,248,83,27,20,1
56037000403,56,037,000403,215.1,75.3,8.5,1.3,4,223.6,71.9,1.2,198.2,74,14.8,8.1,0.1
56037000404,56,037,000404,526,208,22,5,2,531,211,2,484,188,34,30,0
56037000501,56,037,000501,145,59,1,0,3,156,49,2,149,49,6,2,0
56037000502,56,037,000502,1072.2,323.7,39.4,9.9,10,1106.3,317.5,3.5,987,296.5,79.9,49.3,1.9
56037000503,56,037,000503,1081.8,368.3,21.6,10.1,9,1098.7,363.5,4.5,1014,334.5,56.1,41.7,4.1
56037000505,56,037,000505,247.1,74.4,5.6,3.7,1,243.5,79.9,1.9,203.7,82.7,21.3,12,0.9
56037000601,56,037,000601,338.3,123.4,10.1,3,1,335.3,128.6,3,298,125.4,16.3,22.1,1
56037000602,56,037,000602,211.9,66.4,8.2,1.9,0,210.6,68.3,1.3,198.6,63.2,14.6,4.4,0
56037000603,56,037,000603,252,85,12,6,3,269,83,1,244,81,14,11,0
56037000701,56,037,000701,532.1,100,4,4.2,3.5,527,103.7,0.7,490,104,14.6,17.1,2
56037000901,56,037,000901,152,27,4,0,0,143,33,1,127,35,5,5,1
56037000902,56,037,000902,63.3,11.2,0.9,1.6,0.1,62.2,12.6,0,58.5,11.8,3.5,0.6,0
56037001001,56,037,001001,480,201,10,5,2,463,214,1,369,211,46,39,2
56037001002,56,037,001002,168,73,2,2,1,163,73,1,144,75,7,12,0
56037001003,56,037,001003,467,143,14,3,2,462,154,2,423,130,30,34,0
56037001004,56,037,001004,1575,455,50,17,11,1598,476,6,1430,434,100,92,6
56037001005,56,037,001005,726,260,22,11,9,733,275,4,656,250,34,54,3
56037001006,56,037,001006,495.9,170.3,18.9,3,1,490.9,180.2,2,437.1,171.3,32.9,29.9,1
56037001201,56,037,001201,161.6,38.5,3.2,3,1,162.3,38.6,0,147.3,39.5,6.3,6.5,0
56037001202,56,037,001202,362.7,51.2,3.9,1.9,1.6,356.9,53.4,0.3,329.4,53.1,10.6,13.1,0.9
56037001301,56,037,001301,32,5,0,0,0,31,6,0,31,5,1,0,0
56037001901,56,037,001901,128,23.8,0.2,3.1,0,129,20,1,106.6,28.7,5.4,3.2,1
56037002001,56,037,002001,344.8,28,8.6,4.8,1.4,348.7,34.1,0.9,325.8,26.4,18,9.4,0
56037002101,56,037,002101,19.4,3.5,0.3,0.1,0,19.3,3.9,0,18.1,3.5,0.9,0.6,0
56037002301,56,037,002301,98.9,15,0.8,0.8,0,92.6,19.8,0,85.5,17.4,3.1,9.4,0
56037002401,56,037,002401,94,1,1,0,0,92,0,0,85,1,3,4,0
56037002501,56,037,002501,74.7,5.7,0.2,0.2,0,74.2,6.8,0,71.7,6.2,0.7,3.4,0
56037007011,56,037,007011,316.7,84.9,5.7,2,0.9,313.2,85,0.7,281.6,82.1,17,14.8,0
560390001-1,56,039,0001-1,475.9,789.8,19.9,10.3,14,610,684.4,2.8,580.3,642.8,37.8,13.2,2
560390001-2,56,039,0001-2,214,899,21,9,10,266,850,6,249,836,31,5,2
560390001-3,56,039,0001-3,261.6,461.9,4.8,5.8,13.8,347.1,386.9,2.2,365,352.6,15.3,3.1,2.1
560390001-4,56,039,0001-4,112.6,191.1,5,0,6,133.8,173.9,0,125.9,166.8,11,2,0
560390001-5,56,039,0001-5,248.1,884.8,22,4,13,313.4,842.5,3,308.3,800.4,35.1,8,0
560390001-6,56,039,0001-6,254.9,647.7,22,9.1,7.4,297.9,616.8,3,283.5,577,32.3,12.1,0
560390001-7,56,039,0001-7,191,573,11,4,3,248,527,0,247,517,8,3,0
560390001-8,56,039,0001-8,243,714,14,6,4,292,670,1,269,650,25,10,3
560390001-9,56,039,0001-9,278.6,774.5,21.5,6.9,8.9,335.8,727.4,2.9,293.8,711.3,39.2,12.8,3.9
560390002-1,56,039,0002-1,408.9,620,21.6,6.6,12.2,499.9,555.2,2.8,500.9,530.8,20.6,3.8,1.9
560390003-1,56,039,0003-1,148.7,232.5,10,1,1,168.6,218.5,0,167.6,206.5,9,3,0
560390004-1,56,039,0004-1,187,566,16,2,6,249,507,1,234,490,23,6,0
560390004-2,56,039,0004-2,370.6,816.4,18.1,3.2,16.6,471.3,741,2.1,482.4,688.4,25.6,8.1,0.1
560390004-3,56,039,0004-3,114.7,550.6,9.6,4.8,5.7,147.2,523.9,1.9,155.8,500,15.3,2.9,0
560390004-4,56,039,0004-4,148,298,18,1,11,214,248,4,206,238,12,2,0
560390005-1,56,039,0005-1,183.3,199.4,6.4,3.2,5.3,207.8,186.1,0.1,203.2,174,9.7,4.1,1
56039001-10,56,039,001-10,450,501,11,9,5,506,454,1,479,430,29,15,0
56039001-11,56,039,001-11,0,0,0,0,0,0,0,0,0,0,0,0,0
56041000101,56,041,000101,1215.9,420.8,34,19.4,12.6,1248.9,408.2,5.8,1149.8,370.3,66.1,59.3,2.9
56041000102,56,041,000102,1460.3,397.3,30,14,16,1498.3,373.3,4,1391.2,354.3,48.1,57.1,3
56041000103,56,041,000103,948.3,272.2,26,12,5,946.3,275.2,1,853.2,265.2,41,45.1,3
560410002-2,56,041,0002-2,0,0,0,0,0,0,0,0,0,0,0,0,0
56041000201,56,041,000201,816,116.1,15.8,4.5,10.2,818.9,124.6,2.1,771.5,115.6,21.7,33.4,1.1
56041000301,56,041,000301,807.6,84.1,20,9,7,823.6,93.1,2,680.5,99.1,31,101.1,1
56041000302,56,041,000302,589.4,59.9,9,5,2,569.4,72.9,4,501.5,71.9,17,53.9,1
56041000401,56,041,000401,533.6,74.2,10.8,1.9,3.5,526.1,79.4,1.2,463.3,78.7,12,48.2,0
56041000402,56,041,000402,519.5,76.2,16.7,4.9,3,518.4,77.3,1,437.5,73.4,17.7,73.8,1
56041000403,56,041,000403,372,51.6,7.4,1.2,2.5,366.6,55.3,0.8,323.2,54.9,8.3,33,0
5604102-1-2,56,041,02-1-2,4.5,0.6,0.1,0,0.1,4.5,0.6,0,4.2,0.6,0.1,0.2,0
56043000301,56,043,000301,415,61,13,8,2,417,71,1,396,58,23,13,0
56043000501,56,043,000501,685,140,15,8,4,707,131,3,649,129,30,28,1
56043000502,56,043,000502,692,186,16,10,7,706,192,4,660,174,21,37,2
56043000503,56,043,000503,420,103,11,4,1,415,114,0,378,100,35,20,0
56043000505,56,043,000505,1034.2,161.3,10,2,5,1033.1,151.3,4,981,138.3,34.1,28,6
56045000101,56,045,000101,594.4,54.2,4.2,6,0,576.5,66.1,0,522.6,66.1,14.2,30.5,1
560450002-1,56,045,0002-1,429,62,3,3,1,430,59,1,403,58,3,23,0
56045000201,56,045,000201,151,7,1,1,0,134,18,2,126,11,4,9,2
56045000301,56,045,000301,288,10,2,0,0,268,18,1,246,20,2,12,0
56045000401,56,045,000401,466,28,4,1,2,458,30,1,406,48,9,23,0
56045000501,56,045,000501,391.3,70.1,11,6,3,398.3,71.2,0,361.2,63.1,13,30.1,0
56045000502,56,045,000502,305.7,54.5,8.1,0.8,0,309.7,48,0,270.7,50.4,11.4,24.4,0
56045000503,56,045,000503,481.7,74.2,12.7,2.2,3,466.5,89.8,2,424.5,85.3,15.3,28,1
