GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38089003601,38,089,003601,534.4,38.1,25,5,6,0,4,554.5,30,17,10,0,518.4,56.1,31,0,537.5,46,25,0,500.4,78.1,1,502.4,52.1,38,0,496.4,45.1,42,0,490.4,44,48,0
38089003602,38,089,003602,597,73,26,2,7,1,4,636,53,9,7,1,597,55,41,2,629,51,17,0,578,75,2,539,99,38,0,530,92,42,0,568,62,38,0
38089003603,38,089,003603,1434.3,264.7,90.3,6.6,11.2,0,22.4,1525.9,174.2,54.9,26.1,0,1400.9,235.8,124,3.7,1495,187.4,80.1,0.9,1379.9,267.6,1.9,1285.8,274.2,133.4,0.9,1258.8,271.2,135.3,0.9,1305.5,218,133.4,1.9
38089003604,38,089,003604,1228.6,137.5,36.4,8.4,4.8,1,17.5,1304.8,81.3,18.9,11.8,1,1229.1,116.5,62.7,2.3,1281.7,102.1,29.7,1.1,1158.1,143.7,5.1,1105.6,157.1,79.2,3,1099.6,128.1,83.4,3,1139.8,98.4,81.2,1.1
38089003605,38,089,003605,236.2,38,8,2,1,0,1,262.2,18,6,3,0,234.2,31,14,0,256.1,22,8,1,222.1,32,1,213.1,37,20,1,209.1,34,21,0,216.1,31,24,0
38089003606,38,089,003606,205,28,12,0,1,0,2,213,18,7,3,0,200,28,13,0,208,22,5,1,188,32,0,186,30,14,0,185,36,7,0,187,26,14,0
38089003607,38,089,003607,457,87,24,4,2,0,4,517,52,11,4,0,482,72,25,3,519,51,8,1,468,67,1,437,81,42,0,444,78,28,0,451,68,36,0
38089003701,38,089,003701,5063,1086.7,304.2,32,30,5,103.1,5622.2,674.5,198.2,67.1,8,5259.9,858.6,373.3,9,5428.1,825.5,199.2,13,5004.8,1003.7,20,4710.5,1126.8,389.4,7,4725.5,973.8,434.4,5,4873.6,812.6,421.4,6
38091002301,38,091,002301,103,62,15,1,5,0,1,154,32,4,2,1,129,53,7,1,142,38,5,5,136,38,0,123,46,14,0,124,41,17,0,129,36,16,0
38091002302,38,091,002302,123,81,23,3,1,0,2,174,54,6,4,0,151,65,19,0,175,58,5,0,166,51,1,130,87,8,0,136,72,17,0,130,60,37,0
38091002303,38,091,002303,112,74.3,13.9,0,0,0,1,174.4,30.7,6,0,0,134.8,50.5,21.8,0,170.5,34.7,4,0,148.7,50.5,0,123.9,70.4,11.9,0,115,70.4,18.8,0,124.9,46.6,30.7,0
38091002304,38,091,002304,95.8,72.6,9.1,1,1,0,7,151.3,38.2,6,1,0,118,59.4,17.2,0,143.3,46.2,8,0,120.1,55.4,0,97,79.5,14.1,0,98.9,67.5,25.1,0,109,59.3,21.2,0
38091002305,38,091,002305,107.5,71.6,14.3,1,0,0,1,141.1,49.3,7,0,0,122.7,54.4,16.2,0,138.7,54.6,5.1,0,108.4,60.8,1,102,77,10.2,0,108.1,54.8,20.3,0,109.6,51.5,22.2,0
38093001201,38,093,001201,755,362,79,16,8,2,30,1003,189,32,10,1,819,304,81,1,934,220,53,1,770,259,4,674,352,101,2,682,280,114,1,711,252,102,0
38093001202,38,093,001202,1119,518,104,17,4,4,35,1457,280,31,18,1,1216,415,104,2,1384,310,49,5,1115,382,8,1010,515,116,2,933,455,183,3,1017,394,131,3
38093001203,38,093,001203,774.4,309.8,85.3,20.6,6.9,0,13.7,967.6,173.5,28.4,20.6,1,794,270.6,91.2,2,906.8,212.7,34.3,3.9,684.2,313.7,4.9,621.5,345.1,100,1,598,304.9,138.2,2,627.4,263.7,129.4,1
38093001204,38,093,001204,735.9,345.8,85.8,18.1,6.1,3,29.3,957.6,206.8,35.3,26.2,0,786.5,324.9,87,1,903.9,251.1,46.5,1,723,310.7,2,648.8,365.7,108,1,591.4,364.2,135.7,2,637.7,288.6,140.4,0
38093001205,38,093,001205,598.8,233.4,51.1,16,3,1,17,750,123.2,15,16,1,609.8,214.3,65.1,2,705,150.3,37,2,573.8,221.3,2,497.7,267.4,81.1,1,502.6,231.4,90.2,2,529.7,185.3,93.2,2
38093002901,38,093,002901,199,47,5,1,0,0,4,229,20,5,2,1,193,42,20,0,222,28,8,0,173,56,0,175,50,15,0,146,44,49,0,181,26,23,1
38093002902,38,093,002902,133,40,8,4,2,0,0,157,17,8,4,0,132,29,21,0,153,21,9,0,125,36,1,97,57,12,1,85,33,53,0,116,36,11,3
38093002903,38,093,002903,275.2,83,32,1,5,1,7,349.3,37,12,2,1,288.2,76.1,30,1,335.2,42,19,1,265.2,84.1,1,241.2,108.1,22,1,231.2,74.1,48,1,256.2,63,33,1
38093002904,38,093,002904,558.1,133.8,36.3,5.1,5.2,0,19.4,648.3,74.7,22.4,13.3,0,553.1,143.4,41.5,0,604.2,101.2,26.8,1,491,148.5,1.1,460.6,166.6,51.5,0,454,136.9,62.5,0,477.5,102,61,0
38093002905,38,093,002905,436.1,70.3,14.1,3,6,0,10,484.2,37.3,11.1,6,1,428.1,72.3,26.1,0,473.2,43.3,14.1,4,405.9,89.4,0,391.7,90.5,31.3,0,377.8,81.3,43.3,0,401,52.3,40.2,0
38093002906,38,093,002906,497.8,142.3,25.7,2.4,2.1,2,7.3,600.7,69.5,5.6,7.4,0,509.2,119.5,39.9,0,581.5,76.3,9.7,0.1,471,124.4,1.1,421.7,159,40,0,391.2,140.2,75.8,0,431.8,107.3,50.6,1
38093002907,38,093,002907,638.8,212.9,47.7,4.8,6.7,0,15.3,791.5,101.2,16.2,11.5,0,675.1,163.3,54.4,0,753.3,118.4,30.6,1,596.8,203.3,2.9,580.5,208.2,57.3,0.9,557.6,183.3,91.6,0,576.7,148.9,76.4,0
38095001501,38,095,001501,517.4,158.8,50,6,2,0,15,634.3,87.9,19,12,0,561.4,130.9,48,0,600.3,128.9,15,2,556.4,128.9,3,469.5,183.8,55.9,1,458.5,158.8,83.9,0,512.4,135.8,50,0
38095001502,38,095,001502,108,55,25,0,0,0,0,159,31,5,2,0,134,50,10,0,133,57,6,0,130,43,0,105,67,10,0,113,49,20,0,124,40,19,0
38095001503,38,095,001503,107,91,15,1,1,0,4,158,60,6,2,0,132,68,21,0,107,117,4,0,130,58,0,88,104,17,0,97,86,23,0,114,77,11,0
38097002001,38,097,002001,73,50,5,2,2,0,1,103,24,3,0,0,81,38,9,1,105,23,2,0,84,30,0,65,49,9,0,61,46,12,0,65,33,18,0
38097002002,38,097,002002,107.1,64,12,1,4,0,2,144.2,38,6,2,0,112.1,61,18,0,147.2,37,6,0,133.1,33,4,113.1,60.1,12,0,100.1,69,10,2,110.1,51,19,0
38097002003,38,097,002003,50,38,6,1,1,0,0,68,26,1,1,0,59,32,2,0,76,18,3,0,58,22,2,51,40,3,0,51,36,5,0,51,28,13,0
38097002004,38,097,002004,432.8,253.1,56.4,10.9,5,1,10.9,596.4,147.9,24.8,9.9,0,480.5,226.2,57.5,2,571.7,159.9,33.7,3,517.3,185.6,3,402.9,278.1,56.6,1,408.1,258,65.5,0,451.5,204.4,67.7,1
38097002005,38,097,002005,148.2,63.9,7.6,1.1,1,0,4,182.6,36.1,7.2,3.1,0,164.5,52.8,11.5,1,182.3,42.1,7.3,0,174.7,44.4,0,135.1,74.9,13.4,0,146.9,60,15.5,0,147.5,49.5,26.3,0
38097002006,38,097,002006,229.8,119.9,21,1,8,0,7,319.7,70.9,2,1,1,276.7,83.9,26,1,293.7,87.9,8,1,291.7,62.9,2,219.8,123.9,25,1,221.8,109.9,29,1,235.8,91.9,33,2
38097002007,38,097,002007,129.2,59.1,7,1,0,1,4,141.3,54.1,5,0,0,135.3,55.1,9,0,141.3,55.1,2,0,139.3,38.1,0,114.2,68.1,6,0,124.2,56.1,5,0,121.2,53.1,8,0
38097002008,38,097,002008,324.1,148.1,49,3,4,0,10,432.1,82,15,6,0,340.1,136,50,0,428.1,92,14,0,387.1,99,3,322.1,156.1,38,0,298.1,133.1,78,0,254.1,93,152.1,0
38097002009,38,097,002009,140,78,28,1,1,0,4,189,49,6,5,0,165,61,20,0,177,53,16,0,173,55,0,131,76,26,0,124,69,44,0,121,50,67,0
38097002010,38,097,002010,217,118,26,3,4,0,5,296,69,10,4,0,260,84,32,1,292,68,18,0,280,71,2,225,112,31,0,233,90,37,0,213,83,64,0
38097002011,38,097,002011,220,114,38,0,4,0,7,312,60,10,3,0,254,86,36,0,304,66,14,1,271,82,2,233,109,30,1,211,117,40,1,157,65,148,1
38097002012,38,097,002012,193.9,134.9,36,10,2,0,7,277.9,90,13,9,1,238.9,102,36,1,275.9,91,20,3,273.9,78,2,204.9,143.9,29,0,186.9,136.9,47,0,152.9,95,120,0
38099001001,38,099,001001,897,390,129,8,8,1,34,1203,251,27,20,0,1075,305,91,1,1153,270,60,3,1031,306,4,821,481,115,0,786,331,281,0,948,315,122,0
38099001901,38,099,001901,2099,777.4,201.1,24,15,0,54,2586.2,498.3,89,30,5,2395.1,535.3,207.1,4,2461.1,517.3,214.1,5,2320.1,580.3,11,1957.8,846.4,233.1,5,1890.9,675.3,429.1,7,2076.9,629.3,250.1,6
38101000301,38,101,000301,593.1,120.4,36.5,4.1,4,0,12.2,668,57.9,26.2,10.1,1,598.4,97.2,62.5,1,628.7,86,44.4,1,577.3,142.4,0,544.9,129.4,67.7,0,547.9,112.4,71.6,1,577.1,91.2,64.6,2
38101000302,38,101,000302,861.7,200.3,79.9,10.9,4,0.2,23.6,996.8,110.6,48,15,0.3,913.5,169.4,77.8,2.5,946,151.8,56,1.6,855.3,230.7,3.5,764.9,246.8,105.3,3.2,779.2,222.3,105.3,1.6,839.4,164.1,106.1,1.4
38101000303,38,101,000303,686,97,54,3,3,0,13,760,42,26,16,1,703,73,63,1,743,67,34,0,646,148,1,606,119,80,1,606,92,103,1,639,82,77,1
38101000304,38,101,000304,2533.2,940.3,360.6,65,34.9,4.8,97.3,3167.2,583.5,170.8,75.9,6.6,2776.1,841.4,333.7,13.4,2960.3,714.1,281.6,12.4,2700.4,979.9,15.4,2422.3,944.8,455.1,8.8,2423.8,959.2,414.1,12.4,2541.5,803.8,426.3,9.6
38101000401,38,101,000401,612,110.1,41,4,7,0,4,681.1,63,26,10,0,646.1,89.1,37,0,661.1,93.1,15,0,593,129.1,2,554.9,145.2,48.1,2,555,136.1,45.1,0,555,111.1,71.1,1
38101000402,38,101,000402,426.5,46.1,39.1,7,1,0,8,487.6,30.1,11,10,0,450.6,48.1,32,0,465.6,56.1,12,0,411.6,80.1,0,399.5,82.2,32,0,376.5,79.1,40,1,404.6,50.1,45,0
