GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38001003901,38,001,003901,909.13,216.03,65.01,8,13,0,7,1067.15,114.02,23,17,2,1003.14,151.02,58.01,0,1049.15,135.02,33,0,974.13,163.03,1,874.12,216.03,78.01,0,880.13,203.03,65.01,1,926.13,163.02,72.01,2
38003002401,38,003,002401,240,141,29,2,2,0,5,346,63,7,3,0,269,127,22,0,333,78,9,0,297,77,3,243,134,23,2,236,126,34,2,262,103,29,2
38003002402,38,003,002402,361.23,226.12,51.44,8.73,2.92,0.97,10.68,510.7,127.13,14.56,1.94,0,383.56,222.25,36.88,1.94,510.7,127.14,13.59,0.97,413.64,167.88,1.94,332.11,244.58,51.42,0.97,329.19,224.17,52.43,1.94,365.15,191.16,55.31,0
38003002403,38,003,002403,230,164,40,8,3,2,12,335,92,14,13,3,274,160,20,2,337,92,25,1,289,129,2,239,158,40,1,241,140,49,1,254,124,49,1
38003002404,38,003,002404,368.17,213.02,53.17,5.28,3.39,1,11.61,521.3,107.35,21.56,8.17,1,388.4,214.24,47.34,2.06,504.3,120.74,31.56,2,423.29,164.46,7.11,361.17,226.58,47.34,1,359.67,188.63,68.9,1,399.79,159.79,54.5,2.06
38003002405,38,003,002405,435.45,279.03,63.72,9.66,2.9,1.93,17.38,650.76,135.17,22.21,7.72,0,496.28,257.79,48.28,0,620.83,158.34,29.93,0,567.72,165.1,1.93,479.86,256.83,44.41,0.97,448,244.28,82.07,0.97,500.14,197.93,67.59,0.97
38003002406,38,003,002406,206,91,19,3,3,0,5,252,52,10,6,0,203,92,28,0,247,56,18,0,219,74,2,176,103,27,0,181,84,39,0,191,85,28,0
38003002407,38,003,002407,80,31,15,0,5,0,3,110,19,4,2,0,91,30,11,0,109,15,7,0,92,31,0,82,34,15,0,75,40,14,0,90,31,10,0
38003002408,38,003,002408,114,28,10,0,0,0,3,143,12,0,2,1,120,23,13,0,136,17,2,0,116,24,0,106,35,5,0,98,30,15,0,110,22,12,1
38003002409,38,003,002409,151,46,24,0,4,0,0,193,19,8,2,0,152,48,16,0,188,19,15,0,154,47,0,129,50,22,0,123,49,24,1,142,31,22,0
38003002410,38,003,002410,54,28,5,0,0,0,1,62,17,4,2,0,50,25,9,0,66,17,4,0,53,16,1,50,26,6,0,51,20,6,0,50,20,5,0
38003002411,38,003,002411,385.15,152.82,40.66,5.33,6.79,0.1,11.33,501.24,82.36,10.68,3.17,0,408.77,155.72,25.51,1,500.17,89.78,10.92,0.03,427.35,103.56,2.02,368.86,179.01,25.83,0.06,359.14,144.92,53.6,0.1,414.93,111.12,29.6,0.98
38003002412,38,003,002412,168,59,17,4,2,0,0,214,29,8,1,0,182,57,13,0,212,38,3,0,183,56,0,166,67,10,2,155,65,19,1,185,37,20,0
38003002413,38,003,002413,156,68,25,1,6,0,4,209,39,11,3,0,168,62,29,1,212,41,10,0,175,64,0,134,94,21,0,136,74,37,1,161,61,26,1
38003002414,38,003,002414,65,25,7,0,0,0,0,76,18,3,0,0,65,27,6,0,73,21,4,0,60,22,0,55,29,7,0,53,27,7,0,58,24,8,0
38003002415,38,003,002415,146,45,7,0,0,0,2,178,23,2,1,0,150,37,12,0,168,27,5,1,144,39,1,136,51,12,0,135,47,11,0,142,37,13,0
38005001401,38,005,001401,625.71,313.42,76.93,4.99,7.98,0,20.99,832.36,203.64,19.98,14.99,0,737.52,258.56,59.95,1,725.53,314.45,23.99,2,715.45,244.66,1,585.66,378.4,73.91,0,622.58,327.49,75.92,1,671.54,282.51,67.94,0.01
38005002301,38,005,002301,146.63,79.28,17.03,2.01,3.01,0,5,200.75,50.19,4.03,5.01,0,164.65,72.24,15.08,2,164.64,85.32,6.02,0.01,178.67,49.18,1.01,145.55,80.29,22.08,0,145.53,70.25,27.13,0,172.6,54.23,21.08,1
38005002302,38,005,002302,81.36,372.12,15.04,29,4.01,1,38.01,203.45,270.07,39.01,13.01,2,74.41,450.1,14.03,0,137.43,344.09,42.02,0,152.41,324.09,4,107.35,339.13,63.04,2,65.34,433.11,26.05,2,96.38,369.09,49.04,1
38005002303,38,005,002303,76.18,77.06,3.02,5,2,0,5,104.22,50.04,5.01,5,0,77.2,76.05,9.02,0,82.21,73.05,6.01,1,97.2,50.04,3,73.17,66.06,18.02,1,67.17,83.06,9.03,1,76.19,70.05,9.02,1
38007003901,38,007,003901,131.65,30.69,13.86,0,0.99,0,3.96,154.42,21.78,5.94,0.99,0,141.55,33.66,6.93,0,158.38,15.84,8.91,0,146.5,24.75,0,137.59,25.74,13.86,0,135.61,24.75,13.86,0,139.57,17.82,15.84,0
38007003902,38,007,003902,267,21,14,2,5,1,3,285,18,9,1,0,268,26,14,2,280,23,11,0,268,31,0,256,31,19,0,261,24,19,0,262,16,23,0
38007003903,38,007,003903,95.44,7.06,5.02,2,0,0,0,102.45,3.03,1.01,1.01,0,94.41,8.07,4.03,0,97.44,9.05,2.01,0,93.38,11.08,0,88.36,11.09,6.03,0,90.37,9.08,4.04,1,93.4,6.05,6.03,0
38009000601,38,009,000601,529.05,105.25,28.49,7.12,3.01,3,6.1,592.73,64.12,11.16,9.11,1,541.58,98.89,34.51,0,549.85,90.95,32.18,2.02,520.34,109.71,2,481.49,124.63,45.5,1,483.27,112.27,47.78,1,524.01,83.92,38.55,1
38009000602,38,009,000602,526.38,149.1,31.59,7.89,0.99,0,5.97,636.88,74.08,9.92,6.92,0,559.92,125.37,33.63,0,577.73,129.34,11.87,0.99,545.11,112.67,0,489.84,173.75,32.65,0,474.02,150.11,51.41,0,523.32,127.39,35.63,0
38009000603,38,009,000603,478.87,129.7,26.94,4.99,1.99,0,14.95,555.73,70.83,19.93,8.97,0,501.83,100.79,43.87,0,524.76,110.75,15.95,1,489.85,122.67,1,445.94,143.69,44.87,0,427,135.68,58.84,0,454.96,113.74,50.85,0
38009000604,38,009,000604,537.23,176.42,55.82,2.99,1.99,0,5.98,659.82,97.68,20.93,6.98,0,582.08,133.56,59.8,0,607.99,139.54,26.91,2.99,569.12,143.53,1.99,522.28,177.41,57.81,1.99,514.3,163.46,70.77,1.99,537.23,148.51,62.79,1.99
38009000605,38,009,000605,422.77,175.58,34.18,7.01,3.01,0,10.02,553.18,76.32,18.07,5.02,0,486.92,119.44,42.2,0,508.01,124.46,14.09,0.01,467.88,125.47,1.01,398.72,182.59,43.19,0.01,390.7,171.54,48.23,1.01,430.77,122.49,59.21,0.01
38011003901,38,011,003901,616.15,133.11,46.99,7.83,0,0.98,8.81,716.96,78.3,11.76,7.83,1.96,657.26,98.85,52.86,0,696.39,96.92,18.6,0.98,640.56,120.41,0.98,594.55,141.95,38.19,0,609.22,131.18,35.25,0,620,101.8,59.72,0
38011003902,38,011,003902,375.85,31.89,16.01,0.17,0,1.02,4.19,402.04,20.7,9.24,1.17,0.04,385.74,24.15,17.14,0,389.61,35.08,5.4,0.02,357.44,40.59,0.02,340.45,47.05,18.81,0,341.78,44.82,15.75,2,349,30.2,20.28,0
38011003903,38,011,003903,193,12,3,1,0,0,1,197,7,6,2,0,192,10,8,0,201,12,3,0,177,21,0,169,22,10,0,173,17,7,1,174,13,15,0
38011003904,38,011,003904,260.87,49.97,12.99,4,4,0,2,288.85,29.98,9,4,0,266.86,43.98,18.99,1,289.85,33.98,9,0,255.87,54.97,1,237.88,61.97,20.99,1,246.87,52.97,18.99,0,254.87,37.98,26.99,0
38013000201,38,013,000201,48,6,1,0,0,0,0,51,5,0,1,0,47,7,2,0,50,6,0,0,42,10,1,42,9,4,0,41,9,5,0,44,7,4,0
38013000202,38,013,000202,229,39,8,4,2,0,2,258,23,2,2,0,228,30,20,1,239,43,2,0,219,43,0,214,42,15,0,207,46,13,0,223,31,16,0
38013000203,38,013,000203,314.57,31.05,10.02,0,0.01,0,2,340.6,13.02,3.02,0.01,0,320.58,27.05,6.02,0,311.58,32.05,4.02,3,311.54,22.07,0,272.51,53.08,15.04,1,280.54,35.05,18.03,0,283.53,38.04,17.05,1
38013000204,38,013,000204,128,16,5,0,1,0,0,136,7,5,2,0,134,10,6,0,129,16,4,1,119,16,0,117,18,5,0,107,23,9,0,120,13,7,0
38013000205,38,013,000205,115,13,1,1,0,0,0,119,10,2,0,0,116,9,5,0,110,18,2,0,107,10,0,107,14,3,0,105,14,7,0,109,11,5,0
38013000206,38,013,000206,61,14,1,0,0,0,0,66,8,2,0,0,65,7,4,0,66,7,3,0,59,11,0,55,10,8,0,56,9,7,0,61,8,5,0
38015000701,38,015,000701,1515.36,290.41,135.34,32.4,6.27,2.02,23.15,1645.38,224.12,77.22,35.57,2.05,1496.14,307.14,161.7,3.03,1612.07,270.04,76.6,2.02,1401.37,435.05,8.16,1274.12,400.73,185.13,6.06,1347.76,337.94,178.04,5.05,1348.19,300.43,195.13,8.03
38015000702,38,015,000702,916.37,262.7,74.91,5.22,5.28,0,28.29,1120.1,135.32,27.72,7.64,2.05,997.94,194.92,72.28,4.17,1086.53,150.45,33.27,6.22,997.67,169.68,7.15,881.47,250.9,79.07,5.04,929.89,187.53,86.5,5.16,982.76,157.21,73.67,4.05
38015000703,38,015,000703,1365.48,355.51,108.29,11.6,6.37,0,20.52,1567.04,213.8,61.8,19.19,2.14,1411.54,304.53,123.09,4.95,1488.53,283.6,54.33,3.09,1368.84,331.8,5.46,1219.36,391.16,140.06,1.03,1281.33,310.39,134.82,3.21,1287.62,282.17,147.6,2.97
38015000704,38,015,000704,559.59,116.6,31.72,2.8,1.87,0,10.26,622.09,70.89,14.93,7.46,0.93,565.19,102.61,44.77,0,609.95,79.3,17.72,0,564.25,101.68,0.93,501.76,145.5,41.98,0.93,539.06,103.54,43.84,0,557.7,86.76,41.98,0
38015000705,38,015,000705,544.85,109.79,29.11,4.27,2.49,0,9.43,602.2,71.97,13.07,7.81,0.81,561.35,95.82,39.02,0.08,602.44,74.05,15.43,0.96,533.79,106.21,3.41,487.83,129.18,41.03,0.06,509.67,95.46,38.3,1.66,527.75,89.05,25.08,0.06
38015000706,38,015,000706,934.96,251.94,80.73,5.01,5.24,0,29.27,1102.7,157.37,34.43,11.77,1.12,973.85,234.7,82.83,3.18,1101.12,163.58,27.35,4.83,992.17,195.98,3.9,885.42,266.93,81.45,0.96,934.24,219.82,71.08,3.01,971.81,174.23,73.97,0.95
38015000707,38,015,000707,930.09,336.01,79.77,13.23,4.21,0,33.44,1091.54,225.82,40.68,31.28,0.09,993.75,283.43,99.53,1.97,1057.33,262.26,44.89,7.95,967.06,280.68,12.16,844.17,349.01,115.43,2.95,892.75,303.95,97.49,3.13,934.09,267.94,97.88,1.97
38015000708,38,015,000708,935.08,274.19,73.05,6.01,5,2,24.02,1115.17,170.13,32.02,15.01,0,1007.1,246.17,77.07,2,1067.19,204.12,39.03,4,1003.04,206.2,4.01,898.95,284.24,80.08,3,940,256.16,62.07,2,962.03,207.16,85.04,2
38015000801,38,015,000801,233.01,46.48,12.13,0.01,1.01,0,5.02,254.26,26.32,10.05,5.05,1,230.07,48.43,16.14,0,240.21,34.4,20.05,0.01,201.97,65.5,2.01,189.82,59.6,32.16,0,193.88,51.48,32.19,1,200,45.4,34.16,1
38015000802,38,015,000802,115,26,3,0,0,1,1,130,20,0,0,0,113,27,10,0,122,24,3,0,105,28,0,101,33,9,0,99,27,13,0,107,21,11,0
38015000803,38,015,000803,199.7,17.72,6.11,4.04,3.04,0,3.07,214.09,13.53,5.07,2.05,0,193.99,21.45,17.2,0.02,197.1,24.5,9.11,0,172.96,39.36,0,174.65,29.76,18.17,1,171.68,21.67,17.22,0,161.93,30.52,20.19,0
38015000804,38,015,000804,1232,210,59,3,8,3,19,1350,136,29,21,0,1248,177,91,1,1345,141,36,3,1216,214,1,1112,262,89,0,1159,189,94,2,1198,155,96,3
38015000805,38,015,000805,1057,199.62,53.9,1,8.98,2.99,23.95,1164.8,120.77,26.95,23.95,0,1083.95,162.69,89.83,2.99,1146.83,147.72,34.93,6.99,1020.07,222.58,5.99,968.17,229.57,93.82,1,999.11,177.66,85.84,2,1045.02,146.72,88.83,1
38015000806,38,015,000806,648,131.38,44.1,5,3.02,0.01,19.05,733.2,79.23,22.05,16.05,1,680.05,112.31,45.17,2.01,711.17,97.28,28.07,1.01,635.93,137.42,1.01,602.83,133.43,66.18,1,622.89,115.34,58.16,2,654.98,86.28,62.17,1
38015002801,38,015,002801,206,33,12,0,1,0,4,216,23,10,6,1,198,38,22,0,216,26,8,2,189,42,0,174,51,16,0,168,41,24,1,176,35,22,0
38015002802,38,015,002802,310.94,46.99,17,0,4,1,2,331.93,30.99,10,4,2,302.94,41.99,33.99,1,332.93,33.99,11,1,284.94,62.99,4,278.94,56.99,32.99,1,281.94,45.99,28.99,1,287.94,41.99,26.99,1
38015002803,38,015,002803,675,100,28,5,6,0,15,736,64,19,13,1,678,102,45,2,709,81,28,4,642,113,4,591,134,55,2,638,85,49,1,642,76,51,1
38015003001,38,015,003001,1146.19,335.73,77.88,18.34,12.46,0.98,48.24,1324.49,227.43,43.7,19.52,0.97,1182.6,345.18,74.59,1.99,1270.52,265.88,61.15,1.06,1197.09,283.38,7.67,1064.59,358.74,105.35,1.95,1090.66,331.77,96.96,2.88,1139.56,274.88,105.27,1.94
38015003002,38,015,003002,1022,417,132,36,16,1,48,1216,326,84,41,3,1045,462,146,5,1180,348,129,4,1052,424,10,940,445,179,4,933,418,194,5,1020,352,173,7
38015003003,38,015,003003,1389.14,449.63,89.31,13.57,5.44,4,49.41,1653.25,271.6,53.25,20.57,1.03,1480.07,374.2,128.02,3.05,1579.73,322.65,64.82,5.99,1463.73,319.29,7.23,1269.95,512.98,116.13,2.06,1334.71,385.67,133.7,1.11,1394.11,338.85,127.08,1.06
38015003004,38,015,003004,1454.64,468.25,100.63,23.91,9.97,1,35.88,1738.56,262.05,58.78,19.93,2.99,1508.43,401.54,133.49,9.96,1717.61,282.99,64.77,3.98,1565.2,344.74,2,1377.9,451.34,145.46,2.99,1442.65,376.64,137.49,4.98,1525.33,295.94,153.42,1.99
38015003201,38,015,003201,485.39,254.33,66.69,9.03,3.63,2.08,24.26,609.79,174.1,24.53,25.73,2.16,521.24,251.38,55.6,1.16,595.18,192.02,33.67,0.49,525.26,212.56,2.33,455.26,253.87,76.17,2.15,481.84,216.41,77.82,0.16,499.36,199.29,74.23,0.38
38015003202,38,015,003202,403.38,240,39.69,12,7.38,0.92,24.92,493.85,182.77,28.62,8.31,1.85,434.77,240.92,39.69,1.85,488.31,192.92,30.46,5.54,468.92,164.31,3.69,390.46,235.38,58.15,1.85,419.08,219.69,42.46,1.85,435.69,196.62,47.08,4.62
38015003203,38,015,003203,332,201,42,15,6,1,9,419,133,22,25,0,344,190,54,1,392,167,27,2,350,180,3,311,195,56,1,298,191,67,1,319,166,65,1
38015003204,38,015,003204,468,181,67,19,7,1,15,575,130,34,18,0,474,221,57,2,524,155,68,2,459,239,3,415,206,107,1,433,210,73,2,445,168,102,2
38015003205,38,015,003205,933.65,337.87,94.96,20.99,8,3,32.99,1134.57,226.91,31.99,30.99,3,987.63,329.88,96.96,4,1061.6,278.9,65.98,5,981.63,320.88,8,877.67,346.87,136.95,3,899.66,326.88,119.95,2,929.65,283.89,130.95,3
38015003206,38,015,003206,1219.35,383.13,93.04,18.01,8,0,32.01,1462.43,226.09,40.01,20.01,2,1292.37,336.12,96.04,3,1456.4,234.1,48.02,2,1314.37,273.12,9,1124.33,423.13,109.05,3,1199.34,327.12,115.05,3,1266.35,271.11,106.05,4
38015003207,38,015,003207,542,205,41,7,6,1,18,657,130,23,12,5,567,191,51,6,626,158,29,4,584,160,7,504,215,64,5,525,170,58,3,571,148,55,4
38015003501,38,015,003501,462.4,220.56,63.12,4.96,2.13,0,30.5,605.66,143.97,24.82,5.67,0.71,500.7,216.31,48.94,1.42,580.84,157.44,22.69,4.26,529.07,143.97,4.26,452.47,209.22,54.61,0,485.81,182.98,46.81,0.71,507.79,151.06,51.06,0
38015003502,38,015,003502,781,628,133,34,27,2,53,1063,453,81,33,4,857,616,152,3,1047,479,85,8,999,434,17,823,585,151,1,860,537,154,2,901,493,151,3
38015003503,38,015,003503,890,380,92,13,7,1,37,1108,236,57,15,2,966,348,79,3,1091,259,46,4,1001,254,5,852,378,96,2,918,305,95,2,957,260,92,4
38015003504,38,015,003504,676,326,95,27,8,4,34,854,216,60,23,1,744,322,79,3,822,259,63,7,733,297,7,632,343,115,4,655,310,116,5,704,258,107,6
38015003505,38,015,003505,1014.28,373.63,76.72,10.96,15.94,0,31.88,1261.37,213.22,36.86,12.95,1,1111.92,298.9,99.63,1,1208.56,241.12,53.8,1,1118.89,246.1,5.98,955.49,372.63,99.63,2.99,1034.2,296.91,94.65,4.98,1078.04,241.12,104.62,1.99
38015003506,38,015,003506,671,292,68,16,6,1,39,877,176,33,9,0,758,271,56,1,838,210,37,8,775,218,2,687,297,67,0,725,249,74,0,756,206,67,1
38015004701,38,015,004701,2085.42,679.49,152.88,16.99,15.99,4,59.95,2574.04,379.71,49.96,21.98,3,2325.23,499.62,160.88,9.99,2551.06,392.7,65.95,17.99,2415.16,372.72,15.99,2108.4,655.5,140.89,3,2269.27,456.66,135.9,6.99,2364.2,375.72,138.89,2
38015004702,38,015,004702,1888,779,145,18,4,6,61,2345,451,64,29,1,2068,623,169,5,2310,499,52,4,2145,441,10,1864,749,134,4,1979,629,122,4,2030,558,138,2
38015004703,38,015,004703,764,354,102,28,5,1,38,962,235,50,29,2,830,351,91,2,947,266,51,7,866,296,8,766,341,114,0,803,303,96,0,817,273,100,4
38015004704,38,015,004704,1543.51,570.82,102.93,19.78,10.34,2,59.79,1919.16,329.68,37.9,23.9,3.11,1698.65,477.02,106.73,3.23,1877.29,365.79,47.58,4.68,1729.13,374.67,6.67,1547.98,540.04,125.6,3,1649.29,426.81,111.38,3.12,1715.78,373.78,101.05,5
38017011-01,38,017,011-01,1459,1642,239,57,18,5,66,2227,1005,161,57,5,1744,1329,328,6,2300,972,167,12,2059,960,19,1496,1593,234,7,1557,1392,277,8,1733,1189,271,16
38017011-02,38,017,011-02,1522,1648,291,72,27,6,96,2291,1043,185,65,5,1731,1406,396,5,2289,1065,229,7,2019,1126,28,1402,1675,353,9,1468,1496,365,7,1693,1238,378,9
38017013-01,38,017,013-01,1489.28,870.14,164.94,30.44,7.45,6,51.99,1993,471.97,94.89,38.6,6.09,1634.7,671.91,259.65,1.97,2005.93,469.35,107.54,8.03,1743.14,628.47,8.28,1360.73,906.61,205.57,2.06,1455.19,761.08,224.62,2.03,1603.74,602.57,222.22,5.05
38017013-02,38,017,013-02,913.98,746.93,172.74,34.49,4.12,3.09,35.86,1336.03,414.59,97.58,33.62,0.09,1021.22,596.9,218.2,5.03,1333.24,434.64,109.74,2.13,1143.92,562.2,9.12,859.75,760.53,170.41,3.03,869.29,671.16,221.7,6.03,980.53,544.7,220.68,6.11
38017013-03,38,017,013-03,1763.61,1157.07,169.02,28.01,17.39,2.9,55.05,2548.84,531.21,72.44,36.7,5.8,2092,809.37,235.66,0,2521.79,572.74,98.52,4.83,2280.33,621.03,12.56,1778.1,1158.03,145.84,2.9,1867.92,949.41,187.37,1.93,2078.47,765.91,173.85,3.86
38017016-01,38,017,016-01,1024.9,1054.37,195.09,48.01,14.01,5,60.03,1494.13,677.2,120.05,59.02,2,1169.96,901.32,253.11,7,1457.13,716.23,157.05,3,1275,846.28,21,996.82,1015.39,234.1,4,951.87,997.31,263.11,7,1074.9,816.27,304.11,6.01
38017016-02,38,017,016-02,1003.04,969.96,171.58,39.1,8.06,2.01,56.19,1514.73,536.82,92.25,52.13,10.02,1187.16,743.77,231.81,7,1471.63,583.96,115.34,7.02,1333.81,602.13,15.04,1027.09,861.96,188.5,5.01,1018.39,800.25,220.64,6.01,1115.12,662.62,232.6,8.01
38017016-03,38,017,016-03,1502,1089,261,34,9,4,77,2074,662,134,56,6,1708,887,299,6,2072,704,131,3,1845,764,17,1490,1005,261,3,1424,975,325,11,1619,777,307,7
38017016-04,38,017,016-04,714,340,79,16,5,0,36,983,164,42,7,1,831,244,90,2,986,161,35,1,873,210,1,732,322,69,0,722,266,105,1,808,199,92,0
38017020-01,38,017,020-01,260,125,46,5,3,1,10,377,50,21,4,1,281,113,57,1,374,59,18,2,297,102,2,244,154,36,1,249,119,53,1,281,94,41,1
38017021-01,38,017,021-01,1125,1714,260,101,18,3,82,1724,1219,194,63,8,1277,1525,368,5,1812,1158,231,10,1517,1218,41,1187,1554,328,6,1136,1526,350,9,1289,1292,393,11
38017021-02,38,017,021-02,1207.46,1251.4,251.08,75.02,13,4,72.03,1659.68,819.24,167.04,54.01,12,1310.54,1043.32,270.09,19,1643.66,799.25,205.04,8,1364.61,844.24,17,1072.49,988.36,312.07,13,1034.47,977.34,294.08,15,1063.54,890.27,307.08,8
38017022-01,38,017,022-01,148,57,18,4,2,0,2,187,30,6,6,2,153,55,20,0,188,32,10,2,152,57,1,140,63,18,0,136,61,20,0,155,43,20,0
38017022-02,38,017,022-02,297,126,48,1,4,0,5,396,60,18,6,1,298,135,43,1,419,57,9,1,339,97,6,291,142,29,2,289,122,41,1,315,103,34,1
38017022-03,38,017,022-03,186,82,29,2,1,0,4,254,37,9,4,0,189,87,21,1,245,50,7,3,188,80,1,170,94,22,0,153,108,19,1,188,67,21,1
38017022-04,38,017,022-04,924,463,114,12,11,1,26,1277,229,30,18,0,1001,394,132,6,1278,250,35,2,1073,312,9,892,502,84,2,861,443,128,2,1002,328,109,1
38017022-05,38,017,022-05,499,213,62,10,1,2,22,647,126,25,10,1,519,184,92,2,617,142,40,4,552,190,1,470,249,56,2,447,217,93,3,512,163,81,1
38017022-06,38,017,022-06,1940.71,1077.84,273.96,30,20,5,78.99,2654.61,580.91,139.98,22,8,2252.67,780.89,315.95,5,2682.61,551.92,161.98,3,2294.66,743.89,17,1881.72,1050.85,262.96,3,1963.71,879.87,294.96,0,2159.68,716.89,263.96,1
38017022-07,38,017,022-07,310,124,27,7,6,1,6,388,82,12,6,0,327,125,33,0,382,88,15,0,340,109,1,285,147,38,0,293,134,36,0,309,113,34,1
38017022-08,38,017,022-08,1221,641,141,13,12,6,35,1612,325,79,27,4,1340,481,185,6,1644,328,72,1,1339,503,9,1143,626,168,3,1155,525,202,4,1242,439,201,4
38017024-01,38,017,024-01,146,44,12,1,2,0,3,180,20,5,0,0,140,43,16,1,170,27,8,0,145,40,0,123,58,13,0,127,47,18,0,130,36,19,1
38017024-02,38,017,024-02,212,87,34,2,3,0,9,289,41,15,8,0,221,97,33,0,271,61,19,0,233,88,0,205,112,29,0,197,99,34,0,225,70,37,0
38017025-01,38,017,025-01,294,94,24,5,1,0,6,342,51,20,10,0,306,68,47,0,355,52,15,1,297,72,0,266,103,24,0,276,78,30,0,298,58,24,1
38017025-02,38,017,025-02,369,123,47,3,6,2,10,474,63,16,6,0,375,108,66,4,450,79,24,3,415,97,1,350,137,43,1,350,119,47,1,381,103,37,1
38017027-01,38,017,027-01,471,533,99,26,9,1,28,710,327,70,17,4,569,433,108,8,660,358,91,1,582,368,8,469,441,121,5,469,444,96,4,496,393,107,2
38017027-02,38,017,027-02,1684,1341,269,39,13,3,68,2508,711,113,30,4,2035,984,281,7,2537,687,138,7,2266,732,17,1703,1207,261,12,1726,1105,289,5,1975,869,254,7
38017027-03,38,017,027-03,2685.45,1711.27,400.45,65.48,20.15,6.06,106.65,3761.48,928.36,193.05,50.41,10.08,3112.99,1264,485.59,12.09,3805.98,922.69,197.35,10.09,3392.78,1085.54,16.28,2749.54,1553.46,385.39,9.07,2813.16,1343.32,452.22,9.07,3041.2,1124.07,424.42,15.09
38017041-01,38,017,041-01,2085,1689,287,57,29,4,114,3011,986,160,60,13,2431,1343,383,8,3057,944,218,7,2720,1040,25,2137,1595,306,7,2214,1425,333,5,2463,1165,305,8
38017041-02,38,017,041-02,1720.39,1242,253.18,29.03,20.01,0,79.05,2533.01,663.52,108.08,23.03,1,2102.62,887.73,284.24,7.01,2494.99,671.53,126.09,10.01,2295.74,679.6,17.01,1835.41,1120.93,204.17,1,1919.44,951.8,218.22,3,2011.61,829.67,232.18,8.01
38017044-01,38,017,044-01,1656,2026,371,103,22,6,116,2558,1389,179,78,6,1902,1789,432,13,2502,1407,250,9,2175,1313,33,1639,1850,419,8,1674,1705,404,8,1826,1513,423,14
38017044-02,38,017,044-02,1501.6,1410.87,244.28,47.86,16.95,3.99,87.74,2359.09,811.62,102.7,26.92,1,1810.69,1139.66,296.13,8.97,2259.38,876.43,116.66,3.99,2009.11,836.55,13.96,1607.29,1324.12,193.43,1,1573.39,1189.51,261.23,3.99,1787.76,986.11,235.31,5.98
38017045-01,38,017,045-01,1965.48,1722.57,322.24,75.03,18.02,7,107.1,2894.61,1030.84,150.08,54,2,2303.88,1363.31,372.31,16,2833.41,1061.99,184.07,9,2609.01,1035.91,19.01,2076.62,1528.61,283.15,5.99,2014.61,1474.29,338.26,8,2296.82,1152.18,340.18,8.01
38017045-02,38,017,045-02,655.19,272.53,64.63,8.95,3.98,1,20.88,821.28,146.21,35.8,10.94,1,695.97,229.73,80.57,0.99,821.28,165.08,33.82,2.98,728.8,202.9,1,599.51,283.47,75.58,0,631.33,227.78,79.56,0,654.24,194.94,81.54,5.96
38017045-03,38,017,045-03,714.06,312.98,89.35,15.09,5.02,1.01,13.13,939.09,151.21,46.16,8.06,1,760.45,257.56,109.4,1.02,944.01,156.24,41.21,4.01,777.83,274.14,4.02,649.23,363.71,81.31,4.01,693.13,280.69,93.37,2.01,773.44,201.33,91.37,2.01
38017045-04,38,017,045-04,303.28,103.13,38.03,3.01,2,0,9,393.36,44.07,17.02,5,0,306.3,95.11,53.04,1,410.36,41.07,8.02,0,329.3,87.12,0,268.25,129.15,27.03,1,270.28,100.12,45.03,0,306.31,74.08,35.04,0
38017046-01,38,017,046-01,1004,1018,157,41,8,3,72,1512,653,86,29,5,1206,839,196,11,1484,672,119,3,1346,671,9,1040,976,173,4,1054,906,182,5,1157,794,177,5
38017046-02,38,017,046-02,1729.36,1396.62,232.3,43.26,11.08,1.03,91.35,2597.67,754.43,111.56,27.22,0.04,2075.24,1058.35,299.91,7.05,2642.41,732.61,107.71,2.05,2292.2,784.05,14.15,1852.42,1258.18,217.27,3.04,1871.75,1096.05,275.71,4.04,2084.34,893.86,251.29,6.05
38017046-03,38,017,046-03,1110.09,842.27,127.12,25.23,7.76,2.91,33.96,1629.23,432.78,54.34,21.35,3.88,1293.49,621.03,186.31,4.85,1604,450.25,69.87,4.85,1387.61,493.91,14.56,1115.91,799.57,124.21,3.88,1147.93,688.95,166.9,3.88,1304.16,572.51,126.15,4.85
38019001001,38,019,001001,1358.13,476.26,110.04,19.01,7,2,35.02,1708.3,290.14,31.03,18,2,1529.18,367.21,102.08,4,1599.26,374.19,37.05,5,1429.13,352.26,3,1222.96,548.34,118.14,1,1179.92,431.26,239.23,3,1330.06,377.22,134.13,1
38021002601,38,021,002601,108,31,8,1,1,2,2,125,29,3,0,0,108,41,6,0,122,33,2,0,99,35,0,98,48,6,0,89,42,14,0,100,37,7,0
