GEOID,G18GOVRDUN,G18GOVDBEG,G18GOVLTOI,G18GOVIWAL,G18GOVOWRI,G18HALRYOU,G18HALDGAL,G18HALOWRI
020900019001074,0,0,0,0,0,0,0,0
020900002001004,4.8,5.7,0.4,0.3,0,4.6,6.5,0.2
020900002001013,7.7,9.1,0.6,0.5,0,7.3,10.4,0.2
020900010002043,0,0,0,0,0,0,0,0
020900002001052,0,0,0,0,0,0,0,0
020900003002015,10.4,11.6,0.5,0.4,0,9.9,12.8,0.1
020900003002021,22.4,24.9,1,0.8,0,21.5,27.7,0.2
020900003002041,0,0,0,0,0,0,0,0
020900005001021,11.5,11.8,0.7,0.4,0,11.4,12.7,0.3
020900005001007,2.2,2.2,0.2,0.1,0,2.3,2.3,0
020900002001005,3,3.6,0.2,0.2,0,2.9,4.1,0.1
020900002001023,2.9,3.4,0.2,0.2,0,2.7,3.9,0.1
020900018002183,0,0,0,0,0,0,0,0
020900018002167,0,0,0,0,0,0,0,0
020900018002137,0,0,0,0,0,0,0,0
020900017001005,43.2,10.4,1.2,0.2,0.1,41.9,12.5,0.3
020900017001132,16.4,4,0.4,0.1,0,15.9,4.8,0.1
020900017001171,0.9,0.2,0,0,0,0.8,0.3,0
020900017002008,0,0,0,0,0,0,0,0
020900011001161,0,0,0,0,0,0,0,0
020900011001163,3.7,2.1,0.3,0.1,0,3.7,2.6,0
020900011001067,0.3,0.2,0,0,0,0.3,0.2,0
020900011001284,2.3,1.3,0.2,0.1,0,2.3,1.6,0
020900009001028,9.1,11.2,0.5,0.4,0.1,9.6,11.6,0.1
020900016004049,0,0,0,0,0,0,0,0
020900016004021,6.4,1.7,0.2,0.1,0.1,6.3,2.1,0.1
020900018002246,0,0,0,0,0,0,0,0
020900014001008,4.8,1.9,0.2,0.1,0,4.8,2.3,0
020900015004020,16.5,4.8,0.7,0.2,0,16,6,0.3
020900011001044,14.7,11.4,0.5,0.6,0.1,15.2,12.1,0.1
020900011001049,13.3,10.3,0.5,0.6,0.1,13.8,10.9,0.1
020900017002272,0,0,0,0,0,0,0,0
020900009002076,0,0,0,0,0,0,0,0
020900011001058,0,0,0,0,0,0,0,0
020900019001008,0,0,0,0,0,0,0,0
020900011001234,0,0,0,0,0,0,0,0
020900011001260,0,0,0,0,0,0,0,0
020900017001262,1.4,0.3,0,0,0,1.4,0.4,0
020900017001082,0,0,0,0,0,0,0,0
020900017001093,0,0,0,0,0,0,0,0
020900018002134,0,0,0,0,0,0,0,0
020900017001272,0,0,0,0,0,0,0,0
020900019003000,0,0,0,0,0,0,0,0
020900006003014,1.7,2.6,0.1,0.1,0,1.7,2.7,0
020900015005072,0.8,0.2,0,0,0,0.7,0.2,0
020900017002246,0,0,0,0,0,0,0,0
020900017002047,0,0,0,0,0,0,0,0
020900013002006,6,4.8,0.3,0.2,0,6,5.3,0
020900013001002,24.2,19.5,1.2,0.8,0.1,24.2,21.5,0.1
020900002001015,3.7,5,0.2,0.2,0.1,4,5.2,0
020900002001033,2.7,3.7,0.2,0.2,0.1,3,3.8,0
020900002001036,0.2,0.3,0,0,0,0.2,0.3,0
020900005002063,0,0,0,0,0,0,0,0
020900010002034,0,0,0,0,0,0,0,0
020900005002004,5.2,4.5,0.1,0.3,0,5.5,4.5,0
020900001001001,0,0,0,0,0,0,0,0
020900005002022,2.3,1.9,0.1,0.1,0,2.4,2,0
020900002001043,2.7,3.7,0.2,0.2,0.1,3,3.8,0
020900001002004,3.9,5.2,0.3,0.3,0.1,4.2,5.5,0
020900003002002,3.8,4.3,0.2,0.1,0,3.7,4.7,0
020900003004047,0,0,0,0,0,0,0,0
020900019001033,0,0,0,0,0,0,0,0
020900014005058,0,0,0,0,0,0,0,0
020900019004175,0,0,0,0,0,0,0,0
020900019003012,0,0,0,0,0,0,0,0
020900011001021,0,0,0,0,0,0,0,0
020900011001194,0,0,0,0,0,0,0,0
020900019003001,0,0,0,0,0,0,0,0
020900019001026,0,0,0,0,0,0,0,0
020900011001223,0,0,0,0,0,0,0,0
020900019001005,0,0,0,0,0,0,0,0
020900019004032,0.9,0.7,0,0,0,0.9,0.8,0
020900019004113,1.3,3.1,0.1,0.1,0,1.3,3.3,0
020900019004151,0,0,0,0,0,0,0,0
020900019004150,0,0,0,0,0,0,0,0
020900019003037,0,0,0,0,0,0,0,0
020900016001005,4.6,1.1,0.1,0.1,0,4.5,1.4,0
020900019003178,0,0,0,0,0,0,0,0
020900012002010,14,11.3,0.7,0.4,0,14,12.5,0.1
020900012001018,109.2,70.9,4.5,3.2,0.5,114.3,71.9,1.4
020900004002008,5.5,5.6,0.4,0.2,0,5.7,6,0.1
020900005002001,0.6,0.6,0,0,0,0.6,0.6,0
020900004004003,0.4,0.4,0,0,0,0.4,0.4,0
020900019002027,0,0,0,0,0,0,0,0
020900004004022,4.6,3.6,0.2,0.2,0,4.7,3.8,0
020900004001018,7.4,5.7,0.3,0.3,0,7.6,6,0.1
020900004001020,3.9,3,0.1,0.2,0,4,3.2,0
020900004003000,4.8,3.7,0.2,0.2,0,5,4,0
020900012001077,26.8,10.8,1.3,0.6,0.1,26.7,12.6,0.2
020900011001012,0,0,0,0,0,0,0,0
020900014002023,8.7,3.5,0.4,0.2,0,8.7,4.1,0
020900015003000,18.8,5.4,0.8,0.3,0,18.2,6.8,0.3
020900009002041,0,0,0,0,0,0,0,0
020900009002048,0,0,0,0,0,0,0,0
020900009001062,0,0,0,0,0,0,0,0
020900014001025,0,0,0,0,0,0,0,0
020900017002201,0,0,0,0,0,0,0,0
020900011001333,0,0,0,0,0,0,0,0
020900011001350,0,0,0,0,0,0,0,0
020900009002031,0,0,0,0,0,0,0,0
020900011001331,0,0,0,0,0,0,0,0
020900011001334,0,0,0,0,0,0,0,0
020900017002276,0,0,0,0,0,0,0,0
020900019004218,0,0,0,0,0,0,0,0
020900017001103,0,0,0,0,0,0,0,0
020900017002116,0,0,0,0,0,0,0,0
020900019001041,0,0,0,0,0,0,0,0
020900017002325,0,0,0,0,0,0,0,0
020900019001154,0,0,0,0,0,0,0,0
020900019004204,0,0,0,0,0,0,0,0
020900015004071,0,0,0,0,0,0,0,0
020900008002013,11.1,11.9,0.5,0.6,0,11.2,12.5,0.2
020900010002084,0.8,0.3,0,0,0,0.8,0.4,0
020900013004014,0.3,0.8,0,0,0,0.3,0.8,0
020900008004020,0,0,0,0,0,0,0,0
020900010001034,0,0,0,0,0,0,0,0
020900003002001,0,0,0,0,0,0,0,0
020900003003037,3.1,3.7,0.3,0.2,0,3.4,3.9,0
020900003004005,2.5,2.9,0.2,0.2,0,2.7,3.1,0
020900017002321,0,0,0,0,0,0,0,0
020900018002065,0,0,0,0,0,0,0,0
020900019001070,0,0,0,0,0,0,0,0
020900019004163,0,0,0,0,0,0,0,0
020900009002044,0,0,0,0,0,0,0,0
020900009002032,0,0,0,0,0,0,0,0
020900017002071,0,0,0,0,0,0,0,0
020900018002103,0,0,0,0,0,0,0,0
020900015001031,108.1,26.4,2.9,2.1,0,104.4,32.4,1.1
020900004001003,7.6,5.9,0.3,0.3,0,7.8,6.2,0.1
020900019001076,0,0,0,0,0,0,0,0
020900014004021,5.4,2.1,0.2,0.2,0,5.3,2.5,0.1
020900014004009,6.7,2.7,0.3,0.2,0,6.7,3.1,0.1
020900014004004,1,0.4,0,0,0,1,0.5,0
020900014003009,1,0.4,0,0,0,1,0.5,0
020900014005044,24.6,9.7,0.9,0.7,0,24.3,11.3,0.3
020900011001179,0,0,0,0,0,0,0,0
020900011001171,0,0,0,0,0,0,0,0
020900011001225,0,0,0,0,0,0,0,0
020900014004017,2.4,0.9,0.1,0.1,0,2.3,1.1,0
020900014004015,0,0,0,0,0,0,0,0
020900010002152,0,0,0,0,0,0,0,0
020900018002069,0,0,0,0,0,0,0,0
020900018002216,0,0,0,0,0,0,0,0
020900018002209,0,0,0,0,0,0,0,0
020900018002232,0.7,0.2,0.1,0,0,0.6,0.3,0
020900019002020,0,0,0,0,0,0,0,0
020900019003118,1.1,0.4,0,0,0,1.1,0.4,0
020900019002030,10.8,6.4,0.4,0.3,0.2,10.7,7.1,0
020900012001072,0.7,0.5,0,0,0,0.7,0.5,0
020900002002018,0,0,0,0,0,0,0,0
020900019003087,0,0,0,0,0,0,0,0
020900019003079,0,0,0,0,0,0,0,0
020900019001125,5,2.7,0.2,0.1,0,5.1,2.9,0.1
020900003004036,11.7,13.9,1,0.9,0.1,12.6,14.7,0
020900003004041,0,0,0,0,0,0,0,0
020900001002014,0,0,0,0,0,0,0,0
020900001002034,0.3,0.3,0,0,0,0.3,0.3,0
020900001002031,0.5,0.4,0,0,0,0.5,0.5,0
020900001001048,0,0,0,0,0,0,0,0
020900001001026,6.8,6.5,0.5,0.3,0,6.6,7.5,0
020900001001040,12.5,12,1,0.6,0.1,12.2,13.9,0.1
020900003001018,2.9,3.4,0.2,0.2,0,3.1,3.6,0
020900003003007,5.9,5.6,0.5,0.3,0,5.7,6.5,0
020900003004039,0,0,0,0,0,0,0,0
020900003004011,2.4,2.8,0.2,0.2,0,2.6,3,0
020900010002171,0,0,0,0,0,0,0,0
020900003004032,0,0,0,0,0,0,0,0
020900005002013,1,1.1,0.1,0,0,1,1.2,0
020900012001044,29.2,18.9,1.2,0.9,0.1,30.5,19.2,0.4
020900017001041,0,0,0,0,0,0,0,0
020900019001113,0,0,0,0,0,0,0,0
020900019001112,7.8,4.6,0.3,0.2,0.1,7.8,5.2,0
020900019002043,0,0,0,0,0,0,0,0
020900019004022,100.3,191.6,5.9,5.5,0,97.6,206.1,0.4
020900015004052,2.3,0.6,0.1,0,0,2.2,0.7,0
020900019004116,0.2,0.5,0,0,0,0.2,0.5,0
020900014002022,4.8,1.9,0.2,0.1,0,4.8,2.3,0
020900003003018,1.5,1.5,0.1,0.1,0,1.5,1.7,0
020900008004017,0,0,0,0,0,0,0,0
020900015004016,7.3,2.1,0.3,0.1,0,7.1,2.6,0.1
020900019003101,0,0,0,0,0,0,0,0
020900018002131,0,0,0,0,0,0,0,0
020900010002062,0,0,0,0,0,0,0,0
020900008001022,0,0,0,0,0,0,0,0
020900019004042,0,0,0,0,0,0,0,0
020900012002008,2.1,1.7,0.1,0.1,0,2.1,1.9,0
020900011001177,0,0,0,0,0,0,0,0
020900004002015,0,0,0,0,0,0,0,0
020900008001004,19.8,28.9,1.1,0.7,0,21.3,28.8,0.3
020900019005046,7.1,10.4,0.4,0.3,0,7.6,10.3,0.1
020900009002008,198.1,242.4,10.1,8.2,1.7,208.4,251.1,1.3
020900019004118,16,19.6,0.8,0.7,0.1,16.8,20.3,0.1
020900019001088,141.8,76.7,7,3.7,0,144.5,83.7,2.7
020900010002082,0.5,0.2,0,0,0,0.5,0.2,0
020900014003018,10.8,4.3,0.4,0.3,0,10.7,4.9,0.1
020900014002002,0,0,0,0,0,0,0,0
020900014002016,10.6,4.3,0.5,0.2,0,10.5,5,0.1
020900014002028,1.5,0.6,0.1,0,0,1.5,0.7,0
020900014003014,7.8,3.1,0.3,0.2,0,7.7,3.5,0.1
020900014003013,53,20.9,2,1.6,0,52.3,24.2,0.6
020900014005026,18.6,7.3,0.7,0.6,0,18.3,8.5,0.2
020900014005129,0,0,0,0,0,0,0,0
020900019004120,8,9.8,0.4,0.3,0.1,8.4,10.1,0.1
020900019001021,0,0,0,0,0,0,0,0
020900019004132,0,0,0,0,0,0,0,0
020900004003014,4.1,3.2,0.1,0.2,0,4.3,3.4,0
020900010002160,0,0,0,0,0,0,0,0
020900006001009,1.6,1.6,0.1,0.1,0,1.6,1.7,0
020900010001098,7.5,5.9,0.2,0.3,0.1,7.8,6.2,0.2
020900003002029,3.7,4.1,0.2,0.1,0,3.5,4.6,0
020900005001034,14.7,15,0.9,0.6,0,14.5,16.1,0.4
020900004002018,2.8,2.8,0.2,0.1,0,2.9,3,0
020900005002081,0,0,0,0,0,0,0,0
020900006002021,4.2,4.3,0.2,0.2,0,4.1,4.6,0.1
020900006001022,2.1,2.1,0.1,0.1,0,2.1,2.3,0.1
020900006002035,2.6,2.7,0.2,0.1,0,2.6,2.9,0.1
020900011001026,0,0,0,0,0,0,0,0
020900013003017,0,0,0,0,0,0,0,0
020900016002038,1.5,0.6,0.1,0,0,1.4,0.7,0
020900005002041,0.5,0.4,0,0,0,0.5,0.4,0
020900003002040,0,0,0,0,0,0,0,0
020900011001152,0,0,0,0,0,0,0,0
020900018002172,0,0,0,0,0,0,0,0
020900011001150,0,0,0,0,0,0,0,0
020900010002088,0.3,0.1,0,0,0,0.3,0.1,0
020900010002133,0,0,0,0,0,0,0,0
020900010002101,0,0,0,0,0,0,0,0
020900012001104,13.8,5.5,0.5,0.4,0,13.7,6.3,0.1
020900012001066,0.2,0.1,0,0,0,0.2,0.1,0
020900013001054,0,0,0,0,0,0,0,0
020900002002041,0,0,0,0,0,0,0,0
020900004001001,12.9,10,0.5,0.5,0.1,13.3,10.6,0.1
020900006004001,4.2,6.3,0.2,0.2,0,4.2,6.6,0
020900008004004,6.2,6.7,0.3,0.3,0,6.3,7,0.1
020900001001039,2.9,2.8,0.2,0.1,0,2.9,3.3,0
020900003004004,0,0,0,0,0,0,0,0
020900003004045,0,0,0,0,0,0,0,0
020900017001047,0,0,0,0,0,0,0,0
020900014001038,11.8,4.7,0.6,0.3,0.1,11.7,5.5,0.1
020900015004066,0,0,0,0,0,0,0,0
020900017001256,0,0,0,0,0,0,0,0
020900012002015,0.3,0.2,0,0,0,0.3,0.3,0
020900004002004,6.2,4.8,0.2,0.3,0,6.4,5.1,0.1
020900019003113,6.9,2.2,0.2,0.1,0,7,2.5,0
020900012001019,0,0,0,0,0,0,0,0
020900019002040,28,16.6,1.1,0.9,0.4,27.9,18.5,0.1
020900019001089,2.7,1.4,0.1,0.1,0,2.7,1.6,0.1
020900013003013,4.2,7.6,0.1,0.4,0,4.5,7.7,0
020900006002039,0,0,0,0,0,0,0,0
020900007003016,10.8,11.2,1.1,0.3,0,10.5,12.1,0.1
020900008004007,7,7.6,0.3,0.3,0,7.1,7.9,0.1
020900008004009,4.3,4.7,0.2,0.2,0,4.4,4.9,0.1
020900013001031,2.2,4,0.1,0.2,0,2.4,4.1,0
020900010002138,0,0,0,0,0,0,0,0
020900010002025,1.8,0.8,0.1,0,0,1.8,0.9,0
020900010002024,0.3,0.1,0,0,0,0.3,0.1,0
020900010002012,0,0,0,0,0,0,0,0
020900010002008,0,0,0,0,0,0,0,0
020900010002013,27.6,11.5,1,0,0,26.8,13,0.3
020900010002118,0,0,0,0,0,0,0,0
020900017002211,0,0,0,0,0,0,0,0
020900011001209,0,0,0,0,0,0,0,0
020900019003062,0,0,0,0,0,0,0,0
020900019002051,25,10.1,1.2,0.6,0.1,24.9,11.8,0.1
020900019003150,0,0,0,0,0,0,0,0
020900012002001,0.6,0.5,0,0,0,0.6,0.5,0
020900009002019,0,0,0,0,0,0,0,0
020900017001105,0,0,0,0,0,0,0,0
020900009002038,0,0,0,0,0,0,0,0
020900017001227,0,0,0,0,0,0,0,0
020900017002110,0,0,0,0,0,0,0,0
020900017002310,0,0,0,0,0,0,0,0
020900017001080,0,0,0,0,0,0,0,0
020900017002111,0,0,0,0,0,0,0,0
020900017002009,0,0,0,0,0,0,0,0
020900017002034,0,0,0,0,0,0,0,0
020900017002073,0,0,0,0,0,0,0,0
020900002002013,3.9,4.7,0.3,0.3,0,3.7,5.3,0.1
020900002002020,5.1,5.6,0.2,0.2,0,4.8,6.3,0
020900002001048,9.1,12.3,0.6,0.6,0.2,10,12.9,0
020900002001002,2.5,3,0.2,0.2,0,2.4,3.4,0.1
020900002001039,29.5,40,2,2,0.6,32.5,41.9,0.1
020900002001046,6.7,9.1,0.5,0.5,0.1,7.4,9.6,0
020900003002023,5.5,6.1,0.2,0.2,0,5.2,6.8,0
020900011001062,0,0,0,0,0,0,0,0
020900011001063,0,0,0,0,0,0,0,0
020900011001162,2.5,1.4,0.2,0.1,0,2.5,1.8,0
020900011001114,0,0,0,0,0,0,0,0
020900012001020,4.3,2.8,0.2,0.1,0,4.5,2.8,0.1
020900012001038,7.8,3.2,0.4,0.2,0,7.8,3.7,0
020900011001000,0.2,0.1,0,0,0,0.2,0.1,0
020900011001064,1.1,0.6,0.1,0,0,1.1,0.8,0
020900011001072,3.2,1.8,0.3,0.1,0,3.2,2.3,0
020900011001071,0,0,0,0,0,0,0,0
020900011001061,1.2,0.7,0.1,0,0,1.2,0.9,0
020900011001280,0,0,0,0,0,0,0,0
020900011001093,6.2,3.5,0.5,0.2,0,6.2,4.4,0
020900011001319,0,0,0,0,0,0,0,0
020900010001000,0,0,0,0,0,0,0,0
020900005001013,10.8,10.9,0.6,0.4,0,10.6,11.8,0.3
020900017001173,5.2,1.2,0.1,0,0,5,1.5,0
020900018002206,0,0,0,0,0,0,0,0
020900018002136,0,0,0,0,0,0,0,0
020900017001146,13.8,3.3,0.4,0.1,0,13.4,4,0.1
020900018002170,0,0,0,0,0,0,0,0
020900017001034,4.3,1,0.1,0,0,4.2,1.3,0
020900017001008,1.7,0.4,0,0,0,1.7,0.5,0
020900018001002,0,0,0,0,0,0,0,0
020900011001281,0,0,0,0,0,0,0,0
020900017001087,2.9,0.6,0.1,0,0,2.8,0.9,0
020900016004012,0,0,0,0,0,0,0,0
020900014003020,46.2,18.3,1.7,1.4,0,45.7,21.1,0.5
020900013001026,2.2,4,0.1,0.2,0,2.4,4.1,0
020900009002036,6.6,8,0.3,0.3,0.1,6.9,8.3,0
020900005001025,0,0,0,0,0,0,0,0
020900005001010,6,6.1,0.4,0.2,0,5.9,6.6,0.1
020900007003005,3.6,3.7,0.4,0.1,0,3.5,4,0
020900012002033,0,0,0,0,0,0,0,0
020900012002036,0,0,0,0,0,0,0,0
020900017001223,0,0,0,0,0,0,0,0
020900012003017,5.1,4.1,0.3,0.2,0,5.1,4.5,0
020900017002052,0,0,0,0,0,0,0,0
020900019003003,0,0,0,0,0,0,0,0
020900002001027,4,5.5,0.3,0.3,0.1,4.5,5.7,0
020900002001026,4.2,5.7,0.3,0.3,0.1,4.7,6,0
020900005001033,3.4,3.5,0.2,0.1,0,3.4,3.7,0.1
020900005002042,0.9,0.8,0,0.1,0,1,0.8,0
020900005002052,11.2,9.5,0.3,0.6,0,11.8,9.6,0
020900001001023,0.3,0.3,0,0,0,0.3,0.3,0
020900001002030,0,0,0,0,0,0,0,0
020900003001011,1.9,2.2,0.2,0.1,0,2,2.3,0
020900003002010,0.5,0.6,0,0,0,0.5,0.7,0
020900003002013,3.1,3.5,0.1,0.1,0,3,3.9,0
020900003002012,0.4,0.5,0,0,0,0.4,0.5,0
020900003002026,3.7,4.1,0.2,0.1,0,3.5,4.6,0
020900003004043,3.1,3.7,0.3,0.2,0,3.4,3.9,0
020900003002028,3,3.3,0.1,0.1,0,2.9,3.7,0
020900003002035,5.9,6.5,0.3,0.2,0,5.6,7.3,0
020900003002030,0,0,0,0,0,0,0,0
020900005001008,11.5,11.8,0.7,0.4,0,11.4,12.7,0.3
020900018002201,0,0,0,0,0,0,0,0
020900018002203,0,0,0,0,0,0,0,0
020900003002019,0,0,0,0,0,0,0,0
020900003004020,2.2,2.7,0.2,0.2,0,2.4,2.8,0
020900009002015,3.7,4.5,0.2,0.2,0,3.9,4.7,0
020900003002003,5.6,6.6,0.5,0.4,0,6,7,0
020900019001038,0,0,0,0,0,0,0,0
020900019001027,0,0,0,0,0,0,0,0
020900016001013,0,0,0,0,0,0,0,0
020900017002304,0,0,0,0,0,0,0,0
020900017002037,0,0,0,0,0,0,0,0
020900019004124,1.1,1.4,0.1,0,0,1.2,1.4,0
020900010001077,0,0,0,0,0,0,0,0
020900015004062,5.3,1.4,0.2,0.1,0.1,5.2,1.7,0.1
020900019004140,0,0,0,0,0,0,0,0
020900010001097,4.5,3.6,0.1,0.2,0.1,4.7,3.7,0.1
020900019005045,8.4,12.3,0.5,0.3,0,9,12.2,0.1
020900010002045,0,0,0,0,0,0,0,0
020900006004020,0,0,0,0,0,0,0,0
020900009001002,21.1,22.7,1,1,0,21.4,23.8,0.3
020900012003028,0,0,0,0,0,0,0,0
020900014004006,2.7,1.1,0.1,0.1,0,2.7,1.2,0
020900014004026,7.8,3.1,0.3,0.2,0,7.7,3.5,0.1
020900015001016,13.9,5.6,0.7,0.3,0.1,13.8,6.5,0.1
020900019001144,0,0,0,0,0,0,0,0
020900015005073,1.5,0.4,0,0,0,1.5,0.5,0
020900015004026,5.4,1.6,0.2,0.1,0,5.2,1.9,0.1
020900016003038,1.2,0.4,0.1,0,0,1.2,0.6,0
020900016002019,7.6,2.8,0.4,0.1,0,7.2,3.6,0.2
020900014004000,1,0.4,0,0,0,1,0.5,0
020900016001011,22.3,5.4,0.6,0.4,0,21.5,6.7,0.2
020900017002120,0,0,0,0,0,0,0,0
020900017002299,0,0,0,0,0,0,0,0
020900019004222,0,0,0,0,0,0,0,0
020900019004149,0.4,1,0,0,0,0.4,1.1,0
020900013005016,0,0,0,0,0,0,0,0
020900011001178,0,0,0,0,0,0,0,0
020900011001188,0,0,0,0,0,0,0,0
020900011001215,0,0,0,0,0,0,0,0
020900009001003,24.1,25.9,1.1,1.2,0,24.4,27.2,0.4
020900009001061,13.7,16.8,0.7,0.6,0.1,14.4,17.4,0.1
020900007001037,0,0,0,0,0,0,0,0
020900015005064,0,0,0,0,0,0,0,0
020900019001043,0,0,0,0,0,0,0,0
020900011001320,0,0,0,0,0,0,0,0
020900015005065,0,0,0,0,0,0,0,0
020900015005061,0,0,0,0,0,0,0,0
020900006002001,0,0,0,0,0,0,0,0
020900001001036,1.4,1.3,0.1,0.1,0,1.4,1.5,0
020900001001046,0,0,0,0,0,0,0,0
020900001002032,2.8,2.7,0.2,0.1,0,2.7,3.1,0
020900001001041,5.4,5.2,0.4,0.2,0,5.3,6,0
020900003003020,2.2,2.7,0.2,0.2,0,2.4,2.8,0
020900003003026,8.1,9.6,0.7,0.6,0.1,8.7,10.1,0
020900003004040,4.5,5.3,0.4,0.3,0,4.8,5.6,0
020900003004034,15.9,18.9,1.3,1.2,0.1,17.2,20,0.1
020900012002028,0,0,0,0,0,0,0,0
020900005002015,0,0,0,0,0,0,0,0
020900006002046,0,0,0,0,0,0,0,0
020900006002047,0,0,0,0,0,0,0,0
020900012001012,2.1,1.7,0.1,0.1,0,2.1,1.9,0
020900010002000,0,0,0,0,0,0,0,0
020900012003011,4.8,3.9,0.2,0.2,0,4.8,4.3,0
020900015001025,0,0,0,0,0,0,0,0
020900016002031,29.2,10.8,1.5,0.6,0,27.6,14,0.7
020900018002030,0,0,0,0,0,0,0,0
020900018002238,0.3,0.1,0,0,0,0.3,0.1,0
020900019001138,1.9,1,0.1,0,0,1.9,1.1,0
020900019002018,112.4,73,4.6,3.3,0.5,117.6,74,1.5
020900019004036,7.1,13.6,0.4,0.4,0,6.9,14.6,0
020900019004098,1.1,3.5,0.1,0.1,0,1.2,3.6,0
020900015005054,0,0,0,0,0,0,0,0
020900015005075,0,0,0,0,0,0,0,0
020900015006009,0,0,0,0,0,0,0,0
020900019001114,9.9,5.4,0.5,0.3,0,10.1,5.9,0.2
020900018001005,0,0,0,0,0,0,0,0
020900006002005,2.6,2.7,0.2,0.1,0,2.6,2.9,0.1
020900007001015,0,0,0,0,0,0,0,0
020900019004044,5,15.1,0.3,0.3,0,5,15.6,0
020900019001160,0,0,0,0,0,0,0,0
020900014002030,8.8,3.5,0.3,0.3,0,8.7,4,0.1
020900011001272,0,0,0,0,0,0,0,0
020900015006031,0,0,0,0,0,0,0,0
020900017001095,0,0,0,0,0,0,0,0
020900017001270,0,0,0,0,0,0,0,0
020900019003169,6,4.8,0.3,0.2,0,6,5.3,0
020900019003102,0,0,0,0,0,0,0,0
020900019003080,0,0,0,0,0,0,0,0
020900019003173,0,0,0,0,0,0,0,0
020900011001257,0,0,0,0,0,0,0,0
020900011001264,0,0,0,0,0,0,0,0
020900008001002,19.5,28.4,1.1,0.7,0,20.9,28.3,0.3
020900016001016,2.3,0.6,0.1,0,0,2.2,0.7,0
020900014002020,0,0,0,0,0,0,0,0
020900014001006,13.6,5.5,0.7,0.3,0.1,13.5,6.4,0.1
020900014005053,2.7,1.1,0.1,0.1,0,2.7,1.2,0
020900014005045,1.7,0.7,0.1,0.1,0,1.7,0.8,0
020900014005089,0,0,0,0,0,0,0,0
020900019004050,0.6,1.7,0,0,0,0.6,1.8,0
020900014005028,2.7,1.1,0.1,0.1,0,2.7,1.2,0
020900014005051,0,0,0,0,0,0,0,0
020900014005077,0,0,0,0,0,0,0,0
020900014005098,0,0,0,0,0,0,0,0
020900019004177,0,0,0,0,0,0,0,0
020900019003018,0,0,0,0,0,0,0,0
020900015006038,0,0,0,0,0,0,0,0
020900018002082,0,0,0,0,0,0,0,0
020900017001273,0,0,0,0,0,0,0,0
020900019004154,0,0,0,0,0,0,0,0
020900019004139,0,0,0,0,0,0,0,0
020900019004161,0,0,0,0,0,0,0,0
020900005002020,0,0,0,0,0,0,0,0
020900005002059,2.8,2.8,0.2,0.1,0,2.9,3,0
020900012001009,8.2,5.3,0.3,0.2,0,8.6,5.4,0.1
020900005002019,0,0,0,0,0,0,0,0
020900004002014,0,0,0,0,0,0,0,0
020900004002003,2.2,2.2,0.2,0.1,0,2.3,2.3,0
020900010002026,0,0,0,0,0,0,0,0
020900001001019,1.7,1.6,0.1,0.1,0,1.7,1.9,0
020900010002005,0.6,0.7,0.1,0,0,0.7,0.8,0
020900010002001,0.6,0.6,0,0,0,0.6,0.6,0
020900018002023,0,0,0,0,0,0,0,0
020900004003001,2.5,2,0.1,0.1,0,2.6,2.1,0
020900004003016,4.6,3.6,0.2,0.2,0,4.7,3.8,0
020900016003003,0,0,0,0,0,0,0,0
020900019004081,5,15.1,0.3,0.3,0,5,15.6,0
020900001002019,5.6,7.6,0.4,0.4,0.1,6.2,7.9,0
020900019002010,1.3,0.8,0,0,0,1.3,0.9,0
020900019003015,0.4,0.1,0,0,0,0.4,0.1,0
020900012001031,5.3,3.5,0.2,0.2,0,5.6,3.5,0.1
020900019004053,0,0,0,0,0,0,0,0
020900019004095,8.2,25.1,0.5,0.4,0,8.3,25.9,0
020900019004137,0,0,0,0,0,0,0,0
020900019004099,0.6,1.7,0,0,0,0.6,1.8,0
020900019004143,0,0,0,0,0,0,0,0
020900010002044,0,0,0,0,0,0,0,0
020900007001031,3.3,3.5,0.1,0.1,0,3.6,3.4,0
020900005002057,0,0,0,0,0,0,0,0
020900015004065,0,0,0,0,0,0,0,0
020900015004053,0,0,0,0,0,0,0,0
020900008004021,2.7,2.9,0.1,0.1,0,2.7,3.1,0
020900017001031,7.8,1.9,0.2,0,0,7.6,2.3,0.1
020900004003018,4.4,3.4,0.2,0.2,0,4.5,3.6,0
020900011001126,0,0,0,0,0,0,0,0
020900011001130,1.6,0.9,0.1,0.1,0,1.6,1.1,0
020900012003021,7.2,5.8,0.4,0.2,0,7.2,6.4,0
020900019004211,0,0,0,0,0,0,0,0
020900019004001,0,0,0,0,0,0,0,0
020900019003041,0,0,0,0,0,0,0,0
020900019005008,1.3,3.1,0.1,0.1,0,1.3,3.3,0
020900019003098,0,0,0,0,0,0,0,0
020900004003031,3,2.3,0.1,0.1,0,3.1,2.5,0
020900004003008,4.6,3.6,0.2,0.2,0,4.7,3.8,0
020900004003028,2.8,2.1,0.1,0.1,0,2.8,2.3,0
020900003002027,2.6,2.9,0.1,0.1,0,2.5,3.2,0
020900006002025,6.6,6.7,0.4,0.3,0,6.5,7.2,0.2
020900004003024,0,0,0,0,0,0,0,0
020900011001286,2.4,1.4,0.2,0.1,0,2.4,1.7,0
020900011001295,0,0,0,0,0,0,0,0
020900011001151,0,0,0,0,0,0,0,0
020900004003040,3.2,2.5,0.1,0.1,0,3.3,2.6,0
