GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOWRI,G16USSRYOU,G16USSDBAY,G16USSLBRE,G16USSOWRI,G16GOVRHOL,G16GOVDGRE,G16GOVLBEL,G16GOVOWRI,G16ATGRHIL,G16ATGDARR,G16SPIRMCC,G16SPIDRIT
18085000070,18,085,000070,403.9,65,31.3,5,352.9,112,37.4,0,362.5,121,19.7,0,410,72.7,362.6,124.8
18085000080,18,085,000080,307,47,11,4,247,90,26,0,248,95,19,0,304,50,264,94
18085000090,18,085,000090,172,32,10,2,159,41,13,0,144,57,5,0,177,33,154,57
18085000100,18,085,000100,253,36,10,2,227,57,16,0,240,51,8,0,253,40,236,54
18085000110,18,085,000110,51,9,1,1,44,15,2,0,47,13,0,0,50,11,45,17
18085000120,18,085,000120,206,26,7,3,194,40,8,0,195,40,6,0,222,21,193,46
18085000130,18,085,000130,128,21,3,4,123,24,6,0,114,33,3,0,131,19,115,38
18085000140,18,085,000140,311,57,11,2,252,93,29,0,259,92,18,0,306,61,265,104
18085000150,18,085,000150,191,35,10,1,173,48,12,0,164,58,9,0,194,35,171,57
18085000160,18,085,000160,421,81,6,3,381,111,17,0,375,115,13,0,407,79,383,109
18085000170,18,085,000170,554,129,28,8,529,155,36,0,534,166,18,0,590,121,532,181
18085000180,18,085,000180,388,100,39,9,358,128,40,0,352,146,28,0,385,121,341,167
18085000190,18,085,000190,373.1,97,22.7,2.2,345.5,104.3,39.4,0,358.9,107.3,22.9,0,394.5,78.8,356.5,114.5
18085000200,18,085,000200,682.4,180.7,39.5,6.1,637.4,217.2,50.7,0,636.3,228.4,33.6,0,727.9,150.3,648.2,232.9
18085000210,18,085,000210,230.5,94.3,30.7,7.7,223.1,103.6,33.9,0,237.8,100.3,21.5,0,254.6,91.8,238.4,109.6
18085000220,18,085,000220,7,6,1,0,8,4,1,0,7,5,1,0,9,5,9,5
18085000230,18,085,000230,345,101,26,8,312,129,26,0,321,132,15,0,358,96,316,139
18085000240,18,085,000240,217,47,11,3,202,61,14,0,199,66,7,0,228,43,200,71
18085000250,18,085,000250,364,86,25,6,334,105,43,0,334,128,23,0,401,77,345,133
18085000255,18,085,000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085000260,18,085,000260,212,32,11,3,194,42,18,1,190,55,11,0,221,27,184,63
18085000270,18,085,000270,346,74,25,3,306,101,34,0,314,100,24,0,344,86,306,122
18085000280,18,085,000280,456,69,26,4,397,124,32,0,396,140,19,0,449,85,384,154
18085000290,18,085,000290,517,177,45,5,475,212,50,0,487,224,29,0,562,157,479,238
18085000300,18,085,000300,694,160,38,9,620,235,44,0,644,218,31,0,736,140,623,254
18085000310,18,085,000310,641,137,29,6,590,171,45,0,590,181,28,0,666,129,581,209
18085000320,18,085,000320,558,122,31,4,498,166,42,0,507,171,26,0,577,117,501,192
18085000350,18,085,000350,503,133,36,11,452,190,33,0,462,179,33,0,524,134,450,209
18085000360,18,085,000360,249.1,89,12,4,215.1,111,25,0,219.1,114,15,0,266.1,78,233.1,113
18085000370,18,085,000370,430.9,158,25,5,405.9,194,27,1,404.9,194,19,1,482.9,129,408.9,197
18085000380,18,085,000380,364,119,15,6,310,154,35,0,315,159,23,0,380,98,314,167
18085000390,18,085,000390,597,165,31,5,551,197,43,0,546,217,28,0,631,146,540,237
18085000400,18,085,000400,392,135,18,7,355,158,32,0,368,160,17,0,421,107,354,180
18085000410,18,085,000410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085000420,18,085,000420,493,145,29,11,442,187,40,1,459,193,22,0,524,127,444,208
18085000430,18,085,000430,224.3,59.7,19.3,1.9,211.8,73.2,23.1,0,216.7,71.2,14.4,0,240.7,58.7,208,92.4
18085000440,18,085,000440,600.6,160.3,33.7,9.1,538.2,215.8,45.9,0,539.4,234.8,20.6,0,632.3,139.3,550,229.6
18085000450,18,085,000450,481.8,140.5,37.3,14.3,467,168.1,26.5,0,458,181.9,17.8,0,523,123.8,475.1,184.1
18085000460,18,085,000460,191.1,72.6,7.6,8.6,174.8,87.9,15.3,0,177.7,90.8,8.6,0,210.2,62.1,184.4,88.8
18085000470,18,085,000470,4.5,1.7,0.2,0.2,4.2,2.1,0.4,0,4.2,2.1,0.2,0,5,1.5,4.4,2.1
18085000480,18,085,000480,273.1,96.8,26.4,16.3,272.2,116.5,29.7,0,273.5,117.5,19.4,0,304.8,91.4,264.7,128.6
18085000490,18,085,000490,307.8,145,33.5,7.3,281.9,162.9,40.9,0,283.8,178.5,20.2,1,342.4,125.9,305.1,165.5
18085000500,18,085,000500,191.8,74.4,16.3,7.1,188.6,88.6,12.4,0,179.6,95.7,11.2,0,209.2,75.2,187.8,97.6
18085000510,18,085,000510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085000520,18,085,000520,514.7,207.8,51.2,12.1,510.6,234.1,36.2,0,520.5,224.3,34.2,0,586,170.8,510.5,256.3
18085000530,18,085,000530,443.8,154.9,54.7,16.8,430.6,190.8,39.9,0,421.9,201.5,34.9,0,504.2,143.1,438.8,211.5
18085000540,18,085,000540,50.1,15.4,4.6,1.6,49.6,17.6,4.2,0,51.4,13.7,4.1,0,56.8,13,51.5,17.2
18085000550,18,085,000550,206.8,75.8,31.5,3.9,183.2,100.5,33.5,1,193,97.5,23.6,1,224.6,79.8,200.9,103.4
18085000560,18,085,000560,110.3,53,13.8,4,101.1,61.2,14.9,0,103,62.2,6.1,0,115.4,52.1,106.2,60.4
18085000570,18,085,000570,166.3,50.3,18.4,5.6,154.5,58,26.4,0,159.7,63.8,14.4,0.1,181.7,51.6,162.7,68
18085000590,18,085,000590,264,80.9,14.2,5,223.6,107.6,26.9,0,243.2,98.9,15.9,0,282.8,73.1,244.3,108.6
18085000600,18,085,000600,201,73,33,13,210,86,25,0,215,86,13,0,243,71,220,91
18085000610,18,085,000610,179,93,22,11,175,105,18,0,169,112,17,0,192,96,180,108
18085000620,18,085,000620,307,70,24,8,262,111,29,0,273,106,19,0,303,89,272,118
18085000630,18,085,000630,341,78,12,8,303,86,41,2,301,104,24,1,347,75,303,110
18085000640,18,085,000640,287,77,20,4,251,119,20,0,250,123,18,0,294,79,262,120
18085000650,18,085,000650,642.8,126.6,50.8,25.9,673.7,135.5,36.9,0,676.7,138.5,26.9,0,726.5,107.6,665.8,171.4
18085000660,18,085,000660,466.7,110.3,29.7,11.2,459.1,123.7,32.9,0,438.1,150,23.4,0,495.4,98.8,433.6,161.7
18085000670,18,085,000670,175.8,76.5,20.9,8.9,198.7,73.5,9.9,0,197.7,74.5,7,0,227.5,45.7,199.7,75.5
18085000680,18,085,000680,176.6,60,46.9,14.7,205,59,32.2,0,192.3,69.7,32.2,0,218.8,58.8,188.4,90.2
18085000690,18,085,000690,389.2,97.5,27.7,5.7,371,110.9,32.5,0,370,129.1,17.2,0,416,83.2,373.9,133.9
18085000700,18,085,000700,354.5,102.5,33.4,12.5,317.6,138.4,41,0,318.7,144.1,25.8,0.8,380.3,104.1,334.4,145.8
18085000710,18,085,000710,480.5,141.9,37.2,14.4,468.6,166.4,38.9,0,482.8,157.8,25,0,533.3,118.3,484.9,168.6
18085000720,18,085,000720,447.4,124.8,36,19,462.4,141.8,20,0,438.4,165.8,18,0,500.4,101.9,434.4,180.8
18085000730,18,085,000730,598.3,135.2,37.8,16.9,578.4,171.9,40.8,0,559.5,208.7,24.8,0,641,136.2,566.5,213.7
18085000740,18,085,000740,538.2,130.7,59.3,19.4,539.9,156.7,47.9,0,551.6,158,26.9,0,606.4,100.7,531.5,177.6
18085000750,18,085,000750,473.9,104.8,35.6,11.5,453.7,140.3,26.9,1,453.7,143.2,19.2,0,509.5,89.4,454.7,152.8
18087000010,18,087,000010,378,194,33,4,346,221,37,0,340,240,23,0,398,180,327,264
18087000020,18,087,000020,251,126,29,11,232,149,33,0,228,160,23,0,294,108,243,156
18087000030,18,087,000030,238,92,27,1,203,121,28,0,201,132,19,0,247,90,208,134
18087000040,18,087,000040,387,105,26,5,343,134,43,0,350,153,16,0,403,102,328,181
18087000050,18,087,000050,393,119,23,5,340,169,30,0,351,174,13,0,414,109,325,205
18087000060,18,087,000060,414,99,38,13,365,165,31,0,392,150,17,1,454,97,347,208
18087000070,18,087,000070,257,58,13,4,234,74,21,0,230,91,9,0,276,44,201,123
18087000080,18,087,000080,397,136,24,3,353,168,35,0,361,166,26,0,420,123,372,172
18087000090,18,087,000090,456,142,28,9,394,200,34,0,394,215,21,0,496,123,366,256
18087000100,18,087,000100,616,155,30,6,546,220,40,0,540,234,33,0,634,161,535,258
18087000110,18,087,000110,623,227,55,18,550,310,63,1,574,314,35,0,674,227,556,344
18087000120,18,087,000120,606,197,19,5,523,263,46,0,541,277,13,1,646,177,522,304
18087000130,18,087,000130,334,86,21,7,295,117,37,0,299,132,16,0,353,74,282,155
18087000140,18,087,000140,660,126,22,10,576,188,45,1,601,179,29,1,690,112,560,241
18087000150,18,087,000150,357,82,27,4,318,116,34,0,310,134,23,0,386,75,315,144
18087000160,18,087,000160,658,136,32,9,604,167,61,0,603,200,29,0,695,120,577,232
18089000020,18,089,000020,141,242,4,3,125,248,8,0,114,266,1,0,113,266,115,264
18089000030,18,089,000030,246,173,22,4,209,195,26,0,205,212,16,0,221,199,223,186
18089000040,18,089,000040,232,319,30,15,201,352,32,0,186,381,20,0,199,376,218,357
18089000050,18,089,000050,239,111,11,2,208,127,13,0,200,143,10,0,203,136,211,131
18089000060,18,089,000060,78,392,12,1,69,392,8,1,64,401,5,0,68,394,69,392
18089000070,18,089,000070,495.9,222,55,6,417.9,293,44,0,403.9,320,25,1,435.9,289,413.9,307
18089000080,18,089,000080,558.3,326.6,36,10,478.4,404.5,32,0,448.4,446.4,19,1,485.4,405.5,478.4,402.5
18089000100,18,089,000100,243.7,118.9,11,4,208.8,140.8,17,0,190.8,172.8,9,0,200.8,157.8,197.8,155.8
18089000110,18,089,000110,498.2,257.3,57.5,7.9,462.3,300.9,46.7,0,434.5,346.6,30.8,0,469.3,316.8,452.4,337.6
18089000120,18,089,000120,303.1,185.4,33.9,9,267.2,208.4,33.9,0,252.3,240.2,18,0,274.2,221.3,266.2,230.3
18089000130,18,089,000130,591.2,302.5,54.3,6.2,530.5,347,48,0,507.5,371.4,32.8,1,531.4,362.5,528.1,374.9
18089000140,18,089,000140,228.5,132.4,24.4,5.9,204.8,153.4,16.5,0,197.6,166.6,12.5,0,212,152.1,208.1,162
18089000150,18,089,000150,368.6,174.6,30.9,3.9,322.2,210.3,29.9,0,299.1,245.1,17.4,0,323.2,220,321.3,225.8
18089000160,18,089,000160,353,235,27,6,326,231,44,0,302,280,20,0,313,269,326,258
18089000170,18,089,000170,561,249,65,18,495,311,43,0,475,350,28,0,505,305,500,324
18089000180,18,089,000180,573.7,272.2,38.2,11,508.4,313.4,36.1,1,484.3,345.6,26.1,1,497.4,324.5,501.4,324.5
18089000200,18,089,000200,504.1,237.5,43.5,12.7,472.2,254.7,51.9,0,446,310,21.6,0.1,475.7,276.7,466.4,285.8
18089000210,18,089,000210,331.4,188.7,29.7,9.6,288.3,226.1,23,0,277.8,249.1,12.4,0,300.8,227,307.5,221.3
18089000220,18,089,000220,282,113,30,4,251,144,22,0,240,166,16,0,262,141,260,146
18089000230,18,089,000230,32.5,13.6,0.9,1.7,30,14.7,0.9,0,30.6,13.8,0.7,0,31,13.9,30.4,14.1
18089000240,18,089,000240,15.4,6.4,1.1,0.1,13.8,7.7,1.1,0,12.9,8.9,0.6,0,13.8,8,13.7,8.2
18089000250,18,089,000250,425,284,36,8,376,304,45,0,348,355,23,1,384,329,396,308
18089000260,18,089,000260,230.1,124.9,17.8,9.7,210.2,149.9,18.5,0,204.2,161.8,11.6,0,203.8,153.5,213.4,146.7
18089000280,18,089,000280,549.9,245.8,33.6,14.5,500.1,291.4,27.2,2,495.5,306.5,15.7,0,502.6,294.4,498.7,301.4
18089000290,18,089,000290,390,207.9,26.5,8.3,360.6,235.9,22.6,0,353.6,245.9,9.2,0,370,219,363.1,233.6
18089000300,18,089,000300,300.9,154.5,18.1,3.3,263,178.4,16.4,0,258.9,192.4,4.9,0,272.9,171,263,178.4
18089000310,18,089,000310,505.4,282.1,44.4,12.7,470.2,319.2,30.5,0,445.5,351.7,18.9,0,466.6,321.1,457.6,324.5
18089000330,18,089,000330,321.7,229.3,35.5,13.9,269.6,271.6,34.9,0.1,261.8,303.8,17.5,0,280.2,281.1,285.2,273.6
18089000350,18,089,000350,380,313,47,9,327,342,47,1,310,378,26,0,331,358,328,359
18089000360,18,089,000360,397,371,55,5,356,387,40,0,333,428,25,0,360,397,351,410
18089000370,18,089,000370,462.1,336.6,58.7,7.8,420.8,375.1,42.9,0,412.9,396.6,30.1,0,430.4,361.3,415.6,391.9
18089000400,18,089,000400,448.3,353.8,45.6,11.9,421.9,375.7,35.1,0,387.7,413.2,16.2,0,420.5,378.4,403.8,402.7
18089000410,18,089,000410,277,377,28,13,255,397,27,0,234,422,16,0,231,431,250,402
18089000420,18,089,000420,225,254,21,13,221,259,19,0,183,226,13,0,201,216,198,216
18089000430,18,089,000430,237.8,175.7,29.8,12.4,203.9,210.5,25.7,0.8,205.5,225.4,9.9,0,214.7,220.4,208,223.8
18089000440,18,089,000440,279.7,214.3,20.4,4.1,269.4,227.6,12.4,0,260.2,246.9,10.2,0,270.3,225.7,269.1,225.9
18089000450,18,089,000450,327,262,22,9,301,287,20,0,285,311,8,0,284,298,272,316
18089000460,18,089,000460,546.4,350.1,45.9,14,527.4,389.1,28.9,0,504.5,421,15,0,530.5,389,519.5,404
18089000490,18,089,000490,193,342,26,2,181,357,15,0,176,365,11,0,186,352,197,342
18089000500,18,089,000500,479.5,402.1,45.3,12.2,442.4,438.9,29.4,0,414.6,478.9,17.8,0,455.8,431.7,440.3,447.7
18089000510,18,089,000510,412.2,234.1,29.9,6,414.3,233.7,19.3,0,408.4,246.7,11.3,0.9,415.6,228.8,399.2,250.2
18089000520,18,089,000520,261,175,9,1,240,193,4,0,231,201,4,0,227,199,236,189
18089000550,18,089,000550,205,212,16,6,185,227,13,0,176,242,6,0,183,231,186,225
18089000560,18,089,000560,315,467,32,8,276,485,38,1,248,521,28,1,272,512,284,501
18089000570,18,089,000570,61.5,35.4,3,0,55.5,38.4,3,0,53.4,43.5,3,0,52.5,45.4,53.5,42.4
18089000580,18,089,000580,380.6,257.4,29.7,6.6,352.7,290.4,23.9,0,340.9,308.8,15.6,0,345.3,293.7,334.2,308.2
18089000590,18,089,000590,299,238,25,4,273,261,21,0,274,266,14,0,273,260,281,257
18089000600,18,089,000600,290.9,216.8,29.1,7.3,245.7,260.1,15.7,0,249.2,262.9,7.3,0,254.5,262.2,249.3,267.1
18089000610,18,089,000610,448.8,293.4,29.2,19.1,399.6,330.6,24.1,1,379.5,362.8,14.1,0,406.5,339.6,400.5,345.6
18089000620,18,089,000620,426,326,24,9,400,339,21,1,379,358,13,0,413,322,403,330
18089000630,18,089,000630,272.3,306.3,22.7,3.5,251.3,311.6,19.2,0,258.3,308.1,14,0,261.8,301.1,262.7,302
18089000640,18,089,000640,545,324.8,23.9,14.1,530.9,322.5,25.9,0,546.6,319.2,12.4,0,534.8,318.9,542,312.9
18089000650,18,089,000650,180,215,25,5,163,223,23,0,152,244,13,0,162,233,168,228
18089000660,18,089,000660,234,156,25,1,209,172,22,0,200,196,11,0,220,177,223,176
18089000670,18,089,000670,436,351,51,10,418,379,24,0,399,405,15,0,414,372,416,368
18089000680,18,089,000680,420.7,319.7,29.3,7.5,370.6,347.4,26.8,0,376.7,349.9,20,1,371.2,340.9,387.3,331
18089000690,18,089,000690,289,204,19,4,270,212,16,0,265,220,11,0,283,197,282,201
18089000700,18,089,000700,416.7,259.9,20.1,7,394.2,276.6,15.1,0,394.3,272.5,12.1,0,413.7,255.9,405.9,261.7
18089000710,18,089,000710,307,273,19,10,285,297,24,0,281,321,7,0,295,297,301,288
18089000720,18,089,000720,366,364,26,9,329,371,34,0,337,378,22,0,344,368,345,372
18089000750,18,089,000750,298.1,189.4,21.1,2.9,272.1,203.8,20.2,0,268.2,218.2,9.6,0,270.2,212.5,274,211.5
18089000770,18,089,000770,511.6,213.6,35.8,5,462,245.4,24.8,0,427.2,291.1,12.9,0,462,248.4,452,259.3
18089000790,18,089,000790,43,268,17,4,39,263,16,0,35,272,9,1,32,284,46,265
18089000800,18,089,000800,33,529,23,12,38,503,18,0,34,514,12,0,34,530,42,513
18089000820,18,089,000820,43.1,499.3,5,5,36,483.3,14,0,32,486.3,8,0,32,498.3,35,483.3
18089000840,18,089,000840,54,410,16,5,51,386,24,0,55,385,17,0,53,405,58,388
18089000850,18,089,000850,68,476.1,17,7,48,488.1,18,0,46,491.1,16,0,47,503.1,59,481.1
18089000870,18,089,000870,112,321.9,12,5,72,339.9,16,0,71,346.9,11,0,57,361.9,82,322.9
18089000890,18,089,000890,24,615,6,2,30,589,3,0,22,586,8,1,38,576,28,575
18089000910,18,089,000910,36,709,7,2,41,684,11,0,44,686,6,0,45,686,47,674
18089000950,18,089,000950,24,448,9,4,21,431,13,0,20,444,5,0,26,441,23,440
18089000960,18,089,000960,30.3,357.6,9.8,4.9,23.4,349.8,10.8,0,30.3,347.8,6.8,0,26.4,360.5,27.4,351.7
18089000970,18,089,000970,16,402,15,4,14,391,11,1,15,392,9,0,16,398,20,392
18089000980,18,089,000980,34.7,543.4,9.2,6.1,27.6,539.2,11.2,0,25.7,549.2,8.2,0,32.6,545.5,35.6,540.3
18089001010,18,089,001010,50.1,703.3,17.4,9.8,34.6,693.9,27.2,0,36.5,698.1,15.5,0,43.3,721.6,42.5,697
18089001040,18,089,001040,44,523,11,1,42,496,12,0,37,509,5,0,34,514,35,502
18089001050,18,089,001050,21,484,8,4,21,454,12,0,18,464,8,0,15,471,21,461
18089001070,18,089,001070,14.1,470.5,6,0,12.1,443.5,6.1,0,11.1,450.5,3,0,12.1,453.5,16.1,436.5
18089001080,18,089,001080,8,430,4,1,10,386,7,0,14,389,2,0,18,389,11,387
18089001090,18,089,001090,27,478,6,5,24,479,12,0,21,484,3,1,31,476,29,471
18089001130,18,089,001130,86.4,958.6,17.2,15.1,73.2,965.2,26.2,1,76.2,975.1,11.2,1,94.3,958.1,89.6,961.8
18089001140,18,089,001140,8.6,302.5,8.6,1,7.7,295.8,8.6,0,10.6,295.8,6.7,0,13.4,298.6,10.6,298.6
18089001180,18,089,001180,29,555,7,0,26,549,11,0,29,554,7,0,30,556,30,557
18089001190,18,089,001190,22,474,5,0,19,464,12,0,20,473,4,0,16,479,18,475
18089001210,18,089,001210,28.1,670.7,6.2,6,23.1,664.4,15.2,1,24.2,669.4,5.2,0,29.3,675.5,43.1,659.5
18089001230,18,089,001230,82.4,753.6,12.1,13,69.3,766.5,14.2,0,78.3,765.6,3.1,0,82.4,758.6,81.5,754.5
18089001250,18,089,001250,188.6,749.4,20.8,3.9,173.8,764.8,20.8,0,165.8,781.9,15.8,0,186.7,757.9,190.4,749.2
18089001270,18,089,001270,25.9,623.2,6,4,27.9,618.3,6,0,21.9,624.3,6,0,27.9,619.3,27.9,618.4
18089001280,18,089,001280,11,406,2,3,8,402,8,0,10,408,2,0,10,409,14,406
18089001290,18,089,001290,18,652,6,6,20,644,12,0,17,654,4,0,21,651,22,639
18089001320,18,089,001320,9,473,6,2,8,470,9,1,10,466,3,1,12,467,15,461
18089001340,18,089,001340,12.2,710.4,2.1,4,13.2,709.4,3,0,14.3,707.3,0,0,15.3,704.4,12.2,706.3
18089001390,18,089,001390,9.8,437.6,4.9,0.9,12.8,428.6,3,0,13.7,428.7,3,0,13.7,434.6,11.8,427.7
18089001410,18,089,001410,6,425,9,5,7,425,11,0,4,429,8,0,6,432,12,422
18089001420,18,089,001420,12,483,8,1,10,484,6,0,11,483,5,0,15,484,10,485
18089001430,18,089,001430,9.9,355.5,0,3,9.9,351.5,7.9,0,7,356.5,4,0,7,357.5,7.9,354.5
18089001450,18,089,001450,185.7,228.7,21,7,144.8,244.7,36,0,132.8,271.7,20,0,139.8,264.7,148.8,255.7
18089001510,18,089,001510,10,797,10,6,10,789,12,0,11,788,7,0,13,798,10,792
18089001540,18,089,001540,13,720,8,4,11,722,8,0,14,725,4,0,16,732,13,722
18089001550,18,089,001550,10,703,5,2,10,695,15,1,10,701,8,0,15,701,18,693
18089001560,18,089,001560,17,695,9,3,19,688,9,0,19,686,5,0,23,698,24,688
18089001580,18,089,001580,11,688,11,4,16,687,9,0,14,688,4,0,16,690,24,681
18089001590,18,089,001590,12,533,10,3,10,537,6,0,9,537,9,0,10,542,13,537
18089001620,18,089,001620,6,428,6,1,7,423,9,0,12,419,6,1,9,428,11,426
18089001650,18,089,001650,15,730,12,1,15,719,18,0,16,724,11,0,21,731,20,730
18089001670,18,089,001670,11,573,10,8,21,561,13,3,20,567,9,4,17,574,24,570
18089001700,18,089,001700,14,608,4,1,13,604,7,0,12,606,4,0,16,607,15,609
18089001720,18,089,001720,2,472,4,5,6,475,5,0,7,472,4,0,7,481,8,476
18089001740,18,089,001740,13,695,10,3,10,711,10,0,14,708,7,0,10,717,14,711
18089001780,18,089,001780,8,674,2,3,7,665,3,0,5,670,7,0,12,675,13,670
18089001790,18,089,001790,10,740,8,5,13,739,10,0,17,735,6,0,14,741,21,725
18089001800,18,089,001800,25,601,16,1,22,598,15,0,20,605,7,0,22,612,26,600
18089001820,18,089,001820,2,12,1,0,3,13,0,0,1,15,0,0,1,15,2,14
18089001830,18,089,001830,24,549,6,1,18,546,7,0,15,553,4,0,20,549,21,549
18089001840,18,089,001840,8,382,3,0,8,382,4,0,9,383,2,0,9,385,13,380
18089001850,18,089,001850,81,59,2,5,66,68,5,0,61,74,3,0,70,71,73,66
18089001860,18,089,001860,196,147,12,9,173,159,16,1,164,169,17,0,165,177,179,170
18089001880,18,089,001880,15,739,7,0,15,735,6,0,15,745,4,0,22,734,19,733
18089001910,18,089,001910,10,279,3,1,12,279,2,0,9,284,2,1,11,282,10,281
18089001920,18,089,001920,10,452,3,3,8,456,6,0,10,455,4,0,12,452,16,448
18089001930,18,089,001930,13,269,3,3,8,272,4,0,9,273,3,0,8,277,7,275
18089001940,18,089,001940,12,514.2,7.9,2,13.9,504.3,7.9,0,13.9,509.2,3.9,0,13.9,514.2,13.9,510.2
18089001980,18,089,001980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18089002010,18,089,002010,26.2,661.2,5,3,24.1,663.2,10,1,22.1,669.2,3,0,26.1,669.2,22.1,668.2
18089002020,18,089,002020,20,433,10,0,18,431,12,0,23,433,6,1,25,433,23,432
18089002030,18,089,002030,4,362,5,3,9,358,4,0,15,353,1,0,11,360,13,353
18089002050,18,089,002050,13,387,6,3,12,383,7,0,11,388,5,0,15,383,15,384
18089002060,18,089,002060,20,435,11,5,15,434,15,1,17,439,9,1,24,436,21,439
18089002070,18,089,002070,32,573,8,4,32,571,10,0,28,569,9,0,35,578,44,568
18089002090,18,089,002090,31,599,4,2,31,596,17,0,31,605,6,0,26,616,36,606
18089002130,18,089,002130,32,768.4,9.1,5,32.1,766.3,14.1,0,28.1,771.4,10.1,0,37.1,774.4,37,768.4
18089002150,18,089,002150,193,231,23,8,170,255,16,2,152,278,18,2,161,273,176,259
18089002160,18,089,002160,43,371,9,4,39,369,10,0,40,374,6,0,39,380,47,371
18089002170,18,089,002170,193,270,36,11,156,297,28,0,153,313,16,0,164,304,168,298
18089002190,18,089,002190,200,154,23,12,181,179,18,0,170,196,12,0,182,186,175,195
18089002200,18,089,002200,425.6,406.6,52.6,13.2,370.5,453.8,46.3,0,344.4,500.3,32.4,0,370.9,471.2,374.6,474.2
18089002210,18,089,002210,225,212,20,10,180,248,23,0,166,273,11,1,176,255,167,270
18089002230,18,089,002230,207,237,18,4,164,260,19,0,155,276,13,0,161,271,163,266
18089002240,18,089,002240,411,398,56,20,342,460,54,1,325,500,32,0,362,479,361,483
18089002250,18,089,002250,333,413,37,10,284,462,32,0,268,490,20,0,296,464,296,468
18089002260,18,089,002260,38,337,8,7,36,340,8,0,36,341,7,0,36,341,46,336
18089002290,18,089,002290,127,144,14,2,118,143,16,0,121,154,6,0,108,163,125,144
18089002300,18,089,002300,328.4,410.4,45.4,13.8,288.5,452.2,29.7,1,275.6,476.7,20.6,0,306.1,456.8,313.4,453.8
18089002310,18,089,002310,7.9,8,2.2,0.1,6.8,10.1,1.1,0,4.9,12.1,1.1,0,6.9,9.2,7,9.1
18089002320,18,089,002320,40,62,3,0,39,63,2,0,35,66,3,0,35,67,37,64
18089002330,18,089,002330,162.5,191.5,10,11,112.7,231.4,22.9,0,121.6,236.4,9,0,122.6,227.4,126.6,230.4
18089002350,18,089,002350,253,378,31,8,217,399,30,1,204,420,23,0,222,413,221,414
18089002360,18,089,002360,210,351,35,3,188,364,34,1,170,388,27,0,187,384,198,372
18089002380,18,089,002380,213.6,357.7,23,14,183.4,391.9,30.1,0,165.4,416.9,22,0,165.4,420.8,184.5,397.9
18089002390,18,089,002390,170,276,17,12,131,324,17,0,128,334,9,0,131,334,139,316
18089002410,18,089,002410,178,334,19,4,131,365,29,0,138,377,12,0,138,381,151,360
18089002420,18,089,002420,232,443,41,8,168,489,41,1,165,510,31,0,170,521,197,482
18089002460,18,089,002460,118,297,21,3,96,316,20,1,99,317,16,0,99,320,108,310
18089002470,18,089,002470,86.9,355.7,16,6,70,352.7,24,0,65,367.7,12,0,63,380.7,71,364.7
18089002490,18,089,002490,66,284,12,3,58,286,13,0,64,286,11,0,67,284,74,274
18089002500,18,089,002500,105,493,12,3,95,470,24,0,101,473,17,0,99,489,105,473
18089002530,18,089,002530,83,392,24,4,70,388,23,0,70,392,20,0,70,407,85,384
18089002540,18,089,002540,70,436,18,5,55,432,19,0,52,432,12,1,61,437,73,421
18089002560,18,089,002560,69,239,6,6,62,239,8,1,61,244,4,0,62,249,72,235
18089002590,18,089,002590,137,429,25,13,135,418,26,2,125,437,17,0,137,441,133,435
18089002600,18,089,002600,127,569,29,5,111,563,39,0,110,580,22,0,101,597,114,581
18089002610,18,089,002610,36,515,18,5,31,497,18,0,31,498,16,0,35,516,36,507
18089002630,18,089,002630,8,463,6,5,10,443,10,1,5,448,6,1,8,458,10,452
18089002640,18,089,002640,44,471,12,3,44,473,10,2,39,482,5,0,43,479,41,477
18089002660,18,089,002660,18,482,4,3,12,476,13,0,12,478,7,1,19,475,20,474
18089002710,18,089,002710,133,447,21,8,117,454,26,0,110,469,18,0,119,473,128,467
18089002750,18,089,002750,109,225,15,7,89,235,19,0,87,243,12,1,92,251,95,237
18089002760,18,089,002760,290,542,56,10,269,560,63,0,268,589,41,0,279,604,290,578
18089002770,18,089,002770,184,375,25,10,148,402,29,1,142,413,28,0,155,417,152,416
18089002790,18,089,002790,189.8,363.8,26.4,12.4,161.8,378,34.8,3,157.2,395.7,24.8,0,174.6,382.9,183.4,375
18089002810,18,089,002810,95,261,17,5,90,256,28,0,80,279,12,0,90,272,100,261
18089002820,18,089,002820,286,473,39,18,244,511,42,0,245,525,28,0,255,523,264,515
18089002830,18,089,002830,156,469,19,13,144,477,17,0,128,501,10,0,135,503,143,493
18089002850,18,089,002850,247.6,322.9,32.4,15.7,211.3,349.6,39.1,0,208.4,366.6,21.7,0,221.2,358.7,230.2,355.6
18089002870,18,089,002870,145,325,19,14,128,334,26,1,120,359,13,0,130,339,134,340
18089002900,18,089,002900,259,444,24,12,213,489,19,0,210,492,15,0,215,488,230,478
18089002940,18,089,002940,233,450,44,8,195,490,42,0,178,513,25,0,170,531,188,503
18089002950,18,089,002950,183,363,25,11,152,385,33,1,154,401,18,0,163,401,173,391
