GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREBSEG,G20PREOWRI
2403113-052,24,031,13-052,1345.07,385.89,13.02,6.02,2.01,19.03
2403113-053,24,031,13-053,1132.54,209.01,13.61,8.75,5.83,11.67
2403113-054,24,031,13-054,1660.66,426.65,4.1,6.96,1.96,7.92
2403113-055,24,031,13-055,1004.58,133.62,5.85,6.83,5.85,3.9
2403113-056,24,031,13-056,2220.11,423.26,16.97,12.98,12.98,14.97
2403113-057,24,031,13-057,561.18,157.49,2.99,3.99,4.98,3.99
2403113-058,24,031,13-058,2667.87,388.91,29.22,14.12,7.06,32.2
2403113-059,24,031,13-059,1282,203,11,11,0,12
2403113-060,24,031,13-060,134.67,30.12,1.21,1.17,0.72,0.8
2403113-061,24,031,13-061,3154.93,708.03,28.06,27.04,16.77,18.83
2403113-063,24,031,13-063,698.51,143.31,4.14,4.06,6.01,8.12
2403113-064,24,031,13-064,1791.23,239.36,9.15,19.17,10.15,7.1
2403113-065,24,031,13-065,1090,64,13,9,7,10
2403113-067,24,031,13-067,1072.75,42.85,2.43,10.51,0,4.04
2403113-068,24,031,13-068,1600,112,10,16,3,10
2403113-069,24,031,13-069,1514.17,446.14,4.85,0.98,0,8.73
2403113-070,24,031,13-070,117,40,1,0,1,0
2403113-071,24,031,13-071,1394.8,321.29,6.94,4.05,0.04,3.16
2403301-001,24,033,01-001,2358.34,532.34,17.84,18.83,8.92,23.79
2403301-002,24,033,01-002,989.68,218.66,10.83,13.35,3.46,13.89
2403301-003,24,033,01-003,1823.44,251.04,8.14,25.24,11.1,11.18
2403301-004,24,033,01-004,1274.99,373.05,8.77,16.56,11.69,5.84
2403301-005,24,033,01-005,1316.67,407.39,9.01,13.02,9,12.02
2403301-006,24,033,01-006,1111.01,158.95,5.23,12.44,6.31,8.16
2403301-007,24,033,01-007,1066.99,157.27,2.15,8.14,0.08,8.19
2403301-008,24,033,01-008,213.32,26.34,2.17,1.65,0.54,1.11
2403302-001,24,033,02-001,944.37,70.93,4.15,6.07,9.58,3.22
2403302-002,24,033,02-002,842.04,115.94,4.98,22.89,8.24,6.93
2403302-003,24,033,02-003,1708.6,166.97,6.36,24.27,8.91,20.3
2403302-004,24,033,02-004,893.26,130.12,6.01,12.01,9.01,6.01
2403302-005,24,033,02-005,825.55,105.3,2.02,9.09,2.11,4.01
2403302-006,24,033,02-006,1694.45,202.68,4.34,28.63,9.98,7.19
2403302-007,24,033,02-007,1350.76,177.9,9.3,8.77,3.72,35.24
2403302-008,24,033,02-008,1866.37,143.53,5.26,23.51,21.45,5.16
2403302-009,24,033,02-009,1776.72,131.87,5.89,21.03,15.43,4.98
2403302-010,24,033,02-010,1283.5,118.61,6.15,13.36,10.64,5.28
2403302-096,24,033,02-096,8.35,0.64,0.02,0.1,0.1,0.02
2403302-097,24,033,02-097,0,0,0,0,0,0
2403302-098,24,033,02-098,59.96,10.38,0.34,0.7,0.85,0.52
2403302-099,24,033,02-099,0,0,0,0,0,0
2403303-001,24,033,03-001,761,152,6,8,0,5
2403303-002,24,033,03-002,2415.02,209.43,13.71,16.22,4.58,10.35
2403303-003,24,033,03-003,4726.09,293.15,11.48,14.34,10.51,16.24
2403303-004,24,033,03-004,1910,75,7,19,4,7
2403303-005,24,033,03-005,1756.25,78.79,9.97,10.97,3.99,6.98
2403303-006,24,033,03-006,2432,110,7,16,4,7
2403303-007,24,033,03-007,393,13,1,2,0,2
2403303-008,24,033,03-008,156,74,2,4,0,3
2403304-001,24,033,04-001,1009.36,692.29,15.65,5.5,6.28,17.25
2403305-001,24,033,05-001,3677.77,377.57,14.3,25,22.65,10.82
2403305-002,24,033,05-002,1268.23,118.34,2.82,12.34,1.84,4.41
2403305-003,24,033,05-003,1781.66,141.63,1.95,7.81,8.79,4.88
2403305-004,24,033,05-004,2467.34,149.37,7.05,21.19,8.21,8.12
2403305-005,24,033,05-005,2382.54,222.49,12.58,22.25,4.84,8.71
2403305-006,24,033,05-006,2443.11,208.92,10.43,17.99,5.28,12.71
2403305-007,24,033,05-007,2297.59,257.2,11.89,23.74,6.93,7.92
2403305-008,24,033,05-008,1088.37,272.71,9.66,15.02,5.2,6.17
2403305-009,24,033,05-009,374,40,5,6,2,2
2403305-010,24,033,05-010,728.53,89.07,0.14,4.28,7.08,3.09
2403305-011,24,033,05-011,1473.53,110.17,4.05,11.11,6.03,7.04
2403305-012,24,033,05-012,2372.08,190.49,12.33,29.51,13.18,6.21
2403306-001,24,033,06-001,2354.98,99.4,3.84,26.94,12.12,7.26
2403306-002,24,033,06-002,813,50,1,9,5,4
2403306-003,24,033,06-003,2424.31,80.02,5.93,29.64,2.96,11.85
2403306-004,24,033,06-004,1828.22,63.57,5.07,24.15,10.08,4.05
2403306-005,24,033,06-005,1232.9,59,4,12,3,5
2403306-006,24,033,06-006,1465.96,53.19,4.09,10.81,10.48,1.75
2403306-007,24,033,06-007,2425.33,93.5,9.14,15.16,6.08,11.14
2403306-008,24,033,06-008,1206.67,49.13,1.94,7.74,3.88,4.82
2403306-009,24,033,06-009,1226.23,40.1,3.87,11.85,6.53,3.76
2403306-010,24,033,06-010,1729.01,67.9,3.97,23.91,9.6,6.81
2403306-011,24,033,06-011,1543.21,62.97,4,11.99,4,5
2403306-012,24,033,06-012,1217.77,36.66,4.17,10.08,5.03,3.05
2403306-013,24,033,06-013,1695,141,5,10,8,10
2403306-014,24,033,06-014,292,18,1,2,1,3
2403306-015,24,033,06-015,1858,40,5,29,10,6
2403306-016,24,033,06-016,1555.92,52.15,5.2,18.15,7,7.74
2403306-017,24,033,06-017,2135.87,53.08,4.08,24.23,7.96,4.98
2403306-018,24,033,06-018,1043.28,73.02,5.61,8.02,2.41,4.01
2403306-019,24,033,06-019,1437.87,44.73,4.04,16.21,9.04,6.07
2403306-020,24,033,06-020,2173.79,74.03,2,21.01,8,5
2403306-021,24,033,06-021,462.56,12.49,3.06,1.13,0.07,2.04
2403306-022,24,033,06-022,2785.14,82.36,8.84,16.29,11.33,13.23
2403306-023,24,033,06-023,1121.4,61.13,4.01,10.05,0.02,6.01
2403306-024,24,033,06-024,565.32,24.88,1,3.98,1,3.98
2403306-025,24,033,06-025,281,5,0,6,0,2
2403306-026,24,033,06-026,800.8,31.47,2.48,10.77,0.83,0.83
2403306-027,24,033,06-027,784.96,93.65,5.59,6.02,2.93,4.95
2403306-028,24,033,06-028,579.39,54.87,1.07,3.1,1.03,2.05
2403306-029,24,033,06-029,603.17,21.39,0.13,0.39,2.22,0.14
2403306-098,24,033,06-098,0,0,0,0,0,0
2403306-099,24,033,06-099,6.04,0.19,0.02,0.07,0.04,0.03
2403307-001,24,033,07-001,731.93,59.53,1.95,5.86,0.98,1.95
2403307-002,24,033,07-002,808.3,333.43,17.09,4.14,4.07,14.13
2403307-003,24,033,07-003,1080.29,420.6,26.35,9.76,1.95,10.73
2403307-004,24,033,07-004,1114,440,19,11,4,14
2403307-005,24,033,07-005,1534.98,526.06,14.51,22.07,10.14,20.67
2403307-006,24,033,07-006,1547.36,265.01,7.94,14.89,2.98,12.9
2403307-007,24,033,07-007,2499.84,392.74,16.09,20.33,5.34,18.7
2403307-008,24,033,07-008,1524,196,12,19,4,15
2403307-009,24,033,07-009,3489.27,227.97,7.15,16.69,6.62,12.31
2403307-010,24,033,07-010,2870.5,288.07,10,22,7,13
2403307-011,24,033,07-011,3465.76,146.02,6,18.01,8,7
2403307-012,24,033,07-012,1732.22,56.97,2.6,13.76,1.74,3.48
2403307-013,24,033,07-013,1754.07,116.47,7.05,16.14,6.02,9.05
2403307-014,24,033,07-014,766.85,168.99,8.08,6.73,0.67,3.37
2403307-015,24,033,07-015,1398.47,45.89,2.86,8.59,0.96,5.73
2403307-016,24,033,07-016,939.35,237.32,7.12,2.07,6.68,4.94
2403307-017,24,033,07-017,1107,90,5,3,3,3
2403307-018,24,033,07-018,357.15,27.68,1.6,3.19,0.53,2.13
2403307-019,24,033,07-019,169.29,13.77,0.05,0.07,0.02,0.05
2403307-020,24,033,07-020,256,46,5,1,0,4
2403307-021,24,033,07-021,400,101,4,0,0,4
2403307-022,24,033,07-022,3342.27,276.26,16.11,26.72,7.75,16.46
2403307-023,24,033,07-023,1701,52.26,4.14,6.42,2.05,7.28
2403307-024,24,033,07-024,435,45,1,0,0,2
2403308-001,24,033,08-001,890.45,746.56,18.24,12.31,4.76,10.41
2403309-001,24,033,09-001,2666,168,3,29,4,11
2403309-002,24,033,09-002,828,43,1,5,3,1
2403309-003,24,033,09-003,497.78,101.25,11.39,3.67,0.55,1.84
2403309-004,24,033,09-004,1535,107,7,11,3,5
2403309-005,24,033,09-005,1937,115,9,12,6,5
2403309-006,24,033,09-006,2432.17,147.95,4,12,9,11
2403309-007,24,033,09-007,2608,147,9,17,10,6
2403309-008,24,033,09-008,3768,169,11,20,7,15
2403309-009,24,033,09-009,836.96,137.99,7,8,0,0
2403309-010,24,033,09-010,1600.83,129.05,5,18,5,3
2403309-011,24,033,09-011,2714,226,13,19,8,10
2403309-012,24,033,09-012,126,11,0,0,2,1
2403309-013,24,033,09-013,1628.7,98.55,7.07,13.01,7,4.01
2403309-014,24,033,09-014,0,0,0,0,0,0
2403309-015,24,033,09-015,5.04,0.01,0,0,0,1
2403310-001,24,033,10-001,880.22,110.38,6.27,11.04,4.54,3.68
2403310-002,24,033,10-002,2296.24,446.03,17.64,28.28,12.56,20.76
2403310-003,24,033,10-003,1047.77,234.98,7.7,11.56,4.82,11.56
2403310-004,24,033,10-004,1651.97,188.95,9.17,22.93,10.09,2.75
2403310-005,24,033,10-005,1904.02,720.41,41.79,18.63,5.05,21.63
2403310-006,24,033,10-006,2812.23,368.4,15.02,28.02,16.01,12.02
2403310-007,24,033,10-007,1164.68,168.84,14.52,10.66,4.93,5.91
2403310-008,24,033,10-008,977.52,174.04,8.7,6.77,5.8,6.77
2403310-009,24,033,10-009,1650.78,234.58,11.71,22.19,10.93,7.85
2403310-010,24,033,10-010,1151,183,6,8,4,12
2403310-011,24,033,10-011,1359.9,158.99,12,22,7,4
2403310-012,24,033,10-012,3464.64,512.54,26.65,42.76,14.83,19.32
2403310-013,24,033,10-013,3446.39,533.39,26.14,29.43,8.54,20.93
2403310-014,24,033,10-014,522.67,25.78,1.78,5.33,1.78,1.78
2403311-001,24,033,11-001,2050.67,292.07,5,10,3,11
2403311-002,24,033,11-002,2162.12,218.36,9.12,11.05,10.07,11.16
2403311-003,24,033,11-003,2561.24,148.62,3.96,16.84,8.92,7.93
2403311-004,24,033,11-004,3837.41,412.5,14.06,30.1,9.09,18.04
2403311-005,24,033,11-005,354.23,29.29,0.03,1.15,3.08,6.07
2403312-001,24,033,12-001,953.29,135.91,5.7,7.6,1.9,1.9
2403312-002,24,033,12-002,1088.46,76.8,4.28,7.37,4.08,5.08
2403312-003,24,033,12-003,1454.17,56.68,2.2,10.61,5.35,4.28
2403312-004,24,033,12-004,2080.84,91.91,5.69,19.9,5.69,8.53
2403312-005,24,033,12-005,1635.27,148.92,11.24,22.48,2.81,14.05
2403312-006,24,033,12-006,1820.27,53.98,8,14.99,5,3
2403312-007,24,033,12-007,1394,72,2,10,4,2
2403312-008,24,033,12-008,1411,91,6,11,2,4
2403312-009,24,033,12-009,1385.79,45.75,3.52,13.2,6.16,4.4
2403312-010,24,033,12-010,3015.81,344.33,16.6,12.98,3.91,10.67
2403312-011,24,033,12-011,2508.73,169.08,12.76,29.52,9.19,9.95
2403312-012,24,033,12-012,1856,85,11,3,7,0
2403312-013,24,033,12-013,2140.21,70.54,4.01,16.07,5.06,2.07
2403312-014,24,033,12-014,1501.47,170.91,9.66,13.52,4.83,4.83
2403312-015,24,033,12-015,1830,91,7,13,7,12
2403312-016,24,033,12-016,1496.12,52.38,2.27,10.95,5.27,6.41
2403312-017,24,033,12-017,317,13,0,4,0,0
2403312-018,24,033,12-018,302.03,20.71,1.04,1.15,0.04,1.07
2403313-001,24,033,13-001,485.19,17.36,2.89,8.68,2.89,0.96
2403313-002,24,033,13-002,1380,61,5,22,7,6
2403313-003,24,033,13-003,1081.24,62.62,1.09,10.17,3.11,3.02
2403313-004,24,033,13-004,1158.47,50.69,0.2,2.96,5.41,9.58
2403313-005,24,033,13-005,2646.73,124.21,3.07,11.54,8.15,5.22
2403313-006,24,033,13-006,1943.44,86.46,5.76,13.45,4.8,9.61
2403313-007,24,033,13-007,3459.29,114.74,12.12,26.34,14.12,12.05
2403313-008,24,033,13-008,809,39,2,7,8,4
2403313-009,24,033,13-009,2291,100,6,17,7,6
2403313-010,24,033,13-010,2974.11,118.75,8.73,21.83,12.22,12.22
2403313-011,24,033,13-011,2159.89,73.69,4.98,16.93,4.98,11.95
2403313-012,24,033,13-012,2530.18,101.18,8.08,18.85,4.38,1.35
2403313-013,24,033,13-013,1839.44,75.87,1.46,9.39,3.31,4.63
2403313-014,24,033,13-014,3645.26,163.84,4.67,28.47,9.34,11.32
2403313-015,24,033,13-015,1784.25,121.62,3.4,10.87,6.12,12.91
2403313-016,24,033,13-016,2044.51,59.9,8.98,13.98,6.99,9.98
2403313-017,24,033,13-017,1203,53,3,18,4,3
2403313-018,24,033,13-018,754.03,27.53,0.89,10.66,2.66,4.44
2403313-019,24,033,13-019,73,4,0,0,0,0
2403313-020,24,033,13-020,741.94,30.78,4.32,6.83,3.16,1.81
2403313-021,24,033,13-021,1185,54,2,10,1,3
2403313-022,24,033,13-022,567.97,24.47,1.11,9.34,1.34,0.56
2403313-023,24,033,13-023,396.62,16.14,0.16,2.94,1.49,1.49
2403313-024,24,033,13-024,707.36,24.31,2.93,8.15,2.12,1.15
2403313-025,24,033,13-025,208,17,0,1,1,0
2403313-099,24,033,13-099,0,0,0,0,0,0
2403314-001,24,033,14-001,1918.59,310.03,11.57,13.58,3,18.26
2403314-002,24,033,14-002,2598,210,10,20,11,14
2403314-003,24,033,14-003,1234,489,9,7,2,16
2403314-004,24,033,14-004,1012,405,16,10,3,23
2403314-005,24,033,14-005,907,361,21,11,3,18
2403314-006,24,033,14-006,759,336,23,7,3,14
2403314-007,24,033,14-007,3118.17,349.95,14.23,21.91,7.91,24.15
2403314-008,24,033,14-008,1459,146,4,10,7,5
2403314-009,24,033,14-009,2268.93,333.52,10.92,19.94,7.95,11.02
2403314-010,24,033,14-010,1062.84,149.84,5.99,4,1,7.99
2403314-011,24,033,14-011,1352.48,512.22,11.85,6.9,1,11.07
2403314-012,24,033,14-012,1340.51,224.12,11.34,10.64,3.29,14.55
2403314-013,24,033,14-013,767.22,106.97,4.38,4.38,0,9.65
2403314-014,24,033,14-014,28,10,2,0,0,0
2403314-015,24,033,14-015,352,48,2,3,2,0
2403314-016,24,033,14-016,142.94,29.74,0,2.88,0.96,0.96
2403314-017,24,033,14-017,32.74,4.12,0.01,0.01,0,1.01
2403315-001,24,033,15-001,3267.32,235.91,17.97,24.26,5.72,13.26
2403315-002,24,033,15-002,3047.95,144.11,14.27,27.26,9.5,9.36
2403315-003,24,033,15-003,1584.68,91.09,9.03,5.74,3.28,5.74
2403315-004,24,033,15-004,2612,213,8,11,8,21
2403315-005,24,033,15-005,5725.74,289.61,13.89,28.76,6.94,24.8
2403315-006,24,033,15-006,2401.16,194.28,6.11,10.23,4.05,15.2
2403316-001,24,033,16-001,272.15,47.73,1.66,3.36,3.84,2.34
2403316-002,24,033,16-002,522.19,93.14,7.19,6.27,4.15,14.15
2403316-003,24,033,16-003,2745.43,338.74,15.4,30.81,10.59,41.35
2403316-004,24,033,16-004,1648.38,209.29,10.12,26.54,10.24,12.09
2403316-005,24,033,16-005,54.61,12.98,0.81,2.43,0.01,0.01
2403316-098,24,033,16-098,3.44,0.48,0.02,0.1,0.03,0.03
2403316-099,24,033,16-099,0,0,0,0,0,0
2403317-001,24,033,17-001,2293,192,7,19,9,11
2403317-002,24,033,17-002,1068.4,123.2,7.7,10.59,5.78,5.78
2403317-003,24,033,17-003,1052.7,127.35,3.15,12.32,8.11,2.13
2403317-004,24,033,17-004,1087.92,74.37,4.06,11.2,6.4,2.45
2403317-005,24,033,17-005,623.14,51.03,5.37,7.16,1.79,3.58
2403317-006,24,033,17-006,805.07,69.75,2.52,11.24,4.66,2.13
2403317-007,24,033,17-007,1948.4,149.15,3.04,22.19,12.08,7.03
2403317-008,24,033,17-008,1146.04,86.64,5.36,11.06,3.39,8.28
2403317-009,24,033,17-009,711.52,121.25,1.68,5.89,2.53,3.37
2403317-010,24,033,17-010,2445.17,253.67,7.35,33.01,10.42,12.62
2403317-011,24,033,17-011,1533.71,138.17,4.79,23.23,8.7,4.29
2403317-012,24,033,17-012,1391.41,139.25,6.08,10.16,7.1,3.11
2403317-013,24,033,17-013,177,18,0,1,1,0
2403317-014,24,033,17-014,905.36,89.71,4.7,7.4,4.01,8.04
2403317-015,24,033,17-015,222.8,23.64,3.3,0.6,1.21,2.81
2403318-001,24,033,18-001,1814,45,2,20,5,3
2403318-002,24,033,18-002,895.64,33.3,2.01,14.27,8,5.99
2403318-003,24,033,18-003,765.97,21.4,3.57,14.27,3.57,0.89
2403318-004,24,033,18-004,1092,50,3,8,8,5
2403318-005,24,033,18-005,669.44,27.17,1.94,12.61,4.85,0.97
2403318-006,24,033,18-006,2246.57,73.51,5.88,13.72,9.8,9.8
2403318-007,24,033,18-007,1561,62,2,8,9,6
2403318-008,24,033,18-008,1124.01,41.41,3.42,16.66,7.4,4.09
2403318-009,24,033,18-009,1506.61,59.57,4.06,18,5.12,6.11
2403318-010,24,033,18-010,721,22,3,7,2,2
2403318-011,24,033,18-011,1031,56,5,9,2,10
2403318-012,24,033,18-012,118.56,5.83,2.06,0.39,0.15,1.03
2403318-013,24,033,18-013,509,22,2,4,1,4
2403318-014,24,033,18-014,110,6,1,1,1,0
2403318-015,24,033,18-015,34.39,0.89,0.01,0.8,0.04,0.03
2403318-016,24,033,18-016,7,0,0,0,1,0
2403318-099,24,033,18-099,0,0,0,0,0,0
2403319-001,24,033,19-001,1732.94,264.11,18.84,22.84,11.48,20.76
2403319-002,24,033,19-002,1005.22,175.05,9.68,14.51,6.45,8.89
2403319-003,24,033,19-003,1408.62,170.14,13.62,8.05,2.05,19.7
2403319-004,24,033,19-004,698.65,90.26,4.1,6.15,4.02,4.08
2403319-005,24,033,19-005,3,0,0,0,0,0
2403319-098,24,033,19-098,0,0,0,0,0,0
2403319-099,24,033,19-099,0,0,0,0,0,0
2403320-001,24,033,20-001,1657.11,218.65,9.39,14.1,11.24,5.63
2403320-002,24,033,20-002,689.15,76.69,2.22,11.24,5.26,5.25
2403320-003,24,033,20-003,1434,75,6,5,1,2
2403320-004,24,033,20-004,972,96,3,17,5,4
2403320-005,24,033,20-005,1287.64,171.35,7.55,13.63,6.57,4.51
2403320-006,24,033,20-006,1216.26,131.09,5.22,13.3,4.28,7.11
2403320-007,24,033,20-007,278.84,13,1.75,2.48,0.73,1.06
2403320-008,24,033,20-008,716,29,4,7,2,2
2403320-009,24,033,20-009,1054,102,4,13,2,4
2403320-010,24,033,20-010,517,74,3,6,1,2
2403320-011,24,033,20-011,1332.44,81.91,5.51,10.14,4.59,3.69
2403320-012,24,033,20-012,877.63,42.49,2.87,3.1,4.19,3.24
2403320-013,24,033,20-013,409.34,24.98,1.07,2.98,1.09,2.81
2403320-014,24,033,20-014,120.69,14.44,0.03,0.86,1.69,1.68
2403320-015,24,033,20-015,56.92,4.08,0.05,0.15,0.05,0.15
2403320-016,24,033,20-016,375.8,19.73,0.27,3.45,0.22,1.16
2403320-017,24,033,20-017,0,0,0,0,0,0
2403320-018,24,033,20-018,955.55,45.64,5.24,11.43,7.13,4.2
2403320-019,24,033,20-019,1156,114,8,9,6,6
2403320-020,24,033,20-020,204,12,0,0,0,3
2403320-021,24,033,20-021,642,140,3,3,2,3
2403320-097,24,033,20-097,0,0,0,0,0,0
2403320-098,24,033,20-098,54.77,3.37,0.23,0.42,0.19,0.15
2403320-099,24,033,20-099,0,0,0,0,0,0
2403321-001,24,033,21-001,1702.6,302.59,25.5,13.67,8.2,23.42
2403321-002,24,033,21-002,946.06,169.45,13.17,14.08,0.01,15.21
2403321-003,24,033,21-003,1783.32,186.59,16.96,14.88,7.39,13.69
2403321-004,24,033,21-004,1167.3,212.06,15.85,14.86,6.94,6.94
2403321-005,24,033,21-005,1005.14,178.14,1.99,8.96,7.96,6.97
2403321-006,24,033,21-006,1608,266,12,19,10,20
2403321-007,24,033,21-007,1064.44,266.3,19.55,16.76,4.66,13.97
2403321-008,24,033,21-008,2154.54,176.21,11.39,29.71,11.77,6.91
2403321-009,24,033,21-009,584.9,98.29,5.45,4.39,1.11,12.05
2403321-010,24,033,21-010,1093.4,277.06,14.84,17.81,7.92,10.88
2403321-011,24,033,21-011,1603.12,175.66,6.04,17.06,3.03,7.02
2403321-012,24,033,21-012,568.29,102.7,4.73,4.46,0.73,5.3
2403321-013,24,033,21-013,2194.59,183.83,10.36,25.02,6.01,14.91
2403321-014,24,033,21-014,745.23,159.81,9.23,8.32,5.15,7.2
2403321-015,24,033,21-015,706.71,166.35,7.82,15.65,3.91,7.83
2403321-016,24,033,21-016,1012.84,127.47,6.71,6.68,5.66,7.85
2403321-017,24,033,21-017,341.41,43.89,7.03,3.45,0.22,7.17
2403321-018,24,033,21-018,1971.29,161.39,10.07,15.05,7.06,5.1
2403321-019,24,033,21-019,41.86,5.05,0.41,0.23,0.06,0.58
2403321-091,24,033,21-091,0,0,0,0,0,0
2403321-092,24,033,21-092,0,0,0,0,0,0
2403321-094,24,033,21-094,0,0,0,0,0,0
2403321-095,24,033,21-095,0,0,0,0,0,0
2403321-096,24,033,21-096,0,0,0,0,0,0
2403321-097,24,033,21-097,0,0,0,0,0,0
2403321-098,24,033,21-098,0,0,0,0,0,0
2403321-099,24,033,21-099,0.27,0.05,0,0,0,0
2403501-001,24,035,01-001,294,1016,16,12,3,2
2403502-001,24,035,02-001,991.96,1583.42,32.16,17.09,5.33,13.39
2403503-002,24,035,03-002,2104.3,3488.76,67.31,37.04,12.49,40.12
2403504-001,24,035,04-001,838.4,1417.7,48.02,15,4,15.01
2403504-002,24,035,04-002,1768.82,2726.92,59.81,24.01,8.98,33.49
2403504-003,24,035,04-003,1276.86,2235.35,56.63,13.34,3.02,30.36
2403504-006,24,035,04-006,612.25,1183.2,19.75,6.28,0.9,10.77
2403505-001,24,035,05-001,822.49,1336.35,29.09,10.9,2.4,23.09
2403505-002,24,035,05-002,1289.38,1940.46,39.68,14.43,6.72,25.19
2403506-001,24,035,06-001,327,1053,27,5,2,7
2403507-001,24,035,07-001,533.98,867.11,17.93,9.96,5.94,11.9
2403701-001,24,037,01-001,748.32,796.87,37.49,8.77,0.8,9.57
2403701-002,24,037,01-002,324.82,509.54,17.17,2.75,2.75,2.75
2403702-001,24,037,02-001,546.51,789.14,32.01,4.93,3.28,9.02
2403702-002,24,037,02-002,422.18,554.82,21.67,4.33,0.87,4.33
2403702-003,24,037,02-003,206.44,365.17,9.54,1.73,0.87,2.6
2403702-004,24,037,02-004,243.24,320.28,26.19,5.18,1.12,3.33
2403703-001,24,037,03-001,814.75,918.47,36.87,3.71,0,11.12
2403703-002,24,037,03-002,725.11,1004.54,24.56,8.1,1,6.5
2403703-003,24,037,03-003,457.59,755.9,22.43,5.23,2.24,11.96
2403703-004,24,037,03-004,349.71,456.71,15.03,1.1,0,4.81
2403703-005,24,037,03-005,563.36,985.16,32.09,4.03,0,12.83
2403703-006,24,037,03-006,680.06,617.05,33.46,4.06,2,9.19
2403704-001,24,037,04-001,623,1550,33,5,3,10
2403704-002,24,037,04-002,366.14,924.2,14.76,3.94,0,2.95
2403704-003,24,037,04-003,602.49,1219.77,26.62,5.92,2.96,10.85
2403705-001,24,037,05-001,696,1558,34,5,2,14
2403705-002,24,037,05-002,662.2,1423.14,31.43,7.44,3.18,8.41
2403705-003,24,037,05-003,423.8,1327.46,34.01,5.52,1.84,7.35
2403706-001,24,037,06-001,379.32,766.63,20.96,5.99,1,6.99
2403706-002,24,037,06-002,385.65,958.36,20.6,5.77,2.47,5.77
2403706-003,24,037,06-003,866.67,1648.12,62.74,8.84,0.15,13.73
2403706-004,24,037,06-004,483,999,18,3,2,10
2403707-001,24,037,07-001,435.75,914.78,12.37,3.08,0,5.4
2403708-001,24,037,08-001,1144.57,694.49,38.32,8.01,2.07,6.17
2403708-002,24,037,08-002,660.92,730,37.83,3.48,2.17,12.39
2403708-003,24,037,08-003,1184.85,893.59,55.6,13.91,2.98,13.91
2403708-004,24,037,08-004,991.8,681.38,39.69,5.88,2.94,13.95
2403708-005,24,037,08-005,908,976,53,7,3,19
2403708-006,24,037,08-006,455.15,492.38,27.07,1.69,0.85,13.54
2403708-007,24,037,08-007,1088.57,622.19,37.95,13.98,3.99,13.98
2403708-008,24,037,08-008,103.81,85.66,4.27,1.52,0.3,1.22
2403708-009,24,037,08-009,1466,671,44,9,3,8
2403708-010,24,037,08-010,395,245,17,3,0,4
2403708-011,24,037,08-011,770.3,658.17,49.49,3.15,3.07,7.38
2403708-012,24,037,08-012,117.59,247.24,6.45,1.11,0.02,2.11
2403709-001,24,037,09-001,14.24,14.24,0,0.39,0,0
24037ZZZZZZ,24,037,ZZZZZZ,1802.8,2361.66,82.29,13.98,4.88,26.29
2403901-001,24,039,01-001,552.61,313.08,6.67,7.1,1.9,5.93
2403901-002,24,039,01-002,623.22,494.44,11.8,3.93,2.95,6.88
2403901-003,24,039,01-003,178.24,61.24,0.09,1.66,0.03,0.86
2403902-001,24,039,02-001,69.01,198.32,4.99,0,0,0.99
2403903-001,24,039,03-001,214.47,478.68,9.63,1.75,0,0
2403904-001,24,039,04-001,201.54,433.51,5,0.99,0.05,0
2403905-001,24,039,05-001,161.66,367.14,4.15,2.07,2.02,2.11
2403906-001,24,039,06-001,95.22,140.83,2.4,0.8,0,1.6
2403907-001,24,039,07-001,423.41,533.32,6.69,3.35,0.01,3.33
2403908-001,24,039,08-001,204.68,646.98,6.07,3.47,1.73,0.87
2403908-002,24,039,08-002,66.66,254.86,0.98,0,0,1.96
2403909-001,24,039,09-001,55.47,110.94,0.84,0,0,0
2403910-001,24,039,10-001,18.27,37.81,0,0.63,0,0
2403910-002,24,039,10-002,2.6,25.32,0,0.07,0,0
2403911-001,24,039,11-001,6.96,23.53,0.33,0,0,0
2403912-001,24,039,12-001,87.29,243.61,3.97,2.38,0.79,0.79
2403913-001,24,039,13-001,19.03,72.33,0,0,0,0
2403913-002,24,039,13-002,89.33,148.26,1.01,0,1,0
2403913-003,24,039,13-003,58,83,4,1,0,0
2403914-001,24,039,14-001,46.34,150.95,0.87,0.87,1.74,0
2403915-001,24,039,15-001,300,215,4,4,2,2
2403915-002,24,039,15-002,459,136,1,1,1,1
2403915-003,24,039,15-003,47.51,33.26,0.95,0,0.95,0
24039ZZZZZZ,24,039,ZZZZZZ,278.2,521.82,7.07,2.89,0.92,1.96
2404101-001,24,041,01-001,1834.13,1332.01,25.99,11.74,4.19,31.02
2404101-002,24,041,01-002,2240.31,1688.82,48.19,15.45,6.73,30.77
2404101-003,24,041,01-003,1267.56,951.22,40.15,10.37,5.16,11.74
2404101-005,24,041,01-005,980.23,1308.17,27.01,10.91,1.92,11.3
2404102-001,24,041,02-001,690.36,482.31,11.35,2.52,1.26,5.67
2404102-002,24,041,02-002,151.5,170.76,4.11,1.28,0,1.43
2404102-003,24,041,02-003,364.61,433.46,14.45,3.4,1.7,4.25
2404103-001,24,041,03-001,718.08,993.91,22.48,5.91,5.77,13.72
2404103-003,24,041,03-003,289.19,217.29,5.57,2.46,0.01,6.14
2404104-001,24,041,04-001,789.87,1749.8,34.22,9.06,4.04,12.08
