GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2403104-008,24,031,04-008,1065.4,1575.8,15.5,14.6,3.9,396.3,2238,8.8,404.1,2253.6,2.9,327.4,2219.6,30.1,96.1,2
2403104-009,24,031,04-009,480.7,646.3,5.8,10.5,1.9,209.7,919.2,5.8,242.2,898.2,0,209.7,880,10.5,33.5,3.8
2403104-010,24,031,04-010,950.7,944.6,11.3,8.4,3.1,368.4,1539.1,2.1,413.6,1492.4,1,352.3,1492.5,23.6,65.2,0.1
2403104-011,24,031,04-011,194.8,133.9,1,0,0,90.4,234.3,0,99.4,223.3,0,72.4,240.2,1,22.1,0
2403104-012,24,031,04-012,1042,973,7,15,2,487,1516,0,521,1473,1,420,1517,26,73,2
2403104-013,24,031,04-013,958,876,4,3,0,348,1490.9,2,406,1433.9,0,351,1430.9,15,57,5
2403104-014,24,031,04-014,911.9,1235.6,9.9,19.8,0,387.8,1778.5,2,402.6,1757.7,0,338.2,1710.2,25.8,92.1,2
2403104-015,24,031,04-015,333.4,534.1,2.9,9.6,0,137.7,718.2,1.9,136.7,726,0,114.6,717.3,8.7,28.9,2
2403104-016,24,031,04-016,1274.6,1140.4,12.8,5.9,2.9,567.7,1827.4,2,633.5,1767.6,1,517.4,1796.9,14,107.2,0
2403104-017,24,031,04-017,728.3,877.9,5.8,9.5,2.8,274,1340.5,0.1,275,1357.4,0,210.8,1349.4,13.4,64.5,1.9
2403104-018,24,031,04-018,1140.5,913.2,6.5,11.7,0.2,435.7,1604.6,0,471.8,1589.9,0,400.8,1573.3,20.1,98,2.1
2403104-019,24,031,04-019,551.4,461,7,6,0,273.2,735.1,0,270.5,732.9,1,241.3,721.1,18,43,2
2403104-020,24,031,04-020,1257,824.9,7.6,5.7,0,554.9,1483.6,3.8,626.6,1415.7,0.9,505.8,1433.7,17,126.4,0
2403104-021,24,031,04-021,938.8,923.5,4.2,3.1,0,389.5,1445.5,2,434.5,1401.6,1,345.8,1430,16.2,75.6,2
2403104-023,24,031,04-023,102,55,1,2,0,54,102,0,57,97,0,40,109,0,11,0
2403104-024,24,031,04-024,886.3,703.9,3,8,0,419.7,1150.5,2,421.7,1153.5,0,361.9,1174.4,11,54.8,2
2403104-025,24,031,04-025,636.7,523,3.4,2.3,0,261.6,877,0.2,271.1,876.6,0,250.3,867.6,3.8,49.9,0
2403104-026,24,031,04-026,607,764.3,3.8,17.3,0,285.8,1088.4,1.9,306.9,1061.6,2.9,260.8,1069.2,13.4,36.4,3.8
2403104-027,24,031,04-027,70.1,216.8,1.9,3.3,0,29.9,258.5,0,28.6,259.2,0,23.8,254.1,3.4,10,0
2403104-028,24,031,04-028,330.1,542.6,4.2,11.1,0,124.8,751.6,0.1,134.1,747.5,0,116,740.6,3.3,29.1,0
2403104-029,24,031,04-029,406,279,1,5,0,206,470,0,205,482,0,175,483,7,25,2
2403104-030,24,031,04-030,683.4,889.2,7,5,0.1,293.4,1247.4,0.1,327.2,1211.9,0.1,242.5,1260.3,11.2,67.8,2.1
2403104-031,24,031,04-031,755.5,1098,10.1,8.1,4,298.2,1567.4,4,300.2,1580.5,0,256.9,1553.3,16.1,55.5,0
2403104-032,24,031,04-032,512,417,0,3,0,213,688,2,215,702,2,153,741,4,47,0
2403104-033,24,031,04-033,28.2,80.1,0.9,0,1.8,17.3,90.2,1.8,17.3,92,1.8,14.6,92,2.7,0,1.8
2403104-034,24,031,04-034,725.3,518.6,5.7,6.7,0,364.6,856.4,3.8,416.2,804.8,1.9,353.1,840.1,11.5,37.3,1.9
2403104-035,24,031,04-035,102,83,1,2,0,44,133,0,44,137,0,36,138,4,5,0
2403104-036,24,031,04-036,0.3,0.5,0,0,0,0.1,0.7,0,0.1,0.7,0,0.1,0.7,0,0,0
2403104-037,24,031,04-037,13.6,58.6,0,0,0,4.7,66.7,0,5.1,68,0,3.8,66.3,1.3,2.5,0
2403104-038,24,031,04-038,15.6,24.1,0,0,0,1.7,39.9,0,3.8,38.9,0,3.7,34.8,0,3.1,0
2403104-040,24,031,04-040,27.3,82.3,0.1,0.3,0,8.3,99,0.1,7.3,103.1,0,6.6,99.9,0.3,2.9,2
2403104-041,24,031,04-041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403104-042,24,031,04-042,5.5,5.1,0,0,0,1.7,8,0,1.9,7.9,0,1.6,7.1,0.9,0.3,0
2403104-043,24,031,04-043,16.4,49.7,0.5,0.9,0,6.5,59.3,0,7,58.1,0,6.1,57.2,0.5,1.9,0
2403105-001,24,031,05-001,839.3,1140.7,7,11,0,394.2,1581.8,2,399.2,1577.8,0,339.3,1569.8,18,62.9,0
2403105-002,24,031,05-002,377,1386,6,8,0,157,1605,2,135,1627,1,119,1623,11,14,0
2403105-003,24,031,05-003,808.7,1666.4,13.8,7.9,0,305.6,2168.5,3.9,343.9,2142,1,289.9,2122.4,21.6,57,3
2403105-004,24,031,05-004,652.5,821,3,5.9,0,196.1,1278.3,0,244.4,1217.2,1,199.1,1247.8,4.9,29.6,0
2403105-005,24,031,05-005,545.3,921.2,4.2,15.9,0,190.6,1256.6,0.1,215.2,1243.9,1,169.5,1266.1,12.1,38,0
2403105-006,24,031,05-006,747.6,1396.7,12.9,15.9,0,320.1,1820.2,0,359.9,1778.4,1,305.2,1767.5,18.9,48.7,0
2403105-008,24,031,05-008,719.7,1144.3,9,6,4,298.8,1555.2,2,303.8,1561.2,1,262.7,1576.2,9,39.1,2
2403105-009,24,031,05-009,1028.7,1305.6,8.3,13.9,0,454.6,1878.7,1.9,522.2,1813,0.9,450,1815.8,21.3,60.2,1.9
2403105-010,24,031,05-010,327,916,4,2,0,147,1069,0,159,1070,0,129,1069,8,30,0
2403105-011,24,031,05-011,552,1052,1,18,0,209,1379,2,231,1372,1,206,1365,8,33,2
2403105-012,24,031,05-012,1001.5,1846,10,11.1,2,417.9,2396.7,7,438.6,2406.8,1,376.9,2385.2,27.1,61.4,5
2403105-013,24,031,05-013,363.6,1765.6,15.9,10.1,2,114,2028.9,7,103.3,2045.7,4,91,2016,12,32.1,2
2403105-014,24,031,05-014,271.7,811.1,8.9,5.9,0,125.5,948.4,0,127.4,950.4,0,123.5,926.7,6.9,26.7,2
2403105-015,24,031,05-015,897.4,891.7,10.1,10.1,2,468.8,1290.3,2,482.4,1295.6,0,423.9,1298.5,19.2,41.5,2
2403105-016,24,031,05-016,997.9,1206.7,6.3,10.2,5.1,419.4,1768.6,4,450.6,1742.4,3.1,404.4,1728.2,15.6,65.4,2.1
2403105-017,24,031,05-017,596,1148,9,3,4,256,1479,4,284,1446,6,239,1441,15,39,7
2403105-018,24,031,05-018,624.8,394.5,9.2,5.4,0,314.6,694,0,367.8,640.5,0.1,318.9,627.7,19.5,42.5,3.1
2403105-019,24,031,05-019,773,792,7,5,0,361,1190,0,409,1128,0,353,1148,18,52,0
2403105-021,24,031,05-021,367,1419,9,7,5,137,1637,6,129,1661,3,112,1624,18,33,5
2403105-022,24,031,05-022,442.9,603.6,6.2,3,2,189.5,849,2.1,217,827.3,1,171.8,848.9,8.7,26.2,3.9
2403105-023,24,031,05-023,643.9,1766.8,4,10,2,258,2147.8,2,248,2157.8,0,222,2142.8,16,41,2
2403106-001,24,031,06-001,1039,511,7,11,0,575,950,0,610,906,0,539,936,24,52,0
2403106-002,24,031,06-002,1229.8,805.2,6.1,7.1,0,659.1,1346.3,0,691.8,1320.5,0,559.9,1346.4,20.3,92.2,2
2403106-003,24,031,06-003,942.8,711.7,12.8,14.6,2,415.3,1239.9,0.1,488,1156.8,0,403.3,1200.4,8.2,72.5,2
2403106-004,24,031,06-004,842.9,869.9,4,5,2,369,1318.8,2,386,1327.8,1,314,1333.8,18,61,2
2403106-005,24,031,06-005,1444.3,1179.2,16,7,2,725.1,1835.4,2,792.1,1770.4,1,693.1,1797.4,20,85,2
2403106-006,24,031,06-006,1056,926,7,5,0,512,1430,6,519,1447,1,429,1479,19,57,2
2403106-007,24,031,06-007,1124,1117,10.9,12.9,2,600.3,1616.9,0,590.3,1626.9,0,519.8,1635.8,29.8,64.6,4
2403106-008,24,031,06-008,730.1,545.4,4,12.9,4,329.8,960.5,2,343.7,941.7,0,283.1,953.6,17.9,42.7,5
2403106-009,24,031,06-009,1209.2,655.8,8.9,7.9,0,713.9,1112.7,0,757.2,1061.5,1,699.1,1054.6,19.7,74.8,0
2403106-010,24,031,06-010,687.2,1186.3,13.8,9.8,2,300.3,1565.4,6.9,347.5,1521,3,299.3,1486.6,18.7,67,6.9
2403106-011,24,031,06-011,27.8,26.1,0,0.1,0,11.2,41.4,0,12.9,41.6,0,12.4,37.8,1.2,2.4,0
2403106-013,24,031,06-013,666.7,621.7,4,5,2,281.9,993.5,2,315.9,959.6,2,269.9,983.5,8,39,2
2403106-014,24,031,06-014,448,413.8,1,11.1,0,235.3,610.6,4,224.4,626.5,0,190.9,623.6,11.1,43.3,2
2403106-015,24,031,06-015,1160.2,1051.9,1,9.9,0,622.8,1539.6,2,584.1,1582.3,0,511.6,1606.2,33.8,53.6,0
2403106-016,24,031,06-016,14.6,10.8,0.2,0.2,0,6.4,19.1,0,7.6,17.8,0,6.2,18.4,0.1,1.1,0
2403107-001,24,031,07-001,433.3,629.6,6.8,2.9,1.9,195.4,854,1.9,191.5,872.4,0,148,867.5,10.6,50.3,0
2403107-002,24,031,07-002,827,723,1,10,4,329,1205,6,346,1210,2,291,1209,10,68,0
2403107-003,24,031,07-003,904.1,1308,3,12.7,0.1,389.7,1794,8.7,352.6,1867.2,2,300,1841.1,14.8,80.8,0.2
2403107-004,24,031,07-004,1110,1500,4,13,0,424,2146,6,432,2184,3,364,2142,15,121,4
2403107-005,24,031,07-005,729.7,756.4,3.2,2.1,0.1,283,1187,2.1,300.9,1176.5,2,236.6,1194.3,18.3,61.6,0.1
2403107-006,24,031,07-006,620.6,572.2,7.2,7.1,5.1,252.6,937.8,2.1,254.4,959.4,0,199,977.2,19.4,39.7,0
2403107-007,24,031,07-007,681.4,869,11.5,10.5,0,231.7,1313.7,4.2,227.6,1360,0,186,1326.9,16.6,56.1,0.3
2403107-008,24,031,07-008,756.3,1176.3,13,15,2,278.1,1642.5,0,280.1,1661.5,0,229.1,1660.5,15,79,2
2403107-009,24,031,07-009,842.1,1071.9,11.6,14.1,2.2,316.5,1592.2,2.3,316.4,1610.5,0,277.1,1590.4,20.4,66.1,5.2
2403107-010,24,031,07-010,963,1324,9,21,2.5,373.8,1932.2,5.8,386.1,1939.4,0,336.9,1899.2,15.3,75.5,4.8
2403107-011,24,031,07-011,822,1320.3,6.4,10.5,4,304.6,1813.7,13.1,276.7,1892.4,4,254.3,1847.7,18.4,58.6,5.3
2403107-012,24,031,07-012,878,1045,3,5,4,335,1564,4,329,1606,3,264,1566,18,106,3
2403107-013,24,031,07-013,1176,1157,13,5,5,529,1768,9,568,1774,4,482,1732,29,115,5
2403107-015,24,031,07-015,1189.5,1109.8,5.8,9.7,3.9,471.4,1802.8,1.9,482,1818.3,2.9,408.2,1809.6,17.5,95.2,6.8
2403107-016,24,031,07-016,635.7,826.2,10.5,4.9,4.8,257.5,1183.5,1.9,299.4,1151.3,0,239.7,1168.5,11.6,56,0
2403107-018,24,031,07-018,1001.4,1217.8,7.2,7.5,2.1,344.2,1881.3,2.8,327.4,1926,0.1,261.3,1938.6,19.8,57.7,0.5
2403107-019,24,031,07-019,1393.9,1737.2,10.2,13.4,7,583.2,2554.2,6.1,599.4,2561.3,3,493.6,2560.6,33.3,91.2,5.1
2403107-020,24,031,07-020,923.1,899.1,12.9,10,0,357.9,1476.3,4,395.7,1434.5,0,342.9,1445.4,14,56.9,2
2403107-021,24,031,07-021,492,461,0,10,0,203,734,7,228,721,1,182,751,3,33,0
2403107-022,24,031,07-022,645,914.7,2.8,6.4,1.8,219.9,1343.5,10.1,233.7,1339.8,0.9,196.9,1347.1,9.2,33.1,6.4
2403107-023,24,031,07-023,1405.5,1226.6,7,13,5,582.9,2017.2,9,588.9,2076.2,1,512.8,2025.2,20,120.1,7
2403107-024,24,031,07-024,882.7,762.7,5.3,6.2,1.8,357.5,1284.3,0,361,1298.5,0,314.2,1278.2,10.6,68,1.8
2403107-025,24,031,07-025,980.2,977.1,3.5,7.7,0.2,385.2,1555.2,0.2,388.6,1567.6,2.9,317.2,1559.7,15.9,89.8,2.1
2403107-026,24,031,07-026,804.6,1401.8,9.1,10,0,296.7,1888.7,3.7,294.7,1932.6,0.9,264.7,1912.4,11,39.3,6.4
2403107-027,24,031,07-027,896.3,716.3,4.7,5.8,4.2,340.5,1264.7,2,364,1267.5,0,302.8,1277.8,8.4,53,4.2
2403107-028,24,031,07-028,708,644.9,4.1,3,0,290.6,1058.4,7,287.7,1069.2,1,242.5,1056.3,15.1,57.2,4
2403107-031,24,031,07-031,328.1,394.7,0.7,2.2,1.5,119.4,605.6,0,121.6,614.4,0,108.4,602,2.2,24.2,0
2403107-032,24,031,07-032,529,336,7,2,2,225,640,0,275,601,0,225,608,9,36,0
2403108-001,24,031,08-001,1285,1088,9,11,4,594,1780,4,673,1693,1,612,1689,20,63,3
2403108-002,24,031,08-002,1462,1057,1,15.6,2.9,653.1,1838.6,3.9,793.3,1680,2.9,694,1730.6,19.5,75,2.9
2403108-003,24,031,08-003,1430.6,801.1,6.1,5.2,7,675.4,1527.9,2.1,778.5,1407.7,1,688.1,1450.5,12.3,73.9,5
2403108-004,24,031,08-004,659,355,0,5,0,326,672,2,364,625,1,320,634,8,49,0
2403108-005,24,031,08-005,1317.9,672.2,9.8,9.8,3.9,658.4,1296.3,2,781.1,1159.9,0,696.7,1166.8,17.7,91.3,2
2403108-006,24,031,08-006,1481.1,882,11,5,0,754,1585.1,2,897,1422.1,3,759,1477.1,30,101,0
2403108-007,24,031,08-007,1432,828,10,6.4,0.1,742.8,1480.4,0.1,839.7,1374,0.1,736,1389.4,29.5,92,0.1
2403108-008,24,031,08-008,1326.8,793.8,13.4,15.1,0,617.2,1487,5,698.8,1391.1,3,613.3,1416,19.5,89,0
2403108-009,24,031,08-009,1273,1066,16,6,2,617,1716,0,703,1618,3,608,1641,30,84,2
2403108-010,24,031,08-010,631.3,588.2,9,5,2,258.6,960,2,301.6,915.9,4,258.5,904.9,12,43.1,4
2403108-011,24,031,08-011,925.7,881.8,10,8,0,391.4,1395,7,421.4,1380.1,4,363.5,1376.1,14,68.9,0
2403108-012,24,031,08-012,1142.2,780.2,12.6,1.9,0,532.8,1379,0,618.2,1283.9,0,503.7,1348,17.5,64,0
2403108-014,24,031,08-014,2.8,7.4,0,0,0,0.4,9.8,0,1.5,7.7,0,1.4,7.7,0,0.1,0
2403108-015,24,031,08-015,89,115,4,2,2,43,168,0,44,166,0,36,167,3,3,2
2403109-001,24,031,09-001,642.8,1179,10.6,14.4,3.8,313.8,1495.6,1.9,305.4,1522.1,0,274.5,1487.8,19.2,50,1.9
2403109-002,24,031,09-002,854.4,1349.3,20.4,9.1,0.1,415.3,1788.4,2.3,446.1,1756,1.1,380.2,1728.6,18.7,79.2,3
2403109-003,24,031,09-003,482,740,6.1,8.1,0,237.2,979.8,0,247.4,978.6,0,231.1,972.6,10.1,22.4,0
2403109-004,24,031,09-004,757.5,1007.9,4,18,0,332.7,1430.6,4,382.8,1383.5,0,317.6,1391.6,23,50.1,2
2403109-005,24,031,09-005,677.5,999.2,18.1,7.6,0,342,1322.7,2,376.4,1283.9,1,350.9,1259.6,14.5,57.7,2.2
2403109-006,24,031,09-006,794.5,1178.2,9.8,5,0.1,381.9,1565.5,1.9,372.5,1587.2,1,327.9,1573.7,21.1,48.4,1.9
2403109-007,24,031,09-007,488.4,1137.5,16.8,15.4,0,228.7,1399.6,2,223.3,1411.5,0,192,1395.4,18.6,35.3,3.9
2403109-008,24,031,09-008,674.8,1363.3,13.8,12.8,4.9,333,1705.1,2,354.6,1696.3,0,293.6,1660.8,21.7,69.9,2
2403109-009,24,031,09-009,735.3,1489.5,12.9,14.9,2,332,1898.8,2,352.8,1882.9,1,294.3,1902.8,17.8,45.6,2
2403109-010,24,031,09-010,189.2,276,4,7,0,83.7,379.5,0,78.8,389.4,1,74.7,367.6,5,26.9,0
2403109-011,24,031,09-011,693.1,934.5,13,11.2,2,358.5,1270.2,0.1,397.4,1227.5,0,338.5,1246.8,19.9,32.6,4
2403109-012,24,031,09-012,733.7,923.6,5.7,2.8,3.6,351.6,1303.7,0,379.1,1280.6,0,335.5,1274.9,3.8,50.4,4.5
2403109-013,24,031,09-013,1060,1047,13.9,14.9,0,466.8,1634.2,2,505.6,1607.4,1,432,1608.4,22.9,76.6,4
2403109-014,24,031,09-014,903,878,11,16,0,396,1384,4,435,1355,1,370,1354,22,60,4
2403109-015,24,031,09-015,488.7,1074.8,7.4,7.4,2,214,1336,2,223.4,1338.9,0,191.7,1320.7,16.7,39.6,0.1
2403109-016,24,031,09-016,389,819.2,10.4,7.2,3.9,172.5,1035.2,4,167,1045.3,3,146.7,1028.8,8.1,30.3,4
2403109-018,24,031,09-018,544.4,920.5,10.2,8,0.1,257.2,1185.2,0.1,262.2,1190.2,0,220.2,1185.9,18.1,43.1,2
2403109-020,24,031,09-020,501.6,737.3,11.2,3.2,4.1,268.6,972,2,273.6,966.3,2,255.9,949.6,14.4,26.1,2
2403109-021,24,031,09-021,674,734,17,7,0,392,1008,0,420,976,2,380,951,15,54,0
2403109-022,24,031,09-022,910,1297,7,13,0,452,1755,2,455,1755,2,400,1715,23,69,4
2403109-024,24,031,09-024,617.5,921.5,9.6,14.8,2.6,309.9,1217.8,0.6,317.4,1224.6,0,284.6,1205.7,18.6,39.8,2.2
2403109-025,24,031,09-025,695.4,824.4,9.1,2.4,2,361.3,1139.8,0.1,365.7,1137.5,0,323.2,1129.1,20.1,52.7,0
2403109-026,24,031,09-026,470.2,992.8,6.4,7.3,0,226.9,1241.4,0,233.4,1230.6,0,196.8,1205.8,13.7,49.4,1.8
2403109-027,24,031,09-027,1342.4,1110.1,13.3,20.4,0,598.7,1821.8,7,625.6,1813.6,3,539.4,1839.8,24.2,89.9,0
2403109-028,24,031,09-028,519.4,458.6,3.3,2.4,0.1,174.4,797.3,0,211,757.2,0,174.4,795.1,1.5,17.2,2
2403109-029,24,031,09-029,610.4,797.4,17.8,6.8,3.4,277.8,1130.9,3.4,282.9,1135.9,0,251.5,1126.5,19.5,30.6,0
2403109-030,24,031,09-030,789,1039.9,11.2,22.5,2.3,373.5,1463.9,6.8,404.5,1442.1,0,352.5,1415.4,12,68.2,2.4
2403109-031,24,031,09-031,674,904.1,5.8,17.2,0,318.3,1243.1,3.8,306.3,1261.7,0.9,271.6,1257.3,11.6,52.9,0
2403109-032,24,031,09-032,84.5,201.7,1,0,0,39.8,236.5,0,42.7,241.4,0,42.7,235.5,1,6,0
2403109-033,24,031,09-033,455.7,789.5,10.6,7.7,1.9,249.6,1001.3,0,249.6,1000.4,2.9,214.8,992.6,10.6,36.8,0
2403109-034,24,031,09-034,571.5,1148.9,7,3,2,265.3,1424.2,6,267.3,1436.2,1,231.2,1417.2,14,55,4
2403109-035,24,031,09-035,1577,1266,10,15,0,663,2165,0,717,2129,3,598,2143,34,109,0
2403109-036,24,031,09-036,581.6,746.8,6,5,2,277.8,1030.8,6,300.6,1011.9,1,254.7,1020.9,10,46.9,0
2403109-037,24,031,09-037,562,765,7,7,0,280,1048,0,293,1030,0,248,1040,15,32,0
2403109-038,24,031,09-038,151.9,224.4,3,7.9,0,62.5,319.7,0,52.6,327.6,0,45.7,335.6,3,6,0
2403109-039,24,031,09-039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403109-040,24,031,09-040,516.9,725,11,10,0,222,1001.9,4,227,1004.9,0,186,1007.9,23,41,0
2403109-041,24,031,09-041,428.8,780.2,10.1,2.1,0,204.3,992.8,0,200.4,1006.6,0,178,997.4,9.1,20.5,3
2403110-001,24,031,10-001,580,315,4,6,0,339,531,0,356,521,0,307,500,14,60,4
2403110-002,24,031,10-002,1033,409.1,6,6,0,572.5,818.4,0,622.5,783.5,1,480.1,744.4,11.1,208.6,2
2403110-003,24,031,10-003,844.2,579,5.4,2.8,0,395,1009.2,0,414.9,1009.3,0,364.1,997.5,10.9,61.7,1.8
2403110-004,24,031,10-004,546,405,4,6,0,216,740,0,232,730,0,194,719,5,49,0
2403110-005,24,031,10-005,750,461,1,5,2,303,878,2,321,866,0,261,852,22,80,2
2403110-006,24,031,10-006,776.4,438.4,1.1,13.1,0,299.4,914,2,330.2,886.2,3,250.8,892.4,14.2,91.4,0
2403110-007,24,031,10-007,1124.1,919,9.7,10.8,4,560.8,1443,4.4,564.5,1470,1.1,478.8,1440.7,17.8,121.9,3.2
2403110-009,24,031,10-009,1108,461,9,2,0,607,905,2,630,906,0,525,874,19,150,0
2403110-010,24,031,10-010,1157.1,752.1,6,3,2,533.7,1347.6,2,579.5,1310.7,3,501.7,1297.8,14,105.7,3
2403110-011,24,031,10-011,469.8,664.2,10,5,0,189.5,936.5,0,198.5,935.5,0,173.5,916.6,12,23.9,0
2403110-012,24,031,10-012,924,835,9,10,0,435,1316,0,442,1302,4,396,1319,14,57,0
2403110-013,24,031,10-013,517,286,0,0,0,202,582,0,225,567,0,178,555,18,58,3
2403111-000,24,031,11-000,915,471,3,8,0,510.9,863.2,0,576.8,784.3,3,521.9,772.4,18,56.9,0
2403112-001,24,031,12-001,1143.7,377.3,10.4,6.3,2,735.3,749.6,6,820.9,657.8,6,768.2,645,11.7,62.3,5.1
2403112-002,24,031,12-002,1150,406.2,16,7,0,681.1,841.9,4,783.8,730.4,2,690.5,748.5,18.1,60.2,4
2403112-003,24,031,12-003,1641.3,662.7,17.6,14.7,2,970.7,1284.4,2,1087.1,1164.2,2,968.8,1174,28.4,101.7,4.9
2403112-004,24,031,12-004,922.7,448.6,6.6,1.9,0,512.6,832.4,0,576.5,747.7,0,500.4,761.8,17.9,75.2,0
2403112-005,24,031,12-005,1037,711,17,13,0,610,1089,2,656,1058,2,572,1044,29,79,0
2403113-001,24,031,13-001,509.1,814.8,10,8,0,243.5,1064.4,7,264.5,1056.4,1,224.5,1064.4,9,35.1,2
2403113-002,24,031,13-002,1099.3,2055.4,13.7,7.1,2,527.4,2586.3,7.2,527.8,2604,4.1,450,2608.2,34.7,72.8,5.2
2403113-003,24,031,13-003,717.6,826.9,4.2,7.7,4.9,297.9,1241.9,2,306.4,1243.2,2.8,256,1251.3,9.9,58.7,0
2403113-004,24,031,13-004,344,1474,3,5,0,104,1676,4,93,1739,0,67,1716,8,33,13
2403113-005,24,031,13-005,423.2,1526.4,18,18,0,180.1,1750.5,6,155.1,1803.5,7,110.1,1780.5,19,65,5
2403113-006,24,031,13-006,295.5,1508,6.1,13.5,4,74,1685.1,19.1,66.4,1749.9,4.1,38.7,1717.3,15.3,34.3,4.2
2403113-007,24,031,13-007,551.6,1244.5,6,10,5,166.3,1600,4,170.2,1620.9,1,127.4,1638.8,9,42.8,5
2403113-008,24,031,13-008,287.4,978.1,0.9,12.3,3.8,105.9,1163.5,1.9,93.6,1189,0,85.1,1163.5,10.4,25.5,1.9
2403113-010,24,031,13-010,231.3,901.7,3,8,0,100.1,1025.9,2,66.1,1068.9,1,60.1,1050.9,4,24,4
2403113-011,24,031,13-011,676.7,1452.5,12.8,14.8,0,270.6,1859.3,3.9,288.6,1850,3,247.8,1849.3,18.8,40.8,0
2403113-013,24,031,13-013,363,1176,6,16,2,135,1399,0,122,1423,1,95,1409,12,39,2
2403113-014,24,031,13-014,570.9,1225.9,7.6,8.7,4.1,220.2,1560.3,4,250.7,1549.8,1.1,205.9,1537.7,15.8,43.1,7.1
2403113-015,24,031,13-015,601.2,1867.1,4,17.9,0,250.4,2176.1,0,261.3,2185.1,1,209.7,2186.1,19.9,54.6,4
2403113-016,24,031,13-016,288,1022.7,8.6,6.9,0,94.3,1219.8,0,98.6,1217.3,0,78.9,1205.3,12,27.4,0
2403113-018,24,031,13-018,395,1183,7,5,4,119,1453,2,121,1468,0,98,1450,19,22,0
2403113-019,24,031,13-019,559.3,1140.5,9.6,10.5,1.9,258.1,1443.6,0,275.3,1431.2,1,240,1400.6,10.5,63.1,0
2403113-020,24,031,13-020,1084.8,628.1,5,9.7,0.6,398.6,1278.7,2.3,465.8,1215,0.3,356.8,1324.4,10.4,51.9,1.3
2403113-021,24,031,13-021,337,1825,3.9,16,0.2,126.6,1991,3.9,110.6,2047.7,3.8,87.2,2027.2,9.2,40.6,4.9
2403113-022,24,031,13-022,296.7,1506.3,13.8,19.9,0,100.5,1685.9,4,93.3,1706.6,0.1,75.2,1705.2,11.9,27.3,3
2403113-023,24,031,13-023,939.2,1148.4,8.8,10.8,0,365.8,1701.1,0,406.9,1647.4,2.9,339.2,1665,15.8,72.6,4.9
2403113-024,24,031,13-024,603.7,1061.8,5.9,5.9,4,240.5,1408.2,5.9,237.5,1436.9,1,205.8,1416.1,13.8,45.5,0
2403113-025,24,031,13-025,580.6,1417.4,14.3,3.4,2,278.3,1699.6,11,308.5,1673.1,4,264.7,1655.9,16.4,64.1,3
2403113-027,24,031,13-027,601.6,1144.2,6.7,15.3,1.9,224.4,1523.3,5.7,243.5,1501.3,1,227.3,1490.8,14.3,37.2,4.8
2403113-028,24,031,13-028,355,792,11,3,0,165,977,2,154,988,1,146,970,11,28,0
2403113-029,24,031,13-029,505.8,1228.8,11.3,18.7,0.1,240.8,1494,0.3,239.7,1497,0,205.9,1509.5,9.7,36.8,2.2
2403113-030,24,031,13-030,460.6,1136.9,14,5,4,179.8,1411.7,2,208.8,1391.7,3,197.8,1346.7,14,41,7
2403113-031,24,031,13-031,492,940,7,6,4,166,1275,2,189,1244,1,158,1260,11,19,2
2403113-032,24,031,13-032,559,1462,9,8,5,216,1782,6,202,1816,1,189,1790,15,33,2
2403113-033,24,031,13-033,503.5,570.3,7,1.6,1.5,220.3,832.9,1.6,256.3,807.7,0.8,206.4,826.7,9.3,30.1,3.8
2403113-034,24,031,13-034,872.2,986.5,3.1,10.1,5,326,1515,7,383.3,1470.6,0,315.8,1468.6,9.3,76.4,5
2403113-035,24,031,13-035,566,1097,6,5,0,285,1339,0,313,1305,0,282,1337,11,24,2
2403113-036,24,031,13-036,521.2,1079.2,10,3,0,248.1,1328.4,0,274,1300.5,1,249.1,1312.4,8,21.9,2
2403113-037,24,031,13-037,469,766,6,13,0,205,1011,2,237,986,1,217,974,11,41,2
2403113-038,24,031,13-038,1992.5,1498.7,22.2,12,5.6,918.4,2522,9.4,1011.8,2460,3.1,851,2479.8,28.8,153.5,5.3
2403113-039,24,031,13-039,548.3,1239.9,12.3,9,3.9,208.7,1574.1,3.9,205.5,1604.2,1,181.6,1588.4,19.7,42,3.9
2403113-040,24,031,13-040,728.6,1046.6,7.1,13.6,3,298.8,1484.4,6,345.2,1436.8,0.1,287.9,1428.3,22.3,54.9,3.1
2403113-042,24,031,13-042,340.1,813.3,3.1,8.4,0.1,145.3,1001.1,0,148.6,1007.9,0,132.8,999.1,11.4,27.9,0
2403113-043,24,031,13-043,503.8,958,6.9,5,0,236,1201.9,5,271.7,1164.2,1,225.1,1168.2,14.9,35.7,0
2403113-044,24,031,13-044,595.1,1164.7,7,14.9,0,243.5,1512.4,0,271.3,1481.6,0,213.8,1507.4,13.9,42.7,0
2403113-045,24,031,13-045,474,666,8,11,0,232,911,2,260,897,3,215,895,7,32,0
