GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR
17031710041,17,031,710041,654.5,65.7,11,10,1,644.5,70.6,10.1,13,1,607.2,89.7,20.1,17.1
17031710042,17,031,710042,458,72.1,6.1,3,1,446.2,79.8,8,5.1,0,391.7,113.6,18.9,6
17031710043,17,031,710043,526,38,2,2,2,511,43,4,7,0,477,57,16,8
17031710044,17,031,710044,484,252,18,4,6,490,225,30,3,1,414,283,34,12
17031710045,17,031,710045,750,107,20,8,6,721,125,19,11,1,681,149,16,31
17031710046,17,031,710046,472.7,60.9,5,6,2,449.7,68.9,11,11,0,407.8,92.9,15,17
17031710047,17,031,710047,443.8,213.8,29.5,10.7,10.7,432.1,232.6,21.5,15.2,0,364.1,271.1,23.3,26
17031710048,17,031,710048,384,57,8,2,6,368,75,7,5,1,330,105,6,6
17031710049,17,031,710049,565.3,21.7,2,4.9,0,553.5,27.6,8.9,5.9,0,543.6,29.6,6.9,8.9
17031710050,17,031,710050,507,141.7,13.4,7.5,6.1,486.1,152,15.3,7.5,1.3,424.5,198.3,24.8,10.8
17031710051,17,031,710051,314,20,1,3,1,296,23,8,7,0,282,31,13,7
17031710052,17,031,710052,531.7,9,5,7,3,509.7,21,14,5,2,482.8,36,14,9
17031710053,17,031,710053,290.6,99.1,5.1,1.1,0.1,282.4,85.1,11.2,4.2,1,262.8,93.4,12.2,10.2
17031710054,17,031,710054,441.1,181.8,15,7,4,423.1,176.8,21,14,0,399.1,188.8,15,18
17031710055,17,031,710055,485.7,50.6,6,5,4,474.7,50.6,5,8.9,0,445.9,64.6,8.9,14.9
17031710056,17,031,710056,326,195,11.8,5.9,1,319.1,183.2,6.9,21.7,0,273.8,213.7,11.8,14.8
17031710057,17,031,710057,442,166,17,5,1,427,170,18,4,0,384,205,18,11
17031710058,17,031,710058,322.7,47.9,4.2,1.7,5,308.4,46.2,9.2,9.2,1.7,286.6,59.7,15.1,6.7
17031710059,17,031,710059,372,89,11,9,2,357,96,11,13,1,325,119,14,13
17031710060,17,031,710060,495.4,22.3,2,6,2,485.3,24.3,5,3,0,453.2,44.4,12,8.1
17031710061,17,031,710061,381,214,12,11,3,370,183,18,14,0,315,233,15,17
17031720001,17,031,720001,524,15.6,2.1,4.8,4.7,509.4,26.9,6,8.7,0,490.8,31.5,13.4,9.7
17031720002,17,031,720002,289.3,298.7,36.6,12,6.7,320,262.5,32.8,14.1,0.9,263.8,291.5,33.3,31.3
17031720003,17,031,720003,292.4,238.5,12.4,5.8,8.5,294,217.3,24.4,11.5,1,267.6,241.1,17.3,13.5
17031720004,17,031,720004,317,256,22,9,5,335,220,29,10,0,281,263,21,23
17031720005,17,031,720005,266.6,156.2,11.9,8.9,5,285.4,136.3,13.9,9.9,0,244.7,167.1,12.9,14.9
17031720006,17,031,720006,280,147,22,8,6,290,124,20,20,1,259,148,22,20
17031720007,17,031,720007,362,30,3,8,3,366,28,5,7,1,353,29,8,12
17031720008,17,031,720008,463.5,23,4,5,2,454.5,28,2,8,2,431.4,37,14,9
17031720009,17,031,720009,242.1,261.8,22.9,8.2,13.3,256.2,244.7,19.2,12.8,1,213.1,272.9,25.2,15.7
17031720010,17,031,720010,350.4,359.9,23,19,11,377.4,319.7,36,17.1,1,297.3,395.8,30.1,25.1
17031720011,17,031,720011,343,304,26,10,8,365,264,19,23,2,307,300,34,26
17031720012,17,031,720012,500.1,53.1,4.8,3.3,3.2,495.8,43.1,6.3,8.8,1,461.3,59.5,18.4,10.7
17031720013,17,031,720013,397.2,263.1,15.7,8.9,10.9,415.7,205.7,27.6,19.8,0,367.9,259.6,20.1,18.8
17031720014,17,031,720014,333.6,139.1,6,8.9,9.8,356.2,110.5,15.8,7.9,2,328.6,135.1,12.9,17.8
17031720015,17,031,720015,356,93,17,5,5,353,86,22,7,0,316,118,19,7
17031720016,17,031,720016,238,361,22,3,2,267,305,29,18,0,218,338,17,29
17031720017,17,031,720017,538.6,11.9,3.3,4.1,4.1,506,18.4,7.4,7.2,1,474.8,25.4,19.9,8.2
17031720018,17,031,720018,478.5,398.8,42.9,17.9,9,481.5,355.9,41.9,32.9,0,420.7,403.8,42.9,28.9
17031720019,17,031,720019,243.3,3.9,0.1,0.3,1.3,225.4,11.6,3.4,1.5,0,217.3,13.9,3.8,4.6
17031720020,17,031,720020,237,218,18,6,5,255,181,27,11,0,203,223,25,14
17031720021,17,031,720021,525,146.2,12.2,9.4,3.8,534.3,122.8,15.9,12.2,0,480.9,160.3,19.7,17.8
17031720022,17,031,720022,221.7,241,25.1,6.8,7.7,223.7,210.2,33.7,21.2,0,193.8,242.9,33.7,18.3
17031720023,17,031,720023,253,1,2,0,3,247,5,3,1,2,235,10,3,4
17031720024,17,031,720024,199.4,276.4,26.7,6.9,5.9,222.2,244.9,20.7,13.8,1,165.9,296.2,15.8,17.8
17031720025,17,031,720025,405,370,31,13,9,434,317,26,31,0,381,347,38,43
17031720026,17,031,720026,515,82,19,11.7,2.8,497.9,100.7,13.2,7.8,1.3,460.2,119,19.2,9.7
17031720027,17,031,720027,411,260,25,7,6,423,212,33,21,0,380,239,36,17
17031720028,17,031,720028,235.2,185.9,20.9,9.5,4.7,255.1,151.8,15.2,24.7,0,223.8,167.9,19.9,28.4
17031720029,17,031,720029,791.5,35.9,3,2,4,771.5,39.9,17,9,0,729.7,63.8,23.9,14.9
17031720030,17,031,720030,282.6,310.1,22.8,13.3,7.6,290.2,269.3,33.2,22.8,1.9,237.1,328.1,22.8,20.9
17031720031,17,031,720031,574,39,5,3,4,559,47,9,6,1,519,61,23,13
17031720032,17,031,720032,523.5,26.6,4.1,7,5,510.2,32.8,5.1,6.1,0,468.5,57,14.3,9.2
17031720033,17,031,720033,259,289,28,9,4,276,255,36,16,0,215.1,292,37,22
17031720034,17,031,720034,353,454,40,16,7,366,427,39,22,0,257,491,47,35
17031720035,17,031,720035,397,12,0,6,2,386,12,6,6,1,359,20,16,12
17031720036,17,031,720036,166,254,18,5,7,194,207,25,12,1,145,259,20,15
17031720037,17,031,720037,352.8,46,5,8,4,331.7,47,14.1,11,0,309.6,47.1,30.1,15
17031720038,17,031,720038,546.8,5.6,2.2,4.2,2,511.9,18.9,9.2,8.3,0,487.6,23,19.3,11.3
17031720039,17,031,720039,413,25,6,3,1,402,20,8,12,0,365,39,18,11
17031720040,17,031,720040,772,85.3,11,6.9,6.1,765.3,84.6,12.4,11.9,1,704.9,125.8,18.9,15.8
17031720041,17,031,720041,184.5,149.9,10.6,7.1,1.8,191.6,125,16,12.4,0,162.3,149.9,11.5,18.6
17031720042,17,031,720042,375,415,36,13,5,414,338,54,13,1,327,412,32,35
17031720043,17,031,720043,362.8,98.6,7.3,2.9,2,359.6,81,12,7.3,0,338.4,93.1,11.9,14.7
17031720044,17,031,720044,429.2,25.9,5,8,0,419.1,25,10,6,0,386.3,35.9,16.9,9
17031720045,17,031,720045,333,14.5,4.8,6.8,1,304,28.1,5.8,9.7,1,300.1,27.1,7.8,10.6
17031720046,17,031,720046,245,342,18,12,2,275,272,35,19,1,220,330,16,20
17031720047,17,031,720047,472.9,18.4,3,5.1,3,462.8,26.4,6.1,7.1,0,435.6,39.5,14.1,10.1
17031720048,17,031,720048,468.4,31.8,3,1,4,454.5,40.7,5,3,0,431.7,51.6,9.9,8.9
17031720049,17,031,720049,399.6,9.9,4.9,3.3,4.1,388.9,18.1,5.8,4.1,1.6,346.1,29.7,15.7,3.3
17031720050,17,031,720050,304.9,335.9,25.4,6.9,11.6,301.5,332.2,17.7,15.5,1.9,248.3,365,23.5,16.6
17031720051,17,031,720051,703.9,42.5,7.9,3,3,686,50.5,8.9,8.9,2,638.3,69.3,21.9,16.8
17031720052,17,031,720052,302.5,244.1,21.4,12.9,8.2,313.4,222,22,23.6,0,280.7,237.1,25.5,32.4
17031720053,17,031,720053,218.4,202.9,14.2,7.7,1.4,230.8,179.7,18.8,9.2,0.1,210.9,187.9,16.2,16.1
17031720054,17,031,720054,237,233,27,6,4,252,223,18,9,0,204,262,18,13
17031720055,17,031,720055,401.9,85.6,9.9,7,4,396,74.7,13.9,9.9,0,377.1,80.7,14.9,13.9
17031720056,17,031,720056,575.1,64.9,10.5,5.2,6.7,571.7,66.9,11.1,6.4,0.1,527.9,94.4,16.3,13.5
17031720057,17,031,720057,296.7,375.3,35.6,12.6,8.4,314.3,332.2,33.7,29.5,0.1,255.9,397.3,37.6,19.6
17031720058,17,031,720058,365.6,362.6,30.9,12,12,379.6,337.7,33.9,20.9,0,314.8,397.5,29.9,24.9
17031720059,17,031,720059,303.8,252.2,20.2,8.1,6.1,311.1,231.9,20.2,11.1,0,250.3,282.4,13.2,15.2
17031720060,17,031,720060,232,265,19,12,8,271,210,20,15,1,235,243,15,20
17031720061,17,031,720061,288.9,287.1,28.2,14.1,4,310,246.8,27.2,20.2,1,262.6,278.1,23.2,34.2
17031720062,17,031,720062,372.3,270.8,15.9,6,10.9,392.2,224,15.9,22.9,2,344.4,259.8,27.9,17.9
17031720063,17,031,720063,795.7,43.7,6.3,7.2,3.2,763,58.5,13.6,7.7,2,730.2,65.5,25.4,16.2
17031720064,17,031,720064,330.8,340.4,23.7,9.7,1.4,364.7,279.7,28.1,9.1,1,273.7,359.5,27.4,14.8
17031720065,17,031,720065,301,14.1,5.1,3.5,2.2,290.1,16.2,9.8,6.3,1,273.5,24,11,6.5
17031720066,17,031,720066,382.8,7.3,2.6,1.8,1.8,369.5,13.4,4.4,5.3,0,349.4,20.4,10.6,8.8
17031720067,17,031,720067,372.3,428.9,34.3,5.9,7.9,386.1,367,45.1,22.6,2,304.7,449.4,34.4,26.6
17031720068,17,031,720068,171.3,267.7,18,4.4,1,195.8,219.2,20.1,9.4,2,156.1,254.5,15.1,18.6
17031720069,17,031,720069,351,216.5,13.7,11.6,6.8,359.8,191.3,18.4,18.4,1,314.1,222.4,22.3,14.6
17031720070,17,031,720070,374.1,24.6,2,4.9,3,368.2,23.6,8.9,3.9,0,357.4,31.5,7.9,4.9
17031720071,17,031,720071,640.1,36.4,4.8,2.8,2.9,612.7,39.9,16.1,7.2,0,583.2,59.3,18.2,11.8
17031720072,17,031,720072,180.7,198.3,8.8,3.9,4.9,184.6,176.8,12.7,10.8,1,165.1,194.4,8.8,12.7
17031720073,17,031,720073,363,260,23,7,7,351,256,26,17,0,310,280,22,25
17031720074,17,031,720074,536.2,281.3,22.3,4.7,6.3,550.5,239.9,29.5,13.9,0,496.9,274.9,30.6,22
17031720075,17,031,720075,548,116,17,8,6,522,142,15,11,0,466,188,17,15
17031720076,17,031,720076,236.4,238.4,27.1,3,5,249.4,215.3,30.1,10.1,1,190.2,263.5,19.1,18.1
17031720077,17,031,720077,481.2,453.8,32.6,16,10.1,506.3,383.8,47.7,36.3,1,419,445.3,47.5,46.3
17031720078,17,031,720078,277.9,12.6,2.2,2.2,1.1,265.3,18.1,4.9,3.8,0,253.8,24.7,3.8,8.2
17031720079,17,031,720079,295.4,334.5,19,11,8,324.2,300.3,24.1,9.2,0,239.6,348.2,23,17.1
17031720080,17,031,720080,535.1,16.4,2,6,4,526,22.4,3.1,4,2,494.7,27.6,11.2,10.1
17031730001,17,031,730001,586,57,12,12,7,557,64,20,16,1,528,82,30,15
17031730002,17,031,730002,502,96,8,25,5,493,101,15,18,3,464,110,24,26
17031730003,17,031,730003,601.7,32.2,8.1,9.2,4.1,594,28.6,13.2,10.4,0,568.4,43.8,17.5,9.5
17031730004,17,031,730004,655.7,19.4,4.7,7.5,3.4,629,28.6,12.9,6.1,0.1,588.2,42.8,14.8,18.1
17031730005,17,031,730005,472.8,17.5,4.9,3.9,1,455.3,22.4,7.8,2.9,0,432,27.2,10.7,8.8
17031730006,17,031,730006,761.4,69.8,7.9,12.8,4.9,723.8,88.6,11.9,22.7,3,691.1,100.5,27.6,29.6
17031730007,17,031,730007,525.9,86.8,10.8,8,6.2,530.2,72.6,15.2,17,0.9,501.5,77.2,28.6,17.9
17031730008,17,031,730008,394,57,7,11,4,387,59,13,8,1,366,60,15,13
17031730009,17,031,730009,478,14.2,2.1,4,1,472.8,14.3,2.1,5,0,447.5,25.4,5.1,9.1
17031730010,17,031,730010,656.4,14.1,3,1,3,640.3,19.1,5,5,1,606.2,26.1,18,12
17031730011,17,031,730011,889.1,22.1,4.6,5.5,4.4,867.4,30.2,7.9,8,0,812.8,53.4,16.7,15
17031730012,17,031,730012,456.8,9.2,4,5,2,442.6,17.2,3.1,6,0,418.4,25.3,6.1,8.1
17031740001,17,031,740001,363.3,153.3,28,13,16,305.3,231.3,12,16,0,225.3,284.3,20,21
17031740002,17,031,740002,354,181,21,10,8,346,178,24,9,1,305,181,30,22
17031740003,17,031,740003,431,322,25,5,1,424,317,17,10,0,331,372,25,26
17031740004,17,031,740004,485.5,282.9,30.6,15.4,5.7,471.6,278.2,32.5,26.4,0.4,396.4,323,36,37.2
17031740005,17,031,740005,544.2,343.6,40.5,7.2,18.1,477.9,414.8,30.3,12.2,1,384,482.5,34.2,19.3
17031740006,17,031,740006,304,166,19,7,11,276,192,11,16,0,215,230,16,22
17031740007,17,031,740007,451,238,45,6,6,393,316,21,6,0,304,379,28,12
17031740008,17,031,740008,302.6,263.2,22.7,6.9,10.8,272,289.8,24.6,10.8,2,212.9,337.1,21.7,15.8
17031740009,17,031,740009,323,305,22,2,13,316,305,19,8,1,244,360,22,9
17031740010,17,031,740010,527,346,59,10,15,449,450,30,23,2,346,545,22,24
17031740011,17,031,740011,241.8,195.6,22.5,5,5.6,204.3,237.4,16.2,9.4,0,160.6,279.3,10.6,13.1
17031740012,17,031,740012,177.2,239.9,26.1,4,7,173.2,252.9,11.1,7,0,144.8,276.1,11.1,8.1
17031740013,17,031,740013,315.6,188.7,22.8,11,7.6,304.6,204.7,16.9,14.4,0,248.7,234.3,23.7,21.1
17031740014,17,031,740014,421,321,29,8,14,371,358,22,15,4,289,407,29,20
17031740015,17,031,740015,282,244,32,10,8,269,249,22,11,2,212,283,26,23
17031740016,17,031,740016,327.7,245.4,20.4,6.3,4.7,275.2,291.6,16.5,12.5,0,213.2,329.3,18,15.7
17031740017,17,031,740017,423.7,238.8,22.3,12.5,8.6,396.6,230.5,35.5,25.5,2,352.7,263.7,30.6,32.7
17031740018,17,031,740018,483.8,389.7,32.9,6.1,12.3,471.3,373.9,24,28.5,1.1,389,424.4,41.7,28.7
17031740019,17,031,740019,393.3,311.9,38.4,5.5,21,329.2,396.9,21,7.3,3.7,254.2,456.4,20.1,13.7
17031740020,17,031,740020,371,311,34,11,11,370,321,23,16,1,311,356,21,28
17031740021,17,031,740021,390.2,217.3,21.5,11.1,9.5,355.2,243.7,23.5,13.2,0,295.2,262,30.6,29.6
17031740022,17,031,740022,446,198.4,16.9,12,8.9,393.6,232,25.8,17.9,1,363.4,245.2,21.9,26.8
17031740023,17,031,740023,549,426,42,13,14,492,481,27,29,0,389,562,34,19
17031740024,17,031,740024,354,244,22,5,2,315,265,23,15,1,260,300,19,20
17031740025,17,031,740025,314,244,27,5,13,263,325,6,8,0,184,384,14,9
17031740026,17,031,740026,444.8,348.2,31.5,15,6.4,395.4,382.3,34.7,20.6,1,313.2,455.4,23.4,32.9
17031740027,17,031,740027,385.4,385.4,28.1,14.5,4.8,339.9,438.6,18.4,14.5,0,260.5,490,24.2,18.4
17031740028,17,031,740028,428.2,212.5,19.6,16.3,9.1,378.4,239,24.5,27.2,2,350.8,265.1,25.9,20.4
17031740029,17,031,740029,368,314.9,30.3,8.8,6.2,334.1,344,25.3,13.3,0,269.7,387.1,20.8,25.1
17031740030,17,031,740030,405,343,34.1,10.6,7.2,369.9,369.5,20.3,16.2,2,300.7,418.3,17.8,24
17031740031,17,031,740031,287,141,13,3,1,276,128,12,8,2,243,148,17,12
17031740032,17,031,740032,323,178,12,13,4,295,183,15,15,0,260,196,13,18
17031740033,17,031,740033,223.4,208.4,15.9,5.2,4.2,215.4,209.3,17.8,5.4,0,176.6,242.6,13.6,11.7
17031740034,17,031,740034,661,372,61,12,27,565,514,31,14,1,452,583,39,33
17031740035,17,031,740035,281.1,216.8,13.2,11.5,3.3,272,199.5,17.3,16.5,1.6,240.7,218.5,14.8,20.6
17031740036,17,031,740036,394.6,132.4,13.4,3.5,0.2,362.1,111.8,15.4,12.5,0,313.8,117.8,17.8,21.5
17031740037,17,031,740037,471,348,20,14,7,440,357,24,16,1,379,392,26,21
17031740038,17,031,740038,308.1,84,10.2,11,4.2,292,89.1,11.9,11.9,0,276.7,91.7,19.5,13.6
17031740039,17,031,740039,576.4,293.3,24,25,14,521.3,341.3,23,29,1,458.3,368.4,38,26
17031740040,17,031,740040,400.8,217.7,28.6,9.8,4.9,362.4,235.4,19.7,22.6,1,319,245.3,31.5,36.4
17031740041,17,031,740041,256,229,20,7,7,232,255,12,9,0,180,296,13,13
17031740042,17,031,740042,451.6,201.1,29.4,13.4,7.9,430.6,205.2,30.7,22.5,0.3,379,229.6,27.7,29.1
17031740043,17,031,740043,318.6,231.2,20.4,3.4,6.8,309.1,231.3,18.9,12.8,1,220.2,301.1,19,15.9
17031740044,17,031,740044,298.7,265.1,15.8,5.9,13.8,247.3,293.8,16.8,13.8,3,196.8,321.5,19.8,16.8
17031740045,17,031,740045,294,260,30,7,7,278,273,20,14,3,199,345,19,19
17031740046,17,031,740046,231,253,21,5,8,185,309,7,10,0,140,345,10,8
17031740047,17,031,740047,417,349,40,10,9,417,347,38,6,0,296,449,30,17
17031740048,17,031,740048,258.4,183.5,27.5,4.2,3.3,224.5,234.2,8.5,4.3,0.1,145.1,300.2,4.5,7.4
17031740049,17,031,740049,496,314,30,17,8,478,299,30,25,0,436,312,29,34
17031740050,17,031,740050,257.4,128.8,10,9.7,4.8,239.1,140.4,10.9,9.8,0,209.7,156.2,10.9,12.8
17031740051,17,031,740051,428,438,34,15,10,405,465,34,10,1,300,553,32,25
17031740052,17,031,740052,205.2,83.2,11.1,6.5,2.8,197.8,82.2,11.1,7.4,0,172.8,99.8,15.7,8.3
17031751001,17,031,751001,657,25,15,8,6,594,78,7,10,2,551,73,18,22
17031751002,17,031,751002,701.6,76.9,16.4,7.1,15.2,618.7,151.9,8.3,12.2,2,542.5,195.6,13.3,15.4
17031751003,17,031,751003,655.9,59.1,22,3,13,583.8,136.2,6,12,0,499.6,186.3,17,16
17031751004,17,031,751004,957,102,39,10,10,855,224,10,13,0,700,309,24,19
17031752001,17,031,752001,1200.4,103.1,43.6,15.9,18.8,1091.3,219.1,33.7,19.8,0,963.5,289.4,34.7,40.6
17031752002,17,031,752002,499,17,11,15,10,472,49,7,19,0,436,65,17,27
17031752003,17,031,752003,705,23,3,11,5,686,31,6,12,0,650,44,17,13
17031752004,17,031,752004,877,28,13,11,6,814,68,17,18,0,798,63,26,25
17031752005,17,031,752005,577,30,10,15,6,560,43,7,13,1,521,56,17,19
17031753001,17,031,753001,682.3,62,29.1,11.6,6.8,622.2,143.4,11.6,9.7,0,506.9,211.3,21.3,27.1
17031753002,17,031,753002,807,85,33,12,8,743.9,145.3,19,22,0,655.4,201.6,28,29.1
17031753003,17,031,753003,732,66,15,17,9,692,112,14,18,0,593,164,25,42
17031753004,17,031,753004,399,35,12,8,5,361,67,6,16,0,303,96,14,25
17031753005,17,031,753005,698,67,33,15,16,645,147,18,7,3,538,198,33,26
17031753006,17,031,753006,760.6,70.2,16.1,21.8,12.2,717.2,115.7,17.8,17.2,1,635.7,158.3,24,24.1
17031753007,17,031,753007,575,47,21,11,11,537,89,16,14,0,474,121,24,25
17031754001,17,031,754001,385,21,12,13,13,375,45,8,11,2,340,57,12,20
17031754002,17,031,754002,631.7,42,16.9,20.3,13.2,608.9,79.2,15.4,11.3,1,530.7,114.1,31.7,23.8
17031754003,17,031,754003,487,39,17,8,4,423,106,12,3,0,368,131,19,6
17031754004,17,031,754004,963,73,29,13,11,925,143,11,11,0,804,214,26,31
17031754005,17,031,754005,379,36,13,5,2,349,63,4,9,0,314,74,10,12
17031754006,17,031,754006,880,86,29,25,11,808,162,17,25,1,686,237,31,40
17031755001,17,031,755001,660,17,11,12,8,643,25,8,18,1,603,29,22,21
17031755002,17,031,755002,930,69,32,21,11,850,148,15,15,1,754,186,26,29
17031755003,17,031,755003,695,19,12,17,1,668,37,11,15,0,614,58,18,25
17031755004,17,031,755004,423,11,4,6,4,402,19,7,12,0,392,23,8,12
17031756001,17,031,756001,957.7,116,41.1,15,15,853.7,255.3,13,15,1,717.9,357.5,19.1,23
17031756002,17,031,756002,513.1,55.2,26.4,5.2,3.2,460,119.7,4.1,13.2,0,381.6,166.8,20.2,17.2
17031756003,17,031,756003,530,71,27,11,11,488,128,13,14,0,406,183,20,21
17031756004,17,031,756004,692,57,23,12,11,636,127,10,14,0,561,190,16,17
17031756005,17,031,756005,867,91,27,18,14,760,219,21,9,0,638,298,26,16
17031756006,17,031,756006,487,109,22,0,8,378,241,4,3,0,316,248,15,11
17031756007,17,031,756007,810.2,73.7,29.5,10.8,9.8,744.3,174,6.9,7.9,0,615.5,248.8,19.7,13.8
17031757001,17,031,757001,976,90,29,20,19,887,201,23,17,2,739,289,43,35
17031757002,17,031,757002,1002,115,37,21,18,929,213,31,16,0,780,304,33,37
17031757003,17,031,757003,430,35,24,9,9,361,88,23,11,0,334,93,24,12
17031757004,17,031,757004,489,31,11,5,3,456,61,6,14,0,409,97,5,17
17031757005,17,031,757005,887.1,81.9,40,11,11,786.2,215.8,14,13,0,630.4,328.7,19,21
17031757006,17,031,757006,153,5,9,2,2,133,13,7,5,0,123,12,9,7
17031758001,17,031,758001,805,67,8,14,10,761,80,16,24,0,686,128,22,34
17031758002,17,031,758002,634,50,12,17,7,605,68,11,17,0,551,90,24,24
17031758003,17,031,758003,572,39,10,15,8,530,70,17,12,1,489,72,26,25
17031758004,17,031,758004,665,57,11,15,11,629,91,11,19,1,558,128,18,36
17031758005,17,031,758005,868,63,16,24,9,836,92,20,18,0,748,137,27,35
17031759001,17,031,759001,542,46,8,20,10,513,73,8,18,0,461,83,14,41
17031759002,17,031,759002,600,29,14,11,6,573,53,17,12,1,526,71,21,26
17031759003,17,031,759003,899,72,32,17,9,840,131,19,21,1,741,193,37,36
17031759004,17,031,759004,727,52,17,29,10,701,97,10,27,0,641,118,21,40
17031759005,17,031,759005,475,39,11,8,5,446,65,7,12,0,375,100,20,25
17031759006,17,031,759006,635,59,8,18,15,611,82,18,13,0,548,122,22,24
17031760001,17,031,760001,610.2,323.2,28.7,11.5,6.9,547.1,358.5,29,21.1,0,471.6,409.9,33.7,24.5
17031760002,17,031,760002,466.2,314.4,22.7,5.9,4.9,418.9,317.4,28.6,14.8,1,360.8,349.9,28.6,19.7
17031760003,17,031,760003,242,87,12,7,2,240,76,16,10,0,222,86,16,15
17031760004,17,031,760004,478,269.7,28.6,9.1,5.5,447.1,278.4,18.9,18.6,0.1,392.7,319,23,18.6
17031760005,17,031,760005,432,269,24,17,7,409,269,35,19,1,379,287,26,21
17031760006,17,031,760006,406,198,28,3,9,376,189,35,20,1,330,225,32,30
17031760007,17,031,760007,460.4,244.2,26,11,8,417.4,257.2,36,28,1,378.3,289.3,36,26
17031760008,17,031,760008,361.9,262.7,24.3,17.3,9.3,363.3,250.3,30.8,20.4,1,304.9,294.3,24.8,31.3
17031760009,17,031,760009,390.4,275.5,30,6,8,334.6,328.3,20,14.1,3,269.6,377.3,29,15
17031760010,17,031,760010,247.1,126.2,11.4,7.6,4.7,256.3,116.9,9.5,6.6,0.9,231.8,136.7,7.6,8.5
17031760011,17,031,760011,468.3,193.3,28.9,9,7,463.3,191.3,24.9,15.9,0,401.5,237.1,30.9,15
17031760012,17,031,760012,400.5,112.5,19.1,12,7,369.4,119.5,26.1,24.1,0,348.2,131.5,24.1,27.1
17031760013,17,031,760013,348.7,184.7,14.5,6.5,4.3,332.1,176,17,19,1,289.5,207,17.2,21
17031760014,17,031,760014,520.7,322.1,36.5,10.4,10.2,497.5,324.4,33.4,20.3,0.1,432.3,368.4,36.2,21.4
17031760015,17,031,760015,426.5,142.5,19.9,7,7,399.6,136.5,21.9,17.9,0,363.8,154.5,26.9,17.9
17031760016,17,031,760016,514.9,399.5,31.6,14.5,12.7,492.8,426.5,22.2,12.6,0,422.9,472.2,20.5,19.9
17031760017,17,031,760017,311,218,21,8,3,308,189,30,12,1,281,224,23,10
17031760018,17,031,760018,469.4,208.2,20.7,10.3,8.2,453,198.7,18.6,11.3,0,404.8,223.7,25.6,19.3
17031760019,17,031,760019,352.5,317.6,17.6,7.1,3.5,312.1,340,15.1,13.3,0,253.4,389.1,15,13.8
17031760020,17,031,760020,635.7,426.1,48.4,5.5,6.3,589.7,462.1,34.8,18.4,0,504.7,482.4,51.5,29.1
17031760021,17,031,760021,258.9,195.6,17,4,9,228.8,212.6,18,13,1,198.7,242.6,13.1,14
17031760022,17,031,760022,395.7,241.2,31.9,10,7,387.8,239.2,18.9,14,0,337.9,274.1,19.9,19.9
17031760023,17,031,760023,401.8,283.9,27,17,5,387.9,282.9,31,20,1,338.9,319.9,35,22
17031760024,17,031,760024,521,158,22,14,10,497,166,16,25,1,463,193,26,20
17031760025,17,031,760025,339,228,25,8,5,334,232,21,15,1,268,281,25,18
17031760026,17,031,760026,548.9,401.6,41.4,16.1,6.1,511.8,406.7,36.3,28.3,0,443.8,451.4,40.4,32.2
17031760027,17,031,760027,1184,753,58.6,22.1,20,1091.7,822,38.8,36.3,2.9,896.6,966.7,50.6,37.3
17031760028,17,031,760028,565,357,29,6,10,516,375,24,13,0,443,418,37,20
17031760029,17,031,760029,357,104,8,4,7,343,90,14,15,2,313,116,16,12
17031760030,17,031,760030,450.9,251.4,37.3,15.1,10.1,454.7,247.5,30.2,17.1,1,381.2,311.8,35.3,19.2
17031760031,17,031,760031,271.6,270.6,23,3,2,241.6,295.6,20,10,0,203.7,328.5,19,9
17031760032,17,031,760032,378.9,158.1,16.7,6.9,2,367.1,136.4,14.7,12.8,1,329.8,154.1,15.7,20.6
17031760033,17,031,760033,459.2,229.9,25.7,15.2,7.2,435.1,224.3,33.8,28.5,1,381.6,268.4,38.6,24.7
17031760034,17,031,760034,558.7,300.4,37.7,15.8,5.6,539.8,293.3,34.6,26.8,0.1,483.7,338.7,32.7,31.9
17031760035,17,031,760035,520.7,177.5,21.7,14.8,3,484.2,188.4,22.7,21.7,0,425.1,226.8,35.5,25.6
17031760036,17,031,760036,320,178,21,14,7,310,178,21,18,0,242,223,24,21
17031760037,17,031,760037,558.3,350.8,55.1,22,15,597.2,320.8,46.1,21,2,504.1,378.9,44.1,38.1
17031760038,17,031,760038,446.6,280.4,40.6,8.7,8.7,427.3,300.7,26.1,14.5,0,351.9,363.5,25.1,10.6
17031760039,17,031,760039,548.7,290.4,24.6,16.6,10.3,524.5,283.6,32.6,26.2,1,477.5,319.2,26.8,29.5
17031760040,17,031,760040,461,302.7,36.4,20.1,9.1,455.4,309.8,30.4,13.2,1,404.4,338.4,29.4,21.3
17031760041,17,031,760041,580.5,330,37.4,11.5,17.3,550.7,373.2,36.5,17.3,0,469.2,436.5,38.4,18.2
17031760042,17,031,760042,391.6,302.3,28.9,12.9,11.7,368.7,316.3,16.6,21.9,0,314.8,362.5,17.7,17.3
17031760043,17,031,760043,447.8,276.1,26.3,8.8,8.8,442.9,253.7,31.2,18.5,1,382.4,297.6,25.4,26.3
17031760044,17,031,760044,430.6,371,39.8,18.9,13.2,407,393.7,36.9,18,2.8,337,449.6,38.8,19.9
