GEOID,G18USSDWHI,G18USSRFLA,G18USSOWRI,G18GOVDRAI,G18GOVRFUN,G18GOVITRI,G18GOVIMUN,G18GOVOGIL,G18GOVOARM,G18GOVOWRI,G18LTGDMCK,G18LTGRPEN,G18LTGIRIC,G18LTGIMCC,G18LTGOHEL,G18LTGOWRI,G18ATGDNER,G18ATGOGOR,G18ATGOWRI,G18TREDMAG,G18TRERRIL,G18TREOWRI,G18SOSDGOR,G18SOSRCOR,G18SOSOWRI
440070150002019,19.5,6.4,0,17.2,5.8,1.3,1,0.7,0.1,0.1,19.3,4.6,0.6,0.3,0.5,0.1,20.5,3.7,0.3,19.4,5.5,0,20.1,5,0.1
440070163001011,17.7,5.8,0,15.6,5.3,1.2,0.9,0.6,0.1,0.1,17.6,4.2,0.5,0.2,0.5,0.1,18.7,3.3,0.2,17.6,5,0,18.3,4.6,0.1
440070034004022,33.7,4.8,0.1,32.3,4.2,0.3,0.4,0.6,0.3,0.2,30.3,3.2,0.5,0.7,0.9,1.3,34,2.6,0.3,33.6,4,0.1,33.9,3.8,0.1
440070034001030,46.2,13.4,0.1,46.1,10.8,0.9,0.3,1,0.2,0.2,42.9,9.8,0.9,1.1,1.9,1.2,49.4,4.4,0.8,47.4,10.9,0.1,48.6,9.5,0
440070034001036,22.3,6.5,0.1,22.3,5.2,0.4,0.2,0.5,0.1,0.1,20.7,4.7,0.5,0.5,0.9,0.6,23.9,2.1,0.4,22.9,5.3,0.1,23.5,4.6,0
440070035004021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070031004011,12.2,1.9,0,12.1,1.4,0.1,0.1,0.2,0,0.1,11.3,1,0.1,0.3,0.6,0.4,12.4,1,0.1,12.1,1.7,0,12.4,1.3,0.1
440070036023018,6.4,0.4,0,5.9,0.4,0,0.1,0.1,0.1,0,5.7,0.3,0,0.1,0.2,0.2,6,0.3,0,6.1,0.4,0,6.2,0.3,0
440070005003015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070018006000,10.5,3.3,0,8.7,3.8,0.6,0.5,0.3,0.2,0,10,2.6,0.4,0.2,0.3,0.1,10.8,2,0.2,10.3,3,0.1,10.6,2.9,0
440070018002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070025002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070025002047,18.5,2.3,0,16.8,1.8,0.1,0.4,0.8,0.3,0,16.5,1.7,0.3,0.3,0.9,0.3,17.8,1.4,0.1,17.3,2.1,0.1,18.2,1.7,0.1
440070010002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070007003002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070012001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070012001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070012001002,52.3,3.3,0.1,51.6,3.3,0.5,0.9,0.8,0.3,0.2,50.1,2.3,0.6,0.5,0.7,0.5,50,3.2,0.3,50,3.2,0.1,51.5,2.7,0
440070001012002,6.8,0.7,0,6.5,0.8,0.3,0.1,0.1,0.1,0,6.4,0.5,0.2,0.2,0.1,0,6.3,0.6,0,6.2,1,0,6.5,0.8,0
440070029001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070024002012,2.5,0.9,0,2.2,0.9,0.1,0.1,0.1,0.1,0,2.4,0.6,0.1,0,0.1,0,2.8,0.4,0.1,2.6,0.8,0,2.6,0.7,0
440070029005025,7.9,1.4,0,7.2,1.4,0.3,0.3,0.1,0.1,0,7.5,1.2,0.3,0.2,0.1,0,7.7,1.2,0,7.7,1.3,0,8,1.2,0
440070029005015,20.3,6.7,0.1,17.6,7.3,0.8,0.5,0.4,0.5,0.1,20.6,4.6,0.6,0.3,0.4,0.2,22.1,3.3,0.4,20.3,5.9,0.1,20.9,5.7,0.1
440070029005018,5,0.9,0,4.5,0.9,0.2,0.2,0.1,0.1,0,4.7,0.7,0.2,0.1,0.1,0,4.8,0.7,0,4.8,0.8,0,5,0.7,0
440070027001009,5.4,0.6,0,4.9,0.7,0.1,0.2,0.1,0.1,0,5.1,0.5,0.1,0.1,0.1,0,5.2,0.6,0,5.1,0.6,0,5.3,0.6,0
440070027001011,14,1.6,0,12.8,1.7,0.2,0.6,0.2,0.2,0.1,13.2,1.2,0.3,0.2,0.2,0.1,13.5,1.5,0.1,13.3,1.6,0.1,13.7,1.5,0.1
440070027001014,7.8,0.9,0,7.1,0.9,0.1,0.3,0.1,0.1,0,7.3,0.7,0.2,0.1,0.1,0.1,7.5,0.8,0,7.4,0.9,0.1,7.6,0.8,0.1
440070023001002,10.1,1.7,0.2,8.9,1.5,0.1,0.5,0.3,0.5,0.1,9.3,0.9,0.3,0.5,0.4,0.1,10.4,0.9,0,10.1,1.1,0,10.5,0.9,0.1
440070026003002,18.7,2,0,17.2,2.1,0.6,0.5,0.3,0.4,0,17.5,1.5,0.2,0.3,0.5,0.2,17.8,2,0.1,18.2,1.9,0,18.7,1.5,0
440070036012011,17.8,2.6,0,17.1,2.1,0.4,0.2,0.3,0.2,0.1,16.6,1.6,0.2,0.4,0.7,0.3,18,1.5,0,17.9,2.2,0,17.9,2,0
440070036012012,22.4,3.2,0,21.5,2.6,0.5,0.2,0.4,0.3,0.1,21,2.1,0.3,0.5,0.9,0.4,22.8,1.9,0,22.6,2.7,0,22.6,2.6,0
440070035002019,33.4,3.6,0.1,31.5,3.2,0.6,0.3,0.5,0.5,0.2,30.1,2.2,0.5,1,1.2,0.8,32.5,3,0.2,33.2,3,0.1,33.4,3,0.1
440070016002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070006002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070006002017,24,1.2,0,22.2,1.7,0.5,0.8,0.2,0.4,0,21.8,1.4,0.5,0.4,0.6,0.1,22.5,1.3,0,22.4,2,0,23.2,1.6,0
440070008003054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070006001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036023022,2.6,0.1,0,2.4,0.1,0,0,0,0,0,2.3,0.1,0,0,0.1,0.1,2.4,0.1,0,2.5,0.2,0,2.5,0.1,0
440070008003019,0.6,0.1,0,0.6,0.1,0,0,0,0,0,0.6,0.1,0,0,0,0,0.6,0.1,0,0.6,0.1,0,0.6,0.1,0
440070126012034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126021024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126011016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126011008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126012003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070127013028,0.5,0.5,0,0.4,0.5,0.1,0,0,0,0,0.6,0.3,0,0,0,0,0.7,0.2,0,0.6,0.4,0,0.6,0.4,0
440070126026018,1.8,1.9,0,1.4,1.9,0.2,0.1,0.1,0,0,1.9,1.3,0.1,0.3,0.1,0,2.6,0.7,0,2,1.6,0,2.1,1.5,0
440070127021003,24.9,26,0.1,19.5,25.6,2.7,0.9,1.4,0.6,0.1,25.7,17.1,1.9,2.7,1.7,0.2,35,10.6,0.7,27.8,21.5,0.1,28.8,20.7,0.1
440070126021022,4.2,4,0,3.3,3.8,0.5,0.2,0.3,0.1,0,4.2,2.7,0.3,0.5,0.2,0.1,5.5,1.8,0.1,4.7,3.2,0,4.7,3.2,0
440070174001004,32.6,14.1,0.3,28.2,14.4,2,0.8,0.8,0.8,0.1,32.3,10.1,1.3,1,1.4,0.1,33.5,10,0.6,31.9,12.8,0.1,34.6,11.2,0.1
440070174003002,11.2,4.8,0.1,9.7,4.9,0.7,0.3,0.3,0.3,0,11.1,3.4,0.4,0.3,0.5,0,11.5,3.4,0.2,10.9,4.4,0,11.8,3.8,0
440070175001018,4.1,2.8,0,3.3,3,0.3,0.1,0.2,0.1,0,4.2,2.1,0.1,0.2,0.2,0,4.7,1.6,0.1,4.1,2.5,0,4.2,2.5,0
440070185003005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070174001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070174001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070173003003,2.1,1.5,0,1.7,1.4,0.2,0.1,0.1,0.1,0,2.1,1,0.1,0.1,0.1,0,2.4,0.8,0,2.2,1.2,0,2.2,1.3,0
440070142003005,5.6,5.6,0,3.5,7.2,0.3,0.1,0.2,0.1,0,5.9,4.2,0.3,0.1,0.3,0,8,2,0.2,6.3,4.7,0,6.4,4.5,0
440070148003023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070145011018,3.5,5,0,2.4,5.7,0.2,0.1,0.1,0,0,3.7,4,0.3,0.1,0.2,0,5.6,1.9,0.1,3.8,4.5,0,3.9,4.4,0
440070145011002,27,41.2,0.2,16.6,49.9,1.8,0.4,0.7,0.1,0.1,30.2,31.7,1.5,0.6,1.8,0.3,45.2,13.6,1,31.4,34.9,0.3,32.5,34,0.2
440070145013009,22.5,26.3,0.2,13.1,32.9,1.6,0.3,0.7,0.3,0.1,23.7,19.4,1.7,0.5,1.5,0.2,33.8,8.8,0.7,24.4,22.5,0.1,25.5,22,0.1
440070145012014,3.2,2.8,0,2,3.7,0.2,0,0.1,0,0,3.2,2.1,0.2,0.1,0.2,0,4.3,1,0.1,3.4,2.4,0,3.6,2.2,0
440070145013018,79.9,121.9,0.6,49.2,147.8,5.2,1.1,2,0.2,0.2,89.5,93.8,4.4,1.9,5.4,1,133.8,40.3,3,93.1,103.3,0.7,96.3,100.7,0.6
440070145012030,25,22.3,0.1,15.9,28.9,1.6,0.3,0.7,0.3,0.1,25.2,16.3,1.7,1,1.4,0.3,33.9,8.1,0.5,27,18.8,0.2,28.3,17.8,0.2
440070145022004,8.3,8.6,0,5.2,10.5,0.5,0.2,0.3,0.1,0.1,8.5,6.4,0.5,0.2,0.6,0.1,11.3,3.9,0.1,9,7.4,0,9.4,7.1,0
440070145021004,8.6,8.8,0,5.4,10.8,0.5,0.2,0.3,0.1,0.1,8.8,6.6,0.6,0.2,0.7,0.1,11.7,4,0.1,9.2,7.7,0,9.7,7.4,0
440070113011017,10.9,7.1,0.1,9.1,6.6,1.2,0.4,0.5,0.2,0.1,11.9,4.3,0.5,0.4,0.7,0,13.2,3.1,0.2,11.4,6.1,0,12,5.4,0.1
440070113011010,13.6,8.9,0.1,11.4,8.3,1.5,0.5,0.6,0.3,0.1,15,5.5,0.6,0.4,0.9,0.1,16.6,3.9,0.2,14.3,7.7,0.1,15.1,6.8,0.1
440070113011016,7.2,4.7,0,6.1,4.4,0.8,0.3,0.3,0.1,0,8,2.9,0.3,0.2,0.5,0,8.8,2,0.1,7.6,4.1,0,8,3.6,0
440070112004008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113011026,11.1,7.2,0.1,9.3,6.8,1.3,0.4,0.5,0.2,0.1,12.2,4.4,0.5,0.4,0.7,0,13.6,3.1,0.2,11.7,6.3,0,12.3,5.5,0.1
440070114032035,5.5,3.9,0,4.6,3.7,0.5,0.2,0.3,0.1,0,5.9,2.6,0.3,0.2,0.3,0,6.8,1.7,0.1,5.7,3.5,0,6.1,3.1,0
440070112004012,15.6,6.6,0.1,12.6,6.4,1.5,0.9,0.9,0.2,0.1,15.2,4.5,0.8,0.6,0.9,0.1,16.4,3.9,0.2,15.6,6,0,15.8,5.9,0
440070113022017,19.1,13.4,0.1,15.9,13,1.5,0.7,1.3,0.3,0,19.4,8.9,1.1,0.8,1.8,0.1,23,6.1,0.4,20.1,12,0,20.7,10.9,0
440070113022032,10.3,7.3,0.1,8.6,7.1,0.8,0.4,0.7,0.2,0,10.5,4.8,0.6,0.4,1,0.1,12.5,3.3,0.2,10.9,6.5,0,11.2,5.9,0
440070113022010,3.8,2.6,0,3.1,2.6,0.3,0.1,0.3,0.1,0,3.8,1.7,0.2,0.2,0.3,0,4.5,1.2,0.1,3.9,2.4,0,4.1,2.2,0
440070112005005,8.6,5.6,0,7.2,5.2,1,0.3,0.4,0.2,0,9.5,3.4,0.4,0.3,0.6,0,10.5,2.4,0.1,9.1,4.8,0,9.5,4.3,0
440070112005010,38.4,16.4,0.3,31.1,15.7,3.6,2.1,2.2,0.6,0.2,37.5,11.2,1.9,1.5,2.3,0.2,40.4,9.7,0.5,38.6,14.9,0.1,39.1,14.6,0
440070112002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112001005,7.2,5.1,0,6,4.9,0.6,0.2,0.5,0.1,0,7.3,3.4,0.4,0.3,0.7,0,8.7,2.3,0.2,7.6,4.5,0,7.8,4.1,0
440070112002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070112002041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114031016,0.5,0.4,0,0.5,0.4,0,0,0,0,0,0.6,0.3,0,0,0,0,0.6,0.2,0,0.6,0.4,0,0.6,0.3,0
440070114022032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070113013004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070114022007,11,10,0,10.3,8.8,0.7,0.4,0.6,0.2,0.1,12,6.3,0.5,0.4,1.1,0.1,15,3,0.3,11.5,8.9,0,12.3,7.8,0
440070131023040,5.5,5.4,0,4.4,5.3,0.6,0.2,0.3,0.1,0.1,4.3,3.5,0.3,2.6,0.1,0,7.1,2.6,0.1,5.8,4.9,0,6.3,4.4,0
440070131012017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122003008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122003021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122003013,3.6,3.7,0,2.8,3.9,0.3,0.1,0.1,0,0,3.7,2.7,0.4,0.1,0.2,0,4.9,1.5,0.1,3.9,3.2,0,3.9,3.2,0
440070122003047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122003004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122003005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122003039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070124012003,3.9,3.4,0,3,3.7,0.4,0.1,0.2,0.1,0,3.9,2.6,0.3,0.2,0.1,0,4.9,1.6,0.1,4,3.1,0,4.1,2.9,0
440070124015014,0.5,0.5,0,0.4,0.5,0,0,0,0,0,0.5,0.3,0,0,0,0,0.6,0.2,0,0.5,0.4,0,0.5,0.4,0
440070124021018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070122001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070001024044,1.3,0.3,0,1.2,0.3,0,0,0,0,0,1.2,0.1,0,0,0.1,0.1,1.2,0.2,0,1.2,0.2,0,1.3,0.2,0
440070035004025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070035002006,0.6,0.1,0,0.6,0.1,0,0,0,0,0,0.6,0.1,0,0,0,0,0.6,0.1,0,0.6,0.1,0,0.6,0.1,0
440070035002017,0.3,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0,0,0.3,0,0,0.3,0,0
440070035002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070001012000,26.6,1.8,0.1,22.9,2.9,0.7,1.3,0.4,0.6,0,23.9,1.4,0.6,0.4,0.7,0.2,24.4,2.3,0.2,24.5,2.3,0.1,25.7,1.8,0.2
440070022004004,14.9,2.5,0.2,12.9,2.3,0.5,0.3,0.8,0.3,0,14.2,1.6,0.3,0.3,0.3,0.1,14.2,1.7,0.2,14.4,2.3,0,14,2.5,0
440070023005015,16.3,6.5,0,15.3,5.9,0.5,0.2,0.2,0.4,0.2,16.1,3.4,0.6,0.7,0.4,0.2,18.4,2.9,0.2,17,5,0,17.1,4.7,0.1
440070018002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070021024015,13.5,2.6,0,12.2,2.7,0.4,0.4,0.3,0.1,0,13.3,1.7,0.3,0.2,0.3,0.1,13.6,1.6,0.1,13.2,2.4,0.1,13.8,2.1,0
440070022004006,21.3,3.6,0.2,18.4,3.3,0.7,0.5,1.1,0.4,0,20.3,2.3,0.4,0.4,0.4,0.1,20.2,2.5,0.2,20.6,3.3,0,20,3.6,0
440070013001005,57.8,4.6,0.3,52.8,4.2,1.2,1.7,1.3,1.3,0.2,51.3,3.3,0.3,1.6,1.9,2.1,54.8,4.3,0.6,56.4,4.4,0.2,57.5,4.1,0.2
440070003005001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070005002005,19.3,0.9,0.1,18.3,0.8,0.4,0.7,0.3,0.3,0.1,17.9,0.5,0.3,0.1,0.4,0.1,17.6,1.2,0.1,17.8,1.1,0.1,18.6,0.7,0.1
440070006001094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070029004005,6.4,1.2,0,5.8,1.2,0.2,0.2,0.1,0.1,0,6.1,0.9,0.2,0.1,0.1,0,6.2,1,0,6.3,1.1,0,6.5,1,0
440070029005036,18.3,6.1,0.1,15.9,6.6,0.7,0.5,0.3,0.4,0.1,18.6,4.2,0.5,0.2,0.3,0.2,20,3,0.3,18.3,5.3,0.1,18.9,5.2,0.1
440070028001007,12,2.6,0,10.5,2.7,0.4,0.5,0.3,0.2,0.1,11.3,1.7,0.4,0.3,0.3,0.1,12.1,1.4,0.1,11.8,2.2,0,12.1,2.2,0
440070028001006,9.4,2,0,8.3,2.1,0.4,0.4,0.2,0.1,0.1,8.9,1.3,0.3,0.2,0.2,0.1,9.5,1.1,0.1,9.2,1.8,0,9.5,1.8,0
440070017003020,8.6,1.5,0,7.4,1.8,0.3,0.3,0.3,0.1,0,8.2,1.1,0.2,0.2,0.2,0,8.3,1.2,0,8.4,1.3,0,8.5,1.4,0
440070017001008,15,3.5,0.1,13.2,3.8,0.4,0.8,0.4,0.2,0.1,14.5,1.9,0.8,0.2,0.6,0.1,15.2,2.4,0.3,14.7,2.8,0.1,14.9,3.2,0.1
440070016007005,12.8,1.8,0.1,11.7,2.3,0,0.6,0.2,0.2,0.1,12.1,1.4,0.2,0.2,0.2,0.2,12.1,1.5,0.1,12,2.2,0.1,12.4,1.8,0.1
440070006001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036023007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070036021006,53.5,3,0.1,49.9,3,0.3,0.6,0.6,0.4,0.3,47.8,2.3,0,1,1.9,1.3,50.4,2.3,0.3,51,3.2,0,51.7,2.9,0.1
440070036011017,0.8,0.2,0,0.9,0.1,0,0,0,0,0,0.8,0.1,0,0,0,0,0.9,0.1,0,0.8,0.1,0,0.9,0.1,0
440070036011022,2.7,0.6,0,2.9,0.3,0.1,0,0,0,0,2.6,0.3,0,0,0.1,0,2.9,0.3,0,2.8,0.5,0,2.9,0.3,0
440070036011025,2.6,0.5,0,2.7,0.3,0.1,0,0,0,0,2.5,0.3,0,0,0.1,0,2.7,0.2,0,2.6,0.5,0,2.8,0.3,0
440070037004004,23.4,2.5,0.1,22.1,2.3,0.5,0.2,0.4,0.3,0.1,21.1,1.6,0.3,0.7,0.8,0.6,22.8,2.1,0.1,23.3,2.1,0,23.4,2.1,0
440070004001001,34.4,2.2,0.1,33.9,2.2,0.4,0.6,0.5,0.2,0.1,32.9,1.5,0.4,0.3,0.5,0.4,32.9,2.1,0.2,32.9,2.1,0.1,33.9,1.8,0
440070004002003,20.5,1.3,0,19,1.5,0.4,0.7,0.2,0.2,0,19.3,1,0.1,0.2,0.2,0.1,19,1.6,0,19.7,1.1,0,19.7,1.2,0
440070011001004,1.7,0.2,0,1.6,0.2,0,0,0,0,0,1.5,0.2,0,0,0.1,0,1.6,0.2,0,1.6,0.2,0,1.7,0.2,0
440070011002002,4.9,0.6,0,4.4,0.7,0.1,0.1,0.1,0.1,0,4.4,0.5,0.1,0.1,0.2,0.1,4.7,0.5,0,4.7,0.7,0,4.8,0.6,0
440070011002017,0.6,0.1,0,0.5,0.1,0,0,0,0,0,0.5,0.1,0,0,0,0,0.5,0.1,0,0.5,0.1,0,0.6,0.1,0
440070011002028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070012002009,15.8,1.3,0.1,14.4,1.1,0.3,0.5,0.4,0.4,0.1,14,0.9,0.1,0.4,0.5,0.6,14.9,1.2,0.2,15.4,1.2,0,15.7,1.1,0
440070014001000,23,1.9,0.1,21.5,2.2,0.4,0.4,0.1,0.3,0,21.2,1.6,0.7,0.4,0.4,0.1,22.2,2.5,0,22.1,2.3,0,22.8,1.9,0
440070014004013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070012002015,8.6,0.7,0.1,8,0.8,0.2,0.2,0.1,0.1,0,7.9,0.6,0.3,0.2,0.2,0.1,8.3,0.9,0,8.3,0.9,0,8.5,0.7,0
440070012003005,9.6,0.9,0.1,9.3,0.9,0.1,0.3,0.2,0.1,0,9.1,0.7,0.1,0.2,0.2,0.2,9.3,0.8,0.1,9.4,1,0,9.6,0.9,0.1
440070012001005,26.4,1.7,0,26.1,1.7,0.3,0.5,0.4,0.1,0.1,25.3,1.2,0.3,0.2,0.4,0.3,25.3,1.6,0.1,25.3,1.6,0,26,1.4,0
440070012003010,13.9,1.3,0.1,13.5,1.3,0.1,0.4,0.3,0.1,0.1,13.1,1,0.2,0.3,0.3,0.3,13.5,1.2,0.2,13.6,1.4,0.1,13.9,1.2,0.1
440070003001006,10.5,1,0.1,10.1,1,0.1,0.3,0.2,0.1,0,9.8,0.7,0.2,0.3,0.2,0.2,10.1,0.9,0.1,10.2,1.1,0,10.5,0.9,0.1
440070003003002,23.3,2.2,0.1,22.5,2.2,0.2,0.6,0.5,0.1,0.1,21.9,1.6,0.3,0.6,0.5,0.5,22.6,2,0.3,22.8,2.4,0.1,23.3,2.1,0.1
440070003004001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070002002004,15.1,1,0.1,14.1,1.2,0.2,0.5,0.2,0.2,0,14.2,0.7,0.3,0.2,0.3,0.1,14.1,1.3,0.1,14.4,1.1,0,14.8,0.9,0.1
440070132013071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132013035,1.4,2.1,0,1.1,2.2,0.1,0.1,0.1,0,0,1.4,1.7,0.1,0.1,0.1,0,2.1,0.9,0,1.5,1.9,0,1.6,1.8,0
440070132013077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070132023066,3.8,5.6,0,2.9,5.8,0.4,0.2,0.2,0.1,0,3.6,4.6,0.4,0.3,0.2,0,5.6,2.4,0.1,3.9,5.2,0,4.3,4.7,0
440070132023073,3.6,5.3,0,2.7,5.5,0.4,0.2,0.2,0.1,0,3.4,4.3,0.3,0.3,0.2,0,5.3,2.2,0.1,3.7,4.9,0,4.1,4.4,0
440070127021059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070126011000,0.7,0.7,0,0.6,0.7,0.1,0,0,0,0,0.7,0.5,0,0.1,0,0,1,0.3,0,0.8,0.6,0,0.8,0.6,0
440070126011044,0.7,0.7,0,0.6,0.7,0.1,0,0,0,0,0.7,0.5,0,0.1,0,0,1,0.3,0,0.8,0.6,0,0.8,0.6,0
440070179001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440070182001007,22.7,13.2,0,21.1,12.1,1.3,0.5,0.4,0.7,0,22.7,9.9,1.1,0.7,0.7,0.1,25.5,7.5,0.4,22.2,11.8,0.1,22.9,12,0
440070181002011,4.7,2.8,0,4.4,2.5,0.3,0.1,0.1,0.1,0,4.8,2.1,0.2,0.1,0.1,0,5.3,1.6,0.1,4.7,2.5,0,4.8,2.5,0
440070174002013,10.6,4.6,0.1,9.2,4.7,0.6,0.3,0.3,0.3,0,10.5,3.3,0.4,0.3,0.5,0,10.9,3.2,0.2,10.3,4.2,0,11.2,3.6,0
440070182001001,20.5,12,0,19.1,10.9,1.2,0.5,0.4,0.6,0,20.6,9,1,0.6,0.6,0.1,23.1,6.8,0.3,20.1,10.7,0.1,20.7,10.9,0
440070182002005,4.1,2.4,0,3.8,2.2,0.2,0.1,0.1,0.1,0,4.1,1.8,0.2,0.1,0.1,0,4.6,1.4,0.1,4.1,2.2,0,4.2,2.2,0
440070184005002,0.8,0.7,0,0.7,0.6,0.1,0,0,0,0,0.8,0.5,0,0,0,0,1,0.3,0,0.8,0.5,0,0.8,0.6,0
440070182002006,10.3,6,0,9.5,5.5,0.6,0.2,0.2,0.3,0,10.3,4.5,0.5,0.3,0.3,0.1,11.5,3.4,0.2,10.1,5.4,0.1,10.4,5.4,0
440070184001008,9.3,8.4,0,8.1,7.8,0.8,0.3,0.5,0.2,0,10.5,5.8,0.4,0.3,0.4,0.1,11.9,3.9,0.1,10.1,6.9,0,10.3,6.9,0
440070184001006,11.8,10.6,0,10.3,9.9,1,0.3,0.6,0.3,0.1,13.3,7.3,0.5,0.4,0.5,0.1,15.1,5,0.2,12.8,8.7,0,13.1,8.7,0
