GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRHAW,G18USSDMCC,G18USSLCAM,G18USSGCRA,G18USSIODE,G18AUDRMCD,G18AUDDGAL,G18AUDLOTO,G18AUDGFIT,G18AUDCLUE
29183000103,29,183,000103,289.17,296.61,7.39,7.38,5.75,255.5,295.8,11.5,3.28,24.62
29183000104,29,183,000104,604.15,544.16,21.71,5.67,23.34,525,570.19,32.79,9.77,47.57
29183000106,29,183,000106,584,636,24,0,29,515,639,37,9,37
29183000107,29,183,000107,917,876,22,5,24,792,896,44,12,51
29183000111,29,183,000111,589.04,580.07,12.58,5.96,23.13,524.28,601.18,28.44,13.86,25.12
29183000113,29,183,000113,927,897,27,7,30,823,922,48,10,43
29183000121,29,183,000121,366,360,12,4,11,332,360,17,4,23
29183000122,29,183,000122,412.08,422.71,13.47,12.51,18.29,355.28,443.87,26,8.66,28.87
29183000124,29,183,000124,605.22,599.28,16.83,5,16.98,529.5,603.35,30.18,5.18,45.44
29183000126,29,183,000126,779.38,735.64,16.86,6.94,27.76,681.22,762.42,41.64,9.92,27.76
29183000128,29,183,000128,633,651,16,8,20,574,664,32,13,23
29183000129,29,183,000129,593.92,457.81,19.17,10.06,20.31,526.79,496.18,31.45,7.1,19.33
29183000130,29,183,000130,745.7,648.99,18.47,4.07,29.93,660.3,692.88,32.66,8.16,29.95
29183000131,29,183,000131,505,494,12,4,16,445,491,25,9,33
29183000132,29,183,000132,709.03,832.26,15.65,6.85,22.49,617.1,841.06,48.9,14.67,38.14
29183000139,29,183,000139,472,445,10,4,19,403,462,27,11,22
29183000140,29,183,000140,861,867,27,5,28,731,916,52,13,34
29183000143,29,183,000143,483.02,301.01,8,1,16,429.01,337.01,19,1,12
29183000144,29,183,000144,612.92,483.18,10.13,8.05,8.29,534.87,511.47,27.38,7.05,20.45
29183000145,29,183,000145,574.22,575.21,8.93,2.98,23.8,528.6,563.31,26.78,10.91,31.74
29183000146,29,183,000146,919.74,661.47,7.52,4.15,18.52,822.4,670.59,30.92,4.15,43.42
29183000147,29,183,000147,801.73,644.78,14,5,27.99,716.76,670.77,35.99,10,24.99
29183000148,29,183,000148,497.04,451.05,7.03,4.01,10.08,436.88,460,22.1,5.04,25.11
29183000149,29,183,000149,668.74,564.74,18.04,11.01,16.11,583.52,560.69,49.13,17.05,44.15
29183000150,29,183,000150,511.88,318.67,5.88,1.24,17.04,448.88,354.22,20.61,2.4,21.32
29183000151,29,183,000151,304,358,14,9,17,268,356,30,11,24
29183000152,29,183,000152,823.39,685.53,20.77,5.67,25.49,748.79,701.58,38.71,9.44,32.1
29183000153,29,183,000153,492.36,403.32,8.01,9,14.01,453.31,399.34,23.02,5.01,24.02
29183000154,29,183,000154,1240.98,835.99,18,8,31,1079.99,892.99,49,13,38
29183000155,29,183,000155,1139.08,916.82,16.87,5.95,36.71,1005.13,953.53,48.62,6.95,57.55
29183000156,29,183,000156,409,349,12,2,11,365,351,26,1,22
29183000157,29,183,000157,626,456,5,4,13,578,462,13,6,27
29183000159,29,183,000159,748.2,665.52,20.11,4.04,20.1,652.52,701.73,39.21,11.03,31.24
29183000160,29,183,000160,355,423,7,9,20,312,436,21,3,23
29183000161,29,183,000161,345.48,338.02,5.22,4.1,17.33,285.08,349.31,19.57,4.08,27.65
29183000162,29,183,000162,1025.07,896.06,26,13,33,900.06,916.06,47,20,56
29183000163,29,183,000163,1104.23,854.66,18.82,8.91,28.72,974.49,884.37,47.54,5.94,58.43
29183000165,29,183,000165,1114.98,530.7,12,5.99,15.99,929.16,611.61,38.97,1,69.94
29183000166,29,183,000166,678.64,515.71,15.99,2,12.99,564.7,556.69,25.99,6,48.97
29183000167,29,183,000167,504.18,449.91,16.13,11.52,17.55,435.71,451.62,24.81,12.47,29.47
29183000169,29,183,000169,1325.03,1157.23,22.88,10.49,31.46,1132.47,1212.52,57.19,9.53,70.54
29183000170,29,183,000170,791.44,611.16,12.88,3.96,11.89,715.17,635.93,23.77,3.96,26.74
29183000173,29,183,000173,1036,876,16,5,20,916,912,40,10,49
29183000181,29,183,000181,2212.37,1753.41,44.05,23.02,56.08,1920.5,1816.77,107.15,30.05,147.26
29183000182,29,183,000182,799.53,761.76,16.9,7.96,26.86,715.96,769.72,47.73,9.94,43.77
29183000183,29,183,000183,743.01,471.21,10.35,3.07,20.36,650.22,498.01,25.75,4.26,45.22
29183000184,29,183,000184,1344.98,976.21,18.71,3.99,19.78,1194.61,1019.79,40.42,13.78,66.25
29183000185,29,183,000185,704.45,354.31,12.05,1.02,14.08,588.19,404.33,21.14,3.03,42.13
29183000186,29,183,000186,1064.13,833.27,17.83,5.94,33.69,974.95,836.24,39.63,5.94,59.45
29183000187,29,183,000187,1554,1051,14,1,34,1334,1122,48,6,93
29183000189,29,183,000189,1002.13,540,11.98,2.99,14.97,863.39,579.92,30.94,10.98,51.9
29183000190,29,183,000190,1025.13,694.99,7.93,7.93,18.84,880.38,742.58,22.8,4.96,60.48
29183000193,29,183,000193,435.95,398.23,14.46,1.93,10.6,376.15,416.55,16.4,2.9,24.12
29183000194,29,183,000194,689.66,522.74,7,9,8,612.7,552.73,12.99,4,36.98
29183000196,29,183,000196,656.5,440.65,7.02,2.01,11.03,560.46,490.68,22.02,2.02,21.02
29183000197,29,183,000197,1224.79,874.24,18.45,8.03,35.19,1056.43,929.63,51.34,13.04,79.47
29183000198,29,183,000198,435.35,411.75,14.5,3.88,11.86,385.75,414.27,20.69,8.73,30.23
29183000199,29,183,000199,1548.06,919.06,16,4,22,1337.05,1004.06,40,12,74
29183000200,29,183,000200,1118.17,745.77,18.67,5.9,29.48,983.56,781.15,48.15,12.77,54.04
29183000202,29,183,000202,957.42,607.71,18.09,6.04,12.21,812.55,650,40.28,9.07,57.43
29183000203,29,183,000203,833,522,17,2,12,748,551,34,5,24
29183000205,29,183,000205,490.84,428.61,8.99,4.99,15.97,430.84,463.59,18.98,7.98,16
29183000206,29,183,000206,1378.08,1065.65,19,11,37,1243.88,1123.74,55.02,10.01,43.04
29183000207,29,183,000207,1023.22,714.46,16.99,8.99,17.99,918.3,744.43,32.97,10.99,27.98
29183000208,29,183,000208,770.2,621.55,12.02,10.01,17.01,663.07,633.68,39.01,7,44.02
29183000210,29,183,000210,1422.79,767.74,7.97,4.26,15.93,1229.8,857.6,28.44,8.53,52.11
29183000211,29,183,000211,625.38,460.29,5.01,3,11.01,499.34,528.31,16.02,3,24.01
29183000212,29,183,000212,571,523,14,2,15,500,552,24,5,23
29183000213,29,183,000213,420.84,464.82,14.99,9,13,355.86,452.83,44.98,13,32.99
29183000214,29,183,000214,1534.14,1159.64,25.01,6,29.02,1367.01,1224.69,45.03,7.01,63.03
29183000215,29,183,000215,620,552,6,4,13,523,595,18,4,22
29183000217,29,183,000217,522.77,540.54,22.01,12.01,18.01,476.69,531.56,33.02,11.01,43.02
29183000218,29,183,000218,673.8,401.45,9.98,5.99,9.99,593.93,450.32,17.99,4,20.98
29183000219,29,183,000219,731.67,509.38,5.98,1.99,10.97,630.99,553.24,22.93,4.98,24.92
29183000220,29,183,000220,361.5,322.89,6.75,1.85,6.98,318,335.34,15.33,1.91,10.3
29183000221,29,183,000221,629.25,355.49,3.19,1.05,10.08,559.43,382.16,18.42,3.14,17.39
29183000222,29,183,000222,986.66,529.82,19.1,10.04,21.06,862.02,568.93,38.17,11.05,55.31
29183000225,29,183,000225,591.24,394.59,16.43,1.14,13.17,512.8,425.58,18.23,6.38,32.02
29183000226,29,183,000226,704.34,474.18,11.9,4.96,7.94,623.98,488.07,20.83,5.95,38.69
29183000227,29,183,000227,1501.29,712.61,15.52,1.01,17.61,1299.48,808.9,42.88,5.86,45.92
29183000228,29,183,000228,948.69,894.38,17.52,7.88,21.03,839.19,932.92,42.05,10.51,30.66
29183000229,29,183,000229,1257,672,14,2,15,1066,728,31,7,69
29183000230,29,183,000230,562.59,461.46,8.45,1.03,10.51,507.71,474.27,18.24,5.17,12.33
29183000231,29,183,000231,863.3,429.59,4.4,1.08,10.4,748.07,470.1,26.59,2.17,32.42
29183000234,29,183,000234,663,380,1,1,7,590,411,9,1,24
29185000002,29,185,000002,176,119,1,1,5,159,130,4,2,3
29185000003,29,185,000003,41.05,7.82,0.73,0.24,0.98,33.23,14.41,1.22,0.49,0.49
29185000004,29,185,000004,126.95,24.18,2.27,0.76,3.02,102.77,44.59,3.78,1.51,1.51
29185000005,29,185,000005,184.83,78.67,5.22,1.39,7.66,155.59,106.16,6.61,1.04,4.87
29185000006,29,185,000006,248.72,105.86,7.03,1.87,10.3,209.38,142.86,8.9,1.41,6.56
29185000007,29,185,000007,95.87,40.8,2.71,0.72,3.97,80.7,55.07,3.43,0.54,2.53
29185000008,29,185,000008,178.34,83.49,7.26,2.49,7.3,142.19,124.24,4.24,1.66,5.68
29185000009,29,185,000009,167.1,40.1,3.04,1.22,9.72,144.01,63.19,4.86,1.82,4.86
29185000010,29,185,000010,107.9,25.9,1.96,0.78,6.28,92.99,40.81,3.14,1.18,3.14
29185000011,29,185,000011,152.16,54.09,2.38,2.84,2.85,124.19,78.3,6.15,1.89,2.38
29185000012,29,185,000012,84.45,36.91,1.3,0.87,3.04,71.43,47.98,1.95,0.65,2.61
29185000013,29,185,000013,304.55,133.09,4.7,3.13,10.96,257.57,173.02,7.05,2.35,9.39
29185000014,29,185,000014,228.09,108.46,2.8,1.68,12.3,201.26,133.06,4.47,3.35,3.91
29185000015,29,185,000015,179.91,85.55,2.2,1.32,9.7,158.74,104.95,3.53,2.65,3.09
29185000016,29,185,000016,43.92,20.74,1.83,0.61,1.83,34.97,30.9,1.02,0.41,1.42
29185000017,29,185,000017,163.71,58.14,2.55,3.06,3.06,133.62,84.15,6.63,2.04,2.55
29185000018,29,185,000018,162.73,71.2,3.39,1.7,3.96,137.87,95.49,1.7,2.26,3.96
29185000019,29,185,000019,125.71,55.02,2.63,1.31,3.06,106.48,73.82,1.32,1.74,3.06
29186000002,29,186,000002,224.15,163.98,3.49,0.9,6.58,185.69,178.05,6.67,2.48,2.73
29186000003,29,186,000003,240.29,141.58,1.99,2.99,7.98,227.33,145.57,2.99,9.97,6.98
29186000004,29,186,000004,201.71,91.42,5.01,2.01,6.02,187.67,100.43,6.01,4.03,1.02
29186000005,29,186,000005,561.53,424.55,17.7,8.16,16.5,505.72,447.86,22.45,5.55,19.54
29186000006,29,186,000006,566.82,384.43,6.03,8,26.02,501.69,413.53,17.02,6.01,11.01
29186000007,29,186,000007,209.23,209.09,7.2,1.7,8.11,185.49,209.62,8.39,5.7,3.94
29186000009,29,186,000009,316.18,164.57,9.97,0,7.98,264.31,203.47,5.98,3.99,3.99
29186000010,29,186,000010,93.32,91.47,2.85,1.88,3.96,90.37,87.9,8.39,3.71,0.2
29186000011,29,186,000011,257.23,256.15,4.03,1.99,10.68,218.64,259.02,6.2,2.09,6.67
29186000012,29,186,000012,223.61,274.76,5.79,3.62,3.67,202.46,267.58,15.17,5.78,5.81
29186000013,29,186,000013,554.61,564.53,14.18,6.38,18.4,480.52,573.67,33.68,8.21,6.31
29186000014,29,186,000014,457.8,583.95,15.81,4.39,15.24,395.32,588.92,19.15,7.52,13.92
29187000002,29,187,000002,507,287,8,4,16,433,340,13,8,11
29187000005,29,187,000005,1212.93,820.8,41.06,13.02,49.18,1098.63,904.95,58.11,14.04,27.12
29187000006,29,187,000006,352.75,182.67,7.16,6.87,10.59,312.95,206.15,11.17,7.16,8.88
29187000007,29,187,000007,262.4,195.6,7.64,1.61,6.29,237.05,206.3,9.17,6.13,8.47
29187000008,29,187,000008,410.22,260.02,5.34,6,14.16,342.12,310.77,6.41,5.21,9.31
29187000009,29,187,000009,512.04,351.08,18.38,6.58,14.41,450.88,399.61,21.17,9.41,11.92
29187000010,29,187,000010,853,415,15,5,12,778,456,24,4,16
29187000011,29,187,000011,1312.12,732.21,30.16,15.16,43.24,1173.21,804.75,42.26,22.16,41.2
29187000012,29,187,000012,949.87,641.32,23.37,9.16,29.41,824.63,724.44,34.43,13.14,28.2
29187000013,29,187,000013,652.82,440.04,25.12,12.08,27.25,605.73,465.82,32.19,11.13,14.33
29187000014,29,187,000014,864.09,447.47,17.53,16.83,25.95,766.6,504.99,27.35,17.53,21.74
29187000016,29,187,000016,259,128,11,3,9,242,133,10,9,5
29187000017,29,187,000017,313,135,10,5,3,282,155,9,5,7
29187000018,29,187,000018,152.12,89.74,4.66,3.27,8.93,138.1,101.41,6.16,3.28,3
29187000019,29,187,000019,536.55,324.11,23.45,13.09,26.78,503.5,355.52,20.78,10.57,16.21
29187000020,29,187,000020,386,113,5,0,10,342,147,13,3,6
29187000021,29,187,000021,740.36,440.99,24.46,10.99,38.86,645.01,511.6,34.75,18.38,14.1
29187000023,29,187,000023,423.99,255.31,17.3,5.86,22.68,380.75,287.2,21.15,7.5,17.76
29187000024,29,187,000024,662.68,353.45,15.41,9.49,26.43,578.48,408.45,26.01,13.38,13.88
29187000025,29,187,000025,666.6,474.73,9.89,3.96,30.66,616.16,500.44,18.79,5.93,20.77
29187000026,29,187,000026,681,457,10,3,18,619,489,19,11,13
29187000027,29,187,000027,397,223,12,3,4,346,266,14,1,2
29189001600,29,189,001600,11.86,24.79,0.58,0.31,0.67,10.24,24.83,1.12,0.54,0.9
291890AP001,29,189,0AP001,85.22,209.04,3.62,3.22,6.83,73.16,213.06,8.04,4.02,6.03
291890AP002,29,189,0AP002,34.81,86.63,1.63,1.29,2.75,29.96,88.15,3.3,1.66,2.46
291890AP003,29,189,0AP003,4.58,100.25,0.62,0.62,1.08,4.11,97.97,0.77,1.06,1.24
291890AP004,29,189,0AP004,42.51,120.08,1.02,1.03,2.03,34.44,128.1,2.04,0.02,1.03
291890AP005,29,189,0AP005,108.52,282.26,3.92,2.24,12.87,92.86,280.02,15.67,2.8,7.28
291890AP006,29,189,0AP006,0,1,0,0,0.5,0,2,0,0,0
291890AP007,29,189,0AP007,17.13,45.39,0.74,0.6,1.46,14.68,45.95,1.71,0.88,1.2
291890AP008,29,189,0AP008,14.07,30.25,0.42,0.7,1.41,13.09,30.25,1.27,0.42,0.28
291890AP009,29,189,0AP009,81.28,188.42,4.62,6.47,10.16,66.5,190.27,13.85,4.62,8.31
291890AP010,29,189,0AP010,80.82,390.47,5.84,1.95,11.69,74.01,384.63,12.66,2.92,7.79
291890AP011,29,189,0AP011,49.45,190.75,2.35,0.94,5.65,41.92,187.92,6.59,3.77,3.3
291890AP012,29,189,0AP012,131.98,316.76,3.93,2.25,7.3,110.64,320.7,11.79,3.37,8.99
291890AP013,29,189,0AP013,77,212,9,5,8,74,212,4,7,4
291890AP014,29,189,0AP014,20.31,49.46,0.51,0.5,1.14,16.84,50.18,1.63,0.81,1.07
291890AP015,29,189,0AP015,34.55,83.42,0.85,0.85,1.91,28.62,84.69,2.76,1.38,1.8
291890AP016,29,189,0AP016,83.32,208.64,2.1,2.09,4.63,69.07,211.46,6.71,3.44,4.38
291890AP017,29,189,0AP017,530.36,717,5.92,4.05,18.46,455.63,755.71,20.55,6.92,15.71
291890AP018,29,189,0AP018,23.76,61.68,0.96,0.75,3.32,20.18,62.43,3.53,0.75,1.72
291890AP019,29,189,0AP019,108.36,363,4.74,0.68,6.1,95.49,356.9,7.45,2.03,9.48
291890AP020,29,189,0AP020,85.93,184.75,2.58,4.3,8.59,79.91,184.75,7.73,2.58,1.72
291890AP021,29,189,0AP021,3.12,8.1,0.11,0.06,0.37,2.67,8.04,0.45,0.08,0.21
291890AP022,29,189,0AP022,23.99,75.9,2.72,0.68,1.7,21.61,75.56,2.72,1.19,1.7
291890AP023,29,189,0AP023,9.6,12.99,0.11,0.07,0.33,8.25,13.69,0.37,0.12,0.28
291890AP024,29,189,0AP024,53.14,204.98,2.53,1.01,6.07,45.04,201.94,7.09,4.05,3.54
291890AP025,29,189,0AP025,2.52,5.85,0.14,0.2,0.32,2.07,5.91,0.43,0.14,0.26
291890AP026,29,189,0AP026,0,0,0,0,0,0,0,0,0,0
291890AP027,29,189,0AP027,8.13,179.8,1.12,1.12,1.96,7.29,175.59,1.4,1.96,2.24
291890AP028,29,189,0AP028,144.64,309.11,5.79,8.27,9.92,124.8,314.9,12.4,4.96,7.44
291890AP029,29,189,0AP029,59.6,170.43,3.87,4.19,5.48,53.16,174.3,7.41,2.9,3.54
291890AP030,29,189,0AP030,8.33,41.63,0.98,0,0,8.33,41.14,1.47,0,0
291890AP031,29,189,0AP031,106.83,305.48,6.93,7.51,9.82,95.28,312.41,13.28,5.2,6.35
291890AP032,29,189,0AP032,102.89,246.94,3.06,1.75,5.69,86.25,250,9.19,2.63,7.01
291890AP033,29,189,0AP033,18.57,53.09,1.2,1.3,1.71,16.56,54.29,2.31,0.9,1.1
291890AP034,29,189,0AP034,53.08,369.23,4.08,2.92,4.67,48.41,366.31,4.67,7.58,2.92
291890AP035,29,189,0AP035,8.41,42.06,0.99,0,0,8.41,41.57,1.48,0,0
291890AP036,29,189,0AP036,8.21,59.16,0.1,0.1,0.23,7.48,57.31,2.34,0.17,0.22
291890AP037,29,189,0AP037,46.4,129.28,3.08,1.94,3.91,39.6,132.05,5.89,1.99,2.04
291890AP038,29,189,0AP038,21.17,381.14,1.87,1.4,2.77,19.73,377.97,1.88,1.06,3.17
291890AP039,29,189,0AP039,65.88,183.98,2.49,1.42,7.91,56.5,182.3,9.54,1.81,4.56
291890AP040,29,189,0AP040,117.83,223.6,5.69,2.34,7.03,98.75,232.64,9.71,2.34,7.03
291890AP041,29,189,0AP041,138,276,3,2,2,114,285,9,5,4
291890AP042,29,189,0AP042,1.13,1.53,0.01,0.01,0.04,0.97,1.61,0.04,0.01,0.03
291890AP043,29,189,0AP043,76.95,188.75,3.27,2.9,6.17,66.06,192.38,7.26,3.63,5.44
291890AP044,29,189,0AP044,59,172,4,0,2,46,164,11,1,9
291890AP045,29,189,0AP045,18.52,175.84,1.49,1.31,1.56,16.53,172.13,2.69,2.79,1.55
291890AP046,29,189,0AP046,17.74,33.67,0.86,0.35,1.06,14.87,35.03,1.46,0.35,1.06
291890AP047,29,189,0AP047,29.86,63.8,1.19,1.71,2.05,25.76,65,2.56,1.02,1.54
291890AP048,29,189,0AP048,28.92,51.76,1.13,1.08,1.18,23.65,53.88,1.28,2.07,2.07
291890AP049,29,189,0AP049,169.1,291.47,4.34,1.14,5.42,130.95,304.01,15.58,4.14,8.42
291890AP050,29,189,0AP050,12.2,127.1,1.07,0.94,1.07,10.99,124.29,1.88,2.01,1.07
291890AP051,29,189,0AP051,2.15,12.84,0.11,0.1,0.15,1.85,12.66,0.24,0.21,0.15
291890AP200,29,189,0AP200,0,0,0,0,0,0,0,0,0,0
291890AP201,29,189,0AP201,0,0,0,0,0,0,0,0,0,0
291890AP202,29,189,0AP202,0,0,0,0,0,0,0,0,0,0
291890AP203,29,189,0AP203,0.12,0.41,0.01,0,0.01,0.11,0.4,0.01,0,0.01
291890AP206,29,189,0AP206,0.03,0.74,0,0,0.01,0.03,0.72,0.01,0.01,0.01
291890AP207,29,189,0AP207,0,0,0,0,0,0,0,0,0,0
291890AP208,29,189,0AP208,0.16,0.8,0.02,0,0,0.16,0.79,0.03,0,0
291890AP211,29,189,0AP211,0.1,0.51,0.01,0,0,0.1,0.5,0.02,0,0
291890AP214,29,189,0AP214,0,0,0,0,0,0,0,0,0,0
291890AP215,29,189,0AP215,2.92,7.17,0.12,0.11,0.23,2.51,7.31,0.28,0.14,0.21
291890AP216,29,189,0AP216,0,0,0,0,0,0,0,0,0,0
291890AP217,29,189,0AP217,0,0,0,0,0,0,0,0,0,0
291890AP218,29,189,0AP218,0,0,0,0,0,0,0,0,0,0
291890AP225,29,189,0AP225,0,0,0,0,0,0,0,0,0,0
291890AP230,29,189,0AP230,0,0,0,0,0,0,0,0,0,0
291890AP232,29,189,0AP232,0,0.03,0,0,0,0,0.03,0,0,0
291890AP233,29,189,0AP233,0,0,0,0,0,0,0,0,0,0
291890AP237,29,189,0AP237,0,0,0,0,0,0,0,0,0,0
291890CC001,29,189,0CC001,224.33,458.87,9.52,4.76,5.44,191.7,462.27,17.67,4.76,9.52
291890CC002,29,189,0CC002,215.85,422.53,4.28,4.89,3.06,193.84,421.92,15.9,4.89,3.06
291890CC003,29,189,0CC003,67.03,148.22,2.83,0.94,1.18,58.53,151.05,5.9,1.18,1.89
291890CC004,29,189,0CC004,81.67,179.89,3.39,1.17,1.43,71.38,183.22,7.15,1.45,2.26
291890CC005,29,189,0CC005,138.05,305.27,5.83,1.94,2.43,120.55,311.1,12.15,2.43,3.89
291890CC006,29,189,0CC006,213.27,400.79,4.41,5.15,5.88,180.17,411.09,11.03,5.15,11.03
291890CC007,29,189,0CC007,62.98,123.28,1.25,1.43,0.89,56.56,123.1,4.64,1.43,0.89
291890CC008,29,189,0CC008,72.66,136.94,1.51,1.74,2,61.38,140.41,3.77,1.75,3.76
291890CC009,29,189,0CC009,42.33,75.18,0.26,0.13,1.17,36.49,77.9,2.47,0.26,0.91
291890CC010,29,189,0CC010,105.67,216.13,4.48,2.24,2.56,90.3,217.73,8.33,2.24,4.48
291890CC011,29,189,0CC011,260.33,462.37,1.6,0.8,7.19,224.4,479.14,15.17,1.6,5.59
291890CC012,29,189,0CC012,22.4,83.17,0.55,0.36,0.54,18.96,83.71,1.64,0.72,0.63
291890CC013,29,189,0CC013,4.34,16.13,0.11,0.07,0.11,3.67,16.23,0.32,0.14,0.12
291890CC014,29,189,0CC014,367,779,5,4,4,295,802,13,7,12
291890CC015,29,189,0CC015,360.39,304.22,3.65,1.46,2.92,332.67,313.7,10.94,0.73,3.65
291890CC016,29,189,0CC016,23.34,41.45,0.14,0.07,0.64,20.12,42.96,1.36,0.14,0.5
291890CC017,29,189,0CC017,31.17,136.39,1.87,0.7,0.47,28.82,135.21,3.52,1.87,0.47
291890CC018,29,189,0CC018,143.27,278.39,3.92,2.17,4.75,119.01,289,13.65,1.25,5.35
291890CC019,29,189,0CC019,294.99,364.73,4.71,1.88,0.94,264.83,376.99,7.54,2.83,2.83
291890CC020,29,189,0CC020,505.46,344.59,4.41,0.89,4.58,430.42,374.48,18.52,5.29,13.4
291890CC021,29,189,0CC021,45.07,48.2,0.06,0.36,0.54,38.5,51.38,1.44,0.24,1.31
291890CC022,29,189,0CC022,17.18,63.79,0.42,0.28,0.42,14.53,64.21,1.25,0.55,0.49
291890CC023,29,189,0CC023,325,580,2,0,3,292,586,14,3,5
291890CC024,29,189,0CC024,24.62,28.31,0,0,0,19.69,30.77,2.46,0,0
291890CC025,29,189,0CC025,136.51,136.81,3.46,1.15,1.73,119.63,147.24,5.22,0.59,2.34
291890CC026,29,189,0CC026,17.6,11.97,0.15,0.03,0.15,14.97,13.02,0.65,0.19,0.46
291890CC027,29,189,0CC027,279.29,348.17,1.51,0.76,1.51,238.42,364.07,9.84,3.03,7.57
291890CC028,29,189,0CC028,112.21,145.29,0,1.44,2.88,90.63,158.96,5.75,0,3.6
291890CC030,29,189,0CC030,5.09,22.28,0.31,0.11,0.08,4.71,22.09,0.57,0.31,0.08
291890CC031,29,189,0CC031,248.3,416.82,9.97,5.98,2.99,203.43,442.75,16.95,3.99,7.98
291890CC032,29,189,0CC032,3.65,3.33,0,0.11,0.11,2.69,4.3,0,0.11,0.21
291890CC033,29,189,0CC033,73.47,146.68,1.01,1.51,2.26,63.35,152.24,6.06,1.01,0.75
291890CC034,29,189,0CC034,18.01,22.27,0.29,0.12,0.06,16.17,23.01,0.46,0.17,0.17
291890CC035,29,189,0CC035,174.7,434.18,10.03,3.02,5.01,165.57,416.25,19.05,6.01,12.02
291890CC036,29,189,0CC036,87,183,0,1,2,74,188,4,2,2
291890CC037,29,189,0CC037,25.46,76.89,0,1.19,1.19,16.75,85.6,0,0.19,1.38
291890CC038,29,189,0CC038,27.62,120.88,1.66,0.62,0.42,25.55,119.84,3.12,1.66,0.42
291890CC039,29,189,0CC039,41.78,52.08,0.23,0.11,0.23,35.66,54.46,1.47,0.45,1.13
291890CC040,29,189,0CC040,97.31,96.42,2.44,0.81,1.23,85.23,103.82,3.72,0.43,1.68
291890CC041,29,189,0CC041,82,185,2,1,2,71,195,4,0,1
291890CC042,29,189,0CC042,125.15,301.17,2.92,1.75,4.09,105.26,307.02,14.04,1.75,2.34
291890CC043,29,189,0CC043,3.87,32.76,0.23,0.23,0,4.55,31.85,0.45,0,0.23
291890CC044,29,189,0CC044,210,508,8,2,4,189,516,14,2,5
291890CC045,29,189,0CC045,0,0,0,0,0,0,0,0,0,0
291890CC046,29,189,0CC046,57.72,86.58,1.36,0.54,1.63,49.83,92.57,2.45,0.82,1.09
291890CC047,29,189,0CC047,27.42,60.89,0.47,0.71,1.07,24.1,62.79,2.14,0.47,0.36
291890CC048,29,189,0CC048,55.5,199.76,2.22,0.82,1.23,47.72,200.98,4.67,1.64,1.43
291890CC049,29,189,0CC049,231.5,233.43,0.39,1.54,1.93,200.69,246.52,6.16,1.54,6.55
291890CC050,29,189,0CC050,146.65,414.5,6,3.05,2.05,129.21,421.94,10,5.05,5.1
291890CC051,29,189,0CC051,0,0,0,0,0,0,0,0,0,0
291890CC052,29,189,0CC052,154.28,231.42,3.64,1.46,4.37,133.17,247.43,6.55,2.18,2.91
291890CC053,29,189,0CC053,308,610,10,4,12,238,656,22,4,14
291890CC054,29,189,0CC054,23,80,0,1,1,23,74,0,2,1
291890CC055,29,189,0CC055,126,183,1,0,1,103,192,8,0,4
291890CC056,29,189,0CC056,18.58,16.94,0,0.55,0.55,13.66,21.86,0,0.55,1.09
291890CC057,29,189,0CC057,19.57,37.5,0.58,0.41,1.32,17.27,38.08,1.73,0.66,0.82
291890CC058,29,189,0CC058,149.15,326.45,2.52,3.89,5.78,130.55,337.5,11.34,2.63,2.1
291890CC201,29,189,0CC201,0.01,0.02,0,0,0,0.01,0.02,0,0,0
291890CC202,29,189,0CC202,0,0,0,0,0,0,0,0,0,0
291890CC203,29,189,0CC203,0,0,0,0,0,0,0,0,0,0
291890CC205,29,189,0CC205,0,0,0,0,0,0,0,0,0,0
291890CC208,29,189,0CC208,48.45,212,2.91,1.09,0.73,44.81,210.18,5.46,2.91,0.73
291890CC214,29,189,0CC214,0,0,0,0,0,0,0,0,0,0
291890CC221,29,189,0CC221,0,0,0,0,0,0,0,0,0,0
291890LC001,29,189,0LC001,39.41,136.68,1.27,1.27,2.86,32.42,141.44,2.86,1.27,1.91
291890LC002,29,189,0LC002,134.63,220.42,4.84,1.32,8.36,112.63,227.9,13.2,2.64,9.68
291890LC003,29,189,0LC003,171.37,280.58,6.16,1.68,10.64,143.37,290.1,16.8,3.36,12.32
291890LC004,29,189,0LC004,73.47,248.32,3.69,2.87,6.16,65.26,249.96,8.21,1.64,5.75
291890LC005,29,189,0LC005,251,552,6,6,12,207,557,17,4,25
291890LC006,29,189,0LC006,104.75,272.83,4.38,1.59,7.57,90.41,275.62,7.97,1.19,8.36
291890LC007,29,189,0LC007,7.5,28.43,0.23,0.27,0.36,6.82,28.25,0.68,0.27,0.45
291890LC008,29,189,0LC008,87.05,231.18,5.68,0.63,3.15,74.12,235.91,6.94,2.52,3.78
291890LC009,29,189,0LC009,157.18,409.38,6.57,2.39,11.36,135.66,413.56,11.95,1.79,12.55
291890LC010,29,189,0LC010,249.1,520.84,12.27,6.6,14.15,215.13,521.78,23.59,11.32,18.87
291890LC011,29,189,0LC011,167.52,317.64,6.35,1.09,8.99,139.64,332.12,10.11,3.75,10.13
291890LC012,29,189,0LC012,86.94,406.31,1.77,1.2,2.82,80.86,404.49,6.09,2.69,2.63
291890LC013,29,189,0LC013,148.46,283.16,5.69,0.95,8.06,123.79,295.96,9.01,3.32,9.01
