GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSRGRA,G20USSDHAR,G20USSCBLE,G20USSOWRI
45015000034,45,015,000034,857.81,279.71,14.31,1.91,2.85,863.49,284.49,11.46,0
45015000035,45,015,000035,762.35,206.99,4.28,1.02,0,743.24,209.16,27.25,0.03
45015000036,45,015,000036,1167.25,282.61,12.94,0,0,1167.25,277.63,19.9,0
45015000037,45,015,000037,161,854,3,0,1,149,856,11,0
45015000038,45,015,000038,438.98,297.59,9.05,1.02,0,423.9,300.62,22.1,0
45015000039,45,015,000039,600.73,398.02,18.51,2.78,0,579.44,410.98,31.47,0
45015000040,45,015,000040,594.03,447.46,16.04,2.38,0.02,567.88,458.75,27.35,2.03
45015000041,45,015,000041,174,116,2,1,1,167,120,7,0
45015000042,45,015,000042,192.09,828.79,2.15,3.15,1,181.79,838.24,6.15,0.15
45015000043,45,015,000043,474,519,9,4,0,454,535,20,0
45015000044,45,015,000044,537,442,5,6,1,504,458,26,1
45015000045,45,015,000045,1132.17,569.55,16.51,2.67,1.98,1131.91,576.49,13.73,0.16
45015000046,45,015,000046,796.17,622.59,27.15,0,1.94,762.23,649.74,30.06,2.91
45015000047,45,015,000047,593.44,447.18,15.15,3.46,0.04,574.68,458.12,28.26,0.94
45015000048,45,015,000048,353.91,462.11,7.04,0.01,0,340.76,466.22,13.08,0
45015000049,45,015,000049,1173.67,791,28.58,6.24,2.17,1149.75,822.4,29.61,2.11
45015000050,45,015,000050,766,353,16,3,1,769,358,11,1
45015000051,45,015,000051,769.41,450.52,22.93,0.98,1.92,760.93,465.74,17.18,1.89
45015000052,45,015,000052,749.38,383.07,19.15,4.06,1.01,720.33,401.19,36.12,0.01
45015000054,45,015,000054,446.95,491.63,14.82,7.21,0.13,432.91,513.65,18.24,1.09
45015000055,45,015,000055,592.69,835.8,18.85,2.83,0.94,571.96,857.47,21.67,0
45015000056,45,015,000056,369.67,373.65,12.92,3.97,0.99,354.77,386.56,18.88,0.99
45015000057,45,015,000057,768,943,26,10,0,733,975,39,1
45015000058,45,015,000058,746,1010,29,5,2,731,1032,29,0
45015000059,45,015,000059,672.32,802.19,21.46,5.03,1,658.05,813.45,23.43,0.03
45015000060,45,015,000060,367,359,9,0,0,356,365,7,3
45015000061,45,015,000061,825.67,688.24,20.05,4.05,0.01,868.62,676.39,3.05,1
45015000062,45,015,000062,1340,981,39,2,0,1401,949,12,1
45015000063,45,015,000063,1239.99,662.52,44.71,1.01,2.98,1257.88,666.47,18.92,0.99
45015000064,45,015,000064,953.89,796.52,28.13,3.52,0,951.25,805.31,21.1,2.64
45015000065,45,015,000065,1202.14,942.54,63.01,9.01,3,1145.03,1015.6,53.05,1
45015000066,45,015,000066,684.04,755.47,28.38,1.96,1.96,646.85,786.79,42.08,3.91
45015000067,45,015,000067,1022.86,732.84,40.83,6.96,0.99,1004.87,757.77,46.83,0
45015000068,45,015,000068,816.44,279.48,20.69,4.21,0.08,817.98,281.67,22.08,1.05
45015000069,45,015,000069,207.43,749.94,2.99,2.99,1,209.43,752.93,3.99,1
45015000070,45,015,000070,478.05,298.38,13.5,0.97,0,470.3,306.12,12.56,0.96
45015000071,45,015,000071,428.77,309.53,16.07,4.23,0.85,426.24,313.76,17.76,1.69
45015000072,45,015,000072,632.49,539.41,11.34,3.6,0.14,616.54,546.89,21.32,0.27
45015000073,45,015,000073,685.38,394.54,22.96,2,1.01,683.42,401.53,21.92,0.99
45015000074,45,015,000074,411,532,15,7,1,407,541,16,0
45015000075,45,015,000075,797.79,422.57,24.26,4.05,3.1,785.31,444.41,19.94,3.1
45015000076,45,015,000076,467.63,336.55,13.13,1.74,0.1,455.5,345.32,13.14,0.77
45015000077,45,015,000077,936.75,612.89,41.3,5.04,3,942.45,628.1,25.27,1.02
45015000078,45,015,000078,665.96,538.35,15.36,2.88,0.96,662.12,536.44,23.03,0.96
45015000079,45,015,000079,319.48,708.93,21.12,4.02,1,299.27,734.04,21.2,1.01
45015000080,45,015,000080,554.52,486.07,14.88,2.98,0,528.73,499.96,24.8,0.99
45015000081,45,015,000081,485,629,14,3,2,459,645,25,3
45015000082,45,015,000082,196.65,195.39,16,1.04,0,194.63,202.41,13.04,0.01
45015000083,45,015,000083,654.1,409.07,15,4,3,623.1,429.07,29,1
45015000084,45,015,000084,690.48,661.82,28.14,2.08,2.02,673.4,677.72,27.29,2.02
45015000085,45,015,000085,671.65,681.01,22.72,1.98,0,654.76,694.84,30.75,1.97
45015000086,45,015,000086,235.95,197.01,11.1,1.01,0,228.9,206.06,8.1,1
45015000087,45,015,000087,647.93,834.85,21.31,5.81,3.87,619.84,861.97,33.9,2.91
45015000088,45,015,000088,25.57,3.87,0,0,0,25.57,3.87,0,0
45015000089,45,015,000089,914.03,585.86,3.86,5.79,1.93,934.3,574.28,10.62,2.9
45015000090,45,015,000090,738.1,440.48,11.91,4.96,0,726.19,451.39,12.9,0
45015000091,45,015,000091,818.84,559.15,24.07,2.1,1.03,788.19,575.95,41.18,1.05
45015000092,45,015,000092,402,518,12,2,0,399,523,14,0
45015000093,45,015,000093,415.21,593.38,15.75,1.01,1.95,394.72,614.87,10.93,1.94
45015000094,45,015,000094,499.79,378.33,10.95,0,0,479.88,390.27,17.92,0
45015000095,45,015,000095,932.14,182.98,9.07,0.11,3.04,902.52,204.77,21.2,1.05
45015000096,45,015,000096,126.09,6.79,0.97,0,0,116.39,10.67,5.82,0.97
45015000097,45,015,000097,777.9,566.93,29,2,0,797.9,563.93,14,1
45015000098,45,015,000098,7.43,1.13,0,0,0,7.43,1.13,0,0
45015000099,45,015,000099,1.73,1.73,0.14,0.01,0,1.71,1.79,0.12,0
45015000100,45,015,000100,269.43,218.73,7.03,2.15,0.05,259.29,229.91,8.19,0
45015000101,45,015,000101,182.85,106.87,4.05,1.02,0,169.02,116.79,7.97,0
45017000001,45,017,000001,530.09,265.21,2.66,2.17,0.04,507.93,281.59,12.83,0.04
45017000002,45,017,000002,263,282,10,2,0,260,289,11,0
45017000003,45,017,000003,416.47,405.22,4.69,1.88,0,393.02,420.23,14.07,0.94
45017000004,45,017,000004,90.89,73.21,1.66,0.74,0,91.8,73.95,1.95,0.12
45017000005,45,017,000005,360,1147,10,5,2,352,1160,15,0
45017000006,45,017,000006,217,156,1,1,1,205,161,12,0
45017000007,45,017,000007,94.79,89.32,0.03,0.02,0,93.79,85.72,4.63,0.01
45017000008,45,017,000008,433.08,347.37,3.32,0.26,0,424.25,347.63,7.99,1.87
45017000009,45,017,000009,197,60,0,0,0,197,60,1,0
45017000010,45,017,000010,167.53,236.78,1.31,0.12,0,159.98,239.77,4.93,0.06
45017000011,45,017,000011,894.58,341.38,13.51,2.92,0.96,886.54,343.57,23.28,0.96
45017000012,45,017,000012,636.02,543.42,10.02,2,1,624.95,555.42,14.06,1.01
45019000004,45,019,000004,499.96,604.75,10.96,1,0,503.94,600.77,9.96,0
45019000008,45,019,000008,410.21,415.34,8.12,2.48,0.03,416.77,412.18,9.42,0.03
45019000010,45,019,000010,515,326,20,3,0,553,313,3,0
45019000011,45,019,000011,668.8,488.3,22.14,4.01,1,708.29,458.96,19.04,2
45019000012,45,019,000012,849.2,536.7,17.86,0.99,0,909.71,494.04,4.96,0
45019000032,45,019,000032,679,797,20,2,0,721,767,6,2
45019000100,45,019,000100,448.35,886.76,10.94,2.98,0,444.37,897.7,8.95,3.98
45019000102,45,019,000102,253,619,16,7,0,247,631,19,1
45019000103,45,019,000103,849.5,1176.27,29.49,10.81,1.97,839.67,1200.84,22.61,0.98
45019000104,45,019,000104,627.99,963.17,23.94,8.29,0.92,590.24,999.08,23.94,2.76
45019000105,45,019,000105,354.17,802.79,20.66,2.95,0.98,345.32,820.5,13.77,1.97
45019000106,45,019,000106,372.83,428.21,15.34,3.05,1.02,360.68,435.5,20.23,1.03
45019000107,45,019,000107,468.01,1124.83,22.06,2.71,2.08,453.76,1142.92,22.06,0.24
45019000110,45,019,000110,598,820,11,9,2,572,837,29,2
45019000132,45,019,000132,823.83,1330.41,28.85,7,1.06,782.77,1368.26,34.94,2.09
45019000173,45,019,000173,638.13,684.35,11.01,1,1,641.13,688.37,11,0
45019000174,45,019,000174,369.95,538.56,9.92,0.99,0,373.92,537.57,3.97,0.99
45019000175,45,019,000175,395.01,670.37,7.03,3.21,1.12,417.27,659.26,8.66,0
45019000180,45,019,000180,848.85,765.24,17.26,2.02,4.02,976.51,672.89,2.17,1
45019000181,45,019,000181,788.88,736.71,8.75,1.74,0.88,858.72,686.96,5.24,0
45019000184,45,019,000184,335,408,11,3,0,342,407,8,0
45019000185,45,019,000185,527.15,515.09,10.03,4.17,0.09,534.98,507.43,10.12,1.09
45019000201,45,019,000201,364,265,8,1,0,403,238,0,1
45019000202,45,019,000202,398,325,5,0,0,432,299,2,1
45019000203,45,019,000203,302,461,15,5,0,350,437,3,0
45019000204,45,019,000204,234,388,11,2,0,253,379,1,0
45019000205,45,019,000205,214.23,340.74,6.46,1.85,0.92,229.01,332.43,1.85,0
45019000206,45,019,000206,274,522,10,5,0,293,514,7,0
45019000207,45,019,000207,274,520,8,4,1,302,498,7,0
45019000208,45,019,000208,82,660,12,5,0,89,664,5,1
45019000209,45,019,000209,121,417,4,5,1,129,426,0,1
45019000210,45,019,000210,51,236,6,1,0,52,241,1,0
45019000211,45,019,000211,270.77,639.26,15.54,4.15,0.08,281.99,634.57,8.15,0
45019000212,45,019,000212,226,866,20,4,1,244,868,7,1
45019000213,45,019,000213,95,722,10,5,0,102,730,5,1
45019000214,45,019,000214,133,512,14,7,0,139,525,1,1
45019000215,45,019,000215,98.63,622.05,7.81,7.81,1.95,90.82,643.54,6.84,0
45019000216,45,019,000216,114,695,17,3,1,120,710,2,1
45019000217,45,019,000217,126,714,22,6,1,152,721,2,0
45019000218,45,019,000218,126,840,10,10,0,126,856,6,0
45019000219,45,019,000219,74,501,3,4,0,86,499,1,0
45019000220,45,019,000220,183,833,17,2,1,201,830,4,0
45019000221,45,019,000221,49.6,488.26,1,2,0.03,46.51,492.36,1.09,2
45019000301,45,019,000301,643,638,12,5,0,698,613,4,1
45019000302,45,019,000302,468,418,15,3,0,466,422,12,0
45019000303,45,019,000303,597,753,23,3,1,626,748,6,1
45019000304,45,019,000304,628,637,17,2,1,660,620,9,0
45019000305,45,019,000305,630.36,471,16.12,3.03,2,660.45,458.01,7.06,2
45019000306,45,019,000306,837.64,747,30.88,6.97,0,859.55,749.99,15.94,0
45019000307,45,019,000307,436,390,13,1,3,445,387,10,0
45019000308,45,019,000308,374,372,13,1,0,402,355,6,2
45019000309,45,019,000309,482,414,18,4,1,509,403,6,2
45019000310,45,019,000310,597,414.92,14.36,4.32,1.05,626.19,405.88,7.59,0.13
45019000311,45,019,000311,574.41,448.32,15.09,3.02,0.01,590.57,439.28,11.04,1
45019000312,45,019,000312,996.65,1002.16,19.12,8.03,0.01,1010.87,991.1,25.06,1
45019000313,45,019,000313,375.51,406.47,13.98,2,0,385.5,401.48,8.99,0
45019000314,45,019,000314,488.49,485.53,23.02,3,0,503.5,485.52,8.01,1
45019000315,45,019,000315,956,1103,33,8,0,1059,1033,11,1
45019000316,45,019,000316,413,244,14,2,1,443,237,2,0
45019000317,45,019,000317,1544.39,1190.32,40.1,7.87,2.17,1611.89,1147.26,25.18,2.35
45019000318,45,019,000318,608,414,18,5,0,633,405,8,2
45019000319,45,019,000319,825.05,830.98,16.04,3.01,1,841.08,814.98,16.03,0
45019000320,45,019,000320,606,596,25,2,1,631,597,14,2
45019000321,45,019,000321,671.94,587.6,8.43,5.62,0.94,710.37,555.74,10.31,1.87
45019000322,45,019,000322,761,729,19,3,0,774,723,21,1
45019000323,45,019,000323,686.97,818.43,20.76,6.92,1.98,691.91,811.51,29.65,0.99
45019000324,45,019,000324,339.95,317.02,11.96,3.99,0,347.92,316.02,9.97,1
45019000325,45,019,000325,544,377,10,0,0,564,361,9,0
45019000326,45,019,000326,21,465,1,2,1,21,472,0,0
45019000327,45,019,000327,1129.61,868.68,28.9,4.13,0.83,1184.11,825.74,19.82,1.65
45019000328,45,019,000328,558,451,20,1,0,591,442,6,0
45019000329,45,019,000329,160.21,113.84,0.03,1.89,0.01,167.81,106.28,1.89,0
45019000330,45,019,000330,1029.8,787.31,17.48,7.26,8.04,1084.76,756.35,8.67,1
45019000331,45,019,000331,629.69,600.9,9.88,2.88,0.95,640.63,591.1,10.71,0.04
45019000332,45,019,000332,1497.04,825.07,31.39,4.91,0.98,1535.29,797.6,26.49,1.96
45019000333,45,019,000333,2283.4,1347.12,40.79,17.48,0.97,2371.78,1307.3,18.45,0.97
45019000334,45,019,000334,859.26,645.89,9.22,3.07,2.02,884.51,635.67,11.24,1
45019000335,45,019,000335,2651.95,1741.25,55.14,9.08,4,2695.61,1714.23,47.78,7.03
45019000336,45,019,000336,656.03,708.57,24.24,10.08,3.02,658.09,720.49,21.35,5.01
45019000337,45,019,000337,1404.82,1529.8,32,5,2,1442.81,1513.8,20,3
45019000338,45,019,000338,923.19,612.2,9,4,0,950.19,599.2,8,0
45019000339,45,019,000339,2077.05,1241.75,43.86,2.92,0,2102.39,1240.77,30.22,0.97
45019000400,45,019,000400,688,972,34,6,0,700,998,11,0
45019000401,45,019,000401,140,673,8,8,0,140,688,7,1
45019000402,45,019,000402,81,610,2,3,0,78,615,7,3
45019000403,45,019,000403,639,544,16,4,0,654,544,10,1
45019000404,45,019,000404,383.85,223.91,10.97,1.83,0.91,382.02,227.57,11.88,0.91
45019000405,45,019,000405,543,776,25,3,0,564,773,13,1
45019000406,45,019,000406,740,911,28,2,2,766,903,13,0
45019000407,45,019,000407,440.17,752.76,17.53,2.92,0.97,470.35,740.1,15.58,0
45019000408,45,019,000408,624.3,870.17,24.22,6.02,1.02,607.3,886.66,25.16,3.96
45019000409,45,019,000409,540.72,613.27,14.51,3.87,0.97,527.18,632.61,15.48,1.93
45019000410,45,019,000410,554.11,632.92,19.64,4.91,0.98,547.3,648.59,13.74,0.98
45019000411,45,019,000411,764,738,31,6,0,774,741,22,0
45019000412,45,019,000412,595,517,15,5,1,617,511,4,0
45019000413,45,019,000413,718.23,655.47,25.19,1,0.01,764.51,633.33,4.12,2.01
45019000414,45,019,000414,392,327,9,1,0,397,323,10,0
45019000415,45,019,000415,526.3,732.63,28.57,7.87,0.05,538.09,738.39,17.04,1.99
45019000417,45,019,000417,612.17,795.78,27.34,0.42,1,651.27,776.32,17.89,1.12
45019000419,45,019,000419,490,729,20,4,0,497,725,16,2
45019000420,45,019,000420,466,747,26,4,0,474,750,18,1
45019000422,45,019,000422,519.46,707.37,23.2,5.03,0.01,542.52,702.48,9.08,0
45019000440,45,019,000440,831.98,575.46,15.96,2.81,1.87,831.09,578.25,19.65,0.01
45019000441,45,019,000441,696.63,1026.14,24.03,5.02,1.01,688.71,1047.11,17.04,6
45019000442,45,019,000442,2176,2096,93,10,2,2198,2101,65,7
45019000443,45,019,000443,1820,1634,55,10,0,1848,1631,39,3
45019000444,45,019,000444,642.71,734.78,10.11,3.01,1.99,657.78,729.22,10,0
45019000445,45,019,000445,390.91,527.75,13.81,0,0.99,395,533.56,8.88,0
45019000460,45,019,000460,177.31,450.94,9.97,2,0.01,167.43,473.78,2.04,0
45019000461,45,019,000461,280.02,383.22,5.04,2,0,271.99,390.31,12.97,0
45019000462,45,019,000462,424.72,654.57,7,4,0,415.73,665.56,19.99,0
45019000463,45,019,000463,1151.54,623.68,7.67,2.11,2.07,1170.36,613.88,9.82,0
45019000464,45,019,000464,297.02,955.4,13.09,6.99,1.02,283.98,979.36,13.12,1.02
45019000465,45,019,000465,424.7,411.59,8.94,1.02,0.99,412.8,418.6,10.91,1.98
45019000466,45,019,000466,1031.01,744.45,9.41,3.07,1.05,1039.98,736.53,16.5,1
45019000501,45,019,000501,173,356,5,0,1,180,349,4,0
45019000502,45,019,000502,278,575,17,0,1,286,577,7,1
45019000503,45,019,000503,203.27,913.94,18.54,5.08,2,214.89,924.69,10.46,1
45019000504,45,019,000504,634.57,737.24,26.06,3.48,0,674.83,719.15,7.21,2.12
45019000505,45,019,000505,381.43,596.76,14.94,3.52,0,434.17,559.85,8.79,0.88
45019000506,45,019,000506,573.37,443.21,12.32,2.04,1.01,597.46,437.4,4.12,0
45019000507,45,019,000507,696.17,681.42,30.48,3.93,0.98,705.02,699.12,11.8,0
45019000508,45,019,000508,108,534,8,2,0,109,541,3,1
45019000509,45,019,000509,63,796,9,6,1,58,811,8,0
45019000510,45,019,000510,290,541,15,3,1,294,543,15,0
45019000511,45,019,000511,397.73,344.06,12.46,1.92,0,412.11,338.31,10.54,0
45019000512,45,019,000512,430,436,31,2,0,480,422,8,1
45019000513,45,019,000513,367.89,465.6,12.79,1.96,1.01,387.43,453.95,8.92,0.02
45019000514,45,019,000514,439,629,18,3,1,436,644,14,0
45019000515,45,019,000515,162,776,13,8,0,146,804,9,2
45019000516,45,019,000516,398.84,441.61,20.89,3.98,1.99,411.77,441.61,12.93,1.99
45019000517,45,019,000517,710.16,605.39,20.11,5.02,0.01,720.23,603.39,24.07,1.01
45019000518,45,019,000518,305,962,19,3,1,298,977,15,4
45019000519,45,019,000519,21.95,234.5,3.99,0,0,17.96,242.48,2,0
45019000520,45,019,000520,606.61,1078.06,30.68,7.92,1.98,612.54,1092.92,20.78,0
45019000521,45,019,000521,263.11,352.4,9.21,1.04,1.99,269.57,353.05,10.08,0.98
45019000522,45,019,000522,535.65,428.82,16.3,3.08,0.02,536.71,432.97,16.2,0
45019000523,45,019,000523,272.79,408.62,16.02,3,3,254.79,435.63,14.02,1
45019000524,45,019,000524,301,606,12,2,1,304,611,9,2
45019000525,45,019,000525,315.98,686.75,17.76,5.18,0.04,308.08,701.09,13.54,2.03
45019000526,45,019,000526,443.1,607.39,23.9,4.98,0,443.1,619.34,16.93,0
45019000527,45,019,000527,1190.15,1688.59,70.83,11.37,5.25,1218.13,1713.07,32.36,1.75
45019000528,45,019,000528,1257.73,1544.5,56.49,7.36,2.63,1287.08,1544.44,34.88,2.21
45019000529,45,019,000529,1191.05,1417.77,61.01,14.11,3.09,1199.61,1445.06,42.3,2.02
45019000530,45,019,000530,618.34,722.34,33.02,3,1,623.35,731.35,18.01,1
45019000531,45,019,000531,448.66,448.66,25.98,4,2,454.65,463.65,11.99,1
45019000532,45,019,000532,505,400,17,5,0,490,415,18,4
45019000533,45,019,000533,367,253,13,3,1,377,251,10,1
45019000534,45,019,000534,1044.55,824.07,26.94,4.99,0,1054.53,831.05,14.96,2
45019000535,45,019,000535,828.45,583.93,25.06,4.01,0,835.47,598.95,11.04,0
45019000536,45,019,000536,705.53,574.28,21.52,5.87,0,697.91,600.35,7.06,2.92
45019000537,45,019,000537,1637.33,1700.22,61.93,16.45,1.93,1662.5,1696.32,49.38,0.97
45019000601,45,019,000601,32.02,518.46,3.08,1.08,0.02,22.94,523.69,7.07,1
45019000602,45,019,000602,18.4,283.74,0,0,0.97,15.49,286.64,2.91,0
45019000603,45,019,000603,520,414,16,3,1,505,432,17,0
45019000604,45,019,000604,92,686,5,3,0,87,701,3,0
45019000605,45,019,000605,88.03,1042.77,5,4,0,78.03,1057.77,8.01,1
45019000606,45,019,000606,34.97,769.23,5,4,2,30.97,776.23,5.99,0
45019000607,45,019,000607,36.83,635.14,6.97,6.97,1.99,34.84,642.11,8.96,1.99
45019000608,45,019,000608,194.09,525.52,21.9,2.99,1,186.12,549.41,7.96,1
45019000609,45,019,000609,323.91,758.48,21.1,8.01,0,328.88,775.59,8.04,1
45019000610,45,019,000610,130,602,9,2,1,121,616,7,0
45019000611,45,019,000611,274,424,14,4,2,284,425,7,0
45019000612,45,019,000612,303,494,26,2,3,310,503,14,2
45019000613,45,019,000613,68,461,1,1,1,62,468,2,0
45019000614,45,019,000614,153,357,15,3,0,153,370,6,0
45019000615,45,019,000615,95.17,694.86,8.03,5.03,0.01,88.16,712.89,6.04,1.01
45019000616,45,019,000616,140,547,14,5,1,144,555,6,1
45019000617,45,019,000617,53.14,429.04,4.92,2.95,0,41.33,442.81,5.9,0
45019000618,45,019,000618,231.02,867.32,9.96,2.02,0.99,217.98,882.36,12.94,0.99
45019000619,45,019,000619,115.85,647.64,6.12,2.02,0.01,107.69,663.83,3.16,0.01
45019000620,45,019,000620,245,315,6,5,1,239,319,13,0
45019000621,45,019,000621,236.7,630.87,12.92,3.98,1,234.65,636.89,13.94,1
45019000622,45,019,000622,197.3,644.13,8.08,3.02,3,175.35,666.11,17.06,2
45019000623,45,019,000623,496,957,22,8,2,478,980,18,2
45019000624,45,019,000624,325.67,1363.78,22.78,5.32,1.98,298.83,1398.77,21.95,3.96
45019000625,45,019,000625,56.96,357.19,5.06,1.01,0.01,54.87,367.26,2.08,0.02
45019000626,45,019,000626,29.82,156.09,0.07,1.58,0.01,25.06,161.66,0.84,0.01
45019000627,45,019,000627,157,456,4,2,2,149,464,10,0
45019000628,45,019,000628,84,371,5,3,0,81,378,5,0
45019000629,45,019,000629,158.55,313.94,6.1,4.09,0.01,150.24,317.31,10.12,0.02
45019000630,45,019,000630,278,982,8,6,0,272,993,12,1
45021000001,45,021,000001,701.43,61.2,1.09,2.93,0,673.59,70.15,17.1,0.98
45021000002,45,021,000002,516.42,603.32,8.42,2.16,0.11,495.58,621.18,11.22,0
45021000003,45,021,000003,872.2,102.42,5.08,1.01,0,813.29,119.43,43.02,1
45021000004,45,021,000004,767,121,8,2,0,746,134,16,0
45021000005,45,021,000005,493,193,7,2,1,474,199,21,0
45021000006,45,021,000006,795.4,155.61,13.05,3.01,0,774.27,167.72,22.07,2
45021000010,45,021,000010,835.3,227.9,10.19,1.86,0.93,801.97,250.17,17.58,0
45021000011,45,021,000011,935.29,168.08,9,1,0,910.28,181.09,20,0
45021000012,45,021,000012,145.4,271.36,1.93,0.94,0,130.08,281.37,6.43,0
45021000013,45,021,000013,184.37,584.89,6.05,4.02,1,178.11,590.06,14.11,0
45021000014,45,021,000014,175.81,566.4,6.12,1.92,0.96,161.62,586.74,5.85,0
45021000015,45,021,000015,514.5,502.9,7.78,1.07,1.86,501.64,515.51,15.59,0.97
45021000016,45,021,000016,495,293,8,0,1,492,296,11,0
45021000017,45,021,000017,511.39,234.13,5.69,0,0.81,498.38,237.39,13.82,0.81
45021000018,45,021,000018,1462.2,365.92,12.1,4.02,0.01,1438.94,377.06,21.24,3
45021000019,45,021,000019,857.18,132.93,5.86,0,0,831.77,140.75,25.41,0
45021000020,45,021,000020,776.36,120.82,11.96,2.02,0.99,743.47,137.81,29.88,0.02
45021000021,45,021,000021,293.23,266.62,1.24,2.09,0,280.26,276.86,8.76,0
45021000022,45,021,000022,296.69,38.51,0.21,0.02,0.02,288.36,42.62,5.46,0.04
45021000023,45,021,000023,857.89,193.85,7.22,4.51,0,845.24,202.89,14.44,0.9
45021000024,45,021,000024,858,142,8,3,0,829,149,31,0
45021000025,45,021,000025,953.38,414.95,9.33,1.42,0.32,925.86,431.07,21.18,1.31
45021000026,45,021,000026,627.07,63.91,2,0,0,609.1,71.89,12.98,0
45021000027,45,021,000027,368.43,378.26,2.95,1.96,0,359.59,385.14,6.88,0.98
45021000028,45,021,000028,150.79,410.43,3,3,0,144.8,415.43,4.99,0
45021000030,45,021,000030,639.07,70.08,6.43,0.07,0.92,626.51,78.53,8.64,0.94
45021000031,45,021,000031,879.65,168.2,8.68,1.02,0.09,843.3,175.09,36,1.08
45021000032,45,021,000032,373.6,20.11,1.82,0,0,369.03,20.12,6.39,0.91
45021000033,45,021,000033,707,117,8,1,0,695,117,17,1
45023000001,45,023,000001,380.86,523.23,1.54,3.34,0,340.36,553.19,19.76,0
45023000002,45,023,000002,420.29,122.75,1.96,0,0.98,398.68,131.59,17.68,0
45023000003,45,023,000003,389.7,273.39,3.01,0,1,374.58,287.44,11.1,0
45023000004,45,023,000004,318,203,0,1,0,306,209,8,0
45023000009,45,023,000009,633,220,8,3,0,622,228,17,0
45023000010,45,023,000010,422,685,6,4,3,399,705,14,0
45023000011,45,023,000011,731.34,418.19,8.19,1.09,1.01,697.9,440.45,23.36,0
45023000012,45,023,000012,87.71,88.25,1.04,0,0.02,87.32,89.41,0.32,0
45023000013,45,023,000013,445.11,174.44,6.05,5,0.09,422.93,189.58,13.28,1
45023000014,45,023,000014,217.84,83.22,2.59,0.74,0,210.45,89.13,5.18,0
45023000015,45,023,000015,371.16,141.78,4.41,1.26,0,358.55,151.87,8.82,0
45023000018,45,023,000018,548,216,10,3,0,519,238,18,1
45023000021,45,023,000021,604,389,4,2,0,579,402,13,1
45023000022,45,023,000022,687.04,350.51,5.99,2,0,656.08,357.5,20.97,2
45023000023,45,023,000023,230.89,71.56,0.95,0,1.91,227.07,74.42,5.72,0
45023000024,45,023,000024,195.18,219.27,6.02,0.01,0,187.1,227.29,5.07,0
45023000026,45,023,000026,338.3,276.61,1.99,0,0,314.42,285.56,18.9,0
45023000029,45,023,000029,334,769,14,2,2,312,789,14,0
45023000030,45,023,000030,105.14,414.77,2.46,1.66,0,96.64,424.81,4.24,0
45023000031,45,023,000031,522.33,572.38,13.08,3,1,495.83,595.82,14.16,1.02
45023000032,45,023,000032,190,477,3,4,0,178,483,10,1
45023000033,45,023,000033,502.67,261.62,3.92,0,0,478.17,283.18,7.84,0.98
45025000001,45,025,000001,323.63,141.89,4.86,0.97,2.92,317.8,141.89,9.72,0
45025000002,45,025,000002,250,33,1,0,0,247,34,6,0
45025000003,45,025,000003,200,90,2,1,0,187,98,6,0
45025000004,45,025,000004,494.82,658.02,6.03,3.01,0.01,469.63,683.12,10.13,0
45025000005,45,025,000005,343.2,414.27,10,4,1,339.19,419.28,12.01,1
45025000006,45,025,000006,339,389,3,0,0,321,403,6,0
45025000007,45,025,000007,594.68,416.95,5.1,2.02,0,574.45,437.18,9.21,0
45025000008,45,025,000008,343.32,357.05,4.9,0.98,0,331.55,368.82,10.79,0
45025000009,45,025,000009,319.39,736.95,7,1,1,307.36,755.96,8.02,1
45025000010,45,025,000010,456,519,5,1,0,425,530,24,0
45025000011,45,025,000011,947,480,10,1,0,921,501,15,2
45025000012,45,025,000012,501,152,2,0,0,484,158,10,0
45025000013,45,025,000013,599,309,2,0,1,569,326,13,1
45025000014,45,025,000014,774.4,477.91,2.05,1.01,2.03,748.37,494.89,16.08,3
45025000015,45,025,000015,657.18,378.73,3.89,1.95,1.95,642.57,386.52,13.63,1.95
45025000016,45,025,000016,453.4,89.19,6.1,0.05,0.05,439.02,88.41,16.35,1.05
45025000017,45,025,000017,220,63,4,1,0,218,68,4,0
45025000018,45,025,000018,484,62,5,0,0,466,66,13,0
45025000019,45,025,000019,766.64,558.64,6.29,2.07,0.08,733.35,573.12,25.33,2.07
45025000020,45,025,000020,579.17,390.86,3.72,0.93,0.93,562.44,409.4,4.69,0.93
45025000021,45,025,000021,318.42,161.08,3.01,1,0,290.41,179.08,12.02,0
45025000022,45,025,000022,188,33,1,0,0,186,33,6,0
45025000023,45,025,000023,468,281,5,2,0,451,298,8,0
45025000024,45,025,000024,352,150,4,0,0,345,150,8,0
45025000025,45,025,000025,322,88,2,3,0,299,103,8,1
45027000001,45,027,000001,310,340,2,2,0,293,348,8,1
45027000002,45,027,000002,346,57,0,0,0,344,57,3,0
45027000003,45,027,000003,82,30,1,2,0,83,31,0,0
45027000004,45,027,000004,232.36,137.21,5.03,0.02,0,223.16,140.31,8.13,1.02
45027000005,45,027,000005,86.33,311.65,4.04,0.02,0,79.22,316.71,4.09,0.01
45027000006,45,027,000006,780.01,615,5,3,1,771.01,621,10,2
45027000007,45,027,000007,245,238,1,1,1,238,244,4,1
