GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PREOth
26161161081,26,161,161081,670.77,340.38,7.84,49.24,9.86
26161161082,26,161,161082,581.92,133.96,15.98,25.38,4.23
26161161083,26,161,161083,1036.73,232.59,19.86,18.44,8.51
26161161084,26,161,161084,1526.11,284.94,50.72,60.56,15.04
26161161085,26,161,161085,687.33,173.31,0,26.59,4.92
26161161086,26,161,161086,1165.73,574.75,19.78,53.96,13.21
26161161087,26,161,161087,1128.3,338.67,15.74,46.27,7.5
26161161088,26,161,161088,150.56,118.19,2.16,11.27,2.04
26161161089,26,161,161089,843.51,330.25,10.14,41.02,7.44
26161161090,26,161,161090,1155.12,326.34,24.82,53.63,10.29
26161161091,26,161,161091,1568.04,731.31,16.42,79.63,14.88
26161161092,26,161,161092,924.01,722.37,13.53,69.15,12.47
26161161093,26,161,161093,777.71,174.54,21.76,32.98,5.93
26161161094,26,161,161094,433.54,888.61,2.11,55.95,8.15
26161161095,26,161,161095,504,939,15,41,12
26161161096,26,161,161096,339.46,602.39,5.89,49.05,7.85
26161161097,26,161,161097,962.32,646.82,24.34,72.08,11.69
26161161098,26,161,161098,844.63,568.2,18.05,62.53,7.1
26161161099,26,161,161099,1181.11,787.3,22.37,68.27,12.14
26161161100,26,161,161100,488,651,11,41,6
26161161101,26,161,161101,1176.95,327.54,8.49,38.19,9.33
26161161103,26,161,161103,529.39,344.46,5.66,45.08,3.88
26161161104,26,161,161104,1006.8,358.69,19.62,34.02,6
26161161105,26,161,161105,701.78,246.88,13.34,27.74,4.52
26161161106,26,161,161106,603.73,311.07,28.04,42.06,9.64
26161161107,26,161,161107,691.73,273.51,5.7,25.97,6.06
26161161108,26,161,161108,810.54,236.84,18.37,32.01,7.66
26161161109,26,161,161109,1282.84,442.05,26.04,52.6,11.75
26161161110,26,161,161110,402.93,591.3,10.22,42.81,6.53
26161161111,26,161,161111,803,443,12,46,8
26161161112,26,161,161112,1242,362,17,34,13
26161161113,26,161,161113,898,86,9,15,6
26161161114,26,161,161114,853,375,17,44,7
26161161115,26,161,161115,963.42,723.28,18.11,61.94,13.34
26161161116,26,161,161116,857.3,830.23,16.07,75.3,12.28
26161161117,26,161,161117,504.2,450.82,11.86,32.62,8.16
26161161118,26,161,161118,586.58,652.67,11.06,49.12,7.22
26161161119,26,161,161119,697.07,500.22,12.08,53.06,12.68
26161161120,26,161,161120,586.9,825.78,21.35,65.25,16.44
26161161121,26,161,161121,690,818,11,67,14
26161161122,26,161,161122,567,621,5,53,6
26161161123,26,161,161123,792.34,25.93,6.25,10.42,5.89
26161161124,26,161,161124,874.48,89.64,22.91,34.86,3.98
26161161125,26,161,161125,542.35,94.16,13.18,25.42,2.82
26161161126,26,161,161126,625.69,157.25,10.04,12.01,6.31
26161161127,26,161,161127,663.92,129.35,15.38,13.57,2.71
26161161128,26,161,161128,596.9,102.75,12.14,14.01,4.67
26161161129,26,161,161129,734.25,74.25,31.01,24.12,6.04
26161161130,26,161,161130,557,86,30,32,5
26161161131,26,161,161131,742.45,167.94,33.45,26.52,9.71
26161161132,26,161,161132,828.74,153.21,40.79,28.85,6.96
26161161133,26,161,161133,1131.31,161.75,31.96,30.99,9.69
26161161134,26,161,161134,969,278,20,42,8
26161161135,26,161,161135,958.9,134.17,30.85,37.04,4.39
26161161136,26,161,161136,1202.64,331.26,32.38,46.94,13.58
26161161137,26,161,161137,736,249,14,38,10
26161161138,26,161,161138,476,248,28,18,4
26161161139,26,161,161139,757,280,12,22,9
26161161140,26,161,161140,648,351,19,26,7
26161161141,26,161,161141,1057.73,504.33,21.42,55.68,13.19
26161161142,26,161,161142,756,167,16,17,6
26161161143,26,161,161143,1054,250,14,25,13
26161161144,26,161,161144,941.7,280.32,27.93,53.87,6.98
26161161145,26,161,161145,1284.87,390.2,26.25,42.65,11.96
26161161146,26,161,161146,979,389,17,46,11
26161161147,26,161,161147,823.14,455.54,12.14,39.23,9.14
26161161148,26,161,161148,1363,448,14,71,11
26161161149,26,161,161149,1246,613,17,69,11
26161161150,26,161,161150,1370.26,590.74,35.13,76.32,12.04
26161161151,26,161,161151,798.32,477.21,16.8,40.51,4.94
26163005125,26,163,005125,146.34,3.01,0.45,0.33,0.11
26163163001,26,163,163001,484.9,390.95,9.66,24.34,4.06
26163163002,26,163,163002,479.6,518.33,12.08,31.22,3.05
26163163003,26,163,163003,460.18,476.53,11.06,39.08,5.99
26163163004,26,163,163004,338,420,14,28,3
26163163005,26,163,163005,578.91,717.76,14.02,59.05,9.01
26163163006,26,163,163006,531,533,24,38,4
26163163007,26,163,163007,444,478,15,25,6
26163163008,26,163,163008,597,595,11,51,6
26163163009,26,163,163009,312,345,6,24,2
26163163010,26,163,163010,509,584,18,44,3
26163163011,26,163,163011,379.33,367.35,2.99,31.94,1
26163163012,26,163,163012,353.67,488.65,14.01,32.06,0
26163163013,26,163,163013,451.32,564.4,10.72,48.74,1.95
26163163014,26,163,163014,371.22,424.86,8.03,25.3,4.06
26163163015,26,163,163015,320.46,498.74,4.25,22.96,3.99
26163163016,26,163,163016,526.06,444.9,10.16,41.83,4.09
26163163017,26,163,163017,488.04,370.9,11.75,29.55,8.78
26163163018,26,163,163018,781.11,815.05,23.09,67.9,5.18
26163163019,26,163,163019,675.8,422.02,5.66,35.35,4.95
26163163020,26,163,163020,876.01,670.32,16.27,49.47,5.04
26163163021,26,163,163021,376.67,486.64,2.67,28.5,6.23
26163163022,26,163,163022,594.27,446.65,5.13,36.49,1.11
26163163023,26,163,163023,728.22,765.7,8.23,44.75,2.14
26163163024,26,163,163024,533.59,722.03,16.5,54.52,10.14
26163163025,26,163,163025,547.38,670.2,9.67,41.59,10.64
26163163026,26,163,163026,745,663,26,36,5
26163163027,26,163,163027,684.63,761.54,9.86,40.45,7.89
26163163028,26,163,163028,394.98,514.21,6.22,38.57,5.14
26163163029,26,163,163029,458.31,592.13,3.25,34.67,7.58
26163163030,26,163,163030,750.12,620.36,14.98,61.78,10.2
26163163031,26,163,163031,668.1,558.97,15.18,45.55,4.75
26163163032,26,163,163032,708.89,537.57,21.16,62.79,10.98
26163163033,26,163,163033,501,541,13,49,4
26163163034,26,163,163034,683.89,460.11,14.92,43.97,9.42
26163163035,26,163,163035,340.63,179.1,5.37,15.13,1.95
26163163036,26,163,163036,780.59,799.87,21.3,62.2,6.88
26163163037,26,163,163037,781,768,17,47,11
26163163038,26,163,163038,796.23,574.52,10.3,59.07,3.15
26163163039,26,163,163039,284.56,212.94,2.74,13.1,2.81
26163163040,26,163,163040,722.43,698.65,8.92,58.47,14.86
26163163042,26,163,163042,524,430,9,39,9
26163163043,26,163,163043,750,591,15,38,6
26163163044,26,163,163044,801.01,554.97,13.23,39.22,3.11
26163163045,26,163,163045,356.32,236.92,13.07,20.18,2.02
26163163046,26,163,163046,754,539,15,51,2
26163163047,26,163,163047,644.8,619.5,14.41,49.45,4.33
26163163048,26,163,163048,691,500,6,40,6
26163163049,26,163,163049,656,595,10,46,8
26163163050,26,163,163050,617,394,9,34,5
26163163051,26,163,163051,564,560,8,39,8
26163163052,26,163,163052,674.81,615.5,11.8,55.38,7.78
26163163053,26,163,163053,612,467,11,31,3
26163163054,26,163,163054,603.98,568.48,7.78,49.34,4.26
26163163055,26,163,163055,663,580,10,49,6
26163163056,26,163,163056,694.26,531.64,7.82,34.4,4.69
26163163057,26,163,163057,535.58,386.86,11.52,16.32,1.4
26163163058,26,163,163058,716.52,336.64,12.16,31.95,2.05
26163163059,26,163,163059,726.55,277.03,16.05,28.93,4.89
26163163060,26,163,163060,897.69,387.31,16.83,43.82,5.12
26163163061,26,163,163061,795.79,396.96,14.01,37.85,5.56
26163163062,26,163,163062,676.52,154.64,5.26,25.6,7
26163163063,26,163,163063,872.23,706.65,6.87,40.18,1.97
26163163064,26,163,163064,614.78,379.09,3.98,22.88,2.98
26163163065,26,163,163065,606.89,451.8,7.91,19.78,3.16
26163163066,26,163,163066,887.27,521.67,15.09,42.54,10.65
26163163067,26,163,163067,700,526,12,41,5
26163163068,26,163,163068,633.55,477.25,3.34,40.12,10.03
26163163069,26,163,163069,468.16,417.92,11.22,21.8,3.37
26163163070,26,163,163070,434,237,11,20,7
26163163071,26,163,163071,572.4,91.62,16.75,10.84,0.99
26163163072,26,163,163072,560,95,23,9,3
26163163073,26,163,163073,756,171,52,13,5
26163163074,26,163,163074,406,70,17,8,1
26163163075,26,163,163075,453,68,15,9,0
26163163076,26,163,163076,653,92,24,18,2
26163163077,26,163,163077,781,124,36,15,2
26163163078,26,163,163078,504,77,8,9,2
26163163079,26,163,163079,475,103,14,9,2
26163163080,26,163,163080,469,84,15,10,0
26163163081,26,163,163081,483,81,17,7,3
26163163082,26,163,163082,507,100,13,4,2
26163163083,26,163,163083,250.56,134.4,1.35,12.83,2.7
26163163084,26,163,163084,611,100,22,8,0
26163163085,26,163,163085,639.44,192.6,25.65,18.17,4.3
26163163086,26,163,163086,695,188,30,17,2
26163163087,26,163,163087,751.58,156.94,18.52,16.57,3.9
26163163088,26,163,163088,530,112,13,10,2
26163163089,26,163,163089,516,30,7,2,1
26163163090,26,163,163090,678.91,46.43,16.3,4.73,2.06
26163163091,26,163,163091,518.8,156.6,2.44,17.06,0.34
26163163092,26,163,163092,421.69,173.49,7.46,9.6,5.52
26163163093,26,163,163093,450.73,251.1,13.14,27.17,3.1
26163163094,26,163,163094,582.73,483.16,12.07,27.24,5.03
26163163095,26,163,163095,562,457,14,46,2
26163163096,26,163,163096,550.34,413.26,18.25,46.6,9.1
26163163097,26,163,163097,326,286,5,16,3
26163163098,26,163,163098,333,246,7,26,2
26163163099,26,163,163099,290,253,6,32,4
26163163100,26,163,163100,627.19,350.6,24.89,27.87,0.04
26163163101,26,163,163101,524.78,392.51,24.55,27.64,3.33
26163163102,26,163,163102,548,356,27,37,6
26163163103,26,163,163103,566.98,403.55,22.53,40.53,0.22
26163163104,26,163,163104,410,300,13,31,1
26163163105,26,163,163105,426,319,18,21,5
26163163106,26,163,163106,548,428,11,49,12
26163163107,26,163,163107,561,489,20,50,3
26163163108,26,163,163108,438.84,346.72,14.17,31.3,1.04
26163163109,26,163,163109,526.16,510.28,23.83,40.7,5.96
26163163110,26,163,163110,494.94,303.35,8.98,26.94,1
26163163111,26,163,163111,484.47,384.31,14.45,26.97,5.78
26163163112,26,163,163112,588,424,14,45,5
26163163113,26,163,163113,585,419,37,47,5
26163163114,26,163,163114,541,404,12,49,7
26163163115,26,163,163115,382,343,11,34,3
26163163116,26,163,163116,340,367,17,26,0
26163163117,26,163,163117,541,516,24,47,10
26163163118,26,163,163118,554.06,341.65,13.02,38.06,4
26163163119,26,163,163119,700,184,14,17,1
26163163120,26,163,163120,621.44,305.54,29.97,20.9,3.55
26163163121,26,163,163121,394.91,92.44,15.41,8.11,2.43
26163163122,26,163,163122,587,140,22,17,10
26163163123,26,163,163123,437.58,259.46,5.11,25.95,2.06
26163163124,26,163,163124,508.88,406.32,12.77,28.73,5.89
26163163125,26,163,163125,382.61,330.98,11.12,18.91,4.02
26163163126,26,163,163126,582.92,404.23,6.01,27.4,1.04
26163163127,26,163,163127,403,220,7,12,1
26163163128,26,163,163128,398,267,9,18,0
26163163129,26,163,163129,723.08,297.75,21.59,19.46,2.86
26163163130,26,163,163130,894.92,350.25,33.41,19.54,6.14
26163163131,26,163,163131,500.02,353.45,32.47,32.47,2.78
26163163132,26,163,163132,315,292,16,11,3
26163163133,26,163,163133,301,249,14,18,6
26163163134,26,163,163134,513,402,15,27,5
26163163135,26,163,163135,380,297,15,24,2
26163163136,26,163,163136,459,304,21,22,4
26163163137,26,163,163137,377,218,13,16,2
26163163138,26,163,163138,345,213,10,16,3
26163163139,26,163,163139,504.95,393.14,21.35,27.24,2.95
26163163140,26,163,163140,485.05,387.86,13.65,25.76,7.05
26163163141,26,163,163141,447,544,19,38,7
26163163142,26,163,163142,485,554,14,34,3
26163163143,26,163,163143,556,552,21,56,17
26163163144,26,163,163144,459,496,20,53,9
26163163145,26,163,163145,480,462,21,31,2
26163163146,26,163,163146,448,7,1,1,3
26163163147,26,163,163147,474,4,2,2,1
26163163148,26,163,163148,495,9,4,0,1
26163163149,26,163,163149,843,11,8,4,2
26163163150,26,163,163150,469.17,43.34,1.13,8.68,2.88
26163163151,26,163,163151,427,41,2,5,1
26163163152,26,163,163152,877,21,4,2,2
26163163153,26,163,163153,651,28,6,5,2
26163163154,26,163,163154,858.1,18.1,3.81,3.81,0.95
26163163155,26,163,163155,213,15,1,0,0
26163163156,26,163,163156,318,9,1,0,0
26163163157,26,163,163157,292,12,0,1,1
26163163158,26,163,163158,347,8,1,2,0
26163163159,26,163,163159,280,7,1,8,0
26163163160,26,163,163160,828,7,5,2,2
26163163161,26,163,163161,287,2,0,2,1
26163163162,26,163,163162,227,6,1,4,2
26163163163,26,163,163163,399,11,0,0,0
26163163164,26,163,163164,577,11,0,5,0
26163163165,26,163,163165,855,12,6,8,0
26163163166,26,163,163166,330,6,0,0,2
26163163167,26,163,163167,499,15,5,0,1
26163163168,26,163,163168,824,16,5,2,8
26163163169,26,163,163169,617,21,3,0,3
26163163170,26,163,163170,801,16,6,2,3
26163163171,26,163,163171,644,13,3,5,0
26163163172,26,163,163172,352,6,5,0,1
26163163173,26,163,163173,596,19,2,1,4
26163163174,26,163,163174,721,28,3,8,2
26163163175,26,163,163175,645,14,4,3,1
26163163176,26,163,163176,721,15,3,0,1
26163163177,26,163,163177,753,16,2,6,0
26163163178,26,163,163178,672,69,10,10,0
26163163179,26,163,163179,314,8,0,0,0
26163163180,26,163,163180,492,76,5,3,6
26163163181,26,163,163181,296,21,8,4,0
26163163182,26,163,163182,305,15,8,6,0
26163163183,26,163,163183,320,29,1,4,1
26163163184,26,163,163184,377,24,2,1,1
26163163185,26,163,163185,551,9,4,4,5
26163163186,26,163,163186,788,17,2,3,0
26163163187,26,163,163187,619,19,8,3,1
26163163188,26,163,163188,693.95,30.05,8.35,4.45,3.34
26163163189,26,163,163189,498,19,4,2,0
26163163190,26,163,163190,572,22,1,3,0
26163163191,26,163,163191,784,10,5,7,2
26163163192,26,163,163192,773,21,3,2,1
26163163193,26,163,163193,845,13,3,3,3
26163163194,26,163,163194,671,18,2,5,1
26163163195,26,163,163195,373,7,0,1,0
26163163196,26,163,163196,405,4,0,0,0
26163163197,26,163,163197,435,6,4,3,4
26163163198,26,163,163198,415,14,2,4,0
26163163199,26,163,163199,557,8,3,2,0
26163163200,26,163,163200,294,5,0,1,0
26163163201,26,163,163201,943,24,6,9,3
26163163202,26,163,163202,825,24,4,3,2
26163163203,26,163,163203,479,22,0,3,4
26163163204,26,163,163204,424,10,1,2,0
26163163205,26,163,163205,446,17,0,2,2
26163163206,26,163,163206,502,8,1,4,1
26163163207,26,163,163207,458,9,3,3,0
26163163208,26,163,163208,348.07,14.05,1.27,0.44,0.15
26163163209,26,163,163209,558.69,21.17,4.7,5.88,0
26163163210,26,163,163210,733,27,16,7,4
26163163211,26,163,163211,213,12,3,1,0
26163163212,26,163,163212,532,20,6,0,3
26163163213,26,163,163213,303.49,6.11,2.01,4.01,2.03
26163163214,26,163,163214,519.94,7.98,1,3.99,0
26163163215,26,163,163215,536,6,5,2,1
26163163216,26,163,163216,686,16,5,1,1
26163163217,26,163,163217,804,10,9,3,2
26163163218,26,163,163218,298.2,11.25,1.88,0.94,0.94
26163163219,26,163,163219,532,10,3,0,1
26163163220,26,163,163220,832,9,4,5,0
26163163221,26,163,163221,25,0,1,0,1
26163163222,26,163,163222,553.05,23.95,6.65,3.55,2.66
26163163223,26,163,163223,383.76,14.54,3.23,4.04,0
26163163224,26,163,163224,263,27,3,3,1
26163163225,26,163,163225,329,8,1,2,3
26163163226,26,163,163226,419,20,9,4,2
26163163227,26,163,163227,659,30,13,4,2
26163163228,26,163,163228,629,24,8,6,2
26163163229,26,163,163229,646,38,8,6,1
26163163230,26,163,163230,619,14,3,3,3
26163163231,26,163,163231,320,12,5,1,0
26163163232,26,163,163232,376,11,1,3,0
26163163233,26,163,163233,992,35,18,5,1
26163163234,26,163,163234,912,24,11,7,1
26163163235,26,163,163235,425.23,3.98,5.98,1,4.98
26163163236,26,163,163236,432,6,5,3,1
26163163237,26,163,163237,334,5,4,1,0
26163163238,26,163,163238,530.65,12.25,2.13,1.1,1.06
26163163239,26,163,163239,336.77,6.02,3.02,4,0.02
26163163240,26,163,163240,518,11,5,3,3
26163163241,26,163,163241,598.35,7.75,3.87,2.9,1.94
26163163242,26,163,163242,250,5,3,0,0
26163163243,26,163,163243,634,3,10,0,1
26163163244,26,163,163244,366,6,1,1,2
26163163245,26,163,163245,562,6,2,1,0
26163163246,26,163,163246,271,6,1,2,2
26163163247,26,163,163247,663,11,5,2,4
26163163248,26,163,163248,235,3,0,0,0
26163163249,26,163,163249,917,13,5,2,0
26163163250,26,163,163250,506,25,10,1,2
26163163251,26,163,163251,600,4,0,3,0
26163163252,26,163,163252,497,6,2,1,1
26163163253,26,163,163253,724,15,4,3,1
26163163254,26,163,163254,619,8,3,0,1
26163163255,26,163,163255,705,10,5,1,1
26163163256,26,163,163256,820,14,6,2,0
26163163257,26,163,163257,877,15,2,5,3
26163163258,26,163,163258,607,16,3,2,1
26163163259,26,163,163259,452,12,6,1,1
26163163260,26,163,163260,839,17,6,3,3
26163163261,26,163,163261,715,12,7,2,3
26163163262,26,163,163262,472,6,4,5,0
26163163263,26,163,163263,524,14,4,6,1
26163163264,26,163,163264,599,19,2,1,1
26163163265,26,163,163265,543,9,3,2,1
26163163266,26,163,163266,701,10,4,2,7
26163163267,26,163,163267,372,9,1,4,4
26163163268,26,163,163268,656,8,2,4,0
26163163269,26,163,163269,851,13,6,6,3
26163163270,26,163,163270,538,13,5,2,0
26163163271,26,163,163271,456,13,1,3,1
26163163272,26,163,163272,386,9,3,3,1
26163163273,26,163,163273,555,10,6,0,1
26163163274,26,163,163274,683,7,1,2,0
26163163275,26,163,163275,377,5,1,2,0
26163163276,26,163,163276,534,16,3,1,0
26163163277,26,163,163277,1057,23,6,3,3
26163163278,26,163,163278,717,18,9,10,2
26163163279,26,163,163279,620,15,6,4,1
26163163280,26,163,163280,587,16,5,1,1
26163163281,26,163,163281,573,11,0,5,7
26163163282,26,163,163282,508,7,2,1,0
26163163283,26,163,163283,319,2,0,3,0
26163163284,26,163,163284,657,7,3,4,1
26163163285,26,163,163285,630,5,2,0,1
26163163286,26,163,163286,350,5,2,4,0
26163163287,26,163,163287,624,15,3,4,0
26163163288,26,163,163288,415,6,2,0,1
26163163289,26,163,163289,507,6,4,0,1
26163163290,26,163,163290,399,3,2,1,2
26163163291,26,163,163291,486,11,0,1,0
26163163292,26,163,163292,509,7,3,5,0
26163163293,26,163,163293,506,7,2,0,1
26163163294,26,163,163294,341,2,1,0,1
26163163295,26,163,163295,595,7,2,4,1
26163163296,26,163,163296,825,12,1,2,2
26163163297,26,163,163297,425,7,1,0,0
26163163298,26,163,163298,519,13,5,5,0
26163163299,26,163,163299,435,7,3,3,0
26163163300,26,163,163300,227,8,0,1,0
26163163301,26,163,163301,584,4,2,3,2
26163163302,26,163,163302,268,1,2,2,1
26163163303,26,163,163303,536,9,5,0,2
26163163304,26,163,163304,564,15,4,8,1
26163163305,26,163,163305,467,6,0,1,2
26163163306,26,163,163306,225,4,1,2,4
26163163307,26,163,163307,671,18,5,0,1
26163163308,26,163,163308,397,6,0,4,1
26163163309,26,163,163309,540,23,6,1,0
26163163310,26,163,163310,652.37,11.08,3.02,2,1.01
26163163311,26,163,163311,337,10,6,4,0
26163163312,26,163,163312,782,13,5,3,2
26163163313,26,163,163313,457,10,1,4,1
26163163314,26,163,163314,371,3,1,1,2
26163163315,26,163,163315,555,13,2,6,2
26163163316,26,163,163316,427.63,13.92,2.98,0,0.99
26163163317,26,163,163317,456,5,2,2,0
26163163318,26,163,163318,477,4,0,1,0
26163163319,26,163,163319,560,23,2,4,2
26163163320,26,163,163320,232,3,2,0,0
26163163321,26,163,163321,235,11,1,0,3
26163163322,26,163,163322,452,11,0,2,0
26163163323,26,163,163323,530.16,12.26,1.75,1.17,0
26163163324,26,163,163324,753,24,1,5,0
26163163325,26,163,163325,594,21,8,3,1
26163163326,26,163,163326,705,13,5,3,1
26163163327,26,163,163327,956.03,81.81,8,9.51,2.25
26163163328,26,163,163328,671.72,72.04,4.89,9.43,2.32
26163163329,26,163,163329,569,20,1,0,1
26163163330,26,163,163330,73,0,0,0,0
26163163331,26,163,163331,590,14,7,0,2
26163163332,26,163,163332,290.69,8.02,4,0.01,0
26163163333,26,163,163333,12,0,0,0,0
26163163334,26,163,163334,585,33,1,5,2
26163163335,26,163,163335,438,29,6,4,0
26163163336,26,163,163336,317,10,3,0,0
26163163337,26,163,163337,563,28,2,2,1
26163163338,26,163,163338,484,39,4,3,2
26163163339,26,163,163339,325,10,2,8,0
26163163340,26,163,163340,259,5,0,2,0
26163163341,26,163,163341,231,7,4,1,0
26163163342,26,163,163342,24,0,0,1,0
26163163343,26,163,163343,367,1,0,4,2
26163163344,26,163,163344,174,5,2,0,0
26163163345,26,163,163345,471,5,0,3,2
26163163346,26,163,163346,438.51,17.24,7.12,1.18,0.18
26163163347,26,163,163347,138,1,3,0,1
26163163348,26,163,163348,385,6,1,0,2
26163163349,26,163,163349,270,6,1,0,1
26163163350,26,163,163350,429,3.36,1.68,2.52,2.52
26163163351,26,163,163351,651,16,3,7,0
26163163352,26,163,163352,463,17,3,2,0
26163163353,26,163,163353,646,15,3,5,1
26163163354,26,163,163354,179,3,0,0,1
26163163355,26,163,163355,184,0,0,0,0
26163163356,26,163,163356,777,17,2,2,0
26163163357,26,163,163357,383,5,3,1,0
26163163358,26,163,163358,845,14,3,4,0
26163163359,26,163,163359,237,5,2,1,2
26163163360,26,163,163360,276,7,2,1,1
26163163361,26,163,163361,440,6,2,2,0
26163163362,26,163,163362,476,9,3,1,0
26163163363,26,163,163363,488,8,3,2,0
26163163364,26,163,163364,476,7,1,0,1
26163163365,26,163,163365,531,12,4,2,1
26163163366,26,163,163366,497,7,1,7,0
26163163367,26,163,163367,483,14,0,2,5
26163163368,26,163,163368,424,8,0,0,0
26163163369,26,163,163369,312,5,0,5,0
26163163370,26,163,163370,442,9,2,1,3
26163163371,26,163,163371,228,9,1,3,0
26163163372,26,163,163372,377.84,8.74,1.25,0.83,0
26163163373,26,163,163373,50.49,0.4,0.2,0.3,0.3
26163163374,26,163,163374,389,7,1,1,0
26163163375,26,163,163375,457,10,0,1,2
26163163376,26,163,163376,584,8,0,1,0
26163163377,26,163,163377,797.92,54.49,10.02,12.05,3
26163163378,26,163,163378,654,39,7,3,1
26163163379,26,163,163379,295,4,0,4,0
26163163380,26,163,163380,595,4,3,2,1
26163163381,26,163,163381,57,0,0,0,0
26163163382,26,163,163382,414,11,2,3,3
26163163383,26,163,163383,348,7,0,2,3
26163163384,26,163,163384,345,7,2,1,0
26163163385,26,163,163385,483.8,11.12,1.01,2.01,1.01
26163163386,26,163,163386,488,11,4,2,0
26163163387,26,163,163387,376,10,2,2,0
26163163388,26,163,163388,682,19,3,9,0
26163163389,26,163,163389,499,15,4,6,0
26163163390,26,163,163390,671,46,4,7,1
26163163391,26,163,163391,415,45,5,4,1
26163163392,26,163,163392,549.59,57.9,4.91,6.87,0
26163163393,26,163,163393,622,13,8,0,1
26163163394,26,163,163394,257,2,2,0,0
26163163395,26,163,163395,468,4,0,4,2
26163163396,26,163,163396,608,9,4,3,1
26163163397,26,163,163397,502,4,0,1,1
26163163398,26,163,163398,89,9,0,3,1
26163163399,26,163,163399,416,7,2,1,0
26163163400,26,163,163400,322,7,3,0,1
26163163401,26,163,163401,673,35,8,5,1
26163163402,26,163,163402,452.87,39.61,3.75,4.82,1.07
26163163403,26,163,163403,668,22,5,2,1
26163163404,26,163,163404,921,52,14,14,1
26163163405,26,163,163405,253,1,0,2,1
26163163406,26,163,163406,155,3,0,1,0
26163163407,26,163,163407,582,18,3,2,0
26163163408,26,163,163408,438,14,4,0,2
26163163409,26,163,163409,643,29,4,3,0
26163163410,26,163,163410,510.1,14.49,2.23,3.34,0
26163163411,26,163,163411,393,14,1,1,2
26163163412,26,163,163412,306,3,4,2,0
26163163413,26,163,163413,678,13,3,0,1
26163163414,26,163,163414,612,10,6,2,6
26163163415,26,163,163415,530,14,5,0,0
26163163416,26,163,163416,236,2,2,9,0
26163163417,26,163,163417,594,7,2,2,3
26163163418,26,163,163418,133,3,0,0,0
26163163419,26,163,163419,399,10,4,4,0
26163163420,26,163,163420,338,2,3,5,0
26163163421,26,163,163421,420.2,8.88,0.99,0.99,0.99
26163163422,26,163,163422,486,11,3,2,1
26163163423,26,163,163423,558,9,2,0,0
26163163424,26,163,163424,223,3,0,1,2
26163163425,26,163,163425,540,7,4,3,1
26163163426,26,163,163426,426,11,0,0,0
26163163427,26,163,163427,373,6,3,1,2
26163163428,26,163,163428,306,8,0,6,1
26163163429,26,163,163429,391,4,3,0,0
26163163430,26,163,163430,549,14,2,0,0
26163163431,26,163,163431,180,11,0,3,2
26163163432,26,163,163432,307,9,2,0,1
26163163433,26,163,163433,188,0,0,1,1
26163163434,26,163,163434,173,4,0,0,1
26163163435,26,163,163435,666.53,10.59,2.12,1.59,0.53
26163163436,26,163,163436,1,0,0,0,0
26163163437,26,163,163437,438,6,4,3,1
26163163438,26,163,163438,456,8,0,1,0
26163163439,26,163,163439,331,8,4,3,2
26163163440,26,163,163440,266,2,0,0,1
26163163441,26,163,163441,321,8,2,0,0
26163163442,26,163,163442,592.47,9.41,1.88,1.41,0.47
26163163443,26,163,163443,393.13,34.39,3.25,4.18,0.93
26163163444,26,163,163444,404.9,11.51,1.77,2.66,0
26163163445,26,163,163445,340,12,2,1,1
26163163446,26,163,163446,473.28,14.26,8.55,11.4,1.9
26163163447,26,163,163447,575,9,0,2,2
26163163448,26,163,163448,412,13,2,0,0
26163163449,26,163,163449,108.21,6.37,4.55,1.82,0.91
26163163450,26,163,163450,696,9,7,1,5
26163163451,26,163,163451,379,3,3,1,1
26163163452,26,163,163452,282,5,0,3,0
26163163453,26,163,163453,490,13,1,1,2
26163163454,26,163,163454,416,2,3,1,3
26163163455,26,163,163455,388,8,1,2,1
26163163456,26,163,163456,456,4,2,2,0
26163163457,26,163,163457,273,9,1,0,0
26163163458,26,163,163458,852,44,8,15,1
26163163459,26,163,163459,1001,37,14,17,2
26163163460,26,163,163460,679.07,37.94,12.65,11.67,2.92
26163163461,26,163,163461,137.4,4.63,1.27,0.73,0.18
26163163462,26,163,163462,532,5,4,1,2
26163163463,26,163,163463,377,20,5,2,0
26163163464,26,163,163464,408,8,4,2,2
26163163465,26,163,163465,501,3,2,0,3
26163163466,26,163,163466,1115,39,10,8,3
26163163467,26,163,163467,700,78,9,13,4
26163163468,26,163,163468,752,26,8,13,1
26163163469,26,163,163469,362.83,22.52,3.75,1.88,0
26163163470,26,163,163470,833,22,15,5,4
26163163471,26,163,163471,356.37,24.55,6.39,0.16,2.08
26163163472,26,163,163472,308,8,6,4,0
26163163473,26,163,163473,426,14,1,7,0
26163163474,26,163,163474,240,0,1,0,0
26163163475,26,163,163475,736,6,1,0,1
26163163476,26,163,163476,374,7,4,0,1
26163163477,26,163,163477,326,37,13,12,2
26163163478,26,163,163478,181.53,21.59,0.98,9.81,0
26163163479,26,163,163479,560,8,1,1,1
26163163480,26,163,163480,814,25,10,10,2
26163163481,26,163,163481,460,17,4,4,2
26163163482,26,163,163482,554,18,7,5,2
26163163483,26,163,163483,657,17,16,13,4
26163163484,26,163,163484,214,2,2,1,4
26163163485,26,163,163485,685,14,5,1,1
26163163486,26,163,163486,651.38,19.92,10.96,7.97,1
