GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20125000260,20,125,000260,24,122,8,3,4,128,22,11,140,20,23,135,137,22
20125000270,20,125,000270,36.88,30.63,1.15,0.54,0.52,36.38,31.71,1.62,49.71,19.52,21.63,46.5,37.41,32.28
20125000280,20,125,000280,101.9,154.91,9.58,11.1,0.42,179.9,84.13,12.91,221.82,54.7,71.91,201.83,188.5,90.38
20125000290,20,125,000290,39,42,5,2,1,48,38,7,58,31,31,55,52,36
20125000300,20,125,000300,23.94,32.59,3.91,3.95,0.01,36.66,24.73,2.97,45.68,17.75,23.72,39.69,41.62,21.78
20125000310,20,125,000310,54,94,15,8,1,112,49,8,130,43,51,117,116,54
2012500032A,20,125,00032A,32.15,62.78,7.13,10.32,0.17,73.69,30.2,8.56,85.83,27.69,32.24,76.61,77.97,35.36
2012500032B,20,125,00032B,0,0.11,0,0,0,0.11,0,0,0.11,0,0,0.11,0.11,0
20125000330,20,125,000330,101.03,91.1,10.01,5,0,111.12,86.03,8.01,147.13,62.02,81.03,119.12,108.12,95.03
20125000340,20,125,000340,47.1,66.33,3.03,9.01,1,76.37,43.08,5.02,85.41,37.06,36.08,85.37,76.37,47.09
20125000350,20,125,000350,43.27,57.08,2.76,4.6,1.84,61.69,39.59,6.44,76.42,33.14,35.91,69.05,65.37,39.59
20125000360,20,125,000360,94.73,124.92,15.24,5.4,2.16,153.31,86.41,3.56,186.58,58.86,74.09,164.95,158.63,84.41
2012500040B,20,125,00040B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012500040C,20,125,00040C,13,35,1,0,0,39,9,1,41,8,7,41,40,9
20125000410,20,125,000410,50,145,5,8,2,160,44,9,176,36,39,170,163,48
20125000420,20,125,000420,38,157,13,3,1,174,31,5,192,20,29,179,174,34
20125000430,20,125,000430,25.15,85.88,3.28,2.22,1.01,91.62,21.75,3.19,95.43,21.2,21.32,91.23,93.8,22.79
2012500044A,20,125,00044A,110.38,211.84,12.6,7.82,3.88,238,95.93,11.64,259.39,86.19,93.93,249.66,246.69,98.89
2012500044B,20,125,00044B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012500044C,20,125,00044C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125000450,20,125,000450,19,119,6,0,0,128,15,2,133,11,16,125,131,13
20125000470,20,125,000470,23.85,79.65,2.12,6.1,1.02,91.06,20.61,2.09,95.23,17.54,21.61,90.03,89.98,22.73
20125120020,20,125,120020,7,10,1,1,0,12,7,0,16,3,6,13,10,7
20125120030,20,125,120030,128.35,188.96,16,18.03,5.01,231.07,115.22,15.03,281.24,76.11,97.2,260.15,247.12,108.21
20125120040,20,125,120040,95.15,162.45,8.02,3.02,1,200.52,66.1,2.02,245.55,25.09,41.1,223.52,204.51,61.12
2012512004A,20,125,12004A,43.13,45.66,3.03,0.03,1,59.74,34.08,1.02,83.72,13.12,23.12,69.7,56.73,36.11
20125120050,20,125,120050,30,51,5,1,2,69,18,1,81,8,12,76,74,14
2012512005A,20,125,12005A,3,4,1,0,0,4,4,0,8,0,2,6,5,3
20125120060,20,125,120060,132.25,416.54,31.82,8.95,2.98,462.28,103.42,22.87,513,81.54,102.42,471.23,466.26,117.34
20125120070,20,125,120070,9.55,59.05,6.95,0.87,0.87,68.6,6.08,2.6,71.2,6.08,6.95,65.99,68.6,7.81
20125120090,20,125,120090,31.98,86.52,0,2.82,0.94,96.87,19.75,2.82,111.91,10.35,17.87,103.45,101.57,18.81
20125120100,20,125,120100,75.99,234.08,11.08,9.16,1.97,270.12,54.91,8.21,285.86,48.38,54.77,267.6,263.46,64.92
20125120110,20,125,120110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012512011B,20,125,12011B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180010,20,125,180010,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0.01,0.01,0
20125180020,20,125,180020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012518002A,20,125,18002A,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0.01,0.01,0
2012518002B,20,125,18002B,0.11,0.56,0.02,0.01,0,0.6,0.09,0.01,0.61,0.09,0.1,0.55,0.6,0.1
20125180030,20,125,180030,0.14,0.7,0.03,0.01,0,0.76,0.12,0.01,0.76,0.12,0.13,0.7,0.76,0.12
2012518003A,20,125,18003A,0.73,3.71,0.16,0.04,0.02,4,0.61,0.06,4.02,0.61,0.69,3.67,4,0.63
20125180040,20,125,180040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180050,20,125,180050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180060,20,125,180060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125180070,20,125,180070,0.03,0.05,0,0,0,0.06,0.02,0,0.07,0.02,0.02,0.06,0.06,0.03
20125900010,20,125,900010,0.81,1.96,0.13,0.06,0.02,2.08,0.79,0.09,2.27,0.68,0.66,2.19,2.08,0.81
2012590001A,20,125,90001A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125900020,20,125,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125900030,20,125,900030,0.03,0.14,0.01,0,0,0.15,0.02,0,0.15,0.02,0.03,0.14,0.15,0.02
2012590003A,20,125,90003A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20125900040,20,125,900040,2,0,0,0,0,1,1,0,0,0,0,0,0,1
20125900050,20,125,900050,1.02,0.03,0,0,0,0.03,0.02,1,0.04,1.01,0.02,1.03,0.03,1.02
20125900060,20,125,900060,0.01,0.08,0.01,0,0,0.09,0.01,0,0.09,0.01,0.01,0.09,0.09,0.01
20127000010,20,127,000010,98.23,97.98,17.35,4.07,3.02,122.91,84.48,9.15,143.5,75.08,58.47,159.98,140.63,75.83
20127000020,20,127,000020,78.02,73.02,19,0,1,95.03,65.01,4,123.03,43.01,42.01,122.04,117.03,47.01
20127000030,20,127,000030,191.86,116.94,20.82,3.94,0.99,172.31,147.4,8.93,207.06,123.53,87,235.69,214.85,108.82
20127000040,20,127,000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20127000050,20,127,000050,1.8,2.32,0.47,0.09,0,2.92,1.5,0.13,3.43,1.16,0.9,3.52,3.26,1.29
20127000060,20,127,000060,14,33,6,1,0,40,8,2,46,5,4,48,44,4
20127000070,20,127,000070,13,11,8,2,0,24,6,4,23,7,5,28,27,6
20127000080,20,127,000080,47.97,68.96,11.99,1,2,89.94,35.98,6,98.94,30.98,23.99,103.94,94.94,32.98
20127000090,20,127,000090,41,49,6,1,0,62,29,5,77,20,16,76,74,22
20127000100,20,127,000100,167.93,141.1,25.83,0.99,0.99,187.8,136.13,11.92,238.47,93.4,71.54,256.36,227.54,100.36
20127000110,20,127,000110,44,100,19,1,1,116,41,5,133,28,22,142,130,32
20127000120,20,127,000120,25,60,12,5,1,77,23,4,89,15,10,93,90,15
20127000130,20,127,000130,52,158,16,5,1,175,43,6,193,36,18,208,196,29
20127000140,20,127,000140,10,24,2,0,1,28,7,1,31,6,6,30,31,5
20127000150,20,127,000150,40.2,51.68,10.53,1.91,0,65.08,33.5,2.87,76.57,25.84,20.1,78.48,72.74,28.71
20127000160,20,127,000160,36,49,9,0,1,64,23,5,73,17,11,76,72,18
20127000170,20,127,000170,37,70,18,2,2,90,32,5,108,20,17,107,104,24
20127900010,20,127,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20127900020,20,127,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20129000010,20,129,000010,3,21,2,0,1,22,3,2,24,2,2,23,23,3
20129000020,20,129,000020,5,25,1,1,0,25,7,0,26,6,4,28,26,5
20129000030,20,129,000030,38,133,21,3,0,156,33,2,156,36,28,163,163,29
20129000040,20,129,000040,38,141,17,1,1,164,31,2,170,27,24,171,168,24
20129000050,20,129,000050,53,122,14,3,1,146,43,6,164,27,28,163,159,33
20129000060,20,129,000060,0,7,0,0,0,7,0,0,7,0,0,7,7,0
20129000070,20,129,000070,38,91,17,2,1,117,28,4,136,14,18,130,128,20
20129000080,20,129,000080,5,35,5,0,0,40,5,0,39,4,2,42,44,0
20129000090,20,129,000090,2,32,2,0,0,31,4,1,35,1,1,35,35,1
20129000100,20,129,000100,2,19,1,2,1,19,4,0,22,1,0,22,21,2
20131000010,20,131,000010,22,50,5,1,0,57,18,0,59,14,9,66,64,8
20131000020,20,131,000020,23,143,12,2,3,160,17,4,168,11,7,168,164,11
20131000030,20,131,000030,19,45,8,0,0,54,12,3,57,11,7,62,56,13
20131000040,20,131,000040,26,46,8,0,0,55,24,0,63,15,12,65,64,14
2013100005A,20,131,00005A,64,62,19,2,2,93,44,7,108,39,31,114,104,40
2013100005B,20,131,00005B,16.26,16.32,5.06,0.19,0.03,25.39,11.1,0.23,31.65,6,5.94,30.74,28.42,9.1
20131000060,20,131,000060,21,23,8,0,0,31,20,1,35,17,14,37,33,19
20131000070,20,131,000070,34,50,5,3,0,61,25,4,71,20,14,76,66,24
20131000080,20,131,000080,20,24,7,1,0,35,14,3,39,13,8,42,41,11
20131000090,20,131,000090,17,34,13,2,0,37,26,3,46,21,18,48,44,22
20131000100,20,131,000100,12,24,8,0,2,28,15,2,37,8,7,39,37,9
20131000110,20,131,000110,26,29,18,0,0,50,20,2,63,10,9,58,58,12
20131000120,20,131,000120,67.74,99.68,31.94,5.81,0.97,131.61,62.9,6.77,169.35,30,28.06,172.26,162.58,32.9
20131000130,20,131,000130,63.66,110.4,26.86,1.99,0,138.25,59.68,1.99,156.16,43.76,26.86,170.08,153.17,41.77
20131000140,20,131,000140,43.32,87.63,10.83,0.98,0.98,104.37,34.46,2.95,121.1,20.68,14.77,125.04,119.14,21.66
20131000150,20,131,000150,14,50,8,0,2,62,8,1,67,5,5,61,64,7
20131000160,20,131,000160,14,36,7,0,2,47,9,0,54,4,5,51,53,3
20131000170,20,131,000170,14,28,10,1,2,41,10,1,45,6,8,43,43,10
20131000180,20,131,000180,16,41,8,2,0,43,22,0,55,11,6,59,56,10
20131000190,20,131,000190,60.39,154.28,17.37,4.51,0.91,177.99,48.61,3.65,203.54,27.63,23.82,200.13,186.48,35.68
2013100020A,20,131,00020A,42.12,147.31,13.63,3.11,6.1,173.41,32.57,6.14,183.34,21.75,16.36,184.69,188.2,16.86
2013100020B,20,131,00020B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013100020C,20,131,00020C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013100020D,20,131,00020D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20131000210,20,131,000210,90,143,28,7,8,195,70,6,213,59,47,215,214,56
20131000220,20,131,000220,86,174.91,17.39,2.9,2.9,204.87,71.51,3.87,230.96,48.32,37.69,240.62,227.09,51.22
2013100023A,20,131,00023A,101.88,181.78,20.98,4,3,231.72,63.92,7.99,251.7,52.94,38.95,261.69,246.71,60.93
2013100023B,20,131,00023B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20131000240,20,131,000240,42,89,23,2,2,108,44,4,121,32,24,128,121,35
2013100024A,20,131,00024A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20131000260,20,131,000260,78.6,92.47,14.8,5.55,0,117.44,68.43,3.7,142.41,45.31,39.76,143.33,130.39,55.48
20131000270,20,131,000270,153.92,188.49,33.26,6.74,2.05,220.04,149.28,8.52,288.55,97.17,78.55,297.33,269.45,101.55
20131000280,20,131,000280,137.91,206.48,27.84,6.22,4.04,241.63,116.34,9.18,287.86,83.32,62.14,303.69,280.03,87.72
20131000290,20,131,000290,44,134,16,0,0,154,39,3,170,23,24,162,169,25
20131000300,20,131,000300,45,94,14,6,0,107,45,8,121,39,26,135,117,44
20131900010,20,131,900010,0.2,0.24,0.04,0.01,0,0.28,0.2,0.01,0.37,0.13,0.1,0.39,0.35,0.13
2013190001A,20,131,90001A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013190001B,20,131,90001B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133000010,20,133,000010,66,121,16,1,0,157,38,6,169,34,34,164,163,40
2013300002A,20,133,00002A,104.8,151.71,9.98,2.99,0,183.64,78.85,4.99,199.61,67.87,65.87,199.61,204.6,62.88
20133000030,20,133,000030,85,131,10,0,1,154,63,5,161,63,61,162,154,70
20133000040,20,133,000040,26.73,39.44,3.12,5.01,1,48.69,21.57,5.04,51.75,22.52,24.53,50.73,48.8,26.49
20133000050,20,133,000050,93.86,99.73,9.78,2.93,3.91,122.22,79.2,8.8,131.02,78.22,73.33,134.93,132.97,77.24
20133000060,20,133,000060,91.52,135.03,9.09,6.01,3,150.21,78.41,12.03,171.25,70.37,74.38,166.24,164.29,75.35
20133000070,20,133,000070,171.05,200.58,23.24,17.12,2,243.43,146.45,18.12,260.55,148.33,137.45,259.43,265.67,142.33
20133000080,20,133,000080,124,117,8,10,5,148,104,9,168,94,92,168,160,102
20133000090,20,133,000090,246.87,314.66,17.46,9.23,6,383.26,185.73,17.23,416.48,169.5,168.73,407.25,406.71,174.5
20133000100,20,133,000100,131,152,12,11,2,169,124,11,192,109,100,197,182,118
20133000110,20,133,000110,100.41,104.39,8.95,13.92,4.97,134.21,88.48,6.96,144.15,81.52,87.49,138.19,145.15,82.51
2013300012A,20,133,00012A,61.61,93.43,7.69,3.84,4.79,105.03,60.57,4.8,118.48,51.92,46.18,120.39,119.45,48.08
2013300012B,20,133,00012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300012C,20,133,00012C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300012D,20,133,00012D,1.29,1.95,0.16,0.08,0.1,2.2,1.27,0.1,2.48,1.09,0.97,2.52,2.5,1.01
20133000140,20,133,000140,94,119,16,8,5,155,62,26,174,64,62,171,174,64
20133000150,20,133,000150,55,93,11,8,2,115,37,12,128,39,38,123,118,46
20133000160,20,133,000160,85,57,6,2,3,71,72,5,83,69,67,76,76,74
20133000170,20,133,000170,29,54,3,0,1,57,24,6,64,21,23,62,62,25
20133000180,20,133,000180,144,182,14,7,8,233,105,13,246,104,100,247,252,107
20133000190,20,133,000190,59.88,115.79,10.01,1.05,0.09,135.88,46.82,3.14,140.97,42.88,43.75,139.11,144.93,39.93
20133000200,20,133,000200,18,103,7,1,2,118,9,3,117,12,9,120,117,13
20133000210,20,133,000210,35,64.75,4.23,2.17,0.14,76.19,27.91,2.15,79.55,27.67,26.57,79.56,77.58,29.58
2013300022A,20,133,00022A,10.76,24.05,1.27,0.63,0,28.49,7.6,0.63,29.12,6.96,7.6,28.49,29.75,6.96
2013300022B,20,133,00022B,0.01,0.02,0,0,0,0.02,0.01,0,0.02,0.01,0.01,0.02,0.02,0.01
2013300022C,20,133,00022C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013300022D,20,133,00022D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133000230,20,133,000230,56,64,8,0,4,87,36,6,92,35,27,98,99,29
20133000240,20,133,000240,94,154,20,7,2,192,67,12,213,59,64,202,203,68
20133120020,20,133,120020,71,166,7,8,1,185,50,13,196,54,48,197,192,53
20133120030,20,133,120030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133120040,20,133,120040,13,71,4,4,0,75,11,3,79,11,13,75,78,12
20133900010,20,133,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133900020,20,133,900020,0.2,0.46,0.02,0.01,0,0.54,0.14,0.01,0.55,0.13,0.14,0.54,0.57,0.13
20135000010,20,135,000010,15,104,19,1,0,118,19,1,125,8,6,125,127,9
20135000020,20,135,000020,6,26,2,0,0,31,3,0,29,5,3,30,29,4
20135000030,20,135,000030,8,30,1,1,0,29,7,0,35,2,6,30,30,6
20135000040,20,135,000040,9,46,6,1,1,46,11,2,53,6,4,54,54,6
20135000050,20,135,000050,2,18,2,0,0,20,1,1,20,2,0,20,22,0
20135000060,20,135,000060,3,26,1,0,0,29,0,0,30,0,1,26,30,0
20135000070,20,135,000070,47,115,17,1,1,125,47,6,146,30,21,154,147,28
20135000080,20,135,000080,73,220,36,0,0,260,59,8,286,38,31,285,289,35
20135000090,20,135,000090,19,74,10,0,0,78,18,3,90,11,10,86,87,12
20135000100,20,135,000100,52,128,16,2,0,150,38,7,160,36,28,161,161,28
20135000110,20,135,000110,16,21,2,0,0,24,14,1,33,6,5,31,32,6
20137000010,20,137,000010,46,138,22,3,2,161,36,8,176,29,14,191,178,27
20137000020,20,137,000020,61,188,24,1,2,224,43,4,236,33,22,244,234,39
20137000030,20,137,000030,10,35,6,2,1,46,10,1,47,8,8,46,46,8
20137000040,20,137,000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20137000050,20,137,000050,46,111,6,4,1,122,35,6,133,31,24,139,136,28
20137000060,20,137,000060,9,23,3,2,0,31,6,0,33,4,4,32,33,3
20137000070,20,137,000070,4,31,7,0,0,38,1,2,38,2,1,40,42,0
20137000080,20,137,000080,95,205,21,9,2,242,76,12,260,67,55,272,266,65
20137000090,20,137,000090,139,216,28,11,3,288,92,6,302,82,57,324,314,75
20137000100,20,137,000100,94,187,21,6,1,222,74,14,242,62,48,258,248,60
20137000110,20,137,000110,6,37,4,1,0,44,2,2,45,2,0,45,46,1
20137000120,20,137,000120,1,15.98,0,0,0,14.98,3,0,15.98,1,2,14.98,15.98,1
20139000007,20,139,000007,44.09,55.08,17.01,4.02,1,71.1,41.08,7.02,95.13,26.06,28.05,89.14,93.13,24.06
20139000010,20,139,000010,43,74,14,3,2,87,42,7,109,26,23,113,102,31
20139000020,20,139,000020,23,19,8,2,0,26,21,2,32,18,13,36,32,16
20139000030,20,139,000030,30,42,9,0,1,52,27,2,67,14,12,68,66,15
20139000040,20,139,000040,34.93,59.18,6.79,2.91,0.97,65.98,31.05,4.85,82.47,21.35,19.4,83.44,83.44,19.4
20139000050,20,139,000050,304,429,72,21,8,525,263,39,624,207,162,660,587,234
20139000060,20,139,000060,91.22,130.57,16.1,2.68,2.68,144.87,87.64,9.84,175.28,68.86,53.66,186.91,182.43,61.71
20139000080,20,139,000080,18,29,2,1,0,31,16,3,35,15,11,39,39,11
20139000090,20,139,000090,86,139,29,2,3,169,85,5,196,61,59,194,192,65
20139000100,20,139,000100,80.44,112.22,16.88,6.95,0.99,132.08,76.47,8.94,158.9,59.59,45.68,168.83,154.92,59.59
20139000110,20,139,000110,149,201,33,5,2,232,141,11,292,95,64,318,285,99
20139000120,20,139,000120,217,211,54,6,4,255,210,20,341,146,121,359,319,164
20139000130,20,139,000130,166,192,44,4,3,241,142,23,303,104,80,320,304,100
20139000140,20,139,000140,31.82,62.64,8.95,0.99,0.99,71.59,27.84,1.99,90.48,11.93,8.95,93.47,85.51,15.91
20139000150,20,139,000150,151.1,127.5,25.72,10.16,6,166.47,141.38,11.4,220.99,99.49,80.61,235.64,213.91,103.33
20139000160,20,139,000160,64.87,57.46,11.12,15.75,1.85,78.77,57.46,13.9,101.01,48.19,38.92,109.35,98.23,48.19
20139000170,20,139,000170,110.74,83.3,27.44,3.92,0,115.64,96.04,5.88,157.78,66.64,61.74,157.78,146.02,70.56
20139000180,20,139,000180,137,129,27,7,1,168,120,11,213,85,67,229,210,84
20139000190,20,139,000190,150.07,178.82,43.21,5.09,3.03,221.02,133.95,23.15,257.53,120.65,102.6,267.56,263.56,107.6
20139000200,20,139,000200,117,156,34,9,6,192,100,26,235,85,63,256,241,74
20139000210,20,139,000210,206,180,48,8,10,232,186,30,294,153,114,328,296,146
20139000220,20,139,000220,76,77,26,5,5,111,63,11,139,47,37,148,128,56
20139000230,20,139,000230,54.24,57.89,9.73,3.11,0.15,71.24,45.08,5.78,91.36,33.57,22.64,99.37,89.96,31.83
20139000240,20,139,000240,139.34,161.21,33.02,8.37,1.32,188.04,139.89,15.22,235.82,105.55,86.66,252.27,223.64,112.71
20139900010,20,139,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20139900030,20,139,900030,0.15,0.13,0.03,0.04,0,0.18,0.13,0.03,0.23,0.11,0.09,0.25,0.23,0.11
20139900040,20,139,900040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141000010,20,141,000010,14.61,29.92,5.57,0,0.7,35.49,13.92,1.39,38.97,11.83,11.13,38.97,36.88,13.22
20141000020,20,141,000020,11,19,1,0,0,20,10,1,23,8,7,23,21,7
20141000030,20,141,000030,16,10,2,0,0,16,8,0,17,9,6,17,17,7
20141000040,20,141,000040,1,3,1,0,0,4,0,0,4,0,0,4,4,0
20141000050,20,141,000050,6,6,0,0,0,7,4,1,9,3,2,10,9,3
20141000060,20,141,000060,5,7,1,1,0,9,4,1,13,1,1,13,13,1
20141000070,20,141,000070,0,4,1,0,0,6,0,0,6,0,0,5,6,0
20141000080,20,141,000080,2,7,1,0,0,9,0,1,10,0,0,10,9,1
20141000090,20,141,000090,2,9,0,0,0,10,1,0,10,1,1,10,9,2
20141000100,20,141,000100,2,16,0,0,0,16,1,1,16,2,2,16,16,1
20141000110,20,141,000110,0,4,0,0,0,4,0,0,4,0,0,4,4,0
20141000120,20,141,000120,4,8,2,0,2,10,2,2,12,3,2,13,11,4
20141000130,20,141,000130,5,7,0,0,0,9,2,1,9,3,1,11,12,0
20141000140,20,141,000140,1,17,1,1,0,17,1,2,18,2,0,17,17,1
20141000150,20,141,000150,11.19,44.75,4.2,2.33,0,50.35,9.79,2.33,55.47,6.99,6.06,55.94,56.41,6.06
20141000160,20,141,000160,63.01,114.06,26,2,0,146.06,49.01,7,166.06,37.01,19.01,183.06,165.06,38
20141000170,20,141,000170,68.6,111.83,28.19,5.64,0.94,151.3,57.33,6.58,171.04,43.23,41.35,171.98,169.16,43.23
20141000180,20,141,000180,37.12,57.79,12.7,3.92,0,73.42,30.3,6.84,81.24,27.37,22.47,86.13,77.34,27.35
20141000190,20,141,000190,10.27,51.32,3.11,3.44,0.06,56.21,11.37,1.58,58.66,10.39,7.17,59.83,60.43,6.41
20141000200,20,141,000200,16,27.96,3.02,0.01,0.01,33.02,11.01,2.97,40.93,6.08,3.05,43.94,42.89,4.11
2014100021A,20,141,00021A,108,174.04,27.98,2.99,1.99,225.98,77.99,11.03,248.07,67.92,36.95,273.06,247.11,64.89
20141000220,20,141,000220,0,14.92,2.8,0,0,17.72,0,0,17.72,0,0,17.72,17.72,0
20141000230,20,141,000230,3.61,33.93,5.77,0.72,0.72,38.26,4.33,2.17,41.14,3.61,0.72,42.59,42.59,0.72
20141000240,20,141,000240,0,33,3,0,0,34,0,0,32,3,0,32,34,0
20141000250,20,141,000250,1,4,1,0,0,5,0,1,6,0,1,5,4,2
20141000260,20,141,000260,4,7.08,1.2,0,0,11.28,1,0,10.28,2,1,11.28,10.28,1
20141000270,20,141,000270,0,8,1,0,0,8,1,0,9,0,0,9,9,0
20141400010,20,141,400010,1.39,13.07,2.23,0.28,0.28,14.74,1.67,0.83,15.86,1.39,0.28,16.41,16.41,0.28
20141400020,20,141,400020,12.81,51.25,4.8,2.67,0,57.65,11.21,2.67,63.53,8.01,6.94,64.06,64.59,6.94
20141400030,20,141,400030,6.39,13.08,2.43,0,0.3,15.51,6.08,0.61,17.03,5.17,4.87,17.03,16.12,5.78
20143000010,20,143,000010,177,305,44,12,3,374,140,23,410,121,89,439,414,119
20143000020,20,143,000020,17.9,35.8,7.96,0,0,42.76,15.91,1.99,47.73,14.92,7.96,49.72,51.71,8.95
20143000030,20,143,000030,13,30,2,0,0,32,13,0,37,8,8,37,37,7
20143000040,20,143,000040,5,28,6,0,1,33,5,1,35,5,3,34,35,3
20143000050,20,143,000050,4,18,4,2,0,21,3,2,22,3,1,23,23,2
20143000060,20,143,000060,22.56,82.05,6.17,1.06,0.01,90.26,20.51,1.07,94.4,12.38,12.33,97.48,94.47,16.34
20143000070,20,143,000070,28,67,8,1,0,71,25,4,79,22,13,87,82,20
20143000080,20,143,000080,2,7,0,0,0,7,1,1,9,0,0,9,7,2
20143000090,20,143,000090,14.61,37.99,2.92,0,0.97,47.73,7.79,0,46.76,8.77,6.82,45.78,46.76,9.74
20143000100,20,143,000100,11,29,0,3,0,33,8,2,37,6,5,37,38,5
20143000110,20,143,000110,6.1,39.2,2.04,0,0,40.24,6.09,2.01,42.27,5.08,4.04,38.28,43.29,4.05
20143000120,20,143,000120,3,9,1,0,0,10,3,0,11,2,2,12,11,2
20143000130,20,143,000130,15,30,11,2,1,40,17,2,40,19,17,40,40,18
20143000140,20,143,000140,7,30,1,0,1,31,8,0,33,5,5,33,33,6
20143000150,20,143,000150,76.44,142.96,22.83,7.94,1.99,172.74,69.49,8.93,191.6,51.62,45.67,202.52,201.53,46.66
2014300016A,20,143,00016A,44,100,22,7,5,131,38,6,138,32,31,139,146,27
2014300016B,20,143,00016B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20143000170,20,143,000170,88,170,19,4,1,207,60,9,215,54,36,233,216,53
20143000180,20,143,000180,51,107,16,5,1,125,45,6,140,35,19,156,150,27
20143000190,20,143,000190,5,12,0,0,0,12,5,0,13,4,4,13,12,5
20143000200,20,143,000200,19,80,8,3,1,92,16,2,99,10,5,101,99,11
20143000210,20,143,000210,47,100,18,2,1,114,47,9,126,42,30,139,125,42
20143000220,20,143,000220,4,22,1,0,0,23,4,0,25,2,2,25,24,3
20143000230,20,143,000230,8.39,15.01,1.08,0,0.03,15.27,8.21,2,20.24,5.23,5.18,20.22,19.24,6.26
20145000010,20,145,000010,10,17,1,0,0,18,9,1,17,11,8,19,17,11
20145000030,20,145,000030,5,2,0,0,0,6,0,0,5,2,0,7,5,2
20145000040,20,145,000040,24,44,8,1,0,56,17,4,59,17,16,61,60,17
20145000060,20,145,000060,7,7,0,0,0,8,5,0,11,3,3,11,11,3
20145000070,20,145,000070,40.41,82.23,12.32,0.14,0.03,98.68,31.03,5.18,113.58,21.36,19.07,114.92,112.87,19.18
20145000080,20,145,000080,122.61,131.25,34.35,4.87,0.97,177.38,91.24,16.67,201.06,86.18,71.52,215.7,210.79,74.44
20145000090,20,145,000090,195.63,184.65,43.92,9.98,1,253.52,164.69,13.97,309.41,122.77,110.79,319.39,301.42,126.76
20145000100,20,145,000100,174.95,197.98,33.04,5.95,4.92,247.84,146.04,17.02,306.5,105.38,102.25,309.55,287.82,119.03
20145000110,20,145,000110,96.39,80.75,22.88,7.96,1.99,112.55,86.45,11.95,129.44,80.51,66.58,143.36,129.46,80.49
20145000120,20,145,000120,1,6,0,0,0,6,1,0,6,1,0,7,7,0
20145000130,20,145,000130,4,22,3,0,0,24,5,0,26,3,1,25,28,1
20145000140,20,145,000140,9,14,1,0,0,16,6,1,19,5,2,21,17,6
20145000150,20,145,000150,6,18,3,0,0,20,8,0,23,5,6,22,22,5
20145000160,20,145,000160,14,23,2,1,1,29,9,2,29,11,12,28,29,10
2014500017A,20,145,00017A,15.96,53.07,6.48,2.09,0.09,56.96,13.51,5.2,59.92,15.76,10.76,62.97,62.54,13.06
2014500017B,20,145,00017B,0.05,0.07,0.01,0,0,0.09,0.04,0.01,0.09,0.04,0.03,0.1,0.1,0.04
20145000180,20,145,000180,8,12,2,0,0,14,8,0,14,8,8,14,13,9
20145000190,20,145,000190,11,19,3,0,0,21,10,1,29,5,4,29,27,7
20145000200,20,145,000200,6,20,1,0,0,22,4,1,25,2,3,24,23,4
20145000210,20,145,000210,29,16,7,2,0,32,13,6,28,24,16,36,36,16
20145000220,20,145,000220,1,7,2,0,0,8,0,2,10,0,0,10,8,2
20145000230,20,145,000230,0,12,0,0,0,12,0,0,12,0,1,11,12,0
