GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSDWIE,G16USSRMOR,G16USSLGAR,G16USSOTH
20173130810,20,173,130810,0,0,0,0,0,0,0,0,0
20173130820,20,173,130820,0,0,0,0,0,0,0,0,0
20173130830,20,173,130830,4,33,0,0,1,4,33,1,0
20173130840,20,173,130840,3.1,3.6,0.3,0.1,0.2,2.8,3.9,0.4,0
20173130850,20,173,130850,0,0,0,0,0,0,0,0,0
20173130860,20,173,130860,0,0,0,0,0,0,0,0,0
20173130870,20,173,130870,0,0,0,0,0,0,0,0,0
20173130880,20,173,130880,0.1,0.4,0,0,0,0.1,0.4,0,0
20173130890,20,173,130890,0,0,0,0,0,0,0,0,0
20173130900,20,173,130900,0,0,0,0,0,0,0,0,0
20173130910,20,173,130910,0,0,0,0,0,0,0,0,0
20173130920,20,173,130920,0,0,0,0,0,0,0,0,0
20173130930,20,173,130930,0,0,0,0,0,0,0,0,0
20173130940,20,173,130940,0,0,0,0,0,0,0,0,0
20173130950,20,173,130950,1.1,1.7,0.2,0,0.2,1.1,2,0.2,0
20173130960,20,173,130960,0,0,0,0,0,0,0,0,0
20173130970,20,173,130970,9.8,21.9,1.4,0.4,0.9,8.5,23.8,1.6,0
20173130980,20,173,130980,0,0,0,0,0,0,0,0,0
20173130990,20,173,130990,79,230.1,14.4,9.3,6.9,74,243.7,19.2,0.3
20173131010,20,173,131010,0,0,0,0,0,0,0,0,0
20173131020,20,173,131020,0,0,0,0,0,0,0,0,0
20173131030,20,173,131030,9,19,0,0,0,5,21,1,0
20173131040,20,173,131040,0,0,0,0,0,0,0,0,0
20173131050,20,173,131050,0,0.1,0,0,0,0,0.1,0,0
20173131060,20,173,131060,0.4,1.4,0,0,0,0.3,1.2,0.2,0
20173131070,20,173,131070,0.1,0.3,0,0,0,0.1,0.3,0,0
20173131080,20,173,131080,0,0,0,0,0,0,0,0,0
20173131090,20,173,131090,0.2,0.3,0,0,0,0.1,0.3,0,0
20173131100,20,173,131100,37,82.9,0.1,1.1,4.1,34.9,84.1,6.2,0
20173131110,20,173,131110,0,0,0,0,0,0,0,0,0
20173131120,20,173,131120,6.4,6.2,0.7,0.3,0.4,5.7,7,0.9,0
20173131140,20,173,131140,0,0,0,0,0,0,0,0,0
20173131150,20,173,131150,0,0,0,0,0,0,0,0,0
20173131160,20,173,131160,1.6,4.1,0.2,0.1,0.1,1.2,4.7,0.2,0
20173131170,20,173,131170,0,0,0,0,0,0,0,0,0
20173131180,20,173,131180,0,0,0,0,0,0,0,0,0
20173131190,20,173,131190,0,0,0,0,0,0,0,0,0
20173131210,20,173,131210,0,0,0,0,0,0,0,0,0
20173131220,20,173,131220,0,0,0,0,0,0,0,0,0
20173131230,20,173,131230,0,0,0,0,0,0,0,0,0
20173131240,20,173,131240,0,0,0,0,0,0,0,0,0
20173131250,20,173,131250,0,0,0,0,0,0,0,0,0
20173131260,20,173,131260,0,0,0,0,0,0,0,0,0
20173131270,20,173,131270,0,0.2,0,0,0,0,0.2,0,0
20173131280,20,173,131280,0.1,0.2,0,0,0,0.1,0.2,0,0
20173131290,20,173,131290,0,0,0,0,0,0,0,0,0
20173131300,20,173,131300,0,0,0,0,0,0,0,0,0
20173131310,20,173,131310,18.6,41.7,2.7,0.8,1.6,16.1,45.4,3.2,0
20173131320,20,173,131320,0,0,0,0,0,0,0,0,0
20173131330,20,173,131330,0,0,0,0,0,0,0,0,0
20173131340,20,173,131340,0,0,0,0,0,0,0,0,0
20173131350,20,173,131350,0,0,0,0,0,0,0,0,0
20173131360,20,173,131360,2.9,21.3,1.1,0.7,1.1,2.5,22.8,1.1,0.4
20173131370,20,173,131370,24.9,62.3,5.3,0.8,2.6,20.9,68.6,4.2,0
20173131380,20,173,131380,0.1,0.2,0,0,0,0.1,0.2,0,0
20173131390,20,173,131390,0,0,0,0,0,0,0,0,0
20173131400,20,173,131400,0,0,0,0,0,0,0,0,0
20173131410,20,173,131410,4.8,7.4,0.7,0.3,0.5,4.3,8.6,0.6,0
20173131420,20,173,131420,0,0,0,0,0,0,0.1,0,0
20173131430,20,173,131430,2.3,3.4,0.3,0.1,0.1,2.1,3.8,0.2,0
20173131440,20,173,131440,0,0,0,0,0,0,0,0,0
20173131450,20,173,131450,0.1,0.1,0,0,0,0.1,0.1,0,0
20173131460,20,173,131460,0.3,0.7,0.1,0,0,0.3,0.7,0.1,0
20173131470,20,173,131470,0,0,0,0,0,0,0,0,0
20173131480,20,173,131480,10.4,21.3,1.7,0.9,0.6,10.8,20.7,2.8,0
20173131490,20,173,131490,0,0,0,0,0,0,0,0,0
20173131500,20,173,131500,0,0,0,0,0,0,0,0,0
20173131510,20,173,131510,0,0,0,0,0,0,0,0,0
20173131520,20,173,131520,0,0,0,0,0,0,0,0,0
20173131530,20,173,131530,1.6,3.8,0.3,0.2,0.1,1.4,3.8,0.4,0
20173131540,20,173,131540,0.1,0.7,0,0,0,0.1,0.7,0,0
20173131550,20,173,131550,2,5.3,0.4,0.1,0.1,1.6,5.6,0.6,0
20173131560,20,173,131560,0,0,0,0,0,0,0,0,0
20173131570,20,173,131570,0,0,0,0,0,0,0,0,0
20173131580,20,173,131580,1.8,5.7,0.4,0.1,0.2,1.4,6.2,0.4,0
20173131590,20,173,131590,0,0,0,0,0,0,0,0,0
20173131600,20,173,131600,0.1,0.3,0,0,0,0.1,0.4,0,0
20173131610,20,173,131610,2.6,4,0.4,0.2,0.1,2.5,4,0.7,0
20173131620,20,173,131620,0,0,0,0,0,0,0,0,0
20173131630,20,173,131630,0,0,0,0,0,0,0,0,0
20173131640,20,173,131640,0,0,0,0,0,0,0,0,0
20173131650,20,173,131650,0,0,0,0,0,0,0,0,0
20173131660,20,173,131660,0,0,0,0,0,0,0,0,0
20173131670,20,173,131670,0,0,0,0,0,0,0,0,0
20173131680,20,173,131680,0.1,0.3,0,0,0,0.1,0.3,0,0
20173140010,20,173,140010,0,0,0,0,0,0,0,0,0
20173140020,20,173,140020,0.1,0.3,0,0,0,0.1,0.3,0,0
20173140030,20,173,140030,3.4,4.9,0.6,0.1,0.5,3.2,5.8,0.5,0
20173140050,20,173,140050,0,0,0,0,0,0,0,0,0
20173140060,20,173,140060,0.1,0.2,0,0,0,0,0.2,0,0
20173140070,20,173,140070,1.2,1.8,0.1,0,0.1,1.1,2,0.1,0
20173140080,20,173,140080,0,0,0,0,0,0,0,0,0
20173150010,20,173,150010,0,0,0,0,0,0,0,0,0
20173150020,20,173,150020,0,0,0,0,0,0,0,0,0
20173150030,20,173,150030,0,0,0,0,0,0,0,0,0
20173150040,20,173,150040,0,0,0,0,0,0,0,0,0
20173170010,20,173,170010,3.1,5,0.5,0,0.2,2.6,5.8,0.4,0
20173170020,20,173,170020,0,0,0,0,0,0,0,0,0
20173170030,20,173,170030,0,0,0,0,0,0,0,0,0
20173170040,20,173,170040,0,0.1,0,0,0,0,0.1,0,0
20173170050,20,173,170050,0,0,0,0,0,0,0,0,0
20173170060,20,173,170060,0.1,0.2,0,0,0,0.1,0.2,0,0
20173180010,20,173,180010,2.2,6.8,0.3,0.2,0.1,1.9,7.2,0.4,0
20173180030,20,173,180030,1.9,5.2,0.4,0.1,0.2,1.8,5.2,0.5,0
20173180040,20,173,180040,1.2,3.8,0.3,0.1,0.1,1.1,3.9,0.4,0
20173190010,20,173,190010,0,0,0,0,0,0,0,0,0
20173190020,20,173,190020,0,0,0,0,0,0,0,0,0
20173190030,20,173,190030,0,0,0,0,0,0,0,0,0
20173190040,20,173,190040,11,23.1,1.3,0.6,1.1,9.8,24,2.3,0
20173190050,20,173,190050,0,0,0,0,0,0,0,0,0
20173190140,20,173,190140,0.1,0.1,0,0,0,0,0.1,0,0
20173500010,20,173,500010,445.1,448.1,51.9,28.9,21,416.2,465.1,75.9,5
20173500030,20,173,500030,72,50,9,2,5,66,53,11,0
20173500040,20,173,500040,26,17,6,0,0,25,17,5,0
20173500050,20,173,500050,335,186,37,19,23,322,214,43,3
20173500060,20,173,500060,664,210,34,37,19,622,228,65,1
20173500080,20,173,500080,503,237,48,28,23,484,295,43,1
20173500090,20,173,500090,655,285,49,34,18,597,339,60,3
20173500110,20,173,500110,137,162,21,7,5,115,182,30,0
20173500120,20,173,500120,702,271,44,16,21,603,337,59,3
20173500130,20,173,500130,615,75,23,14,11,530,104,45,1
20173500140,20,173,500140,606,34,15,8,9,546,55,25,3
20173500150,20,173,500150,7.5,3.1,0.4,0.3,0.2,6.4,3.4,0.9,0
20173500160,20,173,500160,832,57,22,17,12,748,94,36,2
20173500170,20,173,500170,803,61.4,15.5,15.1,5.5,716.8,87.2,33.5,1
20173500180,20,173,500180,852.9,133.7,26.8,15.8,15.8,782.6,185.2,37.6,2
20173500190,20,173,500190,635,197,51,17,23,591,253,45,1
20173500200,20,173,500200,570,249,32,24,30,519,305,54,3
20173500210,20,173,500210,336.1,320.1,29.4,17.8,12.5,298.7,370.9,40.1,0
20173500220,20,173,500220,751,539,76,37,41,648,677,79,1
20173500230,20,173,500230,126,112.3,14.4,4.6,9.2,101.2,138.2,19.4,0
20173500240,20,173,500240,8.1,1.3,0.2,0.1,0.1,7.4,1.8,0.4,0
20173500260,20,173,500260,54.6,80,6.2,1.2,3.1,40.9,91.8,7.4,0
20173500280,20,173,500280,112.2,161.8,19.6,3.7,16.8,103.8,190.8,16.8,0
20173500360,20,173,500360,179,100.5,22.7,10.8,10.9,172.8,112.8,24.7,0
20173500370,20,173,500370,97.6,83.8,7.3,5,5.8,92.7,92.4,8,0.1
20173500380,20,173,500380,857.7,670.1,72.5,39.7,49.6,777.3,768.3,97.3,6
20173500390,20,173,500390,157.2,168.3,24.4,10.2,8.2,158.8,180.8,18.5,0
20173500400,20,173,500400,464,364,40,23,20,423,415,46,0
20173500410,20,173,500410,547,447,59,33,25,507,503,71,2
20173500420,20,173,500420,350.4,379.6,32.5,10.2,15.6,311.8,422.9,34.6,2
20173500430,20,173,500430,478.9,594.7,64.2,12.1,35.2,411.4,700.5,57.2,2
20173500440,20,173,500440,519,714,75,21,37,408,874,66,0
20173500450,20,173,500450,378.7,704.7,59.4,15.3,47,299.1,827.4,58.5,1.9
20173500460,20,173,500460,741,927,84,29,40,594,1107,74,2
20173500470,20,173,500470,507.9,550.9,54.6,24.2,35.5,426.3,689.1,46.9,2
20173500480,20,173,500480,471,711,60,12,30,378,872,35,1
20173500490,20,173,500490,787.3,1136.7,94.5,29,48.1,703.9,1275.2,86,1
20173500500,20,173,500500,0,0,0,0,0,0,0,0,0
20173500530,20,173,500530,301.5,440.6,33.6,11.1,46.2,228.9,567.5,28.4,1
20173500540,20,173,500540,485.8,810.3,76.9,8.4,31.1,396.8,940,58.2,2.4
20173500560,20,173,500560,528.6,919,79.7,22,47.5,437.9,1065.5,57.2,4
20173500570,20,173,500570,738.8,714.1,76.6,36.9,52,665,806.8,100.3,4.7
20173500580,20,173,500580,711,822,98.5,34.1,35.5,634.7,889.5,125.4,3.2
20173500590,20,173,500590,624.9,1164,70.4,31.8,41.5,531.4,1262.4,96.4,5.8
20173500650,20,173,500650,292.9,626.7,46.1,7.1,29,224.6,726,45.1,0
20173500710,20,173,500710,365.8,945.3,83.2,10,51.9,268.1,1125.1,46.3,0
20173500740,20,173,500740,191.2,216.4,18.4,14.6,18.4,170.8,216.4,46.6,0
20173500750,20,173,500750,368,385,43,29,16,340,362,94,1
20173500760,20,173,500760,201,210,19,17,8,183,206,40,0
20173500770,20,173,500770,191.8,191.8,23.1,15.1,14,188.8,193.9,45.1,1
20173500780,20,173,500780,617,578,57,31,23,546,625,94,3
20173500790,20,173,500790,706.5,483,83,50.5,32.7,662.5,535.9,104.8,0
20173500800,20,173,500800,322,207,23,23,17,289,229,47,1
20173500810,20,173,500810,494.1,348.5,46.5,23.8,27.7,460.4,404,56.4,4
20173500820,20,173,500820,503,482,65,34,19,485,504,85,0
20173500830,20,173,500830,345.8,200.1,35.1,20,18,318,218.8,49.1,0
20173500840,20,173,500840,218.2,262.5,22.2,9,7.8,191.2,261.7,42.4,1.1
20173500870,20,173,500870,201.1,202.1,20.9,13.9,12.9,188.1,207,38.8,1
20173500880,20,173,500880,595,495,65,42,28,563,511,102,1
20173500890,20,173,500890,412,547,53,33,17,396,546,83,0
20173500900,20,173,500900,341.7,431.4,51.9,32.1,13.2,343.6,417.2,88.7,0.9
20173500910,20,173,500910,263.5,536.8,43.5,22.2,16,273.3,521.7,70.1,0
20173500940,20,173,500940,6,11,1,1,1,5,13,1,0
20173500980,20,173,500980,545.5,646.3,57.8,46.5,34.3,496.8,668.9,121.1,3
20173500990,20,173,500990,374.3,429.2,47.9,23,18,336.4,456.2,72.9,0
20173501000,20,173,501000,300.7,400.8,44.1,35,10,272.6,403.8,81.1,0
20173501010,20,173,501010,49.8,51.6,12.6,6.4,2.6,48.2,54.6,11.4,0
20173501020,20,173,501020,344,343,32,24,14,294,359,65,1
20173501030,20,173,501030,170,207,23,19,13,169,215,34,1
20173501060,20,173,501060,499.6,1256.9,121.6,41,61.6,493.2,1300.7,142.9,1
20173501080,20,173,501080,424.4,906.8,83.1,22.3,48,393.4,964.9,95.3,1
20173501090,20,173,501090,91.4,195.3,28.4,6.4,11.7,91.4,211.8,24.1,0
20173501110,20,173,501110,221.1,621.6,47.7,17.5,16.4,223.6,616.2,66.1,1.1
20173501150,20,173,501150,229.4,361.9,31.1,16.4,15.5,235.8,348.1,45.7,0.9
20173501160,20,173,501160,382,537,43,31,19,365,539,75,1
20173501170,20,173,501170,320,458,41,28,16,323,465,45,3
20173501180,20,173,501180,315,522,31,42,18,313,503,77,2
20173501200,20,173,501200,224,356,29,7,14,212,349,50,0
20173501210,20,173,501210,257.8,400.7,42,15.7,12.7,245.1,398.6,68.3,0
20173501220,20,173,501220,63.1,146.2,13,7.8,6,64.9,142.7,21.6,0
20173501320,20,173,501320,426.3,913.5,59.9,41.9,18,454.3,843.6,102.8,1
20173501390,20,173,501390,446.9,534.7,69.8,30.9,30.9,415,594.6,83.8,1
20173501400,20,173,501400,305.5,404.7,44.2,25.5,14.7,266.2,440.1,62.9,1
20173501420,20,173,501420,420,767,54,25,27,362,821,82,4
20173501430,20,173,501430,401,709,55,33,26,380,740,76,2
20173501440,20,173,501440,382.6,671.3,56.9,25,29,350.6,709.2,62.9,0
20173501450,20,173,501450,342.4,604.5,39.2,24.9,27.7,313.8,653.3,44,1
20173501460,20,173,501460,376,983,45,8,18,277,1101,33,0
20173501480,20,173,501480,710.2,1448.7,97.1,24.9,54,570.6,1606.2,108.6,0.9
20173501500,20,173,501500,200.9,503.5,42.7,6.8,21.4,168.4,553.9,34.2,0
20173501540,20,173,501540,519,971,66,22,36,463,1036,76,2
20173501550,20,173,501550,427,783,90,32,34,374,884,72,0
20173501560,20,173,501560,258,519,43,22,17,247,567,33,0
20173501570,20,173,501570,343,514,45,15,23,291,554,58,0
20173501580,20,173,501580,325,697,53,27,36,315,739,61,1
20173501590,20,173,501590,409,697,55,23,25,376,736,74,1
20173501620,20,173,501620,317,706,49,24,29,264,780,59,4
20173501630,20,173,501630,329,724,56,13,27,276,790,74,0
20173501640,20,173,501640,593,1079,68,38,37,513,1206,92,1
20173501650,20,173,501650,469.6,705.3,62.4,19.8,26.8,419,752.9,77.3,1
20173501660,20,173,501660,393.6,835.2,66.6,27.2,50.3,366.1,920.7,66.8,3
20173501670,20,173,501670,364.9,887.7,72,13,26,332.9,919.7,74,0
20173501680,20,173,501680,0.1,0.3,0,0,0,0,0.3,0,0
20173501730,20,173,501730,317.9,876.7,41,17,34,257.9,962.7,35,1
20173501740,20,173,501740,525.6,1324.8,62.7,26.9,47.8,453.9,1433.3,67.7,4
20173501820,20,173,501820,489,279,59,22,33,450,306,79,1
20173501830,20,173,501830,528,595,65,30,34,490,618,85,3
20173501850,20,173,501850,457,662,65,28,20,421,683,77,2
20173501860,20,173,501860,175,228,21,11,12,170,226,36,0
20173501870,20,173,501870,181.8,160.9,23,9,7,139.9,197.8,24,0
20173501880,20,173,501880,809.5,440.4,68,55.1,36.4,745.7,527.6,94.6,3
20173501890,20,173,501890,591.6,256.7,54,35.9,20.6,565.4,279.6,71.4,2
20173501900,20,173,501900,884.5,583.5,83.5,36.9,37.9,814.6,648.5,102.9,2.9
20173501910,20,173,501910,478.2,579.9,63.6,21.5,41.1,420.5,665.9,78.2,2
20173501920,20,173,501920,293,321,33,23,13,261,348,55,0
20173501930,20,173,501930,530.2,704,78.3,30.6,38.7,454.6,805.7,81.9,0.9
20173501940,20,173,501940,487.5,587.8,53.9,21.8,23.3,432.8,649,69.7,0
20173501960,20,173,501960,915,388.4,54.1,34.8,24.9,783,422,108.2,1.1
20173501990,20,173,501990,223,153,10,10,9,198,154,23,0
20173502000,20,173,502000,432.5,579.7,43.2,28.4,18.6,396.2,616.9,61.8,0
20173502010,20,173,502010,423.7,593.2,44.6,29.4,20.9,384.8,617.2,80.3,0.9
20173502030,20,173,502030,12.3,51.1,2.9,1.5,2.4,10.7,55,3,0.6
20173502040,20,173,502040,348.6,776.1,51.1,15.2,30.5,302.9,845.1,58.2,0.9
20173502070,20,173,502070,216.8,631.6,39.4,25.6,19,203,668.8,52.6,0.7
20173502120,20,173,502120,160,618,37,10,12,146,636,47,1
20173502130,20,173,502130,0.5,1.5,0.1,0,0.1,0.4,1.6,0.2,0
20173502140,20,173,502140,37.1,122.8,6.7,9.4,2.9,36.5,125.4,14.4,0
20173502150,20,173,502150,82.5,366.7,12.2,5.6,12.2,79.7,370.4,24.4,1.9
20173502160,20,173,502160,2.4,10.2,0.3,0.1,0.2,2.1,10.7,0.3,0
20173502180,20,173,502180,53.5,168,7.6,4.8,2.9,45.8,176.6,9.6,0.9
20173502200,20,173,502200,9.4,77.2,6.3,0.4,1.7,8.9,85.2,1.4,0
20173502220,20,173,502220,492.1,851.2,87.2,24.1,61,442.2,981.3,75,0.1
20173502230,20,173,502230,429.9,539.8,45.5,20.6,39.5,371.6,635.9,48,0.9
20173502240,20,173,502240,346.2,542,52.9,18.9,36.9,308.4,629,44.4,0.1
20173502260,20,173,502260,326,823,81,22,24,320,842,85,2
20173502270,20,173,502270,236.7,469.7,50.5,19.3,24.8,214.7,518.3,45.9,0
20173502280,20,173,502280,7.3,14.9,1.6,0.6,0.8,6.7,16.4,1.5,0
20173502290,20,173,502290,171.9,326.6,36.5,12.7,9.8,145.6,366.1,28,0
20173502400,20,173,502400,432.1,1258.7,98.9,21.8,59.3,396.5,1336.8,98.9,1
20173502410,20,173,502410,21.4,35.2,2.6,1.5,1.7,19.4,38.5,2.9,0
20173502440,20,173,502440,0.6,1.4,0.1,0,0.1,0.6,1.4,0.2,0
20173502450,20,173,502450,1.5,0,0,0,0,1.5,0,0,0
20173502460,20,173,502460,0,0,0,0,0,0,0,0,0
20173502470,20,173,502470,0,0,0,0,0,0,0,0,0
20173502480,20,173,502480,106,375,21,7,10,104,366,37,0
20173502490,20,173,502490,10.4,26.5,4.7,0.9,1.9,9.5,30.3,1.9,0
20173502500,20,173,502500,132,801,38,24,21,117,843,39,2
20173502510,20,173,502510,31,259,16,5,4,27,267,15,1
20173502560,20,173,502560,86,352,13,16,11,79,355,33,0
20173502570,20,173,502570,369.9,1163.9,60.3,24.7,39.6,351.1,1173.8,108.8,1
20173502580,20,173,502580,23,28,9,3,0,18,28,11,0
20173502610,20,173,502610,6,17,0,2,0,5.5,16.5,3,0
20173502630,20,173,502630,240.2,493.5,28.9,13,24.2,213.2,514.1,49.4,0.9
20173502650,20,173,502650,0,0,0,0,0,0,0,0,0
20173502660,20,173,502660,254.8,592.8,53.9,24.7,15.5,262.1,573.6,72.2,0
20173502700,20,173,502700,268.1,643.2,64.7,35,18,247.5,658.3,92.7,0.9
20173502730,20,173,502730,220,539,38,20,13,207,547,55,0
20173502740,20,173,502740,47.9,168.5,18.9,5,4,48.9,163.5,27.9,0
20173502810,20,173,502810,170.1,776.8,30.8,16.3,17.4,165.9,758,65.1,0
20173502830,20,173,502830,0,0,0,0,0,0,0,0,0
20173502850,20,173,502850,3.7,10.8,0.2,0.1,0.2,1.5,11.1,0.3,0
20173502890,20,173,502890,253.7,537.4,45.3,15.4,28.9,229.5,572.1,62.7,0
20173502900,20,173,502900,13.9,30.8,5,0,0,13.9,32.8,3,0
20173502930,20,173,502930,0,0,0,0,0,0,0,0,0
20173502960,20,173,502960,11,31.4,2.6,0.9,1,9.4,32.4,3.8,0
20173503010,20,173,503010,51,227,6,4,10,48,229,14,0
20173503030,20,173,503030,175.3,257.4,19.8,6.6,15,132.4,324.6,16.9,0
20173503070,20,173,503070,61.7,85.3,8.7,2.3,5,52.5,99,8.3,0.3
20173503120,20,173,503120,0.9,0,0,0,0,0.9,0,0,0
20173503170,20,173,503170,249,859,35,28,16,204,895,64,0
20173503180,20,173,503180,169.4,412.2,32.7,17.8,6.9,149.6,414.2,48.6,0
20173503190,20,173,503190,426.4,1139.4,94.7,50.2,31.1,417.1,1162.3,118,1
20173503250,20,173,503250,238.3,802.4,61.3,24.3,16.5,218.8,818.9,72,1
20173503260,20,173,503260,130.1,539.5,31.1,7,12,124.1,544.5,37.1,0
20173503290,20,173,503290,59.8,221,13,3.3,12.5,50.1,239.1,15.1,0
20173503370,20,173,503370,140.4,333.8,34.3,16.5,15.8,139.9,344,42.3,1.9
20173503400,20,173,503400,79.1,156.9,10.7,3.5,6,61.1,173.7,12.7,1
20173503470,20,173,503470,246.7,484.9,42.4,21.2,25.1,224.6,525.4,54.9,1
20173503490,20,173,503490,0,0,0,0,0,0,0,0,0
20173503500,20,173,503500,188.4,365.9,33.9,14,14,174.4,361.9,52.8,1
20173503530,20,173,503530,133.9,362.4,26.1,6.9,13.8,108.8,399.7,24.7,1.6
20173503590,20,173,503590,67,153.1,14.7,7.7,3.5,67.8,153.5,18.4,0
20173503650,20,173,503650,150.5,198.8,24.4,11.3,5.2,153,189,31.9,1
20173503700,20,173,503700,96.7,298,16,5.8,14.6,88,311.9,24.3,0.9
20173503740,20,173,503740,71.5,273.9,19.1,6,4.3,65.5,271.8,29.5,0
20173503760,20,173,503760,238.1,786.9,43,19,13.6,239.2,757.4,84.5,0.1
20173503770,20,173,503770,187.4,505.5,39.4,10.6,8.7,187.4,493,59.6,0
20173503780,20,173,503780,106,635,32,13,15,105,653,30,0
20173503800,20,173,503800,125.8,393.1,20,14.9,9,117.7,381.2,41.9,0
20173503920,20,173,503920,39,185,5,7,7,38,186,16,0
20173503930,20,173,503930,8.9,51.3,4.9,1,1,8.9,54.2,3,0
20173503940,20,173,503940,78.1,263.2,15.5,6.6,6.1,77.1,262.3,23.5,0
20173503990,20,173,503990,2.3,10.1,0,0,1.6,1.6,10.1,2.3,0
20173600010,20,173,600010,1.5,4.7,0.2,0.1,0.2,1.4,4.7,0.4,0
20173600020,20,173,600020,7,33,1,0,0,7,26,4,0
20173600340,20,173,600340,0.6,1.5,0.3,0,0.1,0.5,1.7,0.1,0
20173700010,20,173,700010,166.9,541.7,39.5,8.7,24,135,589.9,35.7,0
20173700210,20,173,700210,40.8,115.3,3.5,3.1,1.4,30.6,117.3,12,0.1
20173700260,20,173,700260,160.4,940.3,34.4,9.2,14.6,156.8,939.2,56.1,1
20173700290,20,173,700290,13.4,45.7,1.6,0.8,2.4,11,52.8,0.8,0
20173700310,20,173,700310,156.8,562.5,50.1,17.1,33.1,149.7,589.5,58.2,0
20173700330,20,173,700330,223.3,492.2,36.7,9.9,16.9,167.7,546.7,44.6,0
20173700350,20,173,700350,156.1,472,37.1,11.4,12.4,124.7,487.2,55.2,0
20173700390,20,173,700390,156.7,420.8,33.5,10.8,8.9,132.1,444.4,46.3,0
20173700400,20,173,700400,38,152,18,0.9,6.7,37,156.7,14.2,0
20173700590,20,173,700590,0,0,0,0,0,0,0,0,0
20173800010,20,173,800010,3,10.5,0.5,0.2,0.2,3.1,10,1.1,0
20175000010,20,175,000010,8,49.7,0,0,0,8,44.7,4,0
20175000020,20,175,000020,24,151,7,1,0,19,142,17,0
20175000030,20,175,000030,0,14.3,0,0,0,0,14.3,0,0
20175000040,20,175,000040,53,73,4,5,0,44,65,13,0
2017500005A,20,175,00005A,5,17.3,0.1,0.1,0,4,15.1,1.6,0
2017500005B,20,175,00005B,0.7,1.4,0.1,0,0,0.6,1.5,0.1,0
20175000060,20,175,000060,13,96,2,1,1,11,94,7,0
20175000070,20,175,000070,4.2,44.4,3.4,1.7,0.8,3.4,46.1,3.4,0
2017500008A,20,175,00008A,10.8,36.2,2.7,0.2,0,7.1,35.7,3.9,0
20175000090,20,175,000090,5.6,15.4,0.4,0.1,0,3.7,15.3,1.1,0
20175000100,20,175,000100,161.1,166.5,16.4,6.4,0.9,119.2,152.9,32.8,0
20175000110,20,175,000110,279,264.7,30.4,6.9,0.3,203,265.2,49.3,0
20175000120,20,175,000120,224,266.1,28.9,5.6,0,179.1,275.9,32.1,0
20175000130,20,175,000130,133.2,239.1,13.8,8.1,2.6,91.6,246.9,29.7,0
20175000140,20,175,000140,98,74.8,12,3.2,0.6,70.2,82.4,15.2,0
20175000150,20,175,000150,80.5,154.6,13.7,4,0,67.6,166.6,8.9,0
20175000160,20,175,000160,98.9,173.5,5.9,2,0,68.6,163.6,20.6,0
20175000170,20,175,000170,255.2,784.9,29.7,6.5,0.5,184.4,787.3,62.7,0
20175000180,20,175,000180,164.8,450.6,15.7,5.3,0.2,119.7,471.9,30.6,0
20175000190,20,175,000190,0,28.6,0,0.9,0,3.8,26.7,0,0
20175000200,20,175,000200,7,37,0,0,0,3,35,2,0
20175000210,20,175,000210,2,20,0,0,0,2,20,0,0
20175190010,20,175,190010,0,0,0,0,0,0,0,0,0
20175190020,20,175,190020,0,0,0,0,0,0,0,0,0
20177000080,20,177,000080,117,179,17,10,8,104,209,16,0
20177000090,20,177,000090,130,314,17,9,7,107,341,19,0
20177000150,20,177,000150,79,254,24,5,6,66,280,18,0
20177000190,20,177,000190,282,370,38,10,11,288,394,15,1
20177000240,20,177,000240,4.8,4.9,0.5,0.2,0.3,4,6.2,0.4,0
20177000250,20,177,000250,0,0,0,0,0,0,0,0,0
20177000260,20,177,000260,175.9,243.7,20,6.6,13.9,170.7,261.4,16.5,0
20177000270,20,177,000270,203,308,19,15,21,192,339,23,0
20177000280,20,177,000280,222,393,25,10,16,199,440,24,0
20177000290,20,177,000290,170,365,26,18,17,173,388,24,0
20177000300,20,177,000300,107.1,124.5,19.7,3.9,6.3,92.2,152.8,11.8,0
20177000310,20,177,000310,140,156,19,2,7,131,185,8,0
20177000330,20,177,000330,136,286,31,22,11,137,313,29,0
20177000340,20,177,000340,162,247,27,4,12,140,293,16,0
20177000350,20,177,000350,152.1,234.2,16.8,13.1,10.3,143.7,257.5,21.5,0
20177000370,20,177,000370,212.6,424.3,27.7,12.9,7.9,195.8,460.9,21.8,0
20177000410,20,177,000410,95,83,6,8,5,97,76,19,1
20177000420,20,177,000420,142.9,117.1,9.9,8.9,1,127,129,18.9,0
20177000430,20,177,000430,111,159.7,16.3,3.6,7.6,105.7,170.4,15.1,1.2
20177000440,20,177,000440,157,143,13,7,4,134,175,14,1
20177000480,20,177,000480,142.8,144.9,15,13.2,12.8,148,156.1,15.7,0
20177000490,20,177,000490,133,100,20,5,5,125,117,17,1
20177000500,20,177,000500,134,121,10,4,5,131,122,16,0
20177000510,20,177,000510,119,104,5,11,6,133,94,16,1
20177000520,20,177,000520,133,82,11,8,4,132,93,12,1
20177000530,20,177,000530,135,76,6,8,3,128,84,15,0
20177000540,20,177,000540,98,33,4,5,1,85,45,7,0
20177000550,20,177,000550,123,19,7,7,5,126,26,4,0
20177000560,20,177,000560,159,121,13,15,11,168,134,14,0
