GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20051000140,20,051,000140,156,107,19,12,0,141,151,9,165,134,118,174,160,140
20051000150,20,051,000150,88,77,27,7,2,103,80,13,122,74,66,127,124,75
2005100016A,20,051,00016A,156,145,32,8,3,191,135,13,241,96,91,239,218,112
20051000170,20,051,000170,236.6,277.1,43.1,5.1,4.1,326.7,221.7,13.3,399.7,155.9,144.8,401.4,375.1,173.3
20051000180,20,051,000180,252.5,311,36.4,6.1,2,375.2,214.1,14.4,456.1,142.8,138.8,443,446,146.8
2005100019A,20,051,00019A,458.2,566.7,78.2,8.7,5.8,677.5,397.4,19.5,816.8,275.8,262.3,795.5,781.1,298.9
20051000200,20,051,000200,161,200,37,11,4,253,140,10,299,106,106,288,291,106
2005100021A,20,051,00021A,210.9,198,43,14.9,5,251.8,197.6,18.2,319.1,149.6,148.6,309.1,301.2,163.5
20051000220,20,051,000220,159.2,193,27.9,5,0,226.8,140.3,11.9,280.5,98.5,88.5,278.5,265.6,104.4
20051000230,20,051,000230,363.2,404,64.7,5,6,483.7,325.4,17.9,608.1,223.9,207,587.2,554.3,255.8
20051000240,20,051,000240,219,326.8,45.4,14.1,3.1,385.3,191.8,20.2,451.8,143.4,131.4,444.6,448.6,141.6
20051000250,20,051,000250,29.2,74,7.6,3.2,2,81.8,24.9,7.2,96.7,18.3,13.2,101.6,89.3,23.6
2005100026A,20,051,00026A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051000280,20,051,000280,25.9,71.8,13,2,1,80.8,27.9,1,97.7,15,20,91.8,85.8,22.9
20051000290,20,051,000290,109.7,197.8,27.4,10.8,1,237,91.1,12.7,278.1,63.7,59.7,276.2,259.6,78.3
20051000300,20,051,000300,21.6,46.2,3.5,1.1,0,50.5,17.9,3.1,57.2,15.1,12.7,56.5,54.6,16.1
20051000310,20,051,000310,58.1,97.2,7,4,2,112.2,46.1,7,132.3,35,38,129.2,126.2,38.1
20051120030,20,051,120030,75,124,15,2,0,140,63,8,173,39,45,166,156,52
20051120040,20,051,120040,30,51,10,0,0,63,23,2,72,18,13,74,69,19
20051120050,20,051,120050,90.6,163.9,18,4.2,1.2,182.4,74.5,13.8,222,51.3,49.8,217.6,215.8,54.2
20051120060,20,051,120060,28,35,4,0,1,43,26,0,51,18,19,48,53,16
20051120070,20,051,120070,22,48,3,1,0,54,17,2,58,12,10,56,53,16
20051900010,20,051,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051900030,20,051,900030,0.2,0.3,0,0,0,0.4,0.1,0,0.5,0.1,0.1,0.5,0.4,0.1
20051900040,20,051,900040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051900050,20,051,900050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051900060,20,051,900060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051900070,20,051,900070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051900080,20,051,900080,0.1,0.1,0,0,0,0.1,0,0,0.2,0,0,0.1,0.1,0
20051900090,20,051,900090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051900100,20,051,900100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20053000010,20,053,000010,5,20,4,0,0,22,3,2,27,2,3,26,28,2
20053000020,20,053,000020,19,19,1,0,0,24,14,0,29,10,7,32,26,13
20053000030,20,053,000030,5,18.9,4,0,0,21.8,5,0,23.8,3,2,24.8,25.8,1
20053000040,20,053,000040,8,20,2,0,0,22,6,1,25,3,3,25,23,6
20053000050,20,053,000050,13.3,33.3,5.1,1,2,36.3,13.2,2,44.4,6.2,7.2,42.5,41.5,7.2
20053000060,20,053,000060,4,22,3,1,0,25,3,1,28,2,3,27,27,3
20053000070,20,053,000070,100.8,113.7,28.4,3,1,148.4,89.6,7.9,176.9,68.9,67.9,177.1,174,71.9
20053000080,20,053,000080,125.2,109.5,29.2,3.1,2.1,165.4,98.4,8.2,207.8,63.1,48,218,198.8,72.2
2005300009A,20,053,00009A,110.3,157.7,20.2,4.1,2.1,178.7,98.4,12.2,218,70.1,62,228.3,212.1,76.3
2005300009B,20,053,00009B,12.6,11.7,2.1,0,0,18.9,8.4,1,19,9.2,7.2,21.1,16.1,12.2
20053000100,20,053,000100,32.1,37.4,4,0.9,1.6,50.6,21.3,2.7,56.3,16.6,14.9,59.6,56.2,18.4
20053000110,20,053,000110,6,16,2,0,0,20,4,1,23,2,3,21,22,2
20053000120,20,053,000120,20,47,4,3,0,49,21,4,62,11,12,61,60,14
20053000130,20,053,000130,83.7,83.7,29.9,2,1,109.7,73.8,10,140.6,53.8,47.9,146.5,144.6,51.8
20053000140,20,053,000140,5,27,5,0,0,30,2,4,34,3,3,34,32,5
20053000150,20,053,000150,11,15,1,0,0,20,6,0,18,8,6,20,20,7
20053000160,20,053,000160,5,11,4,0,0,15,4,0,17,2,2,16,17,2
20053000170,20,053,000170,9,26,4,1,0,29,10,0,32,4,4,30,27,8
20053000180,20,053,000180,10,12,10,0,0,20,7,2,25,4,3,24,22,8
20053000190,20,053,000190,4,27,7,1,0,34,3,1,32,4,2,34,37,1
20053000200,20,053,000200,8,27.9,1,0,0,27.9,7,0,30.9,5,2,32.9,28.9,7
20053000210,20,053,000210,5,17,3,0,0,19,5,1,21,3,3,21,19,5
20053000220,20,053,000220,76,104,22,5,3,133,64,6,156,50,37,162,149,54
20053000230,20,053,000230,15,25.1,0,2,0,29.2,14,1,30.2,13,9,35.2,30.2,13
20053000240,20,053,000240,147,166,45,8,4,219,133,8,269,86,80,276,268,94
20055000010,20,055,000010,5,34,11,1,0,37,11,3,41,8,5,46,43,8
20055000030,20,055,000030,195.5,87.6,43.2,8,2,113.8,199.6,15,128.8,197.5,191.5,134.9,129.8,199.5
20055000040,20,055,000040,172,147,72,11,1,191,180,24,225,166,154,233,230,164
20055000060,20,055,000060,102.5,95.7,38.4,0.8,1.7,126.4,99.1,7.7,152,77.7,80.3,148.6,148.6,82.8
20055000080,20,055,000080,137,91,44,6,1,121,140,9,146,128,124,145,133,139
20055000100,20,055,000100,167,105.1,51,4,1,132.1,176,13,147.1,167,162,152.1,145.1,176
20055000110,20,055,000110,138,113,56,1,3,152,140,17,180,127,117,187,176,130
20055000120,20,055,000120,152,211,70,2,2,263,153,15,294,135,121,301,287,141
20055000130,20,055,000130,158,254,103,3,2,331,169,14,385,123,111,397,380,132
20055000140,20,055,000140,126.5,230.3,84.6,3.1,2.3,292.6,130.9,17.3,332,101.3,90.7,339.4,338.4,102.2
20055000170,20,055,000170,144.8,209.1,67,1.8,2.7,260.6,147.5,14.5,295.9,121.3,105.9,312.2,295.9,126.7
20055000190,20,055,000190,178,418,125,16,5,510,188,30,547,169,157,561,561,165
20055000200,20,055,000200,86.3,98.7,33.3,2.9,2,122.3,93.6,4.2,130.4,85,80.9,137.2,136.2,84.3
20055000220,20,055,000220,5,35,3,1,0,34,6,3,39,4,2,41,40,3
20055000250,20,055,000250,2,50,11,1,0,57,5,1,62,1,3,60,62,1
20055000260,20,055,000260,26,92,16,1,4,103,33,2,108,26,21,111,111,24
20055000280,20,055,000280,9,46,4,0,0,51,8,0,52,6,2,56,53,6
20055180010,20,055,180010,139,91,38,2,0,123,129,10,150,107,102,156,155,109
20055180020,20,055,180020,56,72,20,3,0,89,54,6,103,45,42,102,100,49
20055180030,20,055,180030,104,128,60,2,0,162,117,13,190,98,92,194,190,95
20055180040,20,055,180040,77.7,127.6,39.5,1,1,150,89.8,6.2,171.2,67.7,69.7,169.2,171.2,71.7
20055180050,20,055,180050,110.6,47.5,31.1,0.9,1.7,57.9,121,7.8,65.7,122.7,118.4,66.6,64.8,128.8
20055180060,20,055,180060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055180070,20,055,180070,3.3,1.1,0.5,0,0,1.6,3.6,0,1.9,3.3,3.3,1.9,1.9,3.3
20055180080,20,055,180080,177.8,131.8,72.9,7,3,182.8,179.8,21,210.7,168.8,161.8,215.7,210.7,172.8
20055180090,20,055,180090,12.2,33.5,10.5,1.2,0.2,40.2,13.1,4.1,44.7,12.5,12.4,45.1,44.6,12.7
20055180100,20,055,180100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055180110,20,055,180110,246.3,130.2,81.2,7.8,2,178.2,263,16.6,195.8,256.1,239.5,213.4,195.8,262
20055180120,20,055,180120,1.1,1.6,0.5,0,0,2.1,1.2,0.1,2.3,1,0.8,2.5,2.3,1
20055180130,20,055,180130,0.2,0.3,0.1,0,0,0.3,0.3,0,0.4,0.2,0.2,0.4,0.4,0.2
20055180140,20,055,180140,95.9,201.8,67.1,1.9,1.9,245.4,103.8,18.3,276.5,87.9,85.8,281.3,275.7,90.1
20055180150,20,055,180150,1.9,2.7,0.9,0,0,3.4,1.9,0.2,3.8,1.6,1.4,4,3.8,1.6
20055180160,20,055,180160,1.3,1.6,1.2,0,0,2.8,1.3,0.1,2.9,1.3,1.3,2.9,2.9,1.3
20055180170,20,055,180170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055180180,20,055,180180,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
20055180190,20,055,180190,1.2,2.7,0.9,0,0,3.3,1.3,0.2,3.7,1.1,1.1,3.7,3.7,1.2
20055180200,20,055,180200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055180210,20,055,180210,59.5,63.3,26.9,6,2,75.5,75.8,7.2,88.7,67.9,67.7,86.8,85.7,70
20055180220,20,055,180220,5.1,2.9,1.5,0,0,4.4,5.8,0,5.1,5.1,5.1,5.1,5.1,5.1
20055180230,20,055,180230,0.2,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0.2
20055180240,20,055,180240,0.2,0.3,0.1,0,0,0.3,0.2,0,0.4,0.1,0.1,0.4,0.4,0.2
20055180250,20,055,180250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055180260,20,055,180260,0.1,0.2,0.1,0,0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2
20055190010,20,055,190010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190020,20,055,190020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190030,20,055,190030,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
20055190040,20,055,190040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190050,20,055,190050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190060,20,055,190060,0.6,0.3,0.2,0,0,0.4,0.6,0,0.5,0.6,0.6,0.5,0.5,0.6
20055190070,20,055,190070,1,0.5,0.3,0,0,0.7,1.1,0.1,0.8,1.1,1,0.9,0.8,1.1
20055190080,20,055,190080,4.6,2.4,1.5,0.1,0,3.3,4.9,0.3,3.6,4.7,4.4,4,3.7,4.8
20055190090,20,055,190090,0.3,0.3,0.1,0,0,0.4,0.3,0,0.5,0.3,0.3,0.5,0.5,0.3
20055190100,20,055,190100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190110,20,055,190110,1.9,4.2,1.4,0,0,5.1,2.1,0.4,5.8,1.8,1.8,5.8,5.7,1.8
20055190120,20,055,190120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190130,20,055,190130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190140,20,055,190140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055190150,20,055,190150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055200020,20,055,200020,113,129,51,2,3,165,120,10,190,100,89,199,198,96
20055300010,20,055,300010,30,80,22,1,0,101,28,3,110,17,18,108,109,21
20055300020,20,055,300020,139.1,312.4,89,0.1,1.2,393.6,137,9.7,415.4,115,105.6,426.6,419.4,123.5
20057000010,20,057,000010,2,24,1,1,0,24,4,0,28,1,3,26,26,3
20057000020,20,057,000020,41.3,190.1,18.9,2,2,200,38.4,10.8,214.9,36.4,31.3,217,216.7,30.6
20057000030,20,057,000030,7.7,43.8,7.1,0,0,47.9,8.6,2.2,52,6.6,2.7,54.9,49.2,8.4
20057000040,20,057,000040,11,27,4,1,0,30,10,1,36,7,9,34,34,7
2005700005A,20,057,00005A,241.3,182,44.5,15.8,4.9,227.4,240.3,16.8,249.2,233.4,225.4,260.1,247.2,238.3
2005700005B,20,057,00005B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005700005C,20,057,00005C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057000060,20,057,000060,191,107.2,37,9,3,120.2,211.1,12,144.2,198,201,144.2,140.2,204
20057000070,20,057,000070,253.7,79.6,30.8,12.9,3,106.5,253.7,17.9,132.3,246.8,241.8,133.3,132.3,251.7
2005700008A,20,057,00008A,397.5,299.2,100.8,23.1,6,358.9,407.4,36.2,430.3,372.2,374.1,426.4,404.2,398.3
2005700008B,20,057,00008B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005700008C,20,057,00008C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005700008D,20,057,00008D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057000090,20,057,000090,444.6,580.2,134.4,20.7,6.9,689.9,430.8,43.5,769.9,393.3,370.6,785.6,747.1,415
20057000100,20,057,000100,509.1,807.4,192.6,22.3,7.8,955.5,513.9,36.8,1089,423.9,383.2,1113.3,1072.5,432.6
20057000190,20,057,000190,44.6,91.3,15.5,1.9,1,110.7,38.8,4.8,117.5,34.9,28.2,125.2,113.6,37.9
2005700019A,20,057,00019A,2.8,21.9,0.9,0,0,23.7,2.7,0,22.9,3.5,4.3,22.1,22,3.5
2005700019B,20,057,00019B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057000200,20,057,000200,14.3,26.4,8.5,1.9,0,34,17.1,1,37.9,13.4,15.2,36,39.7,12.5
20057000210,20,057,000210,62,90,26,2,1,108,63,7,118,57,56,120,117,62
2005700021A,20,057,00021A,6.1,3.6,1.4,0.1,0,5,5.1,1.1,4.2,7,8,3.3,4.2,7.1
20057000220,20,057,000220,24,84,9,1,1,91,20,4,95,21,18,99,95,21
20057000230,20,057,000230,8,52.9,4,1,0,56.9,6,2,58.9,6,5,59.8,59.9,5
20057000240,20,057,000240,10,50.1,3,0,0,50.1,11,2,54.1,7,10,49.2,57.1,5
20057000250,20,057,000250,30.7,103.1,13.9,0,1,105,34.7,5,118.9,28.7,26.8,116,114,29.7
2005700025A,20,057,00025A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005700025B,20,057,00025B,0.2,0.8,1.1,0,0,0.8,1.3,0,0.9,1.2,0.2,1.9,1.9,0.2
20057000260,20,057,000260,52.6,113.4,18.1,6,0,124.6,58.6,6,138.6,48.6,47.6,139.7,131.6,57.6
20057000270,20,057,000270,29,85,12,1,0,97,25,2,108,18,12,113,104,20
20057000280,20,057,000280,4,30.1,4,0,0,33.1,4,1,35.1,3,1,33.1,33.1,2
20057000290,20,057,000290,19,29,2,1,1,34,16,1,35,16,13,39,35,17
2005700029A,20,057,00029A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057000300,20,057,000300,86.9,177.8,42,5,0,206.8,89.8,11,257.7,49.9,47.9,262.7,253.7,55.9
20057000310,20,057,000310,17.1,109.2,18,2,1,123.2,17.1,7,131.3,15.1,12.1,130.3,131.3,15.1
20057000320,20,057,000320,10,44,8,0,1,46,12,1,56,5,6,54,50,8
20057000330,20,057,000330,6,26,2,3,0,30,6,3,34,5,2,36,36,3
20057190010,20,057,190010,19.7,31.5,6.7,0.8,0.3,36.7,19.8,1.3,40.7,17.3,15.2,42.2,40.1,17.6
20057600010,20,057,600010,30.6,51.7,11.2,3,0,62.9,27.5,6,71,24.5,23.5,69,70.9,22.5
20057800010,20,057,800010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057800020,20,057,800020,1.4,2.4,0.1,0,0,2.5,1.3,0,2.2,1.7,1.3,2.6,2.2,1.7
20057800030,20,057,800030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057800040,20,057,800040,0.9,1.8,0.6,0.1,0,2.3,1.1,0.1,2.6,0.8,1,2.5,2.7,0.8
20057800050,20,057,800050,2.9,6.6,0.9,0.1,0,7.4,2.8,0.2,7.8,2.7,2.7,7.7,7.5,2.9
20059000010,20,059,000010,56,70,7,4,0,89,41,5,95,41,31,98,89,44
20059000020,20,059,000020,58,111,9,3,1,128,47,6,131,48,39,137,134,44
20059000030,20,059,000030,53,128,14,4,2,136,52,10,150,48,44,149,139,55
20059000040,20,059,000040,120.2,187.2,18.7,5.9,3,229.6,84.7,15.8,236.5,89.7,81.8,244.4,220.7,98.5
20059000050,20,059,000050,483,595,84,18,12,752,380,47,763,418,337,828,762,411
20059000060,20,059,000060,71.7,141.1,10.3,1.8,0.3,158.4,55.2,9,165.8,55,43.3,170.3,168.5,50.1
20059000070,20,059,000070,85.9,137.9,18.2,1.5,1.1,182.9,49.4,3.5,188.7,49.9,41.5,190.1,179.8,54.6
20059000080,20,059,000080,77,103,14,6,3,128,62,11,141,61,47,150,124,77
20059000090,20,059,000090,102,124,11,4,3,168,65,8,176,67,54,185,170,71
20059000100,20,059,000100,182.9,245.6,24.6,7.2,0.1,315.5,133.4,9.2,328.9,131.2,116.8,334.1,303.4,145.6
20059000110,20,059,000110,116,191.7,30.2,5,1,242.2,85.5,13,257.3,83.5,83.4,250.3,247.2,91.6
2005900012A,20,059,00012A,130.3,212.7,15.1,4.1,0.1,263.6,85.7,7.2,271.9,84.7,73,275,265.6,87.1
2005900013A,20,059,00013A,149.2,168.4,22.8,6,2.9,205.6,124.9,14.8,229.2,118,110,233.2,210.5,132.8
2005900013B,20,059,00013B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005900013C,20,059,00013C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20059000140,20,059,000140,155.2,188.8,31.7,7.9,2,221.9,140.8,21.7,240.7,142.8,128.9,248.6,226.8,152.7
20059000150,20,059,000150,92.7,102.6,12,12.9,2,132.5,76.7,11,131.5,89.7,83.7,136.5,130.5,89.7
20059000160,20,059,000160,411.8,376.3,34.1,24,6,475.4,328.7,27,506.4,326.7,284.7,537.3,471.4,350.7
20059000180,20,059,000180,149.4,138.4,20.4,11.1,0,183.9,123,9.2,198,117,100.7,208.1,182.9,130
20059000190,20,059,000190,376.4,322,32.2,25,9,437.5,291.9,28.1,450.6,301.9,258.8,488.6,433.5,319
2005900020A,20,059,00020A,425,400.1,58.9,18.4,5.8,526.3,343.6,24.3,566.1,326.4,290.3,582.5,509.7,366.1
20059000210,20,059,000210,95,183.2,22.3,4.1,1,214.9,72.4,18.2,219.1,85.5,70.4,226.2,210.8,89.6
20059000220,20,059,000220,136.3,186.9,18.7,9.2,3.7,231.6,101.8,15,250.2,99,87.7,257.7,235.5,109.9
20059000230,20,059,000230,83,148,14,5,2,171,68,10,181,66,58,184,172,73
20059000240,20,059,000240,102,162,18,6,6,210,75,8,215,80,65,226,201,93
20059000250,20,059,000250,94,118,18,6,2,147,74,12,170,62,57,172,153,76
20059900010,20,059,900010,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0
20061000010,20,061,000010,13,42,3,3,1,50,11,1,57,5,4,56,56,6
2006100002A,20,061,00002A,9,4,1,0,0,6,8,0,6,8,8,6,6,8
2006100002B,20,061,00002B,49.7,33.1,3.5,3.4,0,37.5,47.9,4.3,39.1,50.5,46.3,40.8,39.1,50.5
2006100002L,20,061,00002L,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006100002O,20,061,00002O,1.7,3.7,0.4,0.1,0.1,4.1,1.8,0.1,4.6,1.3,1.1,4.7,4.4,1.5
2006100002P,20,061,00002P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006100002Q,20,061,00002Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006100002R,20,061,00002R,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061000040,20,061,000040,23.1,38.6,6,0,0.9,42,23.1,3.4,42.9,25.7,20.6,47.1,43.7,23.1
20061000050,20,061,000050,14,26,3,1,0,29,12,2,40,4,4,40,37,6
20061000060,20,061,000060,54.2,117.3,15,2.5,0.1,128.5,53.1,4.7,144.7,41.6,30.7,152.2,144.7,41.6
2006100007A,20,061,00007A,69.5,51.8,18.4,1.9,1.9,69.2,70.5,2.9,72.2,70.4,60.7,80.9,72.2,70.4
20061000080,20,061,000080,85,60,13,4,2,77,83,3,86,75,72,85,88,72
20061000090,20,061,000090,105,104,25,8,1,131,103,8,150,90,74,162,152,88
20061000100,20,061,000100,214.1,191,33,4,2,231.1,203.1,10,260,180.1,153.1,284.1,242.1,197.1
20061000110,20,061,000110,106,103,20,6,2,126,100,7,146,88,79,150,138,91
2006100013A,20,061,00013A,158.8,171.2,21,4.6,7.3,200.6,149.6,9.1,220.6,139.5,126.1,233.1,213.3,145
20061000140,20,061,000140,35,26,4,1,0,25,37,2,32,33,26,36,28,33
20061000150,20,061,000150,136.9,71,19,5,3,91,138.9,5,106,127.9,121.9,110.9,101,135.9
2006100016A,20,061,00016A,33,23,6,0,0,35,25,2,40,22,16,46,39,23
20061000180,20,061,000180,54,37,4,3,1,44,52,2,50,48,44,52,51,47
20061000190,20,061,000190,104.3,113.1,16,14,0,125.1,108.3,13,147.1,99.3,89.3,155.1,136.1,109.3
20061000210,20,061,000210,40.6,38.6,7.2,1.2,2.1,49.9,36.5,3.1,54.3,35.3,29.3,57.9,54,33.4
2006100022A,20,061,00022A,181,108.7,25.8,11.1,4.2,128.4,186.9,13.4,156,175.8,167.2,159.5,138.9,180.9
2006100022B,20,061,00022B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061000230,20,061,000230,31.4,21.6,4.9,4.9,2,22.5,41.1,1,25.5,38.2,38.2,24.5,26.4,37.2
20061000240,20,061,000240,36.9,53.4,16,1,2.1,67,37.9,2.6,78.2,30.3,22.4,83.9,78.3,29.9
20061000250,20,061,000250,26,88.1,12,1,0,94.1,29,1,109.1,17,25,100.1,109.1,17
20061000270,20,061,000270,140.5,306.9,34.9,8.8,6.8,335.2,148.8,9,380.6,111.5,95.2,387.1,359.8,126.4
20061000271,20,061,000271,41.3,62.8,15.3,2.1,0.1,72,41.3,6.1,79.5,40,32.8,86.5,80.3,38.1
20061000330,20,061,000330,52.3,38.2,8.1,1.3,2,46.3,51,4.7,52.3,50.3,43.6,57,51,51
20061000340,20,061,000340,22,36,2,5,2,42,22,1,40,21,21,40,41,22
2006112015B,20,061,12015B,1.8,3.6,0.9,0,0,5.5,0,0.9,5.5,0.9,0.9,5.5,5.5,0.9
2006112017A,20,061,12017A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061900010,20,061,900010,43.2,95.4,12.9,2.2,1,111,41.2,1.7,126.3,27.5,16.9,133.2,123.3,28.7
20061900020,20,061,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061900030,20,061,900030,5.3,3.9,0.8,0.1,0.2,4.7,5.2,0.5,5.3,5.1,4.4,5.8,5.2,5.2
20061900040,20,061,900040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061900060,20,061,900060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061900070,20,061,900070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061900100,20,061,900100,0.2,0.1,0,0,0,0.2,0.2,0,0.2,0.2,0.1,0.2,0.2,0.2
20061900130,20,061,900130,156,121,25,7,5,143,158,15,170,143,136,176,159,153
20061900140,20,061,900140,55.4,43.9,9.3,2.1,1.3,55,52.9,2.9,61.7,48.9,46,64,57.4,51.6
20061900150,20,061,900150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061900180,20,061,900180,109.8,103.6,12.9,6.4,2.8,118.4,104.2,12.9,132.3,101.5,91.3,137.8,125.8,105.2
20061900190,20,061,900190,55.9,31.3,5.7,1.9,1.9,36,56.9,3.8,38.9,56.9,57.8,36,37,56.9
20061900200,20,061,900200,3.1,1.7,0.3,0.1,0.1,2,3.1,0.2,2.1,3.1,3.2,2,2,3.1
20061900210,20,061,900210,122.7,48.9,12,5,4,55.9,125.7,11,62.9,127.7,125.7,65.9,61.9,128.7
20061900220,20,061,900220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061900230,20,061,900230,32.6,33.5,7,3,1,39.5,31.7,4.9,50.4,26.7,24.7,50.4,46.4,29.7
20061900240,20,061,900240,15.2,24.4,2.9,0.4,0.7,27,14.4,1.9,29.9,13.5,12.8,30.4,29.2,13.9
20061900250,20,061,900250,75.6,64.3,13.2,1.8,1.5,83.9,67.2,3.6,91.2,63.8,58.8,94.8,87.5,65.5
20061900260,20,061,900260,102.7,91.7,18,2,3,110.7,103.7,1,126.6,86.7,81.8,130.6,123.6,90.7
20061900270,20,061,900270,0.7,0.4,0.1,0.1,0,0.5,0.9,0,0.5,0.8,0.8,0.5,0.6,0.8
20061900280,20,061,900280,68.1,117.2,28,7,7,146.2,70.1,9,155.2,70,60,160.2,158.2,66
20063000010,20,063,000010,136,307,39,2,3,371,97,4,409,76,54,409,407,69
20063000020,20,063,000020,1,15,1,0,0,16,1,0,17,0,2,14,17,0
20063000030,20,063,000030,15,54,8,1,1,60,14,3,71,7,7,70,68,9
20063000040,20,063,000040,41,109,15,5,2,133,32,3,146,21,16,147,139,24
20063000050,20,063,000050,37,110,21,4,0,127,35,4,147,25,20,142,149,21
20063000060,20,063,000060,8,46,5,0,0,47,8,0,54,3,2,51,51,5
20063000070,20,063,000070,2,20,1,0,0,21,1,0,21,2,0,21,23,0
20063000080,20,063,000080,0,3,0,0,0,2,1,0,3,0,0,3,3,0
20063000090,20,063,000090,16,56,10,2,0,69,12,5,75,9,8,72,73,11
20065000010,20,065,000010,0,13,1,0,0,14,0,0,14,0,1,13,13,0
20065000020,20,065,000020,0.4,0.7,0.1,0,0,0.9,0.4,0,1,0.3,0.2,1,1,0.3
20065000030,20,065,000030,3,29,4,0,0,33,3,0,34,3,0,37,34,3
20065000040,20,065,000040,6.9,30.7,3,1,0,37.7,5,0,39.6,2,1,40.6,37.7,4
20065000050,20,065,000050,6.2,17.1,0,2,0,21.1,4,1,21.1,5,5,21.1,22.1,4
20065000060,20,065,000060,6,17,5,0,0,22,6,0,24,4,4,23,24,4
20065000100,20,065,000100,4,12,0,1,0,13,1,3,14,3,0,17,15,2
20065000110,20,065,000110,11,40,5,0,1,34,11,1,50,6,5,50,49,7
20065000120,20,065,000120,3,24,2,0,0,21,3,1,26,1,2,26,25,4
20065000130,20,065,000130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20065000150,20,065,000150,18.9,12.9,1,1,2,15.9,1,0,15.9,1,1,13.9,15.9,1
20065000160,20,065,000160,0.1,60.3,10,1,4,76.3,16,2,82.3,13,13,80.4,80.3,15
20065000170,20,065,000170,30.6,53.3,6.9,1,0,63.1,28.6,0,70,20.7,14.8,75,72,19.7
20065120020,20,065,120020,20,39,8,4,2,46,21,5,47,16,17,54,57,15
20065120030,20,065,120030,0,3,0,0,0,5,0,0,5,0,0,5,5,0
20065120040,20,065,120040,124,225,21,12,4,260,103,19,304,81,70,306,301,77
20065120050,20,065,120050,0,1,0,0,0,1,0,0,1,0,0,1,1,0
20065120060,20,065,120060,34,73,10,3,4,88,31,4,99,23,17,105,105,18
20065120070,20,065,120070,8,14,1,1,1,15,7,2,19,5,3,21,19,5
20065120080,20,065,120080,1,4,1,0,0,4,2,0,4,2,2,4,4,2
20065120090,20,065,120090,7,2,1,0,0,2,8,0,3,7,6,4,5,5
